phase	decode_step	layer_id	router_logits_sha256	selected_experts_sha256	expert_token_counts_sha256
DECODE	1	5	6f2fc4b9d6244bb7efdef4fc026dc1cbec19dff5117f80a5c9344a9d251d268a	7e8341e8e131f24ba236830296e27d91afa7d01b6f478e3fb8eb1a7bbc6b3599	1fca960d0d3b91fb3fa1cd1533f38f32ef2aea5cc9a5446e4e612c83a19ef616
DECODE	1	6	132c6b3e57004e147cc2ac66baa1eec144c0570a9688f7b58324f5c8b81a9b08	c7e91d94392c7dac8076e88e8d4f9d2d041d22e4de3755ecff4a26569278a0a4	49dc0ca7cef664327d72f34be6402f6d0c3263088fbc15adfdf60f6c0f925b39
DECODE	1	7	4a812610d2f2a8b0406ed930a0c02b3b54fe05a0899920cf3e9a12346fd738e5	d650d0ebe06ffa4f2867547a33fdaf0920cc0bab1523f1a3b98c62ae2aec7779	3394f63786417791ad55b4d9dbc18a727b4895c5130a5f196474055c3e5dfd34
DECODE	1	8	379bba26237bc4e5343552eddd56d23cc5cc59a0f3fa523d89924bd7b070ad60	a807032a29e7e184ebd7b4363491bd22e8c46b75a9f42bb14015bede0f90cf01	af88e4ae00c0b436dcf61fd1ba89d8a0fa414536b50ee86208b6ae4bc9ce909f
DECODE	1	9	354e3654c2d7914ccb56f053eb263fec544a29ed0b4ac592a0da110ea44e0896	32c69ec16591534e909ab293e011487d914016754baeb14f2408bc35ad6a24b8	1472c89541abf83f584e7c530dc5fa83bd96caafbea749a21a821e9e9894e957
DECODE	1	10	b8f60df7600e88b710079b3f2a38672f3e53c54a24cec9e3e6ade7dbd129e126	0e18cdb7dfa904d7a2c9d3c48d8cd8acb45565d3508656112f0f8d76ed44da0e	1b768659599d94e2a0fb6369d79cd6effeb8db91eaec79d008b42588baf04641
DECODE	1	11	1c7a3020e46a93a8662c4c8e92fda3a9da54c648e08a86a4269eb35012430ec2	67fff35914932802e742878f8c9196b233b120459fd66c17e449133a079c0a51	523fdb54c82969daad077210626091579235b6e74da5003ba80330fe88578d7e
DECODE	1	12	a825fd8b2e81add70dcec67c7023fbd8972b08d1570d6a2406f7daec84efcbad	18554897c7858a0013c04d068444bc6656edc45e1f55028b9d2b591aca5c7caa	d844fb557096061f340c16edf6c816caceef8a29dfeb0e21bc0cf39607c7a380
DECODE	1	13	a1e00718ef92be9eef5c491e6fc3a2ed7eb19514ae3f5a1d3e2bcc2dc26e541c	73a8ea5c14e75017d2fb42917ce8ae1141dc0a6553561056e702af9e111765b2	f72818ebc5ba982e23b59a0e309d6f30dae8168c660193e7c105c609076747c7
DECODE	1	14	061af89898b339a1464bc244a321db4958c2df50439a36c3d34d80ecaac68cfa	f2a722753fb9fa444f4f84f9256774a33673d57cf8b1d24d58d2afea0543999e	692194438e50e250aaed72838ebbe652760191f00d75de14f8eb57fefafd70f8
DECODE	1	15	852d88b7243b52d8083d7091d8655b438d7974cf9cb15d687560c726c2b43cb6	b71def7ca797e16282617ade9ee6949f5122116c904401fed6e3b78635c90680	dd4102769d94c18ca62fb28d4c0dba2a0d170de4f1b0320d713ea660cd2365ee
DECODE	1	16	990b14759a4124077d453dc5fea9afd1a8b02005c493ba1e0ee9b192aa5725f2	65cf50877d99b67e34e2495a12f796e584dfeff58500e408c61cef75385380d3	85ffda35c50634db31e774645719a49a2e9ed89a51122e149050a8ed84c17756
DECODE	1	17	39981b92e383772b428f8d06b794148163cb85b7b81672c8ff6a0e50fae68a75	447a04b828878d1db1078a1263920e8fb38a8a3786ad3dfb9b751752fdd1f650	e02b6cc96d7458b002d2268e00967c3e68158886c9177e0643935525938ed0d4
DECODE	1	18	01e88ef32e0317e63a0debf83c26a20ed8477d19fcd30c337e013f3ac096fa59	5fd53fe93632c351d57fe8281c747c949b6e3bd24f44d137ce623d4809874b33	104b01b535eab12bb7faeffac428a4086afe49b03c34f61765e071f7b290aff1
DECODE	1	19	07ab62f07ef633c6fb5cb2f9d3d8467af31f2502d20a68ab068c5f3a6ab73577	0d2d15e9a56e91b266a6a6fd4286d5e15f0ca7ffc2e25289be7baf1d56f9ef33	7acf275af10ea371abcb7df4690dd4778929bbf7072611330de459ea75da0dc3
DECODE	1	20	e16b637a5a1924df175c8f8fa1d283a0a9bdddac6dec0b67cbd0335c490b330b	89de9dc7254066e17b796706d19f8d55aa8fe2473bf920fb821083a2324311f0	29a3eb6596429d030e2a63a5ecbab8e74ff17f77e68a1f141220f51b6093f8df
DECODE	1	21	8d651c5d9b6a60cf7ac3f875dc64e1f0e985da4c0bbd8127738b6db1aee19bc7	5a48d8fcc1f247549335ff35ab1243bafbaf02374d6be5099d776763202dfec2	8841b6d16280912aa035804e74c4973bc007fb0ebebbae72d5947d9ca39add6b
DECODE	1	22	f076112c6648efeaece55f1511223a431029fa44927e5260ee288abfe4766b0b	b439d0a4dd838d6e284d611ec46361f28ca949df78411870cf44caea41c29686	c1c394da40fc32feb5974d1e09f450a51f5400fd4bdc04a8e2628011693b1af4
DECODE	1	23	ce4030fa7f929d95bce4fd0204b5113b40343d8b93294b8777454c79f7e54fb1	434f1ac2aebb34b8557baa4e574bafcbd2ebeabadbc16b5602d3b3ae2e211dc2	37809b6ffd2d95e444add4b4b9c0f0ffdd832e594ac3b27227d0991eb4ce18be
DECODE	1	24	423f8b0b540b33ac17e90ddae574224e547fa700d9a9481f35a957a91ba219a6	fb9de51b2f549f79560fa4c7e4a28d1b769c7c91404ec43c84c8eb6281113501	a83b4f336fe395a118606eb5eb260621204583ef698bafa542f4b9122d9dcb16
DECODE	1	25	8f5528ca9d2f1dd9d368b41d163363a2bb9a2ac0e5898b563f8e6f308d99b3be	8bf2cc9a67f4eba62faac1247d7a53055b16389a73ef19f77f1ead206dc293af	36f196e67e5e3e27813ec1e1b1e100bfc9fa3b7d03cd0097c6a0da64771118d3
DECODE	1	26	d86afa852012998b912b4e1a10f8c0e114e4daa7699b8600eb62abdf0ad2b722	efe3cd667ce39936ac5d9a633e453ad887063c77ea1f0de457783b36bcddf066	15967965834259d2fe376113b8c2f7294fccf9de568bf2802f404ee0356009a3
DECODE	1	27	4b85e01ed3aed14a5a369280c4e4f02654643fca886c405d2caf5703e2ff230e	bb4d5d4f057b4a8ab04c464bdce8b85f95df3068af3a324721a7bba557d05e80	bdc77398bdac5efb95d9e2e691890f09ff631bb337ac21d6ffd88396e50d97ed
DECODE	1	28	3cab205212d352cf9494f982f98a0288904bb212379a2515600bce4769182721	15a17f70a027e9a130aab59e82506ccab83fee4ddf22b7aee2707215fa93e539	4faa9607e24e1b719f3e4da4933de8ac3786afa2e47fd53c9ee50c9de764ad77
DECODE	1	29	0011e34b8a819ec17afe4a59eb43cb027009da02fe7f66e9ee6e434f8df0b7d1	852958a291cd7ade072ed68d39fb46375b93403aa463a09b7656a7f2b3ed8a33	8cd99320c12e2b8d4b5decf97b4a88fb8f1bbe0139ad7c0e77b325eab423c63d
DECODE	1	30	9c90f3bdd9d5617c27b1e25c0e33cd1d4965cc2cf3671d1294b7974749aa4f7a	4116a25683ba4bf9cec76ca0ac1b64670fbdd5c0c3f141481096657a5e675d78	969950e41112f7e249a8acee53ba529e08c45b5eb6aafeac1f0dfb831889f300
DECODE	1	31	e2014e202ef56a56566a3e6b900fbbf34ed6100998a1591101ef70af8aeacdb8	e1b8ef8647aa6990d6e1725dc67511ca65e1ec3c574bfbc769eb1f70d16b2af8	de3c5e7207fde54dfc8d7f50ef2c49ae88dd5aaaaa111cefb63cbc2f7922cbc0
DECODE	1	32	2c3fa882a393e5b7a017b69909c24fdb45f9d4246ca5d424464c5b32d913527a	fb43ad305f6bf56fbdea7a2c2227c328a007b5972828d10437be5e0ff52ebf71	73458ea4cb30eb6a64120b8143ae24e2941900e8b3344a51d890eb77b952c007
DECODE	1	33	00e3d589a36b6447260b3afd59233facffec46e5bc9d11bab3cf2f6ce0ef17a9	fa393db7f8792fbf8a77866d49bc8a04c19fd2784e8fbb6eb61fdf3cc588658e	54b042d160e967a58755adbf7f71a12524bd03057422d779d339962a196b3cd6
DECODE	1	34	8a552a13c6b05a92f4e998134747cd8b6c8eaec3bb4c96b6d8f1595daa81d0c1	3093f52ca8f2a7075be4ce74f52b717f792404f73a311af385d54162ea4ce511	e5c56117625e7e088b7b2fbe3943d18a95b6c35da12dd4a78137cee17386dc25
DECODE	1	35	96728f429b8d0ac79819a48051eadc228b9991d433e419a84a7c148ac165a8cf	5146567d8424e7d75da926da3bf1e6839ed93e021382ea9c0c99ca0aef0cc48e	a179b7dc8c9b7f977f2f3f6ecdd4817b20a032fa8ff86472067473e5b5b76541
DECODE	1	36	a8205eab5f28aacc7d6cc864527b96623c74f2730167c73d2d61ec4d5c294892	9d32a3d59b81dcc91eb38f97eb0cd347a879efd39af022235418723504945062	39210371eb7ce0993a1bae36aca511dcdcb72ff46e6f20f30eedcd6d562cb6a5
DECODE	1	37	30578942ab937871b42999ac761317199033bab350bea35e4728ffdbc4c0ab1d	588a8a47b522f75c02fe359cded383c40242a6b6af27162ab99e30804bbb8563	54ca047773e0f1a5e5647fddecd3f17a375c195abdba0065e00039faeaedba54
DECODE	1	38	3cf4e6c1f751764a5e6df7ba1a567daea53c6ad432d9eb52b954d230f17643c7	a371aedfbea56ea11d0ad3473fdfcd7dd3c26d947106824b916da7eb93b58e24	5ce41dafcbf9dd945a7f23b9546fe66aba58f53a7d9ab6ed39f020c766366f84
DECODE	1	39	ca254fbaf3988ee48b3be689617de25afa34dd6791ef0fdb58f317a6dfb02164	643c3d31fb7ab9d13de8d4ef7b822faf4cbbb3ef15f8ca209d39592969445090	6232cba58297317e44e090c929da737ebce65b6f5516d59f31008c9dab0c7f3a
DECODE	1	40	7eddd3e441f06f57ad277b0cef837c42f58f8b4c1bd18a8212136f3a0b5a76a6	7b2230a277253c997b054a36b797cf51c830910e6b9dd008fc704ece488d05f8	8649b38261ae3b7d3ee2df78c72771b32d1953d4ad7efc150d80eeffc84a6548
DECODE	1	41	ed55b44d0c05938802dc876a958a7b461967a8619ca4a20183d470dde5038a67	c55c7518e65fe2ab676e6c87300b844fab750c238086cb9e13947d65432a0f58	1ba53c3c9a0ca849e0f8bfc9e401f78ce9875c933ec853faf7f8c32b2d38b134
DECODE	1	42	f261f1efcfadba7c0e38bb9705602166c6dc5a90cf3b380d01abb6723f9f9bf6	eca10bc9b6aaca1734943778bcb512ddd1baecb203ad06a5b095d9cd25d9e73f	89c8d7aea2fb2800860987df2aadf309230fcd4d010e7fa220699cec52333d9a
DECODE	1	43	a8e5fa81995a41cc03d6fe16968b3728c3f6039a9a1e4e3f56021c11f0b471f3	dae0d58d8eda5421dbf7a0381811fdca4886cbe6e0b2bafb6c017ac146046cdd	ea72bca22428565281138936aba3deb4b675dfb59f52902f2213613d0020a633
DECODE	1	44	a668c6446a9abd5a9eed6bbf542c2618b115a6bdc8169877bd4a265e111031eb	ef8deb77c01a7a5b565df6f9d51661b384d71adb1d59380b27bfa95a00f55e7d	d7aa8f7dc7120eaaacf8ddbdf34f2d7766fdc6940e99adbef2abba9b4a6afc0a
DECODE	1	45	ed4211a9f1c4abbe760dce219b6f7888cb013fdd901897b67a93d292294cebbd	113c6794232110b6ef0d77788f5e969a9105789e94c3f9e6a166a79af373fb11	533d32830d8d9e7d4d9843b70d7b09a93794ceb2cebae57813a0c99464c313f4
DECODE	1	46	1117b7ee27fb47a3c9b35f1ed6969f118190422a0fe32de2f5e34fd00d8f80ce	4880db94888726afac8349afed0ee8806ed711a5609f382fd5cd758cfd06d7b8	212ac00af3fd2d65745d281c286e1b96a3ba710f56dc0c38dab7097c912efb69
DECODE	1	47	b60d35a91b90f3c2f78d3ae230effff888fbd2970ae3a6e8e3a97e095bf618c6	063aa95f401331ac2fbf59961a858aeb80f85cc1b90a3d22d2ea91799300847f	cf57436fc8e6bbf85a7ddf884c3f3867852792670d7e82734f4b01761600f92c
DECODE	2	0	30d27056df9f71f8aa220370e1af0b8a397a070970fb35c1e5067778707036f6	d48fc5da5ae4bb58497b0cace5b5875d16d5c4d324de37d7bc3d35f1a3236ce1	c37af0fe49409c4268945c01aa7e32babc86a25bc5aa618e13ac879911a7a319
DECODE	2	1	65a890ae2abae3f382bb5cdf343ecab8c3e30872b9af11b22b1ebe20f057f047	4a542b6b6bff057cb557e50ea5f2e5dca0500895dc46718ed72ea33201c68935	ce1921e7c543cf51bcca76d24ec04fe99a78447dd0b4223e1430272c1e0eb4b0
DECODE	2	2	734574c4cf9244a1740d001e3b81653949c464e15bae6e4aabe9e9d61d580562	422cb61197627e39967b2c4bef9b00bc8a6901b076b969071d25bc540814ebb6	b226999467a9c8ce0f0b7f425735fe9581733c7baa3413839c19de8676f08e63
DECODE	2	3	31a2d39fcec9e640385f1729c58756ad87c85e4864c57f3fd52d0bc1abdf48ca	898d6aa33a1a3253b5255d0106c354c1269092bc378ca05ad51c7f5d29907ceb	3f3683ad8a44ca5f1d915bed2a132fd6b530093424103dd2ff2e81f2ce66c825
DECODE	2	4	42a469b8ae5c2d81c2f5796af695c75e3539153d1cd94a25c305e0f8579bbf94	9db701401680d626373a9544e23470340aa3046e37f6b1b092c32ea81d20ddd9	8a30cc2409d6f473ae0479bfa7bf39a37a1fd92c90663a032b9c2ec71030e47a
DECODE	2	5	ef94e54fa73b6be11ff9963e7f27200c24ce5ca3633670940f6324115a40f1ec	342c0847b1a02c848868da3aa8831ab3c9a1a735151621bc484203f433011aad	68d96299850923278288622eaf2787404fa80f4f8b0cca9f753cb84ae366a7f4
DECODE	2	6	0f0ce83332ebf58e4774a9f8ccb8f2de1d505b540f4bbaa3c26d01e88ac6e895	21352e3d5f62b714b2fef3a4a53a3cdb59d4221f40664ef6ca33d761c6441a3f	2e19341fc2a0323a08955b92d80b3eaf79726677ddf57fc0ca5c05affcbd4b3f
DECODE	2	7	b3fd4f21302d238c4e0855a5417f8c97847316f06532554dae88d14bdc91efc3	1a840ae5377ca2d2e2ee43e14ff3a9fd09dc7c57dcbf97f6dfbc5dbf23b6ee24	eff9bede38dca9b28adb0bc8448439265e1a41ef3317449386d7ac5edf290531
DECODE	2	8	17a98b18244316d3ff31e7d4c590a33709c89461e947112a1fe6520a10c4c771	5a370daaf4e94204cb25b4f354899c419a494baaf5b9c78401575df201377605	81a76730a2a3fb4b10749f296ae007623193ae04fc671dead78df494bc85af58
DECODE	2	9	c27904200238eed38dea373b32bf4d66d6b4cf109104e3172c901c6162c8d1f5	78d0387def02a90f9b7e0781334636c58faec289ea81679e576e2cd72f6bf8e0	9d84c5e4c17b22c0056dd8ebd6a0a2551061dc5a7b662026395235ade7dd2793
DECODE	2	10	707a1e3ff9f4f4b1ff1a9dfac25753009cb956bd7756c5746446af9fb56dd9cd	1070a43822b1eb248c771061d7945b6feaf6e7cf3623f8bf3dec155cddbaa937	b3967c7ce4fe83ef2777f24fb999077394234cd95a0c1e376c67edec0f1c780b
DECODE	2	11	1f705fb37a519fd5a0876aa8ae018349990cfa353f15491cf3b6b1213c657d2d	a9b0a76af92e0cc35101495f61e1adc818b677b91eb69b1d993580c7b1cd6b25	e8e5b7315f3fb2c6e68f491d5f15852bc352b621abb73abe1329a67d4ae7f051
DECODE	2	12	be31f8951572b13a9c2a35cd270c284806c1550194b864c71a2944e00f182de1	d978be836a1adf8ac9a561f5b9a70756820bbf40c4ce7152db3358a2d1abafa1	9d9325e567fb8b4efff380ed651661b960949981f2884882bb360efbfc19cd60
DECODE	2	13	4f34520d38896b94b9ca8d6b826e449e5d60a177dd58f3bda723af5c84722f60	0b1055afbf0193bd5030c3dfe6feb28a0e08c440c8c4f97b291d6d1aa8f4a59d	bf832d2a34ac7d668a963e62c6aacc80b0332fb0e133c91d3a20a9f6264e7ab1
DECODE	2	14	bb3ec96bac85955d6dedd6533a8185bf0ca575592d3c22e1a2c1c3e4df0435a7	d0130658480dc1e3aeb3763e86f8000c78ff8ca3445a4f8fa9a0774786a68b5e	1adbc40f5a6594208beb7af3235393e371e0de47e1a37a6b4af1634a7fe019ad
DECODE	2	15	b36b6bc8af1ec5e552059809019d29fffdc7fa1bdac0ee991bcf0cd6db5e8456	f8cea763e4c2480bebec0d832aab35776fb38a2ac28192d6e0a24317a46a6de8	b509fc9593e9b646b0558b79a39a3147d1aae4021d56e17ba7094f064ba22050
DECODE	2	16	3383c0bdabb5da2ce1e565f025c2c73615a0d9afee40700d7d99906f0c6b95d6	416adbd9732d4d155cf4175e57724320c6998fafdaae86db20653d1a247c24e1	eab5198ea179ae9993525b0171f7b2a1a924dd8260495a9e327d12c87c92969d
DECODE	2	17	0761dcf70e1aca6d289a362df29d4289274c6acf57c19ea335f2c1ab81dd117c	3f8c3821c32fdcc23e3b3b33742f8a646475610a76fd4055e539ff087f600ced	42f75c27ca6ce84c4f06bc4d8abdc8216afe062b5a075051eca0d4a435ee0e4b
DECODE	2	18	560eb926bee685ad493a4435a9bd9626729a828edc56dbf9c3740401dbd13d17	ef526f728dd2e99c1988571d3543b0e6c95791da61eb8376cd7a24208ea91334	1299be209d878bc6eb7a8507672e2207121f79995517ab3aa13100bf8da54da1
DECODE	2	19	c6989d0b9dfc8dfb0e94471c290972598e85a5a8be18f01c3e21064efd0e6530	38b379c937a61032afb83e974d6963ed41f507dbcdc0b51aad735a9d5d15d715	3c50cdcb2dc9166b6867101890054332dddd65bceb7548375ab7b61318cc0a07
DECODE	2	20	b6246bc1971e43294d6d492773cf5cb6271aede8f16715f94fe8eb521521b2ce	838557a93401c4146f92f78cec1a7c43c993f7e25c5a2ef16dd77faf03be69ee	7fb06e78f0123570e76bf59ee150b5e438d2c65652efa0f4299a7cd4881b1d82
DECODE	2	21	7628d4233d58f833dd8b46bdd6398781e8d8ec92ddc82156eb64fd63031e8850	af428ee9a30e2b3c38738648ebead8440df732fe8ec4dcdde6442fc4f07b1df4	d8ddd947042b1817c1382a3d4206aaa4f9fc36d28adaba04948dd6d4e684b492
DECODE	2	22	8e2302e5c1f5f2042463b5be68bc0cea637b87d2b55744639cfaa94d4b415e4a	c724a0b4cf8c1874db2550f8d06be98317679020ffa4c60f36b27dae1255c5a6	d1a8cd06d9c3f3fb4277f08e9667376ec2accb807138d60888297efd1fd361b8
DECODE	2	23	c52f00fcec24bc23c65e9d7d7b6e5d0d702bb271a13307f90e8b3174490ea989	d16b26813e74f756cdb8bfb2efd643fa1bbc12d369f35094146beaf4abef671a	cad9f35923c29d7f029b4c89dc5f14beeed1f08461e53716cf60ff81438dbfda
DECODE	2	24	5762bc64718c1fdc13061d7c76296871178501e92bd506d1f36cc50a0bb838b1	05040898789f1c894f1e7af3553c21611a3fb99f219fd0ae23b4710cfbc824bd	23910747280851a5e743e82e784e41b1b1cdf6d417255267b3f5c0a2bc395fb2
DECODE	2	25	adef2316078fbca0a26c3d94d667c9765eeb98beeddf80eb162be488f27fe592	b3a85119ce15b8e4aa03887a1ce20278d5863fb998e80202826c1ac3146a22b2	8120a2842254f74ac8c2ff710e122de0694790365750fa2bf1cf5e8c6d906fd5
DECODE	2	26	162e320ea2b8ec254ea2a0c1f664e96bf9d40f414b069a0b02b5b470c0a03422	78db64f53e05c80738296291c7d37cea37d694c9e43da980394826d4fc6c7c0c	83434bc0ce0810df2f4d06a818e51d5cfbd0dac6f41ac432bf3ff509db543d18
DECODE	2	27	629c8778b0f4102bef72ce7b5dd448ce4b94f2e15fd3775e5110f2b883bb9cbf	ab9618d05228dc869808cd195727a3dc5607637fc99527352e7bcf6efb369f05	72727806ff1caec9adcc697a93b19380583888e035faf2bb4c88cc963724f6eb
DECODE	2	28	e58ee2e5cf31ea5ca5a2ea90c2554a5a7df2dcea60e758dd07c62b3df77816f6	4227a7214dcad2bc48251663ba0991c72b7a74efe144f96139bc45819dbc0559	10ebefb45dacba0c41089555c67368fa77963a5ae6ee18b2cdcd3bb8f221a3a1
DECODE	2	29	04ebfcb15cec1c8a36c8d92c71e62d2225b98d8baa116ee3116d7f24036adf86	240474cedd3831bd8d8197fecd5735d004d199709c8726d98205efb03f37655c	93895304abe3c3859b2d2c4091857a70083e0af18396b70e3ec9853bd1d8d452
DECODE	2	30	f10960402fef33d0ef716695be8af70f0fd603f5d4911b16082ef7dc99cc0c83	a49e8ef04e8075e7f92fd2b357112d39d42e6a31a59f17321a35f1d67c84b654	86a8abd5d347fa7e1e6942fa4b4a2b051b81a27109daa833c22ce80292fdb398
DECODE	2	31	facea4039ff26351418b6d44c5ef8043b0f51ef372a119299b02433b10243d2a	71cf6eaecff57bce4ff3fe035bdba75e88a3b06a58ad8beecfc467e48fadf612	5c92cda2a00a87ac173832ece534a3e1c94fc219e8c1e548a5bc227f6397a297
DECODE	2	32	85a1bc893d30ab21bfbc8202fa56cd04a6b50a579f33a356585eb867fffe10b0	1cfd89f73677ea156ac5b1ead071a5453c41507fc66ea575320b0df6867a2ab1	d2a672ebdaf8bdbd71461a1477c1c33ab8a7f0ab3d277808daf0b483f8460939
DECODE	2	33	ad5ef795604df9cebd268c1289389423f51122dfec368af52f68c367b57bacc6	41be2120d38a3bbe40e038f3751ca67fa84165f4e7d9a89c29c0026bc2e2e2d4	1bee70ed0c2ee0da9329b48749b259a3b7d4a6a39b01f44ebab187bacbb00071
DECODE	2	34	f58dc3d5255a77750ed214b43e757f2cb853b2e627cf991db7d25df025162eac	4f120ffec3ee46386a7d8cbbf6d8d26883a01867769b901da2554c2f5911782c	74fd112b49a5fad51d739fefafdca9ce0b83a173809fe4811104534aeafca9bf
DECODE	2	35	d93d40be392fa6166c8f6bd04774b593ce0418bafcc1843709a7de96e78e616e	f20a4c6fdab33f1ba996060e7551fa7603458a851000b2beed2a1bdfa2a8a525	4fc165fb813e90111173b8bffcf0c1b2221edfb017222ef65f504a15d43ed2b1
DECODE	2	36	3eabfc97ee5d556625524950d27c104ab36e9a92a68d1b6b727b05a22064dc58	39b64946ecb73bde34b719cc38e566b2933118fe7401d130c124074cedb84d28	350c62cb61be47a976a016367afa1133ebb8c500ee53e469f05b153f42b63039
DECODE	2	37	fe0d8d2874d59052f9b3ae28ac274842bc2908a02c33e0b876b24f2011928670	25a198054fd57e8bd25d9014eb1b40982c7127039ff5cdb0983e21705ce22e4f	3e8836146b46b09feddfab301e7ea65f6a90a3050782898ede1d200fd70daf33
DECODE	2	38	73871d78e932f225f036285e2dd7eddb29409c7a5a62a103c8db40dc0ddaa871	ab7bc74ae4ff8d2e95bcf565729726cfd7f0ef7ab0bd6e127369da094bee44b3	5a9d53c63cae47594741ab11dd33e2ea8f2c30e648f5307140cf15f21eb49e26
DECODE	2	39	a6e126032770b897737d6d9bf29f8f730298a29b9d088dce1381cf1b62871957	e762f2fc3a7588b75050975234d2a15a12016ac15d83c3abb1595b0ef665d8d9	0830a72614cf539447973bb9938c65341cc7d0661cb29c7d11001b835786fa9a
DECODE	2	40	bb6e30b041296de5007b7f97dfae6047dfc0afd01d14977246df983137ce43b5	5037f035b4a1e1600b8593286a89b580f1e58fd376a1ed95c157c69b4a6b7243	1f4bf8ad8748d376eaa51a17aec5cc67e079b26157e961f821635f702336855c
DECODE	2	41	fa2f1515b6dbe57776bfcbf65c549673da3b73a0c04cdb73c16503245a6dac01	a12f243638818ef4d9e2b1eed5b40d275100b665c5c8d381110df8811c0df335	4c4be5e91aff920b523ea246c50ba5ea7e58ccc97fdb4e472e8bd62a02d1e6e4
DECODE	2	42	d278d48eee10d2dbeaa6afca9c1bd6fce3d1add1afe074e5faaf50ef0b9c53ef	f00d8ffb08627d5ee0a1feec0a2f85c2e29c3d0583b2b76c3909b57943bec7c6	54a5e829cc587e744e4936624a23452a450b3fecbe4708ae9ee9a771ec4b20da
DECODE	2	43	290b5c285a64fdf6d432b79f6e36bc90bd6a27955d53ca5560b8024fbabd805c	5d86c38a0a17a6f408796595c28353190dba5ca730b64b3be0be9d1480592546	584accd8b0a6a3da7e82db3bc98a96bdd541a84be86e9ee6b3ae2b469676d361
DECODE	2	44	fdd7c78d0334a40d420e60e939ed0c7eba3c7f5ea5aae6e85bc1d6bc1a8fe100	463e76cdf6381879779c5dfc5f2a2f1e068ce25d1723e7a1442e5f6c0476ac38	6b1754cacc0ec97193c527cabb8ebc88926c9b9fb86e903d5eec83acee2b5c1a
DECODE	2	45	123cc4f9a5a5cee7c0c7516b0f4d50680be3d1b651e2063b268b9f94f3f4c51d	897b9da385844d8ea6db9cbf5cf0da294cd4727a88f517b1b369fc8735cca6b5	cd0ee502181f3795c9ea1df265fa20b103c47655f622823c7e25c7346467ffb0
DECODE	2	46	69fe058ff33a0b7b2c25b6f01d70940aafdfe3103165c698cdd63a7fab86435b	138dc899a1701f986be613e5ca2332f81f806b11e8624acafdb56ff90218b602	e40469e50a1b842dde4ef5c1b2dd86ce3cc6da4832b4d99b6d70c14ad480b718
DECODE	2	47	eb1d7f8eaa7a73e4b367dfd7ded18e71f1f396a97560335f29fe0c54720ce9d0	c70f4bc76f353d907f0387c55f00557a11d013050df90133886506580843d07b	0c15883a622a033f9a1fd99c1540728d50f66bf183e7f6b83e717b5be04601f8
DECODE	3	0	4a73aa4e643363d9876b335e2f7c5849f34329cd0fa0e733af5f97cabb126471	960e8afc18547b838567ce5b16dbeaf9a976cf5929b6c5669719e0769fe9c7d8	e3e88936a899e1d32ddf05c427baaa246d950dd2768410e794aea5da208fecd5
DECODE	3	1	239888c93e7e00e44f3d3ac7113f59c463afa4193d4c989fe9d7358b95f0eb0a	e94976b148b749d7889bbd1334cccc3184ce4f14e15f343fb46cdf9b4a430e42	7187b9c0f6d380f111ee459fdcc8d9e9461f220c44bfd494ca74999294372bd5
DECODE	3	2	751ee7e650cb1967a8fb6b5f478e51bb0b822c77feb292c3c116aad8fb04f9f2	0ba0360d574ffb24d0a3550e334e8c797a0fe3d02d431710b1117917b36ac57e	4bf16d5d705a6d2b9e77812d679f55ff1ed58f498f7ff6fe46fdaecbae16f4c8
DECODE	3	3	387253c8c6e4f4cb5695080a178a08e18eeecb271f99f0d11aa36d41b39d1410	e605faab24eedeaca6ade0afba735e334dff18495cda216603c369e5c26fea7b	65a01bd29c9d4a6c7381bac036df4a55fa247ba74f4095f5691ab3bad0a9f338
DECODE	3	4	be83c43ed9bc04c077771859624e7dc1d21420db3b200d4809677842506cef9f	671b29cefb65b2fb72b11d5ce95620a98e56f6bd75756d4e37dd93e99633d8de	8c075935d77aa53a21da2caedf767b481bb528bd4daed534e357d8c7005e44d8
DECODE	3	5	2ca434d01bd1d5d0a5056b413af3eb3d02c102d69fb26ee6e57782be5e09f504	856912a62e5479b7391f1a5c2ed7508d54831f7687e306a55b89f19f109cedcb	ba9bcabc6a17c6c9248716a567545c99f00d05fe30ab3bd41a679138891f0125
DECODE	3	6	bc0f6caf09fafa41b68c377b6aa585f1be06191fe1f99ab3338c6a8668059fe4	068a7d2cd3e7fe07d68d0bdbb9eb159a7b64081839d27dec83138a4f85dd1288	8c07c7a470ee1d5683d7bb02372fbdfa0f9d6c000fe301f0d1608ab34818b0fb
DECODE	3	7	4a21ff5fd090d466d9f0d514e9203296d98568a1a4019f46bad5fbf17d7922df	4a3700b281eb376c87478de3985cc4c18cd47f65440421fa42e9e1f8f8bbd162	e76608665abf18e3b92f945c4e722385169551e9b98c0af9a2cc7348c6f3799f
DECODE	3	8	95cdd0e82b9c0bc6dc665917ccc7fcf1121b58616b420172494dfb61144af8cc	7df78100c66f9a91556ef134b7d93e0aa52ac57d7fc70e872ce3b05dcf6daa79	1b4edf317fa5f9f6327c240ffa7b3dbb819d4c389c808338631fb8e716803256
DECODE	3	9	d45d17e3d8d6f11240b6fe1ff8929f293e42ebcf72aaa70aead4563e78c94ef2	45b1832e8b375635d94ce466e573e1c3fee2c7f6cfcc6f3cef65a93d35963a1f	38d1b701eeb1b899471b19883a4382f6d959726111359ff4cab425801dbb6e48
