plan_id	identity	phase	rate	numerator_metric	denominator_metric	weighted_numerator	weighted_denominator	ratio_estimate	ratio_exact	ci_low	ci_high	variance_status	method	evidence_tier
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-SEL-P10-REPAIRED-EXACTMODE-A1	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	30111784.2	101861355.8	0.295615387833	0.346573112093	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-SEL-P10-REPAIRED-EXACTMODE-A1	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	128664	1667672.2	0.0771518527442	0.127287339977	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	C13-SEL-P10-REPAIRED-EXACTMODE-A1	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	31775	42111	0.754553442094	0.74980622431	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F0:NONE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1715933.2	101718468.8	0.0168694360055	0.011888594398	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F0:NONE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	37796	1715933.2	0.0220264984674	0.0403983110724	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F0:NONE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	8174	19344	0.422559966915	0.412890568927	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F1:NONE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1731335	101826672.8	0.0170027651144	0.0118794584485	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F1:NONE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	146000	1731335	0.0843279896727	0.132552389575	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F1:NONE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	33544	48799	0.687391135064	0.677743059728	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F2:NONE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1722011.4	101787391.8	0.0169177279184	0.0118880244496	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F2:NONE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	106719	1722011.4	0.0619734573186	0.104315965637	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F2:NONE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	26707	39855	0.670104127462	0.654135700026	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F5:NONE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1724634.2	101766536.8	0.0169469675812	0.0118852346037	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F5:NONE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	103000	1724634.2	0.0597228096254	0.102687351743	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F5:NONE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	23979	37375	0.641578595318	0.624570162256	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:10	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46536869.2	101862996.8	0.456857452283	0.520659813279	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:10	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	116197	1627196.2	0.0714093358871	0.11932576242	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:10	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29568	33309	0.887688012249	0.87987089897	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:20	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46444710.2	101705219.8	0.456660044502	0.520448056783	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:20	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	114931	1637174.2	0.0702008375163	0.117873543824	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:20	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29567	33309	0.887657990333	0.879815237024	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:5	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1644947.4	57141977.8	0.0287870224891	0.0217766373572	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:5	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	113732	1644947.4	0.0691402047263	0.116573993455	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F7:5	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29567	33308	0.887684640327	0.879844846475	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:10	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46551748.6	101866592.8	0.45698739224	0.520668777042	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:10	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	115848	1644650.6	0.0704392774976	0.117767230889	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:10	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29577	33499	0.882921878265	0.87642838161	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:20	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	46426103.4	101677929.8	0.456599613026	0.520442607982	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:20	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	115481	1628215.4	0.0709248911416	0.117219667213	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:20	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	29576	33321	0.887608415114	0.88102941613	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:5	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1638130.2	57489162.8	0.0284945913319	0.0217729187155	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:5	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	119995	1638130.2	0.0732511982259	0.121470725681	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F8:5	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	35525	47617	0.746057080454	0.742523705325	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F9:NONE	prefill	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	1724200	101785077.8	0.0169396146986	0.011889359679	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F9:NONE	prefill	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	104405	1724200	0.0605527201021	0.10375132312	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_prefill	prefill:F9:NONE	prefill	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	24055	37573	0.640220371011	0.623368394373	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-LAT-D11-REPAIRED-EXACTMODE-A1	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8035048.61538	80048617.0769	0.100377107173	0.105966754623	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-LAT-D11-REPAIRED-EXACTMODE-A1	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	1524.84615385	17793.6153846	0.0856962523291	0.0908047625879	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-LAT-D11-REPAIRED-EXACTMODE-A1	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	79.3076923077	124.615384615	0.636419753086	0.571428571429	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8061863.61538	80088351.5385	0.100662124523	0.10629493496	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	1277.30769231	17697.6153846	0.0721739999739	0.0864610296232	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	79.3076923077	124.615384615	0.636419753086	0.568306010929	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-REPAIRED-EXACTMODE-A1	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	3843745.61538	80076056.8462	0.0480011849581	0.0508172843566	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-REPAIRED-EXACTMODE-A1	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	9376.61538462	25761.6153846	0.363976219838	0.290817462969	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	C13-SEL-D10-REPAIRED-EXACTMODE-A1	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	2137.30769231	8190.61538462	0.260945923101	0.262034679277	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F0:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	44932.0769231	80081529.1538	0.000561079157676	0.000762306129234	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F0:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	20206.9230769	44932.0769231	0.449721545512	0.383453845756	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F0:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4144.61538462	15738.9230769	0.263335386059	0.261711825779	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F1:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	44730.5384615	80075442.5385	0.000558604948578	0.000761674703409	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F1:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	20443.3076923	44730.5384615	0.457032452446	0.366221024631	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F1:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4094.30769231	15666.6153846	0.26133964432	0.261318051576	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	44932.0769231	80081529.1538	0.000561079157676	0.000762306129234	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	20206.9230769	44932.0769231	0.449721545512	0.383453845756	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F2:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4144.61538462	15738.9230769	0.263335386059	0.261711825779	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	44915.7692308	80073903.3077	0.000560928934089	0.000761976307388	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	20190.0769231	44915.7692308	0.449509766143	0.382063988121	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F5:NONE	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	4140.61538462	15728.9230769	0.263248498601	0.261560876726	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_l1_tlb_miss_rate	vm_l1_tlb_misses	vm_l1_tlb_accesses	8061863.61538	80088351.5385	0.100662124523	0.10629493496	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_l2_tlb_miss_rate	vm_l2_tlb_misses	vm_l2_tlb_accesses	1277.30769231	17697.6153846	0.0721739999739	0.0864610296232	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
C16_V2_R_B24_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	decode1:F7:10	decode1	vm_pte_dram_response_rate	vm_pte_dram_responses	vm_pte_requests	79.3076923077	124.615384615	0.636419753086	0.568306010929	NA	NA	INSUFFICIENT_N_FOR_RATIO_VARIANCE	INDEPENDENT_WEIGHTED_NUMERATOR_DENOMINATOR_THEN_RATIO	RETROSPECTIVE_SIMULATOR
