candidate_id	candidate_type	phase	family	implementation_family_key	scenario_mass_ns	total_native_mass_ns	max_scenario_share	actual_target_count	selected	selection_reason
EXT_EXACT_6f68d418e5f9	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	B4:36513;D128:142400;T256:36672;T8192:35456	251041	0.00032390334336313155	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_11be3f542a16	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_REDUCE	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	D128:246464	246464	0.0004956958845250629	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_c18f9a1717d3	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	B4:127168;T8192:115104	242272	0.00041214756595389255	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_71a04ac4e958	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	T256:218080	218080	0.0019261791317798792	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_559644a3ead2	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_46bc72c1379c133de6d753bb09de199ca8c8157fa9e9fc4808e2e622d808d10d	T256:216707	216707	0.0019140521877779818	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_e224386d5862	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	T256:214817	214817	0.001897358870834365	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3b4e0e34fc0c	EXACT_SHAPE_EXTENSION	DECODE	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	B4:26016;D128:103072;T256:28352;T8192:25792	183232	0.000250417419039908	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_6b58adfc6f7e	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	D128:179328	179328	0.0003606699216928658	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3f651fdf4ebc	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_REDUCE	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	T256:159968	159968	0.00141290821419921	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_b4a2c6c5b235	EXACT_SHAPE_EXTENSION	PREFILL	OTHER_EXACT_IMPLEMENTATION	EXACT_SHA256_692a5a59982e66f045d1764f4845ba826e7ade50a095c3f76e8f34913b91d0a8	B4:61664;D128:17312;T256:3968;T8192:61664	144608	0.00019985112219253923	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_671ded78132c	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	B4:69728;T8192:69632	139360	0.00022598629748704876	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0821c1f3c0e8	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	B4:67808;T8192:65792	133600	0.00021976363670264174	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_9506e93e431e	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	T256:120896	120896	0.0010678070080505332	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_371b6a50c02a	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	D128:120704	120704	0.0002427635518603658	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_ef3b2e70d832	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	T256:111296	111296	0.0009830155569083522	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0d83e7202c25	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	T256:108480	108480	0.0009581433979066457	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_7dd08f495875	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	T256:103872	103872	0.0009174435013583988	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_5e336ca305db	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	B4:50336;T8192:49888	100224	0.00016313742356453774	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_91358a77c9a9	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	D128:94432	94432	0.00018992450730115042	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_1152000cf1b5	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	T256:89216	89216	0.0007879952192813357	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_4736784485c4	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	T256:77344	77344	0.0006831364580355052	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_120f5eb8b2a0	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	T256:69280	69280	0.0006119116390760731	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_35c9e47f44c6	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_REDUCE	EXACT_SHA256_9f869f06e41eff47d4e7b2d3da41b2fca8563f79b095b1ec384854b6b3e2e5ff	T256:67168	67168	0.0005932575198247933	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_4003f222ab7e	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	T256:67040	67040	0.0005921269671428976	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0483e3347f31	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	T256:66496	66496	0.0005873221182448406	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_bef72d2d7733	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	D128:56736	56736	0.00011410916687392061	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_8c15bfd448d7	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	T256:54944	54944	0.00048528973870374945	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_c06b8e9ad844	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	D128:54784	54784	0.00011018324517098255	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_9171b7141e06	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	T256:50624	50624	0.000447133585689768	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_ff8896df3009	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	D128:50016	50016	0.00010059369871626504	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_f63e68d596c2	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	T256:49312	49312	0.00043554542070033657	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_735959fce4f9	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	T256:47584	47584	0.000420282959494744	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_0911e45c4511	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	D128:46176	46176	9.287057405474757e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_9769fbe9e2be	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	T256:45216	45216	0.00039936773487967266	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_96c72df53f2d	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	T256:42912	42912	0.00037901778660554924	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_04f8b0e753f8	EXACT_SHAPE_EXTENSION	PREFILL	COPY_KERNEL	EXACT_SHA256_b50a7ce001b169c87982c8b3e2f1028337e89895f75bdde6f8177633ea39e911	B4:3168;D128:3168;T256:2720;T8192:6304	15360	2.4024244490284625e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_5c9c562d4f00	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	B4:4128;D128:4192	8320	1.3378720686475122e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3f2e95be1808	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	T8192:6816	6816	2.144780695843448e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_5400f89b015d	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	B4:2528;D128:2528	5056	8.193170032802594e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_b2ff1af549d0	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	T8192:4608	4608	1.4499925831054297e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_e254829cdffc	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	B4:2048;D128:2048	4096	6.637504836700836e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_35b7907939ad	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	T256:3968	3968	3.504713313876816e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_8de7e3a6e91a	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	B4:1600;D128:1664	3264	5.185550653672528e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3c967fc863b9	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	B4:1440;D128:1408	2848	4.666995588305275e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_efae655326e8	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	T8192:2752	2752	8.65967792687965e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_8cc0b01ee1be	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	T8192:2720	2720	8.558983997497328e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_20a0e1a6476a	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	B4:1312;D128:1312	2624	4.252151536011473e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_3a464844195a	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	B4:1088;D128:1088	2176	3.526174444497319e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_705a3f16720d	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	T8192:2048	2048	6.444411480468576e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_a157b979e920	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	T256:1952	1952	1.7240928398910142e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_413984c27191	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	T8192:1856	1856	5.840247904174647e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_7ad3223021cd	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	T256:1472	1472	1.3001355841801092e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_403fdb37dd3c	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	T256:1312	1312	1.1588164989431409e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_7ef33c7faf51	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	T256:1280	1280	1.1305526818957471e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_c784403bf04a	EXACT_SHAPE_EXTENSION	PREFILL	CUBLAS_GEMM	EXACT_SHA256_54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	T256:1248	1248	1.1022888648483535e-05	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_6700a4717362	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	T8192:1184	1184	3.725675387145896e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
EXT_EXACT_8cd46ab024f1	EXACT_SHAPE_EXTENSION	PREFILL	AT_NATIVE_ELEMENTWISE	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	T256:1120	1120	9.892335966587788e-06	1	NO	EXACT_IMPLEMENTATION_GRID_BLOCK_SHARED_WHERE_PRESENT
