catalog_row_type	scenario_binding	phase_class	phase	normalized_kernel_family	exact_implementation	implementation_match_key	grid	block	launches_per_prefill_pass	launches_per_decode_step_mean	launches_per_decode_step_min	launches_per_decode_step_max	launch_count_variation_max_minus_min	decode_step_count	count_stable_across_32_decode_steps	implementation_stable_across_32_decode_steps	shape_stable_across_32_decode_steps	structural_observation_label	cross_context_label	performance_weight_label	stratum_launch_count_s2	stratum_accumulated_gpu_duration_ns	stratum_gpu_time_share_full_s2	stratum_gpu_time_share_within_phase	family_accumulated_gpu_duration_ns	family_gpu_time_share_full_s2	family_gpu_time_share_within_phase	phase_accumulated_gpu_duration_ns	phase_gpu_time_share_full_s2	lane_c_asset_status	lane_c_accepted_target	lane_c_candidate_ids	asset_join_basis
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3609,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336800	0.002174630162753118	0.0027504114245557533	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3616,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336641	0.0021736035410313908	0.0027491129821077	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3611,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336128	0.002170291233212233	0.002744923667794169	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3607,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336096	0.0021700846175198097	0.0027446623460436175	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3605,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	336065	0.002169884458567775	0.002744409190597771	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3602,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335905	0.0021688513801056595	0.0027431025818450126	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3604,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335746	0.002167824758383932	0.0027418041393969593	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3600,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335648	0.0021671919978258863	0.002741003841535895	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3598,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335553	0.0021665786074890054	0.002740228042588945	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3593,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335137	0.002163892603487505	0.002736830859831774	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3591,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335073	0.002163479372102659	0.0027363082163306706	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3597,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	335009	0.002163066140717813	0.0027357855728295673	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3588,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	334977	0.0021628595250253895	0.0027355242510790157	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3595,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	334752	0.0021614067584380396	0.0027336868325204496	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3590,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	334304	0.0021585141387441163	0.002730028328012727	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3586,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	333601	0.0021539750502511962	0.0027242874158052966	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3637,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	316226	0.002041789186005842	0.002582397871560474	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3640,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	293667	0.001896131579587945	0.0023981742037262896	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	3639,1,1	128,1,1	NOT_APPLICABLE	1.5	0	48	48	32	NO	YES	NO	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	48	293569	0.0018954988190298993	0.0023973739058652252	20017079	0.12924508243352736	0.1634655664128119	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	2	2	2	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	64	78784	0.00050868783474567	0.0006433741498580774	6658894	0.04299474983068813	0.05437855740055154	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	2	2	2	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	64	61664	0.00039814843929931196	0.000503567013312963	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	OTHER_EXACT_IMPLEMENTATION	void at::native::<unnamed>::indexSelectSmallIndex<c10::Half, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)	EXACT_IMPLEMENTATION_UNNORMALIZED	7,1,1	128,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	59648	0.0003851316506766567	0.0004871037430282113	59648	0.0003851316506766567	0.0004871037430282113	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	COPY_KERNEL	void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,2,1	128,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	NO	YES	SCENARIO_SPECIFIC	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	47904	0.0003093036915573793	0.0003911986605757684	8101647	0.05231023139601636	0.06616051801222637	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	43872	0.00028327011431206883	0.0003582721200062649	6658894	0.04299474983068813	0.05437855740055154	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	CUBLAS_GEMM	void gemmk1_kernel<int, float, (int)256, (int)5, (bool)1, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	256,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	40832	0.00026364162353187447	0.0003334465537038614	40832	0.00026364162353187447	0.0003334465537038614	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	39392	0.000254343917372835	0.0003216870749290387	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
STRUCTURAL_STRATUM	B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	EXACT_IMPLEMENTATION_UNNORMALIZED	1,1,1	128,1,1	NOT_APPLICABLE	1	1	1	0	32	YES	YES	YES	OBSERVED_STABLE_WITHIN_S2	UNTESTED_ACROSS_CONTEXT	SCENARIO_SPECIFIC	32	38560	0.0002489719093698344	0.0003148927094146967	11082751	0.07155844599430605	0.0905051216327396	122454407	0.790656315392656	MISSING_SIM_TRACE			EXACT_PHASE_FAMILY_IMPLEMENTATION_KEY_GRID_BLOCK
