scenario_binding	phase	normalized_kernel_family	exact_implementation	grid	block	phase_accumulated_gpu_duration_ns	phase_gpu_time_share_full_s2	family_accumulated_gpu_duration_ns	family_gpu_time_share_full_s2	family_gpu_time_share_within_phase	stratum_accumulated_gpu_duration_ns	stratum_gpu_time_share_full_s2	stratum_gpu_time_share_within_phase	performance_weight_label
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3600,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	335648	0.0021671919978258863	0.002741003841535895	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3598,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	335553	0.0021665786074890054	0.002740228042588945	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3593,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	335137	0.002163892603487505	0.002736830859831774	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3591,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	335073	0.002163479372102659	0.0027363082163306706	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3597,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	335009	0.002163066140717813	0.0027357855728295673	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3588,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	334977	0.0021628595250253895	0.0027355242510790157	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	334752	0.0021614067584380396	0.0027336868325204496	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3590,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	334304	0.0021585141387441163	0.002730028328012727	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3586,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	333601	0.0021539750502511962	0.0027242874158052966	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3637,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	316226	0.002041789186005842	0.002582397871560474	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3640,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	293667	0.001896131579587945	0.0023981742037262896	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3639,1,1	128,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	293569	0.0018954988190298993	0.0023973739058652252	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	1,1,1	128,1,1	122454407	0.790656315392656	6658894	0.04299474983068813	0.05437855740055154	78784	0.00050868783474567	0.0006433741498580774	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	122454407	0.790656315392656	11082751	0.07155844599430605	0.0905051216327396	61664	0.00039814843929931196	0.000503567013312963	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	OTHER_EXACT_IMPLEMENTATION	void at::native::<unnamed>::indexSelectSmallIndex<c10::Half, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)	7,1,1	128,1,1	122454407	0.790656315392656	59648	0.0003851316506766567	0.0004871037430282113	59648	0.0003851316506766567	0.0004871037430282113	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	COPY_KERNEL	void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	1,2,1	128,1,1	122454407	0.790656315392656	8101647	0.05231023139601636	0.06616051801222637	47904	0.0003093036915573793	0.0003911986605757684	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	1,1,1	128,1,1	122454407	0.790656315392656	6658894	0.04299474983068813	0.05437855740055154	43872	0.00028327011431206883	0.0003582721200062649	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	CUBLAS_GEMM	void gemmk1_kernel<int, float, (int)256, (int)5, (bool)1, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)	1,1,1	256,1,1	122454407	0.790656315392656	40832	0.00026364162353187447	0.0003334465537038614	40832	0.00026364162353187447	0.0003334465537038614	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	122454407	0.790656315392656	11082751	0.07155844599430605	0.0905051216327396	39392	0.000254343917372835	0.0003216870749290387	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	122454407	0.790656315392656	11082751	0.07155844599430605	0.0905051216327396	38560	0.0002489719093698344	0.0003148927094146967	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	DECODE	AT_NATIVE_ELEMENTWISE	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	1,1,1	64,1,1	122454407	0.790656315392656	20017079	0.12924508243352736	0.1634655664128119	28160	0.0001818218093323272	0.00022996314048542166	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)	128,3,1	256,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	9737876	0.0628749372646962	0.30214039940068826	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)	128,75,1	256,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	6155566	0.0397448916045652	0.19099084541406125	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_tn	7,16,4	128,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	4783818	0.03088787089050266	0.14842915243326182	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	PYTORCH_FLASH_FWD	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)128, (int)128, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)128, (int)128, (int)4, cutlass::half_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	16,1,14	128,1,1	32229639	0.20809841182910996	3624299	0.023401157732292052	0.1124523610084494	3624299	0.023401157732292052	0.1124523610084494	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_tn	4,32,1	128,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	1258912	0.008128467955617141	0.03906069193018265	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	ampere_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_stages_32x1_tn	7,16,1	128,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	1236389	0.007983042791853221	0.0383618631285321	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3584,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	688192	0.004443477081251169	0.021352767866869373	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	19456,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	553380	0.0035730309960342057	0.017169909970136496	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	CUBLAS_GEMM	ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn	2,32,1	128,1,1	32229639	0.20809841182910996	23620241	0.15250976404423358	0.7328732723317193	446368	0.0028820822936098094	0.013849612153583228	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	19456,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	407904	0.002633730231317244	0.012656176508833996	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	COPY_KERNEL	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	32229639	0.20809841182910996	408995	0.002640774535080794	0.012690027337879894	405827	0.0026203195815309075	0.012591732721548635	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	3584,1,1	128,1,1	32229639	0.20809841182910996	717792	0.004634596596742536	0.022271177160873568	368032	0.0023762870785580628	0.011419054367937538	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3584,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	360960	0.0023306250105325577	0.011199629012288968	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	3584,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	357216	0.002306450974519055	0.011083462647533843	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	7168,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	354051	0.002286015391190333	0.010985261113225625	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_UNROLLED_ELEMENTWISE	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	3584,1,1	128,1,1	32229639	0.20809841182910996	717792	0.004634596596742536	0.022271177160873568	343520	0.0022180194581619688	0.010658512185010821	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	3584,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	265248	0.0017126374744950684	0.008229940149190006	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_REDUCE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	128,1,1	32,16,1	32229639	0.20809841182910996	244896	0.0015812298941139773	0.007598471704880095	244896	0.0015812298941139773	0.007598471704880095	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3584,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	179585	0.0011595337226188204	0.005572045035937263	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	512,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	121216	0.0007826602428986993	0.0037610101683112243	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1792,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	94784	0.0006119956809572195	0.002940895490638291	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	4,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	55776	0.0003601311518934617	0.0017305809723776305	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	512,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	54720	0.00035331283404349946	0.0016978161002672105	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	4,1,1	128,1,1	32229639	0.20809841182910996	1695044	0.010944459054613111	0.0525927082211501	49920	0.0003223204801800346	0.0015488848634016659	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	AT_NATIVE_ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	256,1,1	128,1,1	32229639	0.20809841182910996	1901060	0.012274650882433024	0.058984836907419284	46400	0.0002995927540134937	0.0014396686230335996	SCENARIO_SPECIFIC
B=1;Prefill=2048;Decode=32;FP16;SDPA;TEXT_S2	PREFILL	OTHER_EXACT_IMPLEMENTATION	void at::native::<unnamed>::indexSelectLargeIndex<c10::Half, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long)	608,1,1	128,1,1	32229639	0.20809841182910996	17312	0.00011177908960089661	0.0005371453276283982	17312	0.00011177908960089661	0.0005371453276283982	SCENARIO_SPECIFIC
