scope	semantic_category	normalized_kernel_family	launch_count	launch_count_share	total_gpu_duration_ns	gpu_time_share	mean_ns	median_ns	min_ns	p25_ns	p75_ns	max_ns
DECODE_STEP_14	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380448	0.09903603035368114	7926	7904.0	2816	2848.0	13000.0	13152
DECODE_STEP_14	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	336800	0.08767383459269022	7016.666666666667	7008.0	6944	7008.0	7040.0	7168
DECODE_STEP_14	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210017	0.05467041484457548	2079.3762376237623	2048	1152	2048	2176	2208
DECODE_STEP_14	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	294530	0.07667035184853044	1518.1958762886597	1392.0	864	1280.25	1816.25	1920
DECODE_STEP_14	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109792	0.028580420568885524	2240.6530612244896	2240	2176	2240	2272	2272
DECODE_STEP_14	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349409	0.09095613679096584	1015.7238372093024	992.0	928	992.0	1024.0	1248
DECODE_STEP_14	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	250880	0.06530763545906806	2586.3917525773195	2016	1504	1728	3456	3840
DECODE_STEP_14	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.0003332022217299391	1280	1280	1280	1280	1280	1280
DECODE_STEP_14	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1906531	0.4962971601539082	11281.24852071006	4544	2816	3008	15968	409249
DECODE_STEP_14	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1824	0.0004748131659651632	1824	1824	1824	1824	1824	1824
DECODE_STEP_15	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380545	0.09915376213415156	7928.020833333333	7904.0	2816	2848.0	12992.0	13120
DECODE_STEP_15	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	336128	0.0875805903602152	7002.666666666667	7008.0	6848	6976.0	7016.0	7072
DECODE_STEP_15	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	209504	0.054587787993938396	2074.29702970297	2048	1120	2016	2176	2208
DECODE_STEP_15	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295330	0.0769503753066759	1522.319587628866	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_15	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109504	0.028532062091837052	2234.7755102040815	2240	2208	2208	2240	2272
DECODE_STEP_15	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349120	0.09096575026941621	1014.8837209302326	992.0	928	992.0	1024.0	1248
DECODE_STEP_15	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	253025	0.06592750046379192	2608.505154639175	2016	1472	1728	3520	3904
DECODE_STEP_15	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033351329154689716	1280	1280	1280	1280	1280	1280
DECODE_STEP_15	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1901636	0.49548506381568386	11252.284023668639	4512	2784	3072	16000	408961
DECODE_STEP_15	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.00048359427274300093	1856	1856	1856	1856	1856	1856
DECODE_STEP_16	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	379648	0.09868635846588629	7909.333333333333	7888.0	2816	2848.0	12992.0	13152
DECODE_STEP_16	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	336897	0.08757358950417675	7018.6875	7008.0	6912	7000.0	7040.0	7136
DECODE_STEP_16	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	209568	0.05447546877891852	2074.930693069307	2048	1120	2016	2176	2208
DECODE_STEP_16	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295234	0.07674363714629728	1521.8247422680413	1392.0	896	1312.0	1824.0	1920
DECODE_STEP_16	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109600	0.028489613768177727	2236.734693877551	2240	2176	2208	2272	2304
DECODE_STEP_16	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349155	0.09075995524843151	1014.9854651162791	992.0	928	992.0	1024.0	1248
DECODE_STEP_16	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	254944	0.06627058478571443	2628.2886597938145	2016	1504	1728	3552	3936
DECODE_STEP_16	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.0003327254162706888	1280	1280	1280	1280	1280	1280
DECODE_STEP_16	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1908706	0.4961523424909072	11294.118343195267	4544	2784	3040	15968	410497
DECODE_STEP_16	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1984	0.0005157243952195675	1984	1984	1984	1984	1984	1984
DECODE_STEP_17	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380864	0.09923357032831204	7934.666666666667	7904.0	2816	2848.0	12992.0	13216
DECODE_STEP_17	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	336929	0.08778636893260547	7019.354166666667	7008.0	6912	7000.25	7040.0	7104
DECODE_STEP_17	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210112	0.054744381009552756	2080.3168316831684	2048	1120	2048	2176	2208
DECODE_STEP_17	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	294627	0.07676464335069628	1518.6958762886597	1376.0	896	1280.0	1824.0	1920
DECODE_STEP_17	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109472	0.028522772987158083	2234.122448979592	2240	2176	2208	2240	2304
DECODE_STEP_17	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349537	0.09107136529534744	1016.0959302325581	992.0	928	992.0	1024.0	1312
DECODE_STEP_17	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	251968	0.06564990192951849	2597.6082474226805	2016	1504	1728	3488	3840
DECODE_STEP_17	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1312	0.0003418397230264488	1312	1312	1312	1312	1312	1312
DECODE_STEP_17	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1901379	0.4954015782990139	11250.763313609468	4512	2784	3008	16000	409409
DECODE_STEP_17	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004835781447691227	1856	1856	1856	1856	1856	1856
DECODE_STEP_18	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380161	0.09876948961956596	7920.020833333333	7888.0	2816	2848.0	12992.0	13184
DECODE_STEP_18	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	336641	0.08746257442246917	7013.354166666667	7008.0	6881	7000.0	7040.0	7072
DECODE_STEP_18	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210337	0.05464757862618902	2082.5445544554455	2048	1120	2048	2176	2208
DECODE_STEP_18	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	294656	0.07655446701093176	1518.8453608247423	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_18	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109664	0.028491763515037263	2238.0408163265306	2240	2176	2208	2240	2272
DECODE_STEP_18	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349697	0.0908546489815982	1016.5610465116279	992.0	928	992.0	1024.0	1312
DECODE_STEP_18	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	253857	0.0659544938232858	2617.082474226804	2016	1504	1728	3520	3904
DECODE_STEP_18	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.000332556329326376	1280	1280	1280	1280	1280	1280
DECODE_STEP_18	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1910855	0.4964585349023064	11306.834319526628	4544	2784	3008	16000	410593
DECODE_STEP_18	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1824	0.00047389276929008574	1824	1824	1824	1824	1824	1824
DECODE_STEP_19	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380256	0.09899022452789372	7922	7904.0	2816	2848.0	12992.0	13152
DECODE_STEP_19	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337120	0.08776083610210893	7023.333333333333	7008.0	6976	7008.0	7040.0	7168
DECODE_STEP_19	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	209952	0.054655799303838314	2078.732673267327	2048	1120	2016	2176	2240
DECODE_STEP_19	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	294785	0.07673996817263935	1519.5103092783504	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_19	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109792	0.028581625881949284	2240.6530612244896	2240	2208	2208	2272	2304
DECODE_STEP_19	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	348802	0.09080195525061638	1013.9593023255813	992.0	928	992.0	1024.0	1248
DECODE_STEP_19	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	250816	0.06529372884369528	2585.7319587628867	2016	1504	1728	3424	3872
DECODE_STEP_19	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033321627376216013	1280	1280	1280	1280	1280	1280
DECODE_STEP_19	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1906658	0.4963511516396974	11282	4576	2784	3072	15968	409249
DECODE_STEP_19	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1888	0.0004914940037991862	1888	1888	1888	1888	1888	1888
DECODE_STEP_20	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380480	0.09884587157155011	7926.666666666667	7904.0	2816	2848.0	12992.0	13152
DECODE_STEP_20	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337217	0.08760646623670999	7025.354166666667	7008.0	6976	7008.0	7040.0	7104
DECODE_STEP_20	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210048	0.05456890672797771	2079.6831683168316	2080	1152	2016	2176	2208
DECODE_STEP_20	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295136	0.07667413570264144	1521.319587628866	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_20	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109762	0.028515350492631635	2240.0408163265306	2240	2208	2240	2240	2273
DECODE_STEP_20	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349347	0.09075774993667557	1015.5436046511628	992.0	960	992.0	1024.0	1248
DECODE_STEP_20	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	253505	0.06585871181861284	2613.453608247423	2016	1504	1728	3488	3872
DECODE_STEP_20	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033253447122472704	1280	1280	1280	1280	1280	1280
DECODE_STEP_20	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1910594	0.4963580980587001	11305.289940828403	4544	2784	3008	16000	409025
DECODE_STEP_20	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004821749832758542	1856	1856	1856	1856	1856	1856
DECODE_STEP_21	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380928	0.0991039930067747	7936	7888.0	2816	2848.0	13032.0	13216
DECODE_STEP_21	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337408	0.08778162821433404	7029.333333333333	7008.0	6976	7008.0	7040.0	7200
DECODE_STEP_21	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210433	0.05474722404337465	2083.4950495049507	2048	1120	2016	2176	2240
DECODE_STEP_21	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295202	0.0768011197485769	1521.659793814433	1392.0	896	1280.25	1824.0	1920
DECODE_STEP_21	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109889	0.028589231265544836	2242.6326530612246	2240	2208	2240	2272	2273
DECODE_STEP_21	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	348834	0.09075426930161407	1014.0523255813954	992.0	928	992.0	1024.0	1248
DECODE_STEP_21	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	251905	0.06553677166911222	2596.958762886598	2048	1472	1728	3456	3904
DECODE_STEP_21	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033301072918943107	1280	1280	1280	1280	1280	1280
DECODE_STEP_21	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1905985	0.49586988646415453	11278.01775147929	4576	2752	3008	16000	409345
DECODE_STEP_21	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.00048286555732467504	1856	1856	1856	1856	1856	1856
DECODE_STEP_22	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	380545	0.09879130604315826	7928.020833333333	7872.0	2784	2848.0	13024.0	13216
DECODE_STEP_22	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337536	0.0876259634907395	7032	7040.0	6912	7008.0	7040.0	7136
DECODE_STEP_22	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210304	0.05459592643734737	2082.2178217821784	2048	1120	2016	2176	2208
DECODE_STEP_22	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295298	0.07666077623390807	1522.1546391752577	1392.5	864	1280.0	1824.0	1920
DECODE_STEP_22	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109664	0.028469300045768326	2238.0408163265306	2240	2208	2208	2240	2304
DECODE_STEP_22	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349441	0.09071655855425052	1015.8168604651163	992.0	928	992.0	1024.0	1312
DECODE_STEP_22	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252448	0.06553671084361433	2602.556701030928	2016	1504	1728	3424	3808
DECODE_STEP_22	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.0003322941353459974	1280	1280	1280	1280	1280	1280
DECODE_STEP_22	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1913637	0.4967893377196159	11323.295857988165	4576	2816	3008	15968	411745
DECODE_STEP_22	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004818264962516962	1856	1856	1856	1856	1856	1856
DECODE_STEP_23	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	381632	0.09916166569314844	7950.666666666667	7904.0	2816	2848.0	13024.0	13312
DECODE_STEP_23	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337953	0.08781229667846668	7040.6875	7040.0	6976	7008.0	7072.0	7136
DECODE_STEP_23	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210336	0.05465282815705724	2082.5346534653463	2048	1120	2016	2176	2240
DECODE_STEP_23	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295072	0.07667027665239995	1520.9896907216496	1376.0	896	1312.0	1824.0	1920
DECODE_STEP_23	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109952	0.028569468666917494	2243.918367346939	2240	2208	2240	2272	2304
DECODE_STEP_23	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349312	0.09076377181841426	1015.4418604651163	992.0	928	992.0	1024.0	1248
DECODE_STEP_23	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252257	0.06554540579080514	2600.5876288659792	2016	1504	1729	3456	4032
DECODE_STEP_23	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1312	0.00034090460283574427	1312	1312	1312	1312	1312	1312
DECODE_STEP_23	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1908870	0.495992811901728	11295.08875739645	4544	2784	3008	16032	409441
DECODE_STEP_23	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1888	0.0004905700382270466	1888	1888	1888	1888	1888	1888
DECODE_STEP_24	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	381634	0.0991300657093779	7950.708333333333	7920.0	2816	2848.0	13024.0	13280
DECODE_STEP_24	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337600	0.08769216103252325	7033.333333333333	7040.0	6912	7008.0	7040.0	7104
DECODE_STEP_24	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210368	0.05464343759505287	2082.8514851485147	2080	1120	2016	2176	2208
DECODE_STEP_24	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295360	0.07672025083698479	1522.4742268041236	1392.0	864	1312.0	1824.0	1920
DECODE_STEP_24	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	110016	0.02857683882747061	2245.2244897959185	2240	2176	2240	2272	2304
DECODE_STEP_24	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349568	0.09080086892125915	1016.1860465116279	992.0	928	992.0	1024.0	1248
DECODE_STEP_24	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	253504	0.0658480852795876	2613.443298969072	2016	1504	1728	3456	3936
DECODE_STEP_24	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1312	0.00034079418031596713	1312	1312	1312	1312	1312	1312
DECODE_STEP_24	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1908613	0.49576539853307844	11293.568047337278	4512	2784	3008	16032	408608
DECODE_STEP_24	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004820990843494169	1856	1856	1856	1856	1856	1856
DECODE_STEP_25	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	381601	0.09914706724471126	7950.020833333333	7904.0	2816	2848.0	13032.0	13280
DECODE_STEP_25	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	337921	0.08779818740097661	7040.020833333333	7040.0	6880	7032.25	7048.0	7168
DECODE_STEP_25	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210272	0.05463259300599298	2081.90099009901	2048	1120	2048	2176	2208
DECODE_STEP_25	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295489	0.07677356126706295	1523.139175257732	1392.0	864	1280.0	1824.0	1920
DECODE_STEP_25	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109761	0.028517957887549437	2240.0204081632655	2240	2208	2208	2272	2304
DECODE_STEP_25	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349184	0.0907245251683755	1015.0697674418604	992.0	928	992.0	1024.0	1248
DECODE_STEP_25	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252448	0.0655907055584049	2602.556701030928	2016	1472	1728	3424	3968
DECODE_STEP_25	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.0003325679075087078	1280	1280	1280	1280	1280	1280
DECODE_STEP_25	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1909058	0.49600892529121776	11296.201183431953	4576	2784	3072	16000	409056
DECODE_STEP_25	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1824	0.00047390926819990863	1824	1824	1824	1824	1824	1824
DECODE_STEP_26	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	381280	0.09900445063020301	7943.333333333333	7888.0	2816	2848.0	13056.0	13216
DECODE_STEP_26	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	338464	0.08788670367735268	7051.333333333333	7040.0	7008	7040.0	7072.0	7104
DECODE_STEP_26	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210529	0.05466667012884496	2084.4455445544554	2048	1120	2048	2176	2209
DECODE_STEP_26	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295776	0.07680219363617007	1524.618556701031	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_26	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109664	0.02847572407131395	2238.0408163265306	2240	2176	2208	2240	2272
DECODE_STEP_26	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	350112	0.09091126263911466	1017.7674418604652	992.0	928	992.0	1024.0	1248
DECODE_STEP_26	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252256	0.06550164366914732	2600.577319587629	2016	1504	1760	3424	3872
DECODE_STEP_26	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033236911667713974	1280	1280	1280	1280	1280	1280
DECODE_STEP_26	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1909923	0.4959370472119944	11301.31952662722	4544	2784	3040	16000	408929
DECODE_STEP_26	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.00048193521918185264	1856	1856	1856	1856	1856	1856
DECODE_STEP_27	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	383617	0.09972548112292778	7992.020833333333	7936.0	2816	2816.0	13184.0	13312
DECODE_STEP_27	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	338208	0.08792090944776472	7046	7040.0	6912	7040.0	7072.0	7136
DECODE_STEP_27	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210304	0.054670850306624066	2082.2178217821784	2048	1120	2048	2176	2208
DECODE_STEP_27	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	294497	0.076557751648803	1518.0257731958764	1392.0	896	1280.0	1824.0	1920
DECODE_STEP_27	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109792	0.028541644461659643	2240.6530612244896	2240	2208	2208	2240	2304
DECODE_STEP_27	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349760	0.09092397958785774	1016.7441860465116	992.0	928	992.0	1024.0	1376
DECODE_STEP_27	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252641	0.0656768216121225	2604.546391752577	2016	1472	1728	3456	3904
DECODE_STEP_27	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.0003327501540269268	1280	1280	1280	1280	1280	1280
DECODE_STEP_27	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1904775	0.49516732393487456	11270.85798816568	4544	2784	3040	16032	409089
DECODE_STEP_27	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004824877233390438	1856	1856	1856	1856	1856	1856
DECODE_STEP_28	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	381249	0.09895022939643186	7942.6875	7904.0	2816	2848.0	13032.0	13152
DECODE_STEP_28	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	338336	0.08781249213262506	7048.666666666667	7040.0	6976	7040.0	7072.0	7136
DECODE_STEP_28	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210368	0.054599387428343624	2082.8514851485147	2048	1120	2048	2176	2240
DECODE_STEP_28	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295201	0.076617136485751	1521.6546391752577	1392.0	896	1312.0	1824.0	1920
DECODE_STEP_28	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109760	0.028487359123702257	2240	2240	2208	2208	2272	2304
DECODE_STEP_28	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349473	0.09070301434983234	1015.9098837209302	992.0	928	992.0	1024.0	1248
DECODE_STEP_28	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	254049	0.0659364531524912	2619.061855670103	2016	1504	1728	3552	3872
DECODE_STEP_28	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00033221410056795636	1280	1280	1280	1280	1280	1280
DECODE_STEP_28	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1911333	0.496071698031917	11309.662721893492	4544	2752	3040	16000	410945
DECODE_STEP_28	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1888	0.0004900157983377355	1888	1888	1888	1888	1888	1888
DECODE_STEP_29	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	382240	0.09938074232921795	7963.333333333333	7888.0	2816	2848.0	13088.0	13344
DECODE_STEP_29	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	338529	0.08801607189192084	7052.6875	7040.0	6976	7032.25	7072.0	7136
DECODE_STEP_29	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	210370	0.05469528768260146	2082.871287128713	2048	1120	2048	2176	2208
DECODE_STEP_29	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	295105	0.0767260202099829	1521.159793814433	1392.0	896	1288.0	1824.0	1920
DECODE_STEP_29	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	109600	0.028495524694648094	2236.734693877551	2240	2176	2208	2240	2272
DECODE_STEP_29	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	349570	0.09088668401011071	1016.1918604651163	992.0	960	992.0	1024.0	1280
DECODE_STEP_29	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	252096	0.06554386672830297	2598.9278350515465	2016	1504	1728	3456	3904
DECODE_STEP_29	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1344	0.00034943417143802044	1344	1344	1344	1344	1344	1344
DECODE_STEP_29	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1905508	0.4954238163307436	11275.195266272189	4512	2752	3040	16032	409473
DECODE_STEP_29	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.00048255195103345675	1856	1856	1856	1856	1856	1856
DECODE_STEP_30	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	359233	0.09662593436387942	7484.020833333333	7200.0	2496	2744.0	11912.0	13184
DECODE_STEP_30	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	316226	0.08505797830419848	6588.041666666667	6608.0	6080	6112.0	7072.0	7136
