bank_attempts,bank_conflicts,bank_grants,bank_logical_ops,bank_requests,bank_retry_attempts,bank_true_conflict_events,bank_true_conflict_ops,bank_wait_cycles,block_bank,block_descriptor,block_l1,block_lower,block_payload,block_wad,bypass_payload_avg,bypass_payload_max,bypass_payload_p95,c7d_bank0_grants,c7d_bank0_logical_ops,c7d_bank0_true_conflict_ops,c7d_bank0_wait_cycles,c7d_bank1_grants,c7d_bank1_logical_ops,c7d_bank1_true_conflict_ops,c7d_bank1_wait_cycles,c7d_bank2_grants,c7d_bank2_logical_ops,c7d_bank2_true_conflict_ops,c7d_bank2_wait_cycles,c7d_bank3_grants,c7d_bank3_logical_ops,c7d_bank3_true_conflict_ops,c7d_bank3_wait_cycles,c7d_bank_bypass_fill,c7d_bank_bypass_read,c7d_bank_fill_write,c7d_bank_resident_hit_read,c7d_bank_resident_write,c7d_bank_wb_readout,c7d_bypass_pending_avg,c7d_bypass_pending_max,c7d_bypass_pending_p95,c7d_bypass_ready_avg,c7d_bypass_ready_max,c7d_bypass_ready_p95,c7d_descriptor_alloc_eligible,c7d_descriptor_pool_full_block,c7d_l2_to_dram_full_block,c7d_line_alloc_block,c7d_line_alloc_eligible,c7d_line_mshr_alloc_eligible,c7d_line_mshr_full_block,c7d_missq_full_block,c7d_payload_capacity_allocation_denial,c7d_payload_service_port_denial,c7d_per_address_cap_block,c7d_per_address_cap_eligible,c7d_reserved_avg,c7d_reserved_max,c7d_reserved_p95,c7d_reserved_set_max,c7d_resident_dirty_avg,c7d_resident_dirty_max,c7d_resident_dirty_p95,c7d_resident_pending_sector_avg,c7d_resident_pending_sector_max,c7d_resident_pending_sector_p95,c7d_resident_valid_avg,c7d_resident_valid_max,c7d_resident_valid_p95,c7d_tag_set_all_reserved_block,c7d_wad_full_events,c7d_wad_hazard_events,c7d_wad_hazard_wait_cycles,c7d_wad_lifetime_avg,c7d_wad_lifetime_max,c7d_wad_lifetime_p95,completion_cycle,descriptor_avg,descriptor_max,descriptor_p95,interval,kernel_uid,line_mshr_avg,line_mshr_max,line_mshr_p95,lowerq_avg,lowerq_max,missq_avg,missq_max,overlap_detected,resident_payload_avg,resident_payload_max,resident_payload_p95,samples,schema_version,scope,slice,start_cycle,wad_avg,wad_max,wad_p95
15624,0,15624,15624,15624,0,0,0,0,0,35499,0,35499,0,0,0,0,0,3904,3904,0,0,3924,3924,0,0,4016,4016,0,0,3780,3780,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,51123,35499,35499,0,58939,3906,0,0,0,0,0,11718,59,90,70,3,292,384,352,59,90,70,839,1024,966,0,0,0,0,0,0,0,73325,225,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,44,99,0,896,1024,1024,73325,EPL2B0V1,application,46,0,29,74,58
15624,0,15624,15624,15624,0,0,0,0,0,36906,0,36906,0,0,0,0,0,3888,3888,0,0,3940,3940,0,0,4088,4088,0,0,3708,3708,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52530,36906,36906,0,60346,3906,0,0,0,0,0,11718,59,87,70,3,292,382,352,59,87,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,87,70,113,128,44,99,0,896,1024,1024,73325,EPL2B0V1,application,47,0,29,73,58
15624,0,15624,15624,15624,0,0,0,0,0,33613,0,33613,0,0,0,0,0,3876,3876,0,0,3908,3908,0,0,4068,4068,0,0,3772,3772,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,49237,33613,33613,0,57045,3906,0,0,0,0,0,11718,59,88,71,3,292,384,351,59,88,71,839,1024,968,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,88,71,113,128,42,97,0,895,1024,1024,73325,EPL2B0V1,application,48,0,29,72,58
15624,0,15624,15624,15624,0,0,0,0,0,31186,0,31186,0,0,0,0,0,3896,3896,0,0,3928,3928,0,0,4080,4080,0,0,3720,3720,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,46810,31186,31186,0,54626,3906,0,0,0,0,0,11718,58,87,70,3,292,382,352,58,87,70,840,1024,972,0,0,0,0,0,0,0,73325,222,256,256,application_cumulative,18446744073709551615,58,87,70,113,128,42,87,0,896,1024,1024,73325,EPL2B0V1,application,49,0,29,68,56
15624,0,15624,15624,15624,0,0,0,0,0,37892,0,37892,0,0,0,0,0,3864,3864,0,0,3904,3904,0,0,4036,4036,0,0,3820,3820,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53516,37892,37892,0,61324,3906,0,0,0,0,0,11718,60,89,71,3,291,384,352,60,89,71,839,1024,965,0,0,0,0,0,0,0,73325,227,256,256,application_cumulative,18446744073709551615,60,89,71,113,128,45,95,0,896,1024,1024,73325,EPL2B0V1,application,50,0,30,71,59
15624,0,15624,15624,15624,0,0,0,0,0,37649,0,37649,0,0,0,0,0,3896,3896,0,0,3948,3948,0,0,4012,4012,0,0,3768,3768,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53273,37649,37649,0,61089,3906,0,0,0,0,0,11718,59,87,71,3,291,382,354,59,87,71,839,1024,966,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,60,87,71,113,128,46,99,0,896,1024,1024,73325,EPL2B0V1,application,51,0,30,74,59
15624,0,15624,15624,15624,0,0,0,0,0,38121,0,38121,0,0,0,0,0,3872,3872,0,0,3888,3888,0,0,4032,4032,0,0,3832,3832,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53745,38121,38121,0,61553,3906,0,0,0,0,0,11718,59,89,70,3,292,384,352,59,89,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,89,70,113,128,44,95,0,896,1024,1024,73325,EPL2B0V1,application,52,0,29,69,57
15624,0,15624,15624,15624,0,0,0,0,0,36990,0,36990,0,0,0,0,0,3920,3920,0,0,3848,3848,0,0,4108,4108,0,0,3748,3748,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,52614,36990,36990,0,60430,3906,0,0,0,0,0,11718,59,87,70,3,292,382,352,59,87,70,839,1024,966,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,87,71,113,128,45,92,0,896,1024,1024,73325,EPL2B0V1,application,53,0,29,69,57
15624,0,15624,15624,15624,0,0,0,0,0,25205,0,25205,0,0,0,0,0,3920,3920,0,0,3892,3892,0,0,3880,3880,0,0,3932,3932,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,40829,25205,25205,0,48637,3906,0,0,0,0,0,11718,57,90,71,3,289,384,350,57,90,71,842,1024,978,0,0,0,0,0,0,0,73325,216,256,256,application_cumulative,18446744073709551615,57,91,71,112,128,36,90,0,896,1024,1024,73325,EPL2B0V1,application,54,0,29,82,57
15624,0,15624,15624,15624,0,0,0,0,0,22603,0,22601,0,0,0,0,0,3832,3832,0,0,3972,3972,0,0,3908,3908,0,0,3912,3912,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,38227,22603,22601,0,46043,3906,0,0,0,0,0,11718,56,91,70,3,289,383,350,56,91,70,843,1024,981,0,0,0,0,0,0,0,73325,213,256,256,application_cumulative,18446744073709551615,56,91,70,111,128,34,94,0,896,1024,1024,73325,EPL2B0V1,application,55,0,28,74,57
15624,0,15624,15624,15624,0,0,0,0,0,38295,0,38295,0,0,0,0,0,3888,3888,0,0,3916,3916,0,0,4052,4052,0,0,3768,3768,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53919,38295,38295,0,61727,3906,0,0,0,0,0,11718,59,84,70,3,292,384,352,59,84,70,839,1024,964,0,0,0,0,0,0,0,73325,227,256,256,application_cumulative,18446744073709551615,60,85,70,113,128,45,97,0,896,1024,1024,73325,EPL2B0V1,application,56,0,29,72,56
15624,0,15624,15624,15624,0,0,0,0,0,37844,0,37844,0,0,0,0,0,3876,3876,0,0,3908,3908,0,0,4060,4060,0,0,3780,3780,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,53468,37844,37844,0,61284,3906,0,0,0,0,0,11718,59,88,70,3,292,382,352,59,88,70,839,1024,965,0,0,0,0,0,0,0,73325,226,256,256,application_cumulative,18446744073709551615,59,88,70,113,128,45,99,0,896,1024,1024,73325,EPL2B0V1,application,57,0,29,74,55
15624,0,15624,15624,15624,0,0,0,0,0,31987,0,31987,0,0,0,0,0,3900,3900,0,0,3860,3860,0,0,4036,4036,0,0,3828,3828,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,47611,31987,31987,0,55419,3906,0,0,0,0,0,11718,58,89,70,3,291,384,351,58,89,70,840,1024,974,0,0,0,0,0,0,0,73325,221,256,256,application_cumulative,18446744073709551615,58,89,70,112,128,40,93,0,896,1024,1024,73325,EPL2B0V1,application,58,0,29,69,55
15624,0,15624,15624,15624,0,0,0,0,0,30043,0,30043,0,0,0,0,0,3908,3908,0,0,3944,3944,0,0,3956,3956,0,0,3816,3816,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,45667,30043,30043,0,53483,3906,0,0,0,0,0,11718,58,88,71,3,290,382,350,58,88,71,841,1024,976,0,0,0,0,0,0,0,73325,220,256,256,application_cumulative,18446744073709551615,58,88,71,112,128,40,96,0,896,1024,1024,73325,EPL2B0V1,application,59,0,28,67,56
15624,0,15624,15624,15624,0,0,0,0,0,29050,0,29050,0,0,0,0,0,3912,3912,0,0,3916,3916,0,0,4064,4064,0,0,3732,3732,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,44674,29050,29050,0,52482,3906,0,0,0,0,0,11718,58,89,70,3,292,384,352,58,89,70,841,1024,974,0,0,0,0,0,0,0,73325,221,256,256,application_cumulative,18446744073709551615,58,89,70,113,128,39,88,0,896,1024,1024,73325,EPL2B0V1,application,60,0,28,69,54
15624,0,15624,15624,15624,0,0,0,0,0,27475,0,27475,0,0,0,0,0,3896,3896,0,0,3904,3904,0,0,4084,4084,0,0,3740,3740,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,43099,27475,27475,0,50915,3906,0,0,0,0,0,11718,57,87,70,3,292,382,352,57,87,70,841,1024,974,0,0,0,0,0,0,0,73325,219,256,256,application_cumulative,18446744073709551615,58,87,70,112,128,39,89,0,896,1024,1024,73325,EPL2B0V1,application,61,0,28,70,55
15624,0,15624,15624,15624,0,0,0,0,0,34791,0,34791,0,0,0,0,0,3912,3912,0,0,3920,3920,0,0,4084,4084,0,0,3708,3708,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,50415,34791,34791,0,58223,3906,0,0,0,0,0,11718,59,86,70,3,291,384,352,59,86,70,839,1024,970,0,0,0,0,0,0,0,73325,224,256,256,application_cumulative,18446744073709551615,59,86,70,113,128,42,96,0,896,1024,1024,73325,EPL2B0V1,application,62,0,29,73,56
15624,0,15624,15624,15624,0,0,0,0,0,33246,0,33246,0,0,0,0,0,3912,3912,0,0,3896,3896,0,0,4084,4084,0,0,3732,3732,0,0,0,0,15624,0,0,0,0,0,0,0,0,0,48870,33246,33246,0,56686,3906,0,0,0,0,0,11718,59,90,70,3,291,382,351,59,90,70,840,1024,970,0,0,0,0,0,0,0,73325,223,256,256,application_cumulative,18446744073709551615,59,90,70,113,128,42,100,0,896,1024,1024,73325,EPL2B0V1,application,63,0,29,74,58
