deployment_id	shard	tensor_name	logical_shape_json	stored_shape_json	storage_dtype	role	disk_data_start	disk_data_end	stored_bytes	semantic_alias_group	storage_dedup_basis	source_hash	status
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.12.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	1394676736	1398346752	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	1398346752	1398353920	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	1398353920	1534144512	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	1534144512	1669935104	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	1669935104	1805725696	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.post_attention_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	1805725696	1805732864	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.k_proj.bias	[512]	[512]	BF16	WEIGHT	1805732864	1805733888	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.k_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	1805733888	1809403904	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.o_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	1809403904	1835094016	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.q_proj.bias	[3584]	[3584]	BF16	WEIGHT	1835094016	1835101184	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.q_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	1835101184	1860791296	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.v_proj.bias	[512]	[512]	BF16	WEIGHT	1860791296	1860792320	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.13.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	1860792320	1864462336	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	1864462336	1864469504	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	1864469504	2000260096	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.post_attention_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	2000260096	2000267264	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.k_proj.bias	[512]	[512]	BF16	WEIGHT	2000267264	2000268288	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.k_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	2000268288	2003938304	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.o_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	2003938304	2029628416	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.q_proj.bias	[3584]	[3584]	BF16	WEIGHT	2029628416	2029635584	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.q_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	2029635584	2055325696	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.v_proj.bias	[512]	[512]	BF16	WEIGHT	2055325696	2055326720	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.14.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	2055326720	2058996736	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.6.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	2058996736	2194787328	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.6.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	2194787328	2330577920	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.6.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	2330577920	2466368512	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	2466368512	2466375680	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	2466375680	2602166272	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	2602166272	2737956864	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	2737956864	2873747456	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.post_attention_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	2873747456	2873754624	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.k_proj.bias	[512]	[512]	BF16	WEIGHT	2873754624	2873755648	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.k_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	2873755648	2877425664	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.o_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	2877425664	2903115776	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.q_proj.bias	[3584]	[3584]	BF16	WEIGHT	2903115776	2903122944	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.q_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	2903122944	2928813056	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.v_proj.bias	[512]	[512]	BF16	WEIGHT	2928813056	2928814080	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.7.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	2928814080	2932484096	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	2932484096	2932491264	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	2932491264	3068281856	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	3068281856	3204072448	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	3204072448	3339863040	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.post_attention_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	3339863040	3339870208	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.k_proj.bias	[512]	[512]	BF16	WEIGHT	3339870208	3339871232	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.k_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	3339871232	3343541248	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.o_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	3343541248	3369231360	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.q_proj.bias	[3584]	[3584]	BF16	WEIGHT	3369231360	3369238528	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.q_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	3369238528	3394928640	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.v_proj.bias	[512]	[512]	BF16	WEIGHT	3394928640	3394929664	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.8.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	3394929664	3398599680	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	3398599680	3398606848	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	3398606848	3534397440	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	3534397440	3670188032	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.mlp.up_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	3670188032	3805978624	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.post_attention_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	3805978624	3805985792	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.k_proj.bias	[512]	[512]	BF16	WEIGHT	3805985792	3805986816	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.k_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	3805986816	3809656832	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.o_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	3809656832	3835346944	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.q_proj.bias	[3584]	[3584]	BF16	WEIGHT	3835346944	3835354112	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.q_proj.weight	[3584,3584]	[3584,3584]	BF16	WEIGHT	3835354112	3861044224	25690112	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.v_proj.bias	[512]	[512]	BF16	WEIGHT	3861044224	3861045248	1024	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00002-of-00004.safetensors	model.layers.9.self_attn.v_proj.weight	[512,3584]	[512,3584]	BF16	WEIGHT	3861045248	3864715264	3670016	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:20e0d104bddf53b6cf4ec70ff5bc40fdaef61da779ed2f57527d6390bb6abc67	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00003-of-00004.safetensors	model.layers.14.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	0	135790592	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:7d4c92793e1771da420b91e721c5d6858076b06691f1bf1bca16b457ec8ed52a	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00003-of-00004.safetensors	model.layers.14.mlp.gate_proj.weight	[18944,3584]	[18944,3584]	BF16	WEIGHT	135790592	271581184	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:7d4c92793e1771da420b91e721c5d6858076b06691f1bf1bca16b457ec8ed52a	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00003-of-00004.safetensors	model.layers.15.input_layernorm.weight	[3584]	[3584]	BF16	WEIGHT_NORM	271581184	271588352	7168	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:7d4c92793e1771da420b91e721c5d6858076b06691f1bf1bca16b457ec8ed52a	HEADER_RANGE_VERIFIED
76212cb557a7830eb2692351ee5329e660e83ea54c334924af9cb34391baff7d	model-00003-of-00004.safetensors	model.layers.15.mlp.down_proj.weight	[3584,18944]	[3584,18944]	BF16	WEIGHT	271588352	407378944	135790592	NA	NO_PROVEN_ALIAS	SAFETENSORS_HEADER_SHA256:7d4c92793e1771da420b91e721c5d6858076b06691f1bf1bca16b457ec8ed52a	HEADER_RANGE_VERIFIED
