layer	role	raw_tensor	raw_shard	raw_dtype	raw_shape	raw_bytes	awq_tensors	awq_bytes	scope	ratio
11	v_proj	model.layers.11.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.11.self_attn.v_proj.qweight', 'model.layers.11.self_attn.v_proj.qzeros', 'model.layers.11.self_attn.v_proj.bias', 'model.layers.11.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
11	o_proj	model.layers.11.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.11.self_attn.o_proj.qweight', 'model.layers.11.self_attn.o_proj.qzeros', 'model.layers.11.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
11	gate_proj	model.layers.11.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.11.mlp.gate_proj.qweight', 'model.layers.11.mlp.gate_proj.qzeros', 'model.layers.11.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
11	up_proj	model.layers.11.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.11.mlp.up_proj.qweight', 'model.layers.11.mlp.up_proj.qzeros', 'model.layers.11.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
11	down_proj	model.layers.11.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.11.mlp.down_proj.qweight', 'model.layers.11.mlp.down_proj.qzeros', 'model.layers.11.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
12	q_proj	model.layers.12.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.12.self_attn.q_proj.qweight', 'model.layers.12.self_attn.q_proj.qzeros', 'model.layers.12.self_attn.q_proj.bias', 'model.layers.12.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
12	k_proj	model.layers.12.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.12.self_attn.k_proj.qweight', 'model.layers.12.self_attn.k_proj.qzeros', 'model.layers.12.self_attn.k_proj.bias', 'model.layers.12.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
12	v_proj	model.layers.12.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.12.self_attn.v_proj.qweight', 'model.layers.12.self_attn.v_proj.qzeros', 'model.layers.12.self_attn.v_proj.bias', 'model.layers.12.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
12	o_proj	model.layers.12.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.12.self_attn.o_proj.qweight', 'model.layers.12.self_attn.o_proj.qzeros', 'model.layers.12.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
12	gate_proj	model.layers.12.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.12.mlp.gate_proj.qweight', 'model.layers.12.mlp.gate_proj.qzeros', 'model.layers.12.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
12	up_proj	model.layers.12.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.12.mlp.up_proj.qweight', 'model.layers.12.mlp.up_proj.qzeros', 'model.layers.12.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
12	down_proj	model.layers.12.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.12.mlp.down_proj.qweight', 'model.layers.12.mlp.down_proj.qzeros', 'model.layers.12.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
13	q_proj	model.layers.13.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.13.self_attn.q_proj.qweight', 'model.layers.13.self_attn.q_proj.qzeros', 'model.layers.13.self_attn.q_proj.bias', 'model.layers.13.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
13	k_proj	model.layers.13.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.13.self_attn.k_proj.qweight', 'model.layers.13.self_attn.k_proj.qzeros', 'model.layers.13.self_attn.k_proj.bias', 'model.layers.13.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
13	v_proj	model.layers.13.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.13.self_attn.v_proj.qweight', 'model.layers.13.self_attn.v_proj.qzeros', 'model.layers.13.self_attn.v_proj.bias', 'model.layers.13.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
13	o_proj	model.layers.13.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.13.self_attn.o_proj.qweight', 'model.layers.13.self_attn.o_proj.qzeros', 'model.layers.13.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
13	gate_proj	model.layers.13.mlp.gate_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.13.mlp.gate_proj.qweight', 'model.layers.13.mlp.gate_proj.qzeros', 'model.layers.13.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
13	up_proj	model.layers.13.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.13.mlp.up_proj.qweight', 'model.layers.13.mlp.up_proj.qzeros', 'model.layers.13.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
13	down_proj	model.layers.13.mlp.down_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.13.mlp.down_proj.qweight', 'model.layers.13.mlp.down_proj.qzeros', 'model.layers.13.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
14	q_proj	model.layers.14.self_attn.q_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.14.self_attn.q_proj.qweight', 'model.layers.14.self_attn.q_proj.qzeros', 'model.layers.14.self_attn.q_proj.bias', 'model.layers.14.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
14	k_proj	model.layers.14.self_attn.k_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.14.self_attn.k_proj.qweight', 'model.layers.14.self_attn.k_proj.qzeros', 'model.layers.14.self_attn.k_proj.bias', 'model.layers.14.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
14	v_proj	model.layers.14.self_attn.v_proj.weight	model-00002-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.14.self_attn.v_proj.qweight', 'model.layers.14.self_attn.v_proj.qzeros', 'model.layers.14.self_attn.v_proj.bias', 'model.layers.14.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
14	o_proj	model.layers.14.self_attn.o_proj.weight	model-00002-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.14.self_attn.o_proj.qweight', 'model.layers.14.self_attn.o_proj.qzeros', 'model.layers.14.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
14	gate_proj	model.layers.14.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.14.mlp.gate_proj.qweight', 'model.layers.14.mlp.gate_proj.qzeros', 'model.layers.14.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
14	up_proj	model.layers.14.mlp.up_proj.weight	model-00002-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.14.mlp.up_proj.qweight', 'model.layers.14.mlp.up_proj.qzeros', 'model.layers.14.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
14	down_proj	model.layers.14.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.14.mlp.down_proj.qweight', 'model.layers.14.mlp.down_proj.qzeros', 'model.layers.14.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
15	q_proj	model.layers.15.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.15.self_attn.q_proj.qweight', 'model.layers.15.self_attn.q_proj.qzeros', 'model.layers.15.self_attn.q_proj.bias', 'model.layers.15.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
15	k_proj	model.layers.15.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.15.self_attn.k_proj.qweight', 'model.layers.15.self_attn.k_proj.qzeros', 'model.layers.15.self_attn.k_proj.bias', 'model.layers.15.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
15	v_proj	model.layers.15.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.15.self_attn.v_proj.qweight', 'model.layers.15.self_attn.v_proj.qzeros', 'model.layers.15.self_attn.v_proj.bias', 'model.layers.15.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
15	o_proj	model.layers.15.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.15.self_attn.o_proj.qweight', 'model.layers.15.self_attn.o_proj.qzeros', 'model.layers.15.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
15	gate_proj	model.layers.15.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.15.mlp.gate_proj.qweight', 'model.layers.15.mlp.gate_proj.qzeros', 'model.layers.15.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
15	up_proj	model.layers.15.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.15.mlp.up_proj.qweight', 'model.layers.15.mlp.up_proj.qzeros', 'model.layers.15.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
15	down_proj	model.layers.15.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.15.mlp.down_proj.qweight', 'model.layers.15.mlp.down_proj.qzeros', 'model.layers.15.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
16	q_proj	model.layers.16.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.16.self_attn.q_proj.qweight', 'model.layers.16.self_attn.q_proj.qzeros', 'model.layers.16.self_attn.q_proj.bias', 'model.layers.16.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
16	k_proj	model.layers.16.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.16.self_attn.k_proj.qweight', 'model.layers.16.self_attn.k_proj.qzeros', 'model.layers.16.self_attn.k_proj.bias', 'model.layers.16.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
16	v_proj	model.layers.16.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.16.self_attn.v_proj.qweight', 'model.layers.16.self_attn.v_proj.qzeros', 'model.layers.16.self_attn.v_proj.bias', 'model.layers.16.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
16	o_proj	model.layers.16.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.16.self_attn.o_proj.qweight', 'model.layers.16.self_attn.o_proj.qzeros', 'model.layers.16.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
16	gate_proj	model.layers.16.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.16.mlp.gate_proj.qweight', 'model.layers.16.mlp.gate_proj.qzeros', 'model.layers.16.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
16	up_proj	model.layers.16.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.16.mlp.up_proj.qweight', 'model.layers.16.mlp.up_proj.qzeros', 'model.layers.16.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
16	down_proj	model.layers.16.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.16.mlp.down_proj.qweight', 'model.layers.16.mlp.down_proj.qzeros', 'model.layers.16.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
17	q_proj	model.layers.17.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.17.self_attn.q_proj.qweight', 'model.layers.17.self_attn.q_proj.qzeros', 'model.layers.17.self_attn.q_proj.bias', 'model.layers.17.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
17	k_proj	model.layers.17.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.17.self_attn.k_proj.qweight', 'model.layers.17.self_attn.k_proj.qzeros', 'model.layers.17.self_attn.k_proj.bias', 'model.layers.17.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
17	v_proj	model.layers.17.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.17.self_attn.v_proj.qweight', 'model.layers.17.self_attn.v_proj.qzeros', 'model.layers.17.self_attn.v_proj.bias', 'model.layers.17.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
17	o_proj	model.layers.17.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.17.self_attn.o_proj.qweight', 'model.layers.17.self_attn.o_proj.qzeros', 'model.layers.17.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
17	gate_proj	model.layers.17.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.17.mlp.gate_proj.qweight', 'model.layers.17.mlp.gate_proj.qzeros', 'model.layers.17.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
17	up_proj	model.layers.17.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.17.mlp.up_proj.qweight', 'model.layers.17.mlp.up_proj.qzeros', 'model.layers.17.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
17	down_proj	model.layers.17.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.17.mlp.down_proj.qweight', 'model.layers.17.mlp.down_proj.qzeros', 'model.layers.17.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
18	q_proj	model.layers.18.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.18.self_attn.q_proj.qweight', 'model.layers.18.self_attn.q_proj.qzeros', 'model.layers.18.self_attn.q_proj.bias', 'model.layers.18.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
18	k_proj	model.layers.18.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.18.self_attn.k_proj.qweight', 'model.layers.18.self_attn.k_proj.qzeros', 'model.layers.18.self_attn.k_proj.bias', 'model.layers.18.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
18	v_proj	model.layers.18.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.18.self_attn.v_proj.qweight', 'model.layers.18.self_attn.v_proj.qzeros', 'model.layers.18.self_attn.v_proj.bias', 'model.layers.18.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
18	o_proj	model.layers.18.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.18.self_attn.o_proj.qweight', 'model.layers.18.self_attn.o_proj.qzeros', 'model.layers.18.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
18	gate_proj	model.layers.18.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.18.mlp.gate_proj.qweight', 'model.layers.18.mlp.gate_proj.qzeros', 'model.layers.18.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
18	up_proj	model.layers.18.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.18.mlp.up_proj.qweight', 'model.layers.18.mlp.up_proj.qzeros', 'model.layers.18.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
18	down_proj	model.layers.18.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.18.mlp.down_proj.qweight', 'model.layers.18.mlp.down_proj.qzeros', 'model.layers.18.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
19	q_proj	model.layers.19.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.19.self_attn.q_proj.qweight', 'model.layers.19.self_attn.q_proj.qzeros', 'model.layers.19.self_attn.q_proj.bias', 'model.layers.19.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
19	k_proj	model.layers.19.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.19.self_attn.k_proj.qweight', 'model.layers.19.self_attn.k_proj.qzeros', 'model.layers.19.self_attn.k_proj.bias', 'model.layers.19.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
19	v_proj	model.layers.19.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.19.self_attn.v_proj.qweight', 'model.layers.19.self_attn.v_proj.qzeros', 'model.layers.19.self_attn.v_proj.bias', 'model.layers.19.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
19	o_proj	model.layers.19.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.19.self_attn.o_proj.qweight', 'model.layers.19.self_attn.o_proj.qzeros', 'model.layers.19.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
19	gate_proj	model.layers.19.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.19.mlp.gate_proj.qweight', 'model.layers.19.mlp.gate_proj.qzeros', 'model.layers.19.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
19	up_proj	model.layers.19.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.19.mlp.up_proj.qweight', 'model.layers.19.mlp.up_proj.qzeros', 'model.layers.19.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
19	down_proj	model.layers.19.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.19.mlp.down_proj.qweight', 'model.layers.19.mlp.down_proj.qzeros', 'model.layers.19.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
20	q_proj	model.layers.20.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.20.self_attn.q_proj.qweight', 'model.layers.20.self_attn.q_proj.qzeros', 'model.layers.20.self_attn.q_proj.bias', 'model.layers.20.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
20	k_proj	model.layers.20.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.20.self_attn.k_proj.qweight', 'model.layers.20.self_attn.k_proj.qzeros', 'model.layers.20.self_attn.k_proj.bias', 'model.layers.20.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
20	v_proj	model.layers.20.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.20.self_attn.v_proj.qweight', 'model.layers.20.self_attn.v_proj.qzeros', 'model.layers.20.self_attn.v_proj.bias', 'model.layers.20.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
20	o_proj	model.layers.20.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.20.self_attn.o_proj.qweight', 'model.layers.20.self_attn.o_proj.qzeros', 'model.layers.20.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
20	gate_proj	model.layers.20.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.20.mlp.gate_proj.qweight', 'model.layers.20.mlp.gate_proj.qzeros', 'model.layers.20.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
20	up_proj	model.layers.20.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.20.mlp.up_proj.qweight', 'model.layers.20.mlp.up_proj.qzeros', 'model.layers.20.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
20	down_proj	model.layers.20.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.20.mlp.down_proj.qweight', 'model.layers.20.mlp.down_proj.qzeros', 'model.layers.20.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
21	q_proj	model.layers.21.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.21.self_attn.q_proj.qweight', 'model.layers.21.self_attn.q_proj.qzeros', 'model.layers.21.self_attn.q_proj.bias', 'model.layers.21.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
21	k_proj	model.layers.21.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.21.self_attn.k_proj.qweight', 'model.layers.21.self_attn.k_proj.qzeros', 'model.layers.21.self_attn.k_proj.bias', 'model.layers.21.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
21	v_proj	model.layers.21.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.21.self_attn.v_proj.qweight', 'model.layers.21.self_attn.v_proj.qzeros', 'model.layers.21.self_attn.v_proj.bias', 'model.layers.21.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
21	o_proj	model.layers.21.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.21.self_attn.o_proj.qweight', 'model.layers.21.self_attn.o_proj.qzeros', 'model.layers.21.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
21	gate_proj	model.layers.21.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.21.mlp.gate_proj.qweight', 'model.layers.21.mlp.gate_proj.qzeros', 'model.layers.21.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
21	up_proj	model.layers.21.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.21.mlp.up_proj.qweight', 'model.layers.21.mlp.up_proj.qzeros', 'model.layers.21.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
21	down_proj	model.layers.21.mlp.down_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.21.mlp.down_proj.qweight', 'model.layers.21.mlp.down_proj.qzeros', 'model.layers.21.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
22	q_proj	model.layers.22.self_attn.q_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.22.self_attn.q_proj.qweight', 'model.layers.22.self_attn.q_proj.qzeros', 'model.layers.22.self_attn.q_proj.bias', 'model.layers.22.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
22	k_proj	model.layers.22.self_attn.k_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.22.self_attn.k_proj.qweight', 'model.layers.22.self_attn.k_proj.qzeros', 'model.layers.22.self_attn.k_proj.bias', 'model.layers.22.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
22	v_proj	model.layers.22.self_attn.v_proj.weight	model-00003-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.22.self_attn.v_proj.qweight', 'model.layers.22.self_attn.v_proj.qzeros', 'model.layers.22.self_attn.v_proj.bias', 'model.layers.22.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
22	o_proj	model.layers.22.self_attn.o_proj.weight	model-00003-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.22.self_attn.o_proj.qweight', 'model.layers.22.self_attn.o_proj.qzeros', 'model.layers.22.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
22	gate_proj	model.layers.22.mlp.gate_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.22.mlp.gate_proj.qweight', 'model.layers.22.mlp.gate_proj.qzeros', 'model.layers.22.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
