schema	stage	workload	mode	logical_kib	logical_sets	physical_pool_lines	physical_pool_bytes	instructions	trace_list_sha256	core_source_head	runtime_sha256	base_config	base_config_sha256	overlay	overlay_sha256	launch_gate	strict_validation	evidence_boundary
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	IO	32	64	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	OO	32	64	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	IO	64	128	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	OO	64	128	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	IO	80	160	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	DWT2D	OO	80	160	640	81920	148684429	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	IO	32	64	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	OO	32	64	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	IO	64	128	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	OO	64	128	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	IO	80	160	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Gaussian	OO	80	160	640	81920	283685120	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	IO	32	64	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	OO	32	64	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	IO	64	128	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	OO	64	128	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	IO	80	160	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	Hotspot1	OO	80	160	640	81920	377291004	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	IO	32	64	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	OO	32	64	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	IO	64	128	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	OO	64	128	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	IO	80	160	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	LUD	OO	80	160	640	81920	184963840	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	IO	32	64	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	OO	32	64	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	IO	64	128	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	OO	64	128	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	IO	80	160	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	NN	OO	80	160	640	81920	1284872	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	IO	32	64	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	OO	32	64	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	IO	64	128	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	OO	64	128	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	NONE	NONE	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	IO	80	160	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_IO_OVERLAY.config	894bdff37ec5f0b097a3c67356b2e7df53006a261e068b52e5f582b7ceb6540f	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
SG4A_FAST12_MISSING_POINT_PLAN_V1	SG4A.2	MRI-Q	OO	80	160	640	81920	1411757056	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	95ccdb7a056f2d53f740d90869785cac6d4ee0f5	462d105cf28efe98a8a20131fd671f3d28ad374a3e4b5448a597df702cc4dbc9	configs/dtc_l1/fast64/FAST64_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	docs/dtc_l1/iscas2027/granularity/sg4a/config/SG4A_LOGICAL80_OO_OVERLAY.config	2dccf5e73be141f11ad08d673fe7cd97fc6884bd26b49f1f3523c9a3671ad3bd	resource_slot_after_current_live_attempts	natural exit+authority trace/instruction+logical set echo+physical 640+lower and credit drain	Fresh missing-point evidence only; frozen 16KiB reference is not rerun; no result-based selection.
