suite	cluster_type	cluster_total_represented_mass_ns	represented_mass_accounted_ns	target_id	cluster_id	phase	normalized_kernel_family	exact_implementation_sha256	implementation_match_key	canonical_exact_function_key	canonical_stratum_key	global_launch_index_v2	decode_step_v2	grid	block	representative_launch_native_duration_ns	representative_grid_ctas	asset_status	asset_candidate	accepted_target	payload_sha256	runner_index_sha256	new_capture_authorized
BROAD	STRUCTURAL_STRATUM	9924399	9924399	STR_83d0c7bfb367_P1	STR_83d0c7bfb367	DECODE	PYTORCH_FLASH_FWD	acd9e92a7282d0c17ce34f2bda8a7972bb8913b66629d00bdecf3b119a81d426	FLASH_FWD_SPLITKV	FLASH_FWD_SPLITKV	f7926038860e887e3a02ab5acce8a2f895ae45a183af9dc7e332634f25c9aeba	17543	16	1,9,14	128,1,1	13024	126	REQUIRES_REQUALIFICATION	DECODE_FLASH_PRIMARY_1_STEP16	NONE	282a9b18510bd0aaf54ec528c65bfb39d49b052902c6b87f3b85bb2973096371	59236d6c6746260a3127c8f858270c915e91c9d7959647047a8d44504a984773	NO
BROAD	STRUCTURAL_STRATUM	6837034	6837034	STR_8a5773a1d265_P1	STR_8a5773a1d265	DECODE	CUBLAS_GEMV	64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	CUBLAS_GEMV	CUBLAS_GEMV	6351ba4e0ecca216d0a1231a0b74b65c69b9f72011a47f3289441c36381e6ca5	1043	1	224,1,1	32,4,1	4448	224	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	11757630	11757630	STR_8bc741e5debc_P1	STR_8bc741e5debc	DECODE	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV	CUBLAS_GEMV	19b01af788702d2f8edb7d669834686f65beb8a54c2df06a406ef986d76b11bc	1248	1	224,1,1	16,4,1	15296	224	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	3624299	3624299	STR_b0eca525e868_P1	STR_b0eca525e868	PREFILL	PYTORCH_FLASH_FWD	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	FLASH_FWD	FLASH_FWD	2a9c957f3f6ab9b641e8646d0a1c052cd803363d13a8e095b733c0b39e6c8e7f	34	N/A	16,1,14	128,1,1	159969	224	REUSABLE_NOW	Q05_PREFILL_ATTN_FLASH	T0	d8fa338f82800f646c8501a6a1d1049afaae213fe0d7f70d4913fcfaa76ba67a	a8b4ba1cf33f34be345b38908cb39572c0d14972170fd1972b4b080e81154fd5	NO
BROAD	STRUCTURAL_STRATUM	4783818	4783818	STR_ca7222ce4e26_P1	STR_ca7222ce4e26	PREFILL	CUBLAS_GEMM	8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	0352e8ba55a7f829466dce7aa4de6d20efa994ff86acfc245d0be6cd3898ff75	329	N/A	7,16,4	128,1,1	199265	448	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	13107325	13107325	STR_fb002dc5652b_P1	STR_fb002dc5652b	DECODE	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV	CUBLAS_GEMV	4e64ed3f0eb42660a9650555b6e4370be2a205b468644d515f0ab51a4f179ed9	4138	3	18992,1,1	8,8,1	409121	18992	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	DECODE_SHAPE_TRAJECTORY	10661015	10661015	TRJ_a372e5defa43_P1	TRJ_a372e5defa43	DECODE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	9ce47e8498a4d5592b84adbd53ddeb5bc75ae91fa5dad13de0aa7fdd12b940cb	1101	1	3586,1,1	128,1,1	6944	3586	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	DECODE_SHAPE_TRAJECTORY	10661015	0	TRJ_a372e5defa43_P2	TRJ_a372e5defa43	DECODE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	d7ca3f89c56a839ff1f9ae192f95d5c07a179567de9bd4bc0a90bdf0409aadaf	16897	16	3612,1,1	128,1,1	7008	3612	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	DECODE_SHAPE_TRAJECTORY	10661015	0	TRJ_a372e5defa43_P3	TRJ_a372e5defa43	DECODE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	7dd21201fdc7096526520cc4cfadb8e0fb9b139edace3f1d7b47b829771f8fab	33659	32	3640,1,1	128,1,1	6112	3640	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	4982632	4982632	STR_01503476cf8d_P1	STR_01503476cf8d	DECODE	COPY_KERNEL	1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	c234dbe6c5a448ab6c9bccd5fae979ea45a64441d6938d3eacab8ce02f0b38a0	2840	2	152,2,1	512,1,1	3424	304	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	3475750	3475750	STR_e0922aa2a506_P1	STR_e0922aa2a506	DECODE	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	6991657ffce8c5b339b8c8b9652edf8c1bb1930a8885506eaa0c99074dcf3e4c	1023	1	1,1,1	128,1,1	2240	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	3378439	3378439	STR_48b98b28a393_P1	STR_48b98b28a393	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	142cce368cf439c00a5da2760b103aac70dfc7667755fb5776a4f4e9bea22271	1070	1	2,1,1	128,1,1	2176	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	3157799	3157799	STR_c6105f5a2136_P1	STR_c6105f5a2136	DECODE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	91d7b28cb819705d4c561dd00916f1de694a69f727d58b497773794347742ef0	1021	1	2,1,1	128,1,1	2048	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	3071111	3071111	STR_9222044406be_P1	STR_9222044406be	DECODE	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	30df5b7dfa0342049efb8c96b75d45921337510e99c37518644436cef74b53a8	5652	5	152,2,1	512,1,1	1760	304	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	2816200	2816200	STR_1a4d1a138a59_P1	STR_1a4d1a138a59	DECODE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	e5d268459533b6764349084bad7410d03981e0e9f1ed2501acefbe793cb02d06	1006	1	2,1,1	128,1,1	1824	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	2397031	2397031	STR_1e8f76f5cafe_P1	STR_1e8f76f5cafe	DECODE	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	e25180e6c4a175995327ad27f09952b8c3ee67ce22149a022ccb767c023054ae	1052	1	1,1,1	128,1,1	1312	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	2274215	2274215	STR_860680a18dcd_P1	STR_860680a18dcd	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	fb632b41ee272918f372da7455e7eafe53bbe470a2e56782b68e7b03e68d5d1b	1007	1	2,1,1	128,1,1	992	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	2160965	2160965	STR_ccdc733edc2b_P1	STR_ccdc733edc2b	DECODE	AT_NATIVE_ELEMENTWISE	91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	80a41a98f2a2aafb6c0f28a9ad215603767063edfdb68373b09e6b363775b1d5	1255	1	4,1,1	128,1,1	1376	4	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1953708	1953708	STR_e5778137820d_P1	STR_e5778137820d	DECODE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	06aa43c7e153a41a88ea594c0b838df538a600d5bf6d624819770864c362f636	1008	1	1,1,1	128,1,1	1280	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1684834	1684834	STR_1f2dafe69bb0_P1	STR_1f2dafe69bb0	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	9072618885a64caa29f291dee311ee283e78a0952a3e9c0a652e008d56f8d976	1257	1	2,1,1	128,1,1	1088	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1548388	1548388	STR_88689ae847f6_P1	STR_88689ae847f6	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	d0f7b59ca807b534ddf38b41ed68527b071c6e5e2087c9bac6e8a11c397c4e5e	1025	1	1,1,1	128,1,1	992	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1525381	1525381	STR_d56cc69a38d0_P1	STR_d56cc69a38d0	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	546974825736df018e980c3c87555be2d741e06ae75cfed7d7e513c5c6ae80b7	1022	1	2,1,1	128,1,1	992	2	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1517863	1517863	STR_1bd2e525d6d9_P1	STR_1bd2e525d6d9	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	bf3053cab8f9084eed79724f36e6d9d4b743eca4452b47872cd902971eff5d7e	1167	1	1,1,1	128,1,1	960	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1236389	1236389	STR_f9e0dc3dd75e_P1	STR_f9e0dc3dd75e	PREFILL	CUBLAS_GEMM	ed8695489eb61eef9f634afba0026f4024fe616b9a6dfc277d66b57a05773eda	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_ed8695489eb61eef9f634afba0026f4024fe616b9a6dfc277d66b57a05773eda	6697ff2678924b1da44a69e842198858b89cc99c832dd9a7ad7d382f84115b16	139	N/A	7,16,1	128,1,1	51424	112	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	1258912	1258912	STR_4ed9bc160300_P1	STR_4ed9bc160300	PREFILL	CUBLAS_GEMM	37109ffe0bc37cd80913026c9158dd5f7162f3370aae31905b9613f24deac197	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_37109ffe0bc37cd80913026c9158dd5f7162f3370aae31905b9613f24deac197	56b690b57ea205cccdf59067fbcb3ad7d5205bc3fa03cfe5c69dc21332b2617c	115	N/A	4,32,1	128,1,1	52480	128	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	878978	878978	STR_4274d3f02d50_P1	STR_4274d3f02d50	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	9b2b90d7e4d1b65064303179e4475853884ce44cb93873e00451341aedf89b3f	1073	1	10,1,1	128,1,1	1152	10	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	761826	761826	STR_8f8fc33d0b5d_P1	STR_8f8fc33d0b5d	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	e80fcd998cabcda08db407f7aa9de2273761c6e7eeca7dafee2333654d27cdab	1118	1	10,1,1	128,1,1	992	10	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	751650	751650	STR_f1b3a3b3e6d1_P1	STR_f1b3a3b3e6d1	DECODE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	fc4f84c5099b7ea42a7c8125fcb3168a9ed565fa17dd21c987647ba003174c4e	1055	1	1,1,1	128,1,1	992	1	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	688192	688192	STR_0ae40c0c8c0c_P1	STR_0ae40c0c8c0c	PREFILL	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	a5e4dcf8d23b2b4b265cfda90b16f694d05c84ff428d513bc7dbfc98fc221b9c	25	N/A	3584,1,1	128,1,1	6944	3584	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	553380	553380	STR_ff9d1aececa1_P1	STR_ff9d1aececa1	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	4b1b47e393753483cbca8977e9281b26a05baa9fdf9cee3eb734b9292a5811ba	288	N/A	19456,1,1	128,1,1	22944	19456	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	446368	446368	STR_89269a93bcea_P1	STR_89269a93bcea	PREFILL	CUBLAS_GEMM	7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	8234da41535a92f2dcb204abd6f3eaecaf869019641d6e78b6eb12695e16e0ac	220	N/A	2,32,1	128,1,1	9280	64	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	407904	407904	STR_a31e2210e722_P1	STR_a31e2210e722	PREFILL	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	31300d7459a9bf0dcf77b3cbbdc0e4af8790da41d241a8a4e7582078f1c53889	326	N/A	19456,1,1	128,1,1	16896	19456	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
BROAD	STRUCTURAL_STRATUM	405827	405827	STR_1219d0211381_P1	STR_1219d0211381	PREFILL	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_IMPLEMENTATION_UNNORMALIZED	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	1e48f057ddc35813696deae7618102caeed3b273fa587881d7d2cc628624d9fa	144	N/A	152,2,1	512,1,1	12576	304	MISSING_SIM_TRACE	NONE	NONE	NONE	NONE	NO
