layer	role	module_class	qweight_dtype	qweight_shape	qweight_bytes	storage_offset_bytes	contiguous	median_ms	min_ms	max_ms	cv	samples_ms
20	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08499199897050858	0.08396799862384796	0.0870399996638298	0.009347479920919301	[0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08396799862384796, 0.08416000008583069, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.0870399996638298, 0.08396799862384796, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08396799862384796, 0.08396799862384796, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08396799862384796, 0.08601599931716919]
21	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.0071471758436817785	[0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08687999844551086, 0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08563199639320374, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919]
22	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08601599931716919	0.08495999872684479	0.0870399996638298	0.0064759378293572836	[0.08601599931716919, 0.08601599931716919, 0.08671999722719193, 0.08591999858617783, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.0870399996638298, 0.0870399996638298, 0.08495999872684479, 0.08601599931716919, 0.0870399996638298, 0.08601599931716919]
23	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.0859839990735054	0.08470399677753448	0.0870399996638298	0.008511231062142435	[0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08575999736785889, 0.08601599931716919, 0.0870399996638298, 0.0859839990735054, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08470399677753448, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08499199897050858, 0.08601599931716919]
24	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08601599931716919	0.08489599823951721	0.0870399996638298	0.007343687542028066	[0.08499199897050858, 0.08585599809885025, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08591999858617783, 0.08579199761152267, 0.08668799698352814, 0.08601599931716919, 0.08499199897050858, 0.08591999858617783, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.08489599823951721, 0.0870399996638298]
25	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.006716131684252229	[0.08601599931716919, 0.08662399649620056, 0.0870399996638298, 0.08499199897050858, 0.08591999858617783, 0.0870399996638298, 0.08569599688053131, 0.0870399996638298, 0.08659200370311737, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.0870399996638298, 0.0870399996638298, 0.08687999844551086]
26	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08601599931716919	0.08499199897050858	0.08806400001049042	0.008591309090700827	[0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.08566399663686752, 0.08668799698352814, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.0870399996638298, 0.08601599931716919, 0.08806400001049042, 0.08806400001049042, 0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.08563199639320374, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]
27	up_proj	WQLinear_GEMM	torch.int32	[3584, 2368]	33947648	0	True	0.08499199897050858	0.08457600325345993	0.08601599931716919	0.005863833975307784	[0.08499199897050858, 0.08575999736785889, 0.08499199897050858, 0.08486399799585342, 0.08499199897050858, 0.08460800349712372, 0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08457600325345993, 0.08499199897050858, 0.08569599688053131, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08483199775218964, 0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08499199897050858]
0	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.008652175413859401	[0.08089599758386612, 0.08060800284147263, 0.0798719972372055, 0.08191999793052673, 0.08089599758386612, 0.07942400127649307, 0.08089599758386612, 0.0798719972372055, 0.07884799689054489, 0.08086399734020233, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.07971200346946716, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055]
1	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07948800176382065	0.08191999793052673	0.008612069629158715	[0.0798719972372055, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.07974400371313095, 0.0798719972372055, 0.07948800176382065, 0.0798719972372055, 0.08089599758386612, 0.08051200211048126, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055]
2	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.009923616057973745	[0.0798719972372055, 0.07884799689054489, 0.08044800162315369, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.07945600152015686, 0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612]
3	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07884799689054489	0.08294399827718735	0.012151481868187236	[0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.07884799689054489, 0.07884799689054489, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08294399827718735, 0.0798719972372055]
4	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07872000336647034	0.08191999793052673	0.014472965644421446	[0.08191999793052673, 0.08060800284147263, 0.07872000336647034, 0.081727996468544, 0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.08191999793052673, 0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.08191999793052673, 0.08089599758386612, 0.07878399640321732]
5	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08182399719953537	0.008032363036736443	[0.0798719972372055, 0.08025600016117096, 0.0798719972372055, 0.08089599758386612, 0.07983999699354172, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.08182399719953537, 0.0798719972372055, 0.08089599758386612, 0.07968000322580338, 0.0798719972372055, 0.08105599880218506, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055]
6	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.009675345129392247	[0.08089599758386612, 0.0806720033288002, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08054400235414505, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.07974400371313095, 0.0798719972372055, 0.08124800026416779, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055]
7	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.0798719972372055	0.08294399827718735	0.008274552394646974	[0.08089599758386612, 0.08156800270080566, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08079999685287476, 0.08089599758386612, 0.08191999793052673, 0.08076799660921097, 0.08294399827718735, 0.08191999793052673]
8	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08048000186681747	0.07884799689054489	0.08191999793052673	0.009980214351665784	[0.0798719972372055, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.08048000186681747, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.07977599650621414]
9	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08156800270080566	0.008459092465796965	[0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.07964800298213959, 0.08089599758386612, 0.07968000322580338, 0.07884799689054489, 0.08089599758386612, 0.08064000308513641, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08156800270080566, 0.0798719972372055]
10	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.08051200211048126	0.08191999793052673	0.0060804249041658655	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08051200211048126, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08185599744319916, 0.08089599758386612, 0.08191999793052673, 0.08108799904584885, 0.08191999793052673, 0.08191999793052673]
11	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.009059706467439026	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612]
12	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.07884799689054489	0.07782399654388428	0.08089599758386612	0.009558774054378065	[0.08089599758386612, 0.0798719972372055, 0.0788159966468811, 0.07884799689054489, 0.07782399654388428, 0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.08089599758386612, 0.07884799689054489, 0.07878399640321732, 0.0798719972372055, 0.07948800176382065, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.07852800190448761, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055]
13	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.006684659555255657	[0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08079999685287476, 0.0798719972372055, 0.08089599758386612, 0.07977599650621414, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.07983999699354172, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055]
14	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.007071192121246511	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.0806720033288002, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08191999793052673, 0.08185599744319916, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612]
15	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07983999699354172	0.08191999793052673	0.007453805630109025	[0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08182399719953537, 0.08025600016117096, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.07983999699354172, 0.08089599758386612, 0.08079999685287476]
16	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.0798719972372055	0.08294399827718735	0.011501708083321193	[0.08294399827718735, 0.08089599758386612, 0.0798719972372055, 0.08198399841785431, 0.08089599758386612, 0.08089599758386612, 0.08294399827718735, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08294399827718735, 0.08191999793052673, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08051200211048126, 0.08294399827718735, 0.08089599758386612, 0.08294399827718735]
17	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.009020922434581047	[0.08089599758386612, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.0798719972372055, 0.08083199709653854, 0.0798719972372055, 0.08089599758386612, 0.08009599894285202, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]
18	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.00981831431142762	[0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.0798719972372055, 0.0806720033288002, 0.08089599758386612, 0.08064000308513641, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.07993599772453308, 0.07884799689054489, 0.08191999793052673]
19	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07884799689054489	0.08191999793052673	0.011428206692190935	[0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.0798719972372055, 0.08191999793052673, 0.07884799689054489, 0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055]
20	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.0788159966468811	0.08191999793052673	0.010872731011129802	[0.08191999793052673, 0.08089599758386612, 0.0788159966468811, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.07974400371313095, 0.08191999793052673, 0.0798719972372055, 0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.08086399734020233, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.07983999699354172, 0.08012799918651581, 0.08089599758386612, 0.0798719972372055]
21	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.07948800176382065	0.08191999793052673	0.00802692310222425	[0.08191999793052673, 0.07977599650621414, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08064000308513641, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08003199845552444, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.07948800176382065, 0.08089599758386612]
22	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.00942215052965847	[0.08070400357246399, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08086399734020233, 0.08089599758386612, 0.08089599758386612, 0.08182399719953537, 0.0798719972372055, 0.08191999793052673]
23	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.012083552228036504	[0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.07884799689054489, 0.08089599758386612, 0.08089599758386612, 0.07884799689054489, 0.08191999793052673, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055]
24	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.08022399991750717	0.07884799689054489	0.08191999793052673	0.008242729436743966	[0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.08054400235414505, 0.08089599758386612, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08022399991750717, 0.0798719972372055, 0.0798719972372055]
25	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.007638754734543516	[0.07919999957084656, 0.07993599772453308, 0.07974400371313095, 0.0798719972372055, 0.08089599758386612, 0.07884799689054489, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.07942400127649307, 0.08089599758386612, 0.0798719972372055, 0.07993599772453308, 0.08089599758386612]
26	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07884799689054489	0.0798719972372055	0.005782608767575125	[0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.07977599650621414, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055]
27	down_proj	WQLinear_GEMM	torch.int32	[18944, 448]	33947648	0	True	0.0798719972372055	0.07872000336647034	0.08191999793052673	0.009497515020694647	[0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.07872000336647034, 0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.08054400235414505, 0.08115199953317642, 0.0798719972372055, 0.07884799689054489]
