artifact_id	kind	requiredness	source_ref	local_path	destination_relpath	size_bytes	sha256	verification_status	transfer_action	notes
G_SOURCE_identity_guard.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/identity_guard.py	NA	g_source/util/vm_tlb/c16/lane_g/identity_guard.py	2417	0d725e8b2448c1e1d6a0f45d4cc037813fa7a3fc6d44fc5ae4c167488f623417	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_profiler_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/profiler_wrapper.py	NA	g_source/util/vm_tlb/c16/lane_g/profiler_wrapper.py	10111	cc76c4196f818179081c3a5e80821ee138205042d8de7db4db01f7b3885fb49f	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_nsys_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/nsys_wrapper.py	NA	g_source/util/vm_tlb/c16/lane_g/nsys_wrapper.py	102	a0899180d2b590336dcb4ca6b644bd684fa32fd85573b5cec785f7c4c2c1ff20	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_ncu_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/ncu_wrapper.py	NA	g_source/util/vm_tlb/c16/lane_g/ncu_wrapper.py	101	04c9e10de58e1c581e267c82f9e9669d0b01925b0dfdde2e440d86c0b4de046b	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_nvbit_wrapper.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/nvbit_wrapper.py	NA	g_source/util/vm_tlb/c16/lane_g/nvbit_wrapper.py	103	1f6d0fb4339a2272d1c5a793f00df31dbffeb65cdfaf2966157ac822f0f75365	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_prepare_gpu_package.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/prepare_gpu_package.py	NA	g_source/util/vm_tlb/c16/lane_g/prepare_gpu_package.py	26205	c91c6b70f25c5606e166f8a32e51fef7fba7f1434ceff75385cbdf6fa2bbdb68	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_offline_dry_run.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/offline_dry_run.py	NA	g_source/util/vm_tlb/c16/lane_g/offline_dry_run.py	6968	7d2ff835b4505b4fb25abb4c78ef4d29f1d0f6f646cd160fe04676cb20d52c17	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_autodl_instance_receipt.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/autodl_instance_receipt.py	NA	g_source/util/vm_tlb/c16/lane_g/autodl_instance_receipt.py	5030	4c11fc8314b7051e66c913dbc862890cf63643f60a4d68c60f41e7e2ed563b0d	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_transfer_verify.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/transfer_verify.py	NA	g_source/util/vm_tlb/c16/lane_g/transfer_verify.py	3420	28c5d323952e5dfe4cb9d7437fbcde43d8d2fca743e2a6cd3f0e66c43e20099c	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_native_catalog.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/native_catalog.py	NA	g_source/util/vm_tlb/c16/lane_g/native_catalog.py	8217	f8b309e67fee685f38c75e9ec6f28040092d371f1c440f05a8f0d6a864289507	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_consume_upstreams.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/consume_upstreams.py	NA	g_source/util/vm_tlb/c16/lane_g/consume_upstreams.py	10042	730600a3f577520bd3b03d576164160da6719828b828105f0ed23833d5c7c156	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_SOURCE_execution_budget.py	G_COMMITTED_SOURCE	REQUIRED_DEPLOYMENT_DELTA	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:util/vm_tlb/c16/lane_g/execution_budget.py	NA	g_source/util/vm_tlb/c16/lane_g/execution_budget.py	10814	34e4645b97920d672ebde6eba66512a5e54c49759686cc957f42a497d7845524	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	final fixed G runner/environment source
G_WHEELHOUSE_MANIFEST	G_WHEELHOUSE_MANIFEST	REQUIRED_DEPLOYMENT_DELTA	G_FINAL_WHEELHOUSE	/workspace/c16_assets/wheelhouse/c16-g-cp310-cu124/WHEELHOUSE_MANIFEST.tsv	wheelhouse/WHEELHOUSE_MANIFEST.tsv	16079	ebae0934de68b36e08da5db0e6bfdc47880620205e8bf6d8c8afe8906abc2d2d	LOCAL_SHA256_VERIFIED	RSYNC_FILE_WITH_SHA256_RECHECK	all 66 wheel entries are separately validated by the fixed G release validator
G_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:45e293b84940ef59b7b134bcda48aca7d0b99b2f:docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_g/PUBLISH_MANIFEST.json	NA	provenance/G_PUBLISH_MANIFEST.json	NA	7c18c2a806ac37b974702050567430f83f10bbdacc78c5af2fe09ea871896087	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	fixed cross-lane release manifest; no live partial input
C_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:29e669eca19ac3b2a1350bf2d097569a41f123e1:docs/vm_tlb/review_packs/C16_MULTIMODEL_NATIVE/lane_c/PUBLISH_MANIFEST.json	NA	provenance/C_PUBLISH_MANIFEST.json	NA	14a7c02985d13203bf90d251751ae6ab50c3159ce28e439b51917e05204f9f04	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	fixed cross-lane release manifest; no live partial input
H_PUBLISH_MANIFEST	FIXED_RELEASE_PROVENANCE	REQUIRED_PROVENANCE	git:932c6fa44a4896265214fc2136e34698402a5c7f:docs/vm_tlb/review_packs/C16_H_MEMORY_FINGERPRINT/PUBLISH_MANIFEST.json	NA	provenance/H_PUBLISH_MANIFEST.json	NA	b78212310628b479e78636c3d7b42ea4a4d5d9d635115e8b7af79e05b4a88d9c	GIT_BLOB_SHA256_VERIFIED	GIT_ARCHIVE_OR_RSYNC_NAMED_SOURCE	fixed cross-lane release manifest; no live partial input
