evidence_label	stage	workload	config_id	roi	coverage_class	realized_run_id	object_class	translation_requesters	unique_translation_keys	l1_lookup_launches	l1_hits	l1_misses	l2_lookup_launches	l2_hits	l2_misses	mshr_allocations	mshr_merges	walk_starts	completed	pwc_accesses	pwc_hits	pwc_misses	pte_requests	pte_l2_only_responses	pte_dram_responses	pte_memory_wait_cycles_total	pte_memory_wait_cycles_max	l2_fills	caveat
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-8	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-8-decode1	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-8	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-8-decode1	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-8	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-8-decode1	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-16-prefill	WEIGHT	32887	5	32887	32657	230	230	111	119	5	114	5	32887	15	14	1	6	3	3	2062	553	5	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-16-prefill	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-16-prefill	UNKNOWN	66232	33	66232	64572	1660	1660	964	696	33	663	33	66232	99	95	4	37	24	13	10571	464	33	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-16-decode1	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-16-decode1	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-16	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-16-decode1	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-64-prefill	WEIGHT	32887	5	32887	32657	230	230	111	119	5	114	5	32887	15	14	1	6	3	3	2062	553	5	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-64-prefill	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	prefill	SMOKE_ONLY	b2-smoke-b2-pwq-64-prefill	UNKNOWN	66232	33	66232	64572	1660	1660	964	696	33	663	33	66232	99	95	4	37	24	13	10571	464	33	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-64-decode1	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-64-decode1	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwq-64	decode1	SMOKE_ONLY	b2-smoke-b2-pwq-64-decode1	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-1	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-1-decode1-retry3	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-1	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-1-decode1-retry3	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-1	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-1-decode1-retry3	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-4	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-4-decode1-retry3	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-4	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-4-decode1-retry3	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-4	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-4-decode1-retry3	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-8	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-8-decode1-retry3	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-8	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-8-decode1-retry3	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-8	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-8-decode1-retry3	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-32	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-32-decode1-retry4	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	3	1	2	3	0	3	1392	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-32	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-32-decode1-retry4	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-walkers-32	decode1	SMOKE_ONLY	b2-smoke-b2-walkers-32-decode1-retry4	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	3	0	3	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwc-off	decode1	SMOKE_ONLY	b2-smoke-b2-pwc-off-decode1-retry4	WEIGHT	528	1	528	512	16	16	0	16	1	15	1	528	0	0	0	4	1	3	1583	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwc-off	decode1	SMOKE_ONLY	b2-smoke-b2-pwc-off-decode1-retry4	KV_CACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
SPECULATIVE_DIAGNOSTIC	B2_VM_SMOKE	llama	b2-pwc-off	decode1	SMOKE_ONLY	b2-smoke-b2-pwc-off-decode1-retry4	UNKNOWN	1040	1	1040	1024	16	16	0	16	1	15	1	1040	0	0	0	4	0	4	1856	464	1	单 kernel smoke；对象归因守恒应由原始 manifest/log 复核。
