deployment_id	scenario	phase	decode_step	launch_ordinal_within_phase	function_name	code_object_identity	grid	block	stream	duration_ns	phase_duration_share	semantic_class
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	553	ampere_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_stages_32x1_tn	UNKNOWN_BY_NSYS	7x16x1	128x1x1	7	51808	0.001584489	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	554	ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn	UNKNOWN_BY_NSYS	2x32x1	128x1x1	7	9664	0.000295562	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	555	ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn	UNKNOWN_BY_NSYS	2x32x1	128x1x1	7	9376	0.000286754	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	556	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	8192	0.000250543	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	557	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	1792x1x1	128x1x1	7	3904	0.000119399	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	558	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	12576	0.000384623	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	559	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7392	0.000226076	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	560	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7424	0.000227055	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	561	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	3008	0.000091996	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	562	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	256x1x1	128x1x1	7	1921	0.000058752	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	563	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	4224	0.000129186	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	564	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	2176	0.000066550	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	565	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	2272	0.000069487	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	566	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7456	0.000228033	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	567	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	8512	0.000260330	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	568	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)128, (int)128, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)128, (int)128, (int)4, cutlass::half_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	UNKNOWN_BY_NSYS	16x1x14	128x1x1	7	161408	0.004936480	ATTENTION_CORE
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	569	ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_tn	UNKNOWN_BY_NSYS	4x32x1	128x1x1	7	52448	0.001604062	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	570	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	4576	0.000139952	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	571	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	8064	0.000246628	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	572	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	5568	0.000170291	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	573	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	4992	0.000152675	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	574	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1313	0.000040157	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	575	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1024	0.000031318	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	576	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	7168x1x1	128x1x1	7	7136	0.000218246	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	577	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	6784	0.000207481	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	578	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	6752	0.000206502	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	579	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x3x1	256x1x1	7	202976	0.006207789	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	580	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	19456x1x1	128x1x1	7	17408	0.000532404	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	581	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x3x1	256x1x1	7	202561	0.006195097	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	582	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	19456x1x1	128x1x1	7	40480	0.001238035	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	583	[CUDA memset]	UNKNOWN_BY_NSYS	xx	xx	7	1408	0.000043062	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	584	ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_tn	UNKNOWN_BY_NSYS	7x16x4	128x1x1	7	199553	0.006103101	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	585	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	10688	0.000326880	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	586	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	8512	0.000260330	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	587	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	5728	0.000175184	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	588	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	5056	0.000154632	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	589	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1504	0.000045998	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	590	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1056	0.000032297	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	591	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	7168x1x1	128x1x1	7	7296	0.000223140	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	592	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7008	0.000214332	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	593	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	6784	0.000207481	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	594	ampere_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_stages_32x1_tn	UNKNOWN_BY_NSYS	7x16x1	128x1x1	7	51392	0.001571766	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	595	ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn	UNKNOWN_BY_NSYS	2x32x1	128x1x1	7	9505	0.000290700	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	596	ampere_fp16_s16816gemm_fp16_64x64_ldg8_relu_f2f_stages_64x5_tn	UNKNOWN_BY_NSYS	2x32x1	128x1x1	7	9376	0.000286754	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	597	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	8896	0.000272074	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	598	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	1792x1x1	128x1x1	7	3936	0.000120378	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	599	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	12608	0.000385601	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	600	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7552	0.000230969	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	601	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7392	0.000226076	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	602	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	3040	0.000092975	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	603	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	256x1x1	128x1x1	7	1920	0.000058721	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	604	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	4224	0.000129186	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	605	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	2144	0.000065572	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	606	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	512x1x1	128x1x1	7	2272	0.000069487	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	607	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7616	0.000232927	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	608	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7968	0.000243692	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	609	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)128, (int)128, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)128, (int)128, (int)4, cutlass::half_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	UNKNOWN_BY_NSYS	16x1x14	128x1x1	7	150080	0.004590026	ATTENTION_CORE
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	610	ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_tn	UNKNOWN_BY_NSYS	4x32x1	128x1x1	7	52289	0.001599199	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	611	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	3712	0.000113527	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	612	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	7232	0.000221182	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	613	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	5952	0.000182035	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	614	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	4544	0.000138973	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	615	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1344	0.000041105	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	616	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1024	0.000031318	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	617	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	7168x1x1	128x1x1	7	7168	0.000219225	UNKNOWN
qwen25_05b_fp16_sdpa	S2_TEXT	PREFILL	NA	618	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	3584x1x1	128x1x1	7	6976	0.000213353	UNKNOWN
