run	static_index	classification	active_lane_events	unique_va	pages4k	pages64k	pages2m	lines128	object
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	259	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	261	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	263	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	265	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	267	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	269	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	271	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	273	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	275	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	277	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	279	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	281	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	283	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	285	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	287	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	289	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	291	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	293	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	295	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	297	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	299	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	301	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	303	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	305	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	307	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	309	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	311	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	313	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	315	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	317	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	319	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	321	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	323	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	325	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	327	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	329	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	331	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	333	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	335	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	337	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	339	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	341	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	343	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	345	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	347	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	349	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	351	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	352	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	353	EXECUTED_SHARD	344064	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	564	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	566	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	568	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	570	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	572	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	574	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	576	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	578	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	580	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	582	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	584	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	586	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	588	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	590	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	592	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	594	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	596	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	598	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	600	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	602	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	604	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	606	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	608	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	610	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	612	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	614	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	616	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	618	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	620	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	622	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	624	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	626	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	628	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	630	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	632	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	634	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	636	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	638	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	640	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	642	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	644	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	646	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	648	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	650	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	652	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	654	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	656	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	658	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	660	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	662	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	664	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	666	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	668	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	670	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	672	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	674	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	676	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	678	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	680	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	682	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	684	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	686	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	687	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	688	EXECUTED_SHARD	114688	1	1	1	1	1	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	803	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	805	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	807	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	809	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	811	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	813	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	815	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	817	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	819	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	821	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	823	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
