asset_role	model	revision	model_path	tensor_name	tensor_pattern	shape	dtype	byte_count	layer_id	expert_id	tensor_group	source_file	source_file_sha256	total_parameter_bytes	expert_pool_bytes	non_expert_bytes
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.34.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	34	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.35.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	35	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.35.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	35	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.35.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	35	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.36.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	36	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.36.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	36	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.36.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	36	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.37.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	37	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.37.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	37	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.37.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	37	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.38.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	38	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.38.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	38	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.38.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	38	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.39.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	39	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.39.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	39	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.39.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	39	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.4.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	4	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.4.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	4	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.4.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	4	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.40.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	40	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.40.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	40	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.40.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	40	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.41.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	41	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.41.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	41	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.41.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	41	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.42.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	42	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.42.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	42	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.42.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	42	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.43.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	43	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.43.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	43	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.43.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	43	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.44.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	44	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.44.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	44	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.44.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	44	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.45.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	45	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.45.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	45	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.45.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	45	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.46.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	46	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.46.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	46	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.46.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	46	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.47.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	47	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.47.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	47	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.47.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	47	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.48.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	48	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.48.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	48	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.48.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	48	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.49.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	49	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.49.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	49	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.49.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	49	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.5.down_proj.weight	model.layers.{N}.mlp.experts.{N}.down_proj.weight	[2048,1024]	BF16	4194304	2	5	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.5.gate_proj.weight	model.layers.{N}.mlp.experts.{N}.gate_proj.weight	[1024,2048]	BF16	4194304	2	5	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
MOE_SELECTED	OLMoE-1B-7B	b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	/data/c16/models/olmoe-1b-7b-0125-instruct/b89a7c4bc24fb9e55ce2543c9458ce0ca5c4650e	model.layers.2.mlp.experts.5.up_proj.weight	model.layers.{N}.mlp.experts.{N}.up_proj.weight	[1024,2048]	BF16	4194304	2	5	EXPERT	model-00001-of-00003.safetensors	61874210ca7c360f43f8c622cecc12441083d40190eae3b56bc9d6e1c0a30c1e	13838323712	12884901888	953421824
