workload	dimension	point	mode	modeled_value	config_path	config_sha256	cycles	instructions	lower_cap_full_events	origin	evidence_path	evidence_sha256	status
GESUMMV	logical	16	IO	16384	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_16/FAST64_SENS_LOGICAL_16KB_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	210667785	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical16_gesummv_io_core95_a1_v1.json	4ff19ad910c56d4d4129fc5d659fe64f0cfb03691f84571560cd3774c5d6ec78	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	logical	16	OO	16384	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_16/FAST64_SENS_LOGICAL_16KB_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	143059605	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical16_gesummv_oo_core95_a1_v1.json	46c5a68a3737931decdaa42bf55ea0e6f15fb58cc3b89a1577f82458c6326e1e	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	logical	32	IO	32768	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_IO.config	fc760923bdea08ce1b256b7944171042a33e74fbe8b5844e7fa582f9bd43d2e3	210846031	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical32_gesummv_io_core95_a1_v1.json	f3cac620abb062513fe4375b62fb6fbc30e0880b0dfe0234e676b0356327d8f3	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	logical	32	OO	32768	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_32/FAST64_SENS_LOGICAL_32KB_OO.config	cab21e03554de67271b7c7493c397ca2a30747f3d7fbc8ca6cc7d22bc5f3c399	142658326	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical32_gesummv_oo_core95_a1_v1.json	0be07ea0d8a2c9481b8746d32fb59cd3bd714e57708d026556e4962490398458	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	logical	64	IO	65536	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_IO.config	35b84094cf357a593606fc1f334d91317932caebd6d78084040cb9c0d9edb5aa	207818420	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical64_gesummv_io_core95_a1_v1.json	22e39e93c07d6635fa300d3fafe1ee437a20e9a28f3ed1f3160c57bca0b08465	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	logical	64	OO	65536	configs/dtc_l1/fast64/sensitivity_frozen_v2/logical_64/FAST64_SENS_LOGICAL_64KB_OO.config	313ff9096e3255735829cb45df28a432be38b1fd4161e381868e10da17fa144f	115909158	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_logical_precomputed_v1/fast64_sens_logical64_gesummv_oo_core95_a1_v1.json	919927f513a71c6c4f74cb7da00802b7026538c90a656779fd1a0058b4c674fd	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	24	IO	192_lines_24576B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_IO.config	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	78710188	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_io.json	85fc1495391e48230389327de9f2de5b567c7139924d5a865f2aae1110ef82b1	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	24	OO	192_lines_24576B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_24/FAST64_SENS_PHYSICAL_24KB_OO.config	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	64941439	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_gesummv_physical24_oo.json	2304d5d52115d89d748ac68253146da96f43e05d08afc3835b5d2ac2de5f9ce3	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	32	IO	256_lines_32768B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_IO.config	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	105662735	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v11_gesummv_physical32_io.json	a03c73437f1370974d300aa3f88735900d945af3780be6476570c5b4a2f0249d	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	32	OO	256_lines_32768B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_32/FAST64_SENS_PHYSICAL_32KB_OO.config	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	78961728	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v8/fast64_sens_v12_gesummv_physical32_oo.json	dae129ace006292bd8722fab22a0e20570172e744376f0ee17ca9ad2f362dedc	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	40	IO	320_lines_40960B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_40/FAST64_SENS_PHYSICAL_40KB_IO.config	69a9c237c1e092a0365899ddd770962ffc39c3e7dbe876ce872d9c6be0cf6659	109360156	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v10/fast64_sens_v13_gesummv_physical40_io.json	2c3833e8e5a9c03150d295b5ccb60250e4d6e906d019bdb234ca035b7f5302ac	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	40	OO	320_lines_40960B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_40/FAST64_SENS_PHYSICAL_40KB_OO.config	6b1cf347db1186badbd3765f378ab588a0489e05b2a5c374d3059cd31e1c7109	118283945	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v10/fast64_sens_v14_gesummv_physical40_oo.json	10afbe44fa3cd76bfd2d4efc8d29df5b76f414c7520126f4b7efcf61c42599c6	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	48	IO	384_lines_49152B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_IO.config	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	148257172	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v15_gesummv_physical48_io.json	94ba5c48145bff5dc7fdfa6343cf67bf5af0ec6a391da0d4bf936fc14c965c8a	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	physical	48	OO	384_lines_49152B	configs/dtc_l1/fast64/sensitivity_frozen_v2/physical_48/FAST64_SENS_PHYSICAL_48KB_OO.config	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	143759327	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v11/fast64_sens_v16_gesummv_physical48_oo.json	0d0bcf67b6a843758c315eb7c852723e9a94224060444df19839c0dc6676e991	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	128	IO	128_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_128/FAST64_SENS_PIB_128ENTRIES_IO.config	b9af4ed0b9668712c65e629c460cc256249a6fe8c9e12914ae51f5b9e6ed39a2	210667785	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib128_gesummv_io_core95_a1_v1.json	e112451f1597fa0a92176fb2d7edc7ad9c5130ce192bc1ed04f8c15e3f1be0d6	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	128	OO	128_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_128/FAST64_SENS_PIB_128ENTRIES_OO.config	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	143059605	190918656	0	EXACT_FAST64_4_PRIMARY_REUSE	docs/dtc_l1/fast64/generated/fast64_repaired_ramp_v1/fast64_gesummv_oo_core95ccdb7a_a1_r1.json	d853e4acc0adae47e7d7b95e749be76782989a8bcbb3599f4a5e5db217d35705	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	192	IO	192_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_192/FAST64_SENS_PIB_192ENTRIES_IO.config	1c9041e7e8ddf3142ff8ae89157e82a343d3773cbf6858842da049f98af2ac4d	210667785	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib192_gesummv_io_core95_a1_v1.json	f22e2a6aaf59fc44aa9cdcc111c48fad38ff8a563d0ca727ef00b592dd05fa89	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	192	OO	192_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_192/FAST64_SENS_PIB_192ENTRIES_OO.config	2c0a75f320c25960442644e70d2dc259b9db76a3673655dadb7273cc15644592	143059605	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib192_gesummv_oo_core95_a1_v1.json	cfc4312a3a89088d8cdbca3bdc3367d499440a4efaed24d1a04fa5a9cf34533a	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	256	IO	256_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_256/FAST64_SENS_PIB_256ENTRIES_IO.config	d4a2d9d0088946b950370b922a8d8e34422bbca9bac26f109b3977fe02a7f621	210667785	190918656	0	EXACT_FAST64_4_PRIMARY_REUSE	docs/dtc_l1/fast64/generated/fast64_repaired_ramp3_v1/fast64_gesummv_io_core95ccdb7a_a1_r1.json	e19584039bcfc8bb55411d50b6166c78d160f646c95930a35848da6a51eeea9a	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	256	OO	256_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_256/FAST64_SENS_PIB_256ENTRIES_OO.config	269010e11e53b4bc7bb2e09fdda7f7542f5a8b88267955f192e4d58be76bf89a	143059605	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib256_gesummv_oo_core95_a1_v1.json	edc13a24d7b9e23738fe672fa977b42b88918fb2a9189beab713cdff85fc6500	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	32	IO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_IO.config	6963590ee62d3a2ca25d84389f5bf3f61af4c824a1a07d2158115f35900308ee	210667785	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_gesummv_io_core95_a1_v1.json	6ee725d4a1924520b090b94c1bcd04756464892528d6cee62f5a1de168ad85a1	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	32	OO	32_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_32/FAST64_SENS_PIB_32ENTRIES_OO.config	0486d13f4fcaa2c9b419195819e54f55d6634206b8caae4865d068a0b5163b60	143059605	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib32_gesummv_oo_core95_a1_v1.json	698174cf81be19561c51c997e6e38846e7ce5e31a2008a8dbeabaf99ec3dd9e7	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	64	IO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_IO.config	c01b2fd6b7becf1518a820f1e7bf91cd388f17e8f4cc853e84ac34f42fad8cd1	210667785	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_gesummv_io_core95_a1_v1.json	18d6ae9ce21a217fbd0506d0b10ad40b8f0e447409f15c1aa5b695fff1ae8430	CANDIDATE_PENDING_STAGE6_HANDOFF
GESUMMV	pib	64	OO	64_entries	configs/dtc_l1/fast64/sensitivity_frozen_v2/pib_64/FAST64_SENS_PIB_64ENTRIES_OO.config	3f4fe9e3062568d72f9b5e8b61fa17fef6559a62d10af068677692f94c45875e	143059605	190918656	0	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_pib_precomputed_v1/fast64_sens_pib64_gesummv_oo_core95_a1_v1.json	84de4110c7249011047e77faf3cfded66731d651859e860e494d100098298b79	CANDIDATE_PENDING_STAGE6_HANDOFF
