deployment_id	scenario_id	sample_id	object_kind	metric	value	unit	numerator	denominator	evidence_tier	metric_scope	address_namespace	page_or_line_bytes	order_model	sm_mapping	initial_state	estimator_id	sampling_fraction	seed	error_bound	missing_reason	source_receipt
C12_FROZEN_LLAMA32_1B	prefill	234	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	234	KV_CACHE	refs	393216	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	234	KV_CACHE	unique_pages	12	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	234	UNKNOWN	refs	131072	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	234	UNKNOWN	unique_pages	9	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	KV_CACHE	refs	524288	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	KV_CACHE	unique_pages	16	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	UNKNOWN	refs	262144	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	235	UNKNOWN	unique_pages	1	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	KV_CACHE	refs	786432	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	KV_CACHE	unique_pages	24	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	UNKNOWN	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	236	UNKNOWN	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	KV_CACHE	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	KV_CACHE	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	UNKNOWN	refs	131072	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	237	UNKNOWN	unique_pages	3	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	UNKNOWN	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	238	UNKNOWN	unique_pages	4	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	KV_CACHE	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	KV_CACHE	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	UNKNOWN	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	239	UNKNOWN	unique_pages	4	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	KV_CACHE	refs	131072	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	KV_CACHE	unique_pages	4	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	UNKNOWN	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	240	UNKNOWN	unique_pages	1	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	KV_CACHE	refs	196608	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	KV_CACHE	unique_pages	6	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	UNKNOWN	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	241	UNKNOWN	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	KV_CACHE	refs	262144	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	KV_CACHE	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	UNKNOWN	refs	262144	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	242	UNKNOWN	unique_pages	9	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	KV_CACHE	refs	524288	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	KV_CACHE	unique_pages	10	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	UNKNOWN	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	243	UNKNOWN	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	KV_CACHE	refs	524288	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	KV_CACHE	unique_pages	16	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	UNKNOWN	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	244	UNKNOWN	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	KV_CACHE	refs	73728	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	KV_CACHE	unique_pages	18	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	UNKNOWN	refs	1135348	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	245	UNKNOWN	unique_pages	18	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	KV_CACHE	refs	65536	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	KV_CACHE	unique_pages	2	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	UNKNOWN	refs	458752	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	246	UNKNOWN	unique_pages	14	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	WEIGHT	refs	1048576	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	WEIGHT	unique_pages	33	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	UNKNOWN	refs	5537792	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	247	UNKNOWN	unique_pages	42	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	WEIGHT	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	KV_CACHE	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	KV_CACHE	unique_pages	0	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	UNKNOWN	refs	786432	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	248	UNKNOWN	unique_pages	96	pages	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
C12_FROZEN_LLAMA32_1B	prefill	249	WEIGHT	refs	0	lane_refs	NA	NA	TRACE_DERIVED_EXACT	per_kernel_existing_scan	SimVA	65536	SET_ONLY	UNKNOWN	UNKNOWN	EXACT_EXISTING_SCAN	1	NA	0	NA	OPERATOR_TRACE_SCAN
