source	identity	roi	arm	lseg	compute_index	metric	value	unit
C12	decode1:F8:10	decode1	F8	10	282	gpu_sim_cycle	5865	cycles
C12	decode1:F8:10	decode1	F8	10	282	vm_l1_tlb_accesses	1024	events
C12	decode1:F8:10	decode1	F8	10	282	vm_l1_tlb_hits	1018	events
C12	decode1:F8:10	decode1	F8	10	282	vm_l1_tlb_misses	6	events
C12	decode1:F8:10	decode1	F8	10	282	vm_l2_tlb_accesses	6	events
C12	decode1:F8:10	decode1	F8	10	282	vm_l2_tlb_hits	6	events
C12	decode1:F8:10	decode1	F8	10	282	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	282	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	282	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	282	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	282	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	282	vm_translation_requester_latency_cycles_total	10735	cycles
C12	decode1:F8:10	decode1	F8	10	283	gpu_sim_cycle	13367	cycles
C12	decode1:F8:10	decode1	F8	10	283	vm_l1_tlb_accesses	520	events
C12	decode1:F8:10	decode1	F8	10	283	vm_l1_tlb_hits	520	events
C12	decode1:F8:10	decode1	F8	10	283	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	283	vm_translation_requester_latency_cycles_total	5200	cycles
C12	decode1:F8:10	decode1	F8	10	284	gpu_sim_cycle	5569	cycles
C12	decode1:F8:10	decode1	F8	10	284	vm_l1_tlb_accesses	2	events
C12	decode1:F8:10	decode1	F8	10	284	vm_l1_tlb_hits	2	events
C12	decode1:F8:10	decode1	F8	10	284	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	284	vm_translation_requester_latency_cycles_total	20	cycles
C12	decode1:F8:10	decode1	F8	10	285	gpu_sim_cycle	5619	cycles
C12	decode1:F8:10	decode1	F8	10	285	vm_l1_tlb_accesses	2	events
C12	decode1:F8:10	decode1	F8	10	285	vm_l1_tlb_hits	2	events
C12	decode1:F8:10	decode1	F8	10	285	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	285	vm_translation_requester_latency_cycles_total	20	cycles
C12	decode1:F8:10	decode1	F8	10	286	gpu_sim_cycle	6319	cycles
C12	decode1:F8:10	decode1	F8	10	286	vm_l1_tlb_accesses	1536	events
C12	decode1:F8:10	decode1	F8	10	286	vm_l1_tlb_hits	1527	events
C12	decode1:F8:10	decode1	F8	10	286	vm_l1_tlb_misses	9	events
C12	decode1:F8:10	decode1	F8	10	286	vm_l2_tlb_accesses	9	events
C12	decode1:F8:10	decode1	F8	10	286	vm_l2_tlb_hits	9	events
C12	decode1:F8:10	decode1	F8	10	286	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	286	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	286	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	286	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	286	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	286	vm_translation_requester_latency_cycles_total	16093	cycles
C12	decode1:F8:10	decode1	F8	10	287	gpu_sim_cycle	5761	cycles
C12	decode1:F8:10	decode1	F8	10	287	vm_l1_tlb_accesses	768	events
C12	decode1:F8:10	decode1	F8	10	287	vm_l1_tlb_hits	767	events
C12	decode1:F8:10	decode1	F8	10	287	vm_l1_tlb_misses	1	events
C12	decode1:F8:10	decode1	F8	10	287	vm_l2_tlb_accesses	1	events
C12	decode1:F8:10	decode1	F8	10	287	vm_l2_tlb_hits	1	events
C12	decode1:F8:10	decode1	F8	10	287	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	287	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	287	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	287	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	287	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	287	vm_translation_requester_latency_cycles_total	7760	cycles
C12	decode1:F8:10	decode1	F8	10	288	gpu_sim_cycle	8266	cycles
C12	decode1:F8:10	decode1	F8	10	288	vm_l1_tlb_accesses	1536	events
C12	decode1:F8:10	decode1	F8	10	288	vm_l1_tlb_hits	1024	events
C12	decode1:F8:10	decode1	F8	10	288	vm_l1_tlb_misses	512	events
C12	decode1:F8:10	decode1	F8	10	288	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	288	vm_translation_requester_latency_cycles_total	15360	cycles
C12	decode1:F8:10	decode1	F8	10	289	gpu_sim_cycle	30700	cycles
C12	decode1:F8:10	decode1	F8	10	289	vm_l1_tlb_accesses	28923	events
C12	decode1:F8:10	decode1	F8	10	289	vm_l1_tlb_hits	11736	events
C12	decode1:F8:10	decode1	F8	10	289	vm_l1_tlb_misses	17187	events
C12	decode1:F8:10	decode1	F8	10	289	vm_l2_tlb_accesses	140	events
C12	decode1:F8:10	decode1	F8	10	289	vm_l2_tlb_hits	140	events
C12	decode1:F8:10	decode1	F8	10	289	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	289	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	289	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	289	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	289	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	289	vm_translation_requester_latency_cycles_total	300530	cycles
C12	decode1:F8:10	decode1	F8	10	290	gpu_sim_cycle	6541	cycles
C12	decode1:F8:10	decode1	F8	10	290	vm_l1_tlb_accesses	1152	events
C12	decode1:F8:10	decode1	F8	10	290	vm_l1_tlb_hits	1152	events
C12	decode1:F8:10	decode1	F8	10	290	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	290	vm_translation_requester_latency_cycles_total	11520	cycles
C12	decode1:F8:10	decode1	F8	10	291	gpu_sim_cycle	39610	cycles
C12	decode1:F8:10	decode1	F8	10	291	vm_l1_tlb_accesses	88576	events
C12	decode1:F8:10	decode1	F8	10	291	vm_l1_tlb_hits	84480	events
C12	decode1:F8:10	decode1	F8	10	291	vm_l1_tlb_misses	4096	events
C12	decode1:F8:10	decode1	F8	10	291	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	291	vm_translation_requester_latency_cycles_total	885760	cycles
C12	decode1:F8:10	decode1	F8	10	292	gpu_sim_cycle	7249	cycles
C12	decode1:F8:10	decode1	F8	10	292	vm_l1_tlb_accesses	544	events
C12	decode1:F8:10	decode1	F8	10	292	vm_l1_tlb_hits	544	events
C12	decode1:F8:10	decode1	F8	10	292	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	292	vm_translation_requester_latency_cycles_total	5440	cycles
C12	decode1:F8:10	decode1	F8	10	293	gpu_sim_cycle	39706	cycles
C12	decode1:F8:10	decode1	F8	10	293	vm_l1_tlb_accesses	88576	events
C12	decode1:F8:10	decode1	F8	10	293	vm_l1_tlb_hits	84480	events
C12	decode1:F8:10	decode1	F8	10	293	vm_l1_tlb_misses	4096	events
C12	decode1:F8:10	decode1	F8	10	293	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	293	vm_translation_requester_latency_cycles_total	885760	cycles
C12	decode1:F8:10	decode1	F8	10	294	gpu_sim_cycle	7250	cycles
C12	decode1:F8:10	decode1	F8	10	294	vm_l1_tlb_accesses	544	events
C12	decode1:F8:10	decode1	F8	10	294	vm_l1_tlb_hits	544	events
C12	decode1:F8:10	decode1	F8	10	294	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	294	vm_translation_requester_latency_cycles_total	5440	cycles
C12	decode1:F8:10	decode1	F8	10	295	gpu_sim_cycle	8490	cycles
C12	decode1:F8:10	decode1	F8	10	295	vm_l1_tlb_accesses	384	events
C12	decode1:F8:10	decode1	F8	10	295	vm_l1_tlb_hits	384	events
C12	decode1:F8:10	decode1	F8	10	295	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	295	vm_translation_requester_latency_cycles_total	3840	cycles
C12	decode1:F8:10	decode1	F8	10	296	gpu_sim_cycle	6771	cycles
C12	decode1:F8:10	decode1	F8	10	296	vm_l1_tlb_accesses	128	events
C12	decode1:F8:10	decode1	F8	10	296	vm_l1_tlb_hits	128	events
C12	decode1:F8:10	decode1	F8	10	296	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	296	vm_translation_requester_latency_cycles_total	1280	cycles
C12	decode1:F8:10	decode1	F8	10	297	gpu_sim_cycle	7609	cycles
C12	decode1:F8:10	decode1	F8	10	297	vm_l1_tlb_accesses	256	events
C12	decode1:F8:10	decode1	F8	10	297	vm_l1_tlb_hits	256	events
C12	decode1:F8:10	decode1	F8	10	297	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	297	vm_translation_requester_latency_cycles_total	2560	cycles
C12	decode1:F8:10	decode1	F8	10	298	gpu_sim_cycle	7451	cycles
C12	decode1:F8:10	decode1	F8	10	298	vm_l1_tlb_accesses	384	events
C12	decode1:F8:10	decode1	F8	10	298	vm_l1_tlb_hits	384	events
C12	decode1:F8:10	decode1	F8	10	298	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	298	vm_translation_requester_latency_cycles_total	3840	cycles
C12	decode1:F8:10	decode1	F8	10	299	gpu_sim_cycle	5770	cycles
C12	decode1:F8:10	decode1	F8	10	299	vm_l1_tlb_accesses	192	events
C12	decode1:F8:10	decode1	F8	10	299	vm_l1_tlb_hits	192	events
C12	decode1:F8:10	decode1	F8	10	299	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	299	vm_translation_requester_latency_cycles_total	1920	cycles
C12	decode1:F8:10	decode1	F8	10	300	gpu_sim_cycle	6893	cycles
C12	decode1:F8:10	decode1	F8	10	300	vm_l1_tlb_accesses	96	events
C12	decode1:F8:10	decode1	F8	10	300	vm_l1_tlb_hits	96	events
C12	decode1:F8:10	decode1	F8	10	300	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	300	vm_translation_requester_latency_cycles_total	960	cycles
C12	decode1:F8:10	decode1	F8	10	301	gpu_sim_cycle	6769	cycles
C12	decode1:F8:10	decode1	F8	10	301	vm_l1_tlb_accesses	32	events
C12	decode1:F8:10	decode1	F8	10	301	vm_l1_tlb_hits	32	events
C12	decode1:F8:10	decode1	F8	10	301	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	301	vm_translation_requester_latency_cycles_total	320	cycles
C12	decode1:F8:10	decode1	F8	10	302	gpu_sim_cycle	7497	cycles
C12	decode1:F8:10	decode1	F8	10	302	vm_l1_tlb_accesses	64	events
C12	decode1:F8:10	decode1	F8	10	302	vm_l1_tlb_hits	64	events
C12	decode1:F8:10	decode1	F8	10	302	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	302	vm_translation_requester_latency_cycles_total	640	cycles
C12	decode1:F8:10	decode1	F8	10	303	gpu_sim_cycle	6893	cycles
C12	decode1:F8:10	decode1	F8	10	303	vm_l1_tlb_accesses	96	events
C12	decode1:F8:10	decode1	F8	10	303	vm_l1_tlb_hits	96	events
C12	decode1:F8:10	decode1	F8	10	303	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	303	vm_translation_requester_latency_cycles_total	960	cycles
C12	decode1:F8:10	decode1	F8	10	304	gpu_sim_cycle	5770	cycles
C12	decode1:F8:10	decode1	F8	10	304	vm_l1_tlb_accesses	48	events
C12	decode1:F8:10	decode1	F8	10	304	vm_l1_tlb_hits	48	events
C12	decode1:F8:10	decode1	F8	10	304	vm_l1_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_l2_tlb_accesses	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_l2_tlb_hits	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	304	vm_translation_requester_latency_cycles_total	480	cycles
C12	decode1:F8:10	decode1	F8	10	305	gpu_sim_cycle	15359	cycles
C12	decode1:F8:10	decode1	F8	10	305	vm_l1_tlb_accesses	4189	events
C12	decode1:F8:10	decode1	F8	10	305	vm_l1_tlb_hits	4064	events
C12	decode1:F8:10	decode1	F8	10	305	vm_l1_tlb_misses	125	events
C12	decode1:F8:10	decode1	F8	10	305	vm_l2_tlb_accesses	125	events
C12	decode1:F8:10	decode1	F8	10	305	vm_l2_tlb_hits	96	events
C12	decode1:F8:10	decode1	F8	10	305	vm_l2_tlb_misses	29	events
C12	decode1:F8:10	decode1	F8	10	305	vm_translation_walk_starts	2	events
C12	decode1:F8:10	decode1	F8	10	305	vm_pte_requests	2	events
C12	decode1:F8:10	decode1	F8	10	305	vm_pte_l2_only_responses	1	events
C12	decode1:F8:10	decode1	F8	10	305	vm_pte_dram_responses	1	events
C12	decode1:F8:10	decode1	F8	10	305	vm_translation_requester_latency_cycles_total	60227	cycles
C12	decode1:F8:10	decode1	F8	10	306	gpu_sim_cycle	14212	cycles
C12	decode1:F8:10	decode1	F8	10	306	vm_l1_tlb_accesses	4186	events
C12	decode1:F8:10	decode1	F8	10	306	vm_l1_tlb_hits	4054	events
C12	decode1:F8:10	decode1	F8	10	306	vm_l1_tlb_misses	132	events
C12	decode1:F8:10	decode1	F8	10	306	vm_l2_tlb_accesses	132	events
C12	decode1:F8:10	decode1	F8	10	306	vm_l2_tlb_hits	106	events
C12	decode1:F8:10	decode1	F8	10	306	vm_l2_tlb_misses	26	events
C12	decode1:F8:10	decode1	F8	10	306	vm_translation_walk_starts	2	events
C12	decode1:F8:10	decode1	F8	10	306	vm_pte_requests	2	events
C12	decode1:F8:10	decode1	F8	10	306	vm_pte_l2_only_responses	1	events
C12	decode1:F8:10	decode1	F8	10	306	vm_pte_dram_responses	1	events
C12	decode1:F8:10	decode1	F8	10	306	vm_translation_requester_latency_cycles_total	60079	cycles
C12	decode1:F8:10	decode1	F8	10	307	gpu_sim_cycle	15229	cycles
C12	decode1:F8:10	decode1	F8	10	307	vm_l1_tlb_accesses	16640	events
C12	decode1:F8:10	decode1	F8	10	307	vm_l1_tlb_hits	16356	events
C12	decode1:F8:10	decode1	F8	10	307	vm_l1_tlb_misses	284	events
C12	decode1:F8:10	decode1	F8	10	307	vm_l2_tlb_accesses	284	events
C12	decode1:F8:10	decode1	F8	10	307	vm_l2_tlb_hits	284	events
C12	decode1:F8:10	decode1	F8	10	307	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	307	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	307	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	307	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	307	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	307	vm_translation_requester_latency_cycles_total	189233	cycles
C12	decode1:F8:10	decode1	F8	10	308	gpu_sim_cycle	15032	cycles
C12	decode1:F8:10	decode1	F8	10	308	vm_l1_tlb_accesses	16640	events
C12	decode1:F8:10	decode1	F8	10	308	vm_l1_tlb_hits	16361	events
C12	decode1:F8:10	decode1	F8	10	308	vm_l1_tlb_misses	279	events
C12	decode1:F8:10	decode1	F8	10	308	vm_l2_tlb_accesses	279	events
C12	decode1:F8:10	decode1	F8	10	308	vm_l2_tlb_hits	279	events
C12	decode1:F8:10	decode1	F8	10	308	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	308	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	308	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	308	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	308	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	308	vm_translation_requester_latency_cycles_total	188886	cycles
C12	decode1:F8:10	decode1	F8	10	309	gpu_sim_cycle	31312	cycles
C12	decode1:F8:10	decode1	F8	10	309	vm_l1_tlb_accesses	14400	events
C12	decode1:F8:10	decode1	F8	10	309	vm_l1_tlb_hits	13981	events
C12	decode1:F8:10	decode1	F8	10	309	vm_l1_tlb_misses	419	events
C12	decode1:F8:10	decode1	F8	10	309	vm_l2_tlb_accesses	419	events
C12	decode1:F8:10	decode1	F8	10	309	vm_l2_tlb_hits	419	events
C12	decode1:F8:10	decode1	F8	10	309	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	309	vm_translation_walk_starts	0	events
C12	decode1:F8:10	decode1	F8	10	309	vm_pte_requests	0	events
C12	decode1:F8:10	decode1	F8	10	309	vm_pte_l2_only_responses	0	events
C12	decode1:F8:10	decode1	F8	10	309	vm_pte_dram_responses	0	events
C12	decode1:F8:10	decode1	F8	10	309	vm_translation_requester_latency_cycles_total	178007	cycles
C12	decode1:F8:10	decode1	F8	10	310	gpu_sim_cycle	128336	cycles
C12	decode1:F8:10	decode1	F8	10	310	vm_l1_tlb_accesses	325120	events
C12	decode1:F8:10	decode1	F8	10	310	vm_l1_tlb_hits	308631	events
C12	decode1:F8:10	decode1	F8	10	310	vm_l1_tlb_misses	16489	events
C12	decode1:F8:10	decode1	F8	10	310	vm_l2_tlb_accesses	105	events
C12	decode1:F8:10	decode1	F8	10	310	vm_l2_tlb_hits	105	events
C12	decode1:F8:10	decode1	F8	10	310	vm_l2_tlb_misses	0	events
C12	decode1:F8:10	decode1	F8	10	310	vm_translation_walk_starts	0	events
