seed	budget	roi	metric	reference_value	estimate	absolute_error	relative_error_fraction	relative_error_percent	interpretation
15006	24	prefill	vm_l2_tlb_misses	45227	43826.6666667	1400.33333333	0.0309623307611	3.09623307611	predeclared random-selection variability only; not a context-bias or population CI
15006	24	prefill	vm_translation_walk_starts	20816	11072	9744	0.468101460415	46.8101460415	predeclared random-selection variability only; not a context-bias or population CI
15006	24	prefill	vm_pte_requests	20899	11302.6666667	9596.33333333	0.45917667512	45.917667512	predeclared random-selection variability only; not a context-bias or population CI
15006	24	prefill	vm_pte_dram_responses	8629	2941	5688	0.659172557654	65.9172557654	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	gpu_sim_cycle	34564626	34332176.6667	232449.333333	0.00672506432829	0.672506432829	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_l1_tlb_accesses	76015393	80667276.6667	4651883.66667	0.0611966008867	6.11966008867	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_l1_tlb_misses	57947	58398.3333333	451.333333333	0.00778872647994	0.778872647994	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_l2_tlb_accesses	57947	58398.3333333	451.333333333	0.00778872647994	0.778872647994	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_l2_tlb_misses	22220	7893.33333333	14326.6666667	0.644764476448	64.4764476448	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_translation_walk_starts	15691	7893.33333333	7797.66666667	0.496951543348	49.6951543348	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_pte_requests	15796	7893.33333333	7902.66666667	0.500295433443	50.0295433443	predeclared random-selection variability only; not a context-bias or population CI
15006	24	decode1	vm_pte_dram_responses	4134	1973.33333333	2160.66666667	0.522657635865	52.2657635865	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	gpu_sim_cycle	62490238	57889199.8261	4601038.17391	0.0736281109045	7.36281109045	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_l1_tlb_accesses	94168155	94428574.9565	260419.956522	0.00276547795294	0.276547795294	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_l1_tlb_misses	1119527	868851.130435	250675.869565	0.223912303647	22.3912303647	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_l2_tlb_accesses	1119527	868851.130435	250675.869565	0.223912303647	22.3912303647	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_l2_tlb_misses	45227	27228.6956522	17998.3043478	0.39795485767	39.795485767	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_translation_walk_starts	20816	12034.7826087	8781.2173913	0.421849413495	42.1849413495	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_pte_requests	20899	12064.8695652	8834.13043478	0.422705891898	42.2705891898	predeclared random-selection variability only; not a context-bias or population CI
15006	48	prefill	vm_pte_dram_responses	8629	3189.2173913	5439.7826087	0.630407070193	63.0407070193	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	gpu_sim_cycle	34564626	37929558.4	3364932.4	0.0973519111707	9.73519111707	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_l1_tlb_accesses	76015393	90021029.6	14005636.6	0.184247374739	18.4247374739	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_l1_tlb_misses	57947	61508.8	3561.8	0.0614665125028	6.14665125028	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_l2_tlb_accesses	57947	61508.8	3561.8	0.0614665125028	6.14665125028	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_l2_tlb_misses	22220	17671.2	4548.8	0.204716471647	20.4716471647	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_translation_walk_starts	15691	10715.2	4975.8	0.317111720094	31.7111720094	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_pte_requests	15796	10774.4	5021.6	0.31790326665	31.790326665	predeclared random-selection variability only; not a context-bias or population CI
15006	48	decode1	vm_pte_dram_responses	4134	2930.4	1203.6	0.29114658926	29.114658926	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	gpu_sim_cycle	62490238	40726795	21763443	0.348269484907	34.8269484907	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_l1_tlb_accesses	94168155	59801775	34366380	0.364946939865	36.4946939865	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_l1_tlb_misses	1119527	572803	546724	0.488352670369	48.8352670369	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_l2_tlb_accesses	1119527	572803	546724	0.488352670369	48.8352670369	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_l2_tlb_misses	45227	15224	30003	0.663386914896	66.3386914896	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_translation_walk_starts	20816	6055	14761	0.709117986164	70.9117986164	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_pte_requests	20899	6055	14844	0.710273218814	71.0273218814	predeclared random-selection variability only; not a context-bias or population CI
15007	8	prefill	vm_pte_dram_responses	8629	1903	6726	0.779464596129	77.9464596129	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	gpu_sim_cycle	34564626	87106510	52541884	1.52010567104	152.010567104	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_l1_tlb_accesses	76015393	235568640	159553247	2.09895970675	209.895970675	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_l1_tlb_misses	57947	27010	30937	0.533884411618	53.3884411618	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_l2_tlb_accesses	57947	27010	30937	0.533884411618	53.3884411618	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_l2_tlb_misses	22220	23680	1460	0.0657065706571	6.57065706571	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_translation_walk_starts	15691	23680	7989	0.509145369957	50.9145369957	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_pte_requests	15796	23680	7884	0.499113699671	49.9113699671	predeclared random-selection variability only; not a context-bias or population CI
15007	8	decode1	vm_pte_dram_responses	4134	6105	1971	0.476777939042	47.6777939042	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	gpu_sim_cycle	62490238	15233803.3333	47256434.6667	0.756221070348	75.6221070348	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_l1_tlb_accesses	94168155	14179541.3333	79988613.6667	0.849423179913	84.9423179913	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_l1_tlb_misses	1119527	625914	493613	0.440912099485	44.0912099485	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_l2_tlb_accesses	1119527	625914	493613	0.440912099485	44.0912099485	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_l2_tlb_misses	45227	0	45227	1	100	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_translation_walk_starts	20816	0	20816	1	100	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_pte_requests	20899	0	20899	1	100	predeclared random-selection variability only; not a context-bias or population CI
15007	12	prefill	vm_pte_dram_responses	8629	0	8629	1	100	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	gpu_sim_cycle	34564626	9035770	25528856	0.738583313472	73.8583313472	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_l1_tlb_accesses	76015393	2722460	73292933	0.964185411763	96.4185411763	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_l1_tlb_misses	57947	71656.6666667	13709.6666667	0.236589757307	23.6589757307	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_l2_tlb_accesses	57947	71656.6666667	13709.6666667	0.236589757307	23.6589757307	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_l2_tlb_misses	22220	3206.66666667	19013.3333333	0.855685568557	85.5685568557	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_translation_walk_starts	15691	246.666666667	15444.3333333	0.98427973573	98.427973573	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_pte_requests	15796	246.666666667	15549.3333333	0.984384232295	98.4384232295	predeclared random-selection variability only; not a context-bias or population CI
15007	12	decode1	vm_pte_dram_responses	4134	123.333333333	4010.66666667	0.970166102242	97.0166102242	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	gpu_sim_cycle	62490238	80478446.6667	17988208.6667	0.287856299518	28.7856299518	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_l1_tlb_accesses	94168155	130127370.667	35959215.6667	0.381861741548	38.1861741548	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_l1_tlb_misses	1119527	1006975.33333	112551.666667	0.100535017616	10.0535017616	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_l2_tlb_accesses	1119527	1006975.33333	112551.666667	0.100535017616	10.0535017616	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_l2_tlb_misses	45227	35119	10108	0.223494815044	22.3494815044	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_translation_walk_starts	20816	17184.6666667	3631.33333333	0.174449141686	17.4449141686	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_pte_requests	20899	17184.6666667	3714.33333333	0.177727801968	17.7727801968	predeclared random-selection variability only; not a context-bias or population CI
15007	24	prefill	vm_pte_dram_responses	8629	4613.33333333	4015.66666667	0.465368717889	46.5368717889	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	gpu_sim_cycle	34564626	6696815	27867811	0.806252351754	80.6252351754	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_l1_tlb_accesses	76015393	1655626.66667	74359766.3333	0.978219849937	97.8219849937	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_l1_tlb_misses	57947	31080	26867	0.463647816108	46.3647816108	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_l2_tlb_accesses	57947	31080	26867	0.463647816108	46.3647816108	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_l2_tlb_misses	22220	4686.66666667	17533.3333333	0.789078907891	78.9078907891	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_translation_walk_starts	15691	308.333333333	15382.6666667	0.980349669662	98.0349669662	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_pte_requests	15796	370	15426	0.976576348443	97.6576348443	predeclared random-selection variability only; not a context-bias or population CI
15007	24	decode1	vm_pte_dram_responses	4134	246.666666667	3887.33333333	0.940332204483	94.0332204483	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	gpu_sim_cycle	62490238	28769900	33720338	0.539609690717	53.9609690717	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_l1_tlb_accesses	94168155	30323319.6522	63844835.3478	0.677987535678	67.7987535678	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_l1_tlb_misses	1119527	940277.565217	179249.434783	0.160111756825	16.0111756825	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_l2_tlb_accesses	1119527	940277.565217	179249.434783	0.160111756825	16.0111756825	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_l2_tlb_misses	45227	5927.13043478	39299.8695652	0.868947079515	86.8947079515	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_translation_walk_starts	20816	1384	19432	0.933512682552	93.3512682552	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_pte_requests	20899	1384	19515	0.933776735729	93.3776735729	predeclared random-selection variability only; not a context-bias or population CI
15007	48	prefill	vm_pte_dram_responses	8629	451.304347826	8177.69565217	0.947699113707	94.7699113707	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	gpu_sim_cycle	34564626	21050336	13514290	0.390986148671	39.0986148671	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_l1_tlb_accesses	76015393	40359629.6	35655763.4	0.469059778458	46.9059778458	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_l1_tlb_misses	57947	61005.6	3058.6	0.0527827152398	5.27827152398	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_l2_tlb_accesses	57947	61005.6	3058.6	0.0527827152398	5.27827152398	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_l2_tlb_misses	22220	10922.4	11297.6	0.508442844284	50.8442844284	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_translation_walk_starts	15691	4203.2	11487.8	0.732126696833	73.2126696833	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_pte_requests	15796	4292	11504	0.728285641935	72.8285641935	predeclared random-selection variability only; not a context-bias or population CI
15007	48	decode1	vm_pte_dram_responses	4134	1213.6	2920.4	0.706434446057	70.6434446057	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	gpu_sim_cycle	62490238	18220879	44269359	0.708420393598	70.8420393598	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_l1_tlb_accesses	94168155	14233748	79934407	0.848847542994	84.8847542994	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_l1_tlb_misses	1119527	557406	562121	0.502105800039	50.2105800039	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_l2_tlb_accesses	1119527	557406	562121	0.502105800039	50.2105800039	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_l2_tlb_misses	45227	50516	5289	0.116943418754	11.6943418754	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_translation_walk_starts	20816	5536	15280	0.734050730208	73.4050730208	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_pte_requests	20899	5536	15363	0.735106942916	73.5106942916	predeclared random-selection variability only; not a context-bias or population CI
15008	8	prefill	vm_pte_dram_responses	8629	1557	7072	0.819561942288	81.9561942288	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	gpu_sim_cycle	34564626	4598175	29966451	0.866968761647	86.6968761647	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_l1_tlb_accesses	76015393	616050	75399343	0.991895720384	99.1895720384	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_l1_tlb_misses	57947	9065	48882	0.843563946365	84.3563946365	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_l2_tlb_accesses	57947	9065	48882	0.843563946365	84.3563946365	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_l2_tlb_misses	22220	0	22220	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_translation_walk_starts	15691	0	15691	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_pte_requests	15796	0	15796	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	8	decode1	vm_pte_dram_responses	4134	0	4134	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	gpu_sim_cycle	62490238	78532427.3333	16042189.3333	0.256715126182	25.6715126182	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_l1_tlb_accesses	94168155	125974563.333	31806408.3333	0.337761829711	33.7761829711	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_l1_tlb_misses	1119527	782190.666667	337336.333333	0.301320408827	30.1320408827	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_l2_tlb_accesses	1119527	782190.666667	337336.333333	0.301320408827	30.1320408827	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_l2_tlb_misses	45227	46594.6666667	1367.66666667	0.0302400483487	3.02400483487	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_translation_walk_starts	20816	17646	3170	0.152286702537	15.2286702537	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_pte_requests	20899	17761.3333333	3137.66666667	0.150134775189	15.0134775189	predeclared random-selection variability only; not a context-bias or population CI
15008	12	prefill	vm_pte_dram_responses	8629	5074.66666667	3554.33333333	0.411905589678	41.1905589678	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	gpu_sim_cycle	34564626	5707743.33333	28856882.6667	0.834867493335	83.4867493335	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_l1_tlb_accesses	76015393	796363.333333	75219029.6667	0.989523656961	98.9523656961	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_l1_tlb_misses	57947	18623.3333333	39323.6666667	0.678614366001	67.8614366001	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_l2_tlb_accesses	57947	18623.3333333	39323.6666667	0.678614366001	67.8614366001	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_l2_tlb_misses	22220	9003.33333333	13216.6666667	0.594809480948	59.4809480948	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_translation_walk_starts	15691	493.333333333	15197.6666667	0.968559471459	96.8559471459	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_pte_requests	15796	493.333333333	15302.6666667	0.96876846459	96.876846459	predeclared random-selection variability only; not a context-bias or population CI
15008	12	decode1	vm_pte_dram_responses	4134	246.666666667	3887.33333333	0.940332204483	94.0332204483	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	gpu_sim_cycle	62490238	23313883.6667	39176354.3333	0.626919589158	62.6919589158	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_l1_tlb_accesses	94168155	27906976	66261179	0.703647416688	70.3647416688	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_l1_tlb_misses	1119527	901157	218370	0.195055590441	19.5055590441	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_l2_tlb_accesses	1119527	901157	218370	0.195055590441	19.5055590441	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_l2_tlb_misses	45227	0	45227	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_translation_walk_starts	20816	0	20816	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_pte_requests	20899	0	20899	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	24	prefill	vm_pte_dram_responses	8629	0	8629	1	100	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	gpu_sim_cycle	34564626	36264255	1699629	0.0491724979174	4.91724979174	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_l1_tlb_accesses	76015393	86166771.6667	10151378.6667	0.133543724054	13.3543724054	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_l1_tlb_misses	57947	65305	7358	0.126978100678	12.6978100678	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_l2_tlb_accesses	57947	65305	7358	0.126978100678	12.6978100678	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_l2_tlb_misses	22220	20288.3333333	1931.66666667	0.0869336933693	8.69336933693	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_translation_walk_starts	15691	10668.3333333	5022.66666667	0.320098570306	32.0098570306	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_pte_requests	15796	10668.3333333	5127.66666667	0.324618046763	32.4618046763	predeclared random-selection variability only; not a context-bias or population CI
15008	24	decode1	vm_pte_dram_responses	4134	2898.33333333	1235.66666667	0.298903402677	29.8903402677	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	gpu_sim_cycle	62490238	53028561.7391	9461676.26087	0.151410469278	15.1410469278	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_l1_tlb_accesses	94168155	82569951.4783	11598203.5217	0.123164816405	12.3164816405	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_l1_tlb_misses	1119527	831302.608696	288224.391304	0.25745193399	25.745193399	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_l2_tlb_accesses	1119527	831302.608696	288224.391304	0.25745193399	25.745193399	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_l2_tlb_misses	45227	40587.3043478	4639.69565217	0.10258685414	10.258685414	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_translation_walk_starts	20816	11854.2608696	8961.73913043	0.430521672292	43.0521672292	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_pte_requests	20899	11974.6086957	8924.39130435	0.427024800438	42.7024800438	predeclared random-selection variability only; not a context-bias or population CI
15008	48	prefill	vm_pte_dram_responses	8629	3219.30434783	5409.69565217	0.62692034444	62.692034444	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	gpu_sim_cycle	34564626	53524229.6	18959603.6	0.548526218684	54.8526218684	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_l1_tlb_accesses	76015393	133928722.4	57913329.4	0.761863184737	76.1863184737	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_l1_tlb_misses	57947	65475.2	7528.2	0.1299152674	12.99152674	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_l2_tlb_accesses	57947	65475.2	7528.2	0.1299152674	12.99152674	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_l2_tlb_misses	22220	21341.6	878.4	0.0395319531953	3.95319531953	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_translation_walk_starts	15691	14385.6	1305.4	0.0831941877509	8.31941877509	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_pte_requests	15796	14415.2	1380.8	0.0874145353254	8.74145353254	predeclared random-selection variability only; not a context-bias or population CI
15008	48	decode1	vm_pte_dram_responses	4134	3818.4	315.6	0.0763425253991	7.63425253991	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	gpu_sim_cycle	62490238	17861558	44628680	0.714170427707	71.4170427707	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_l1_tlb_accesses	94168155	25527015	68641140	0.728920939356	72.8920939356	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_l1_tlb_misses	1119527	861540	257987	0.230442856671	23.0442856671	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_l2_tlb_accesses	1119527	861540	257987	0.230442856671	23.0442856671	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_l2_tlb_misses	45227	6055	39172	0.866119795697	86.6119795697	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_translation_walk_starts	20816	173	20643	0.991689085319	99.1689085319	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_pte_requests	20899	173	20726	0.991722091966	99.1722091966	predeclared random-selection variability only; not a context-bias or population CI
15009	8	prefill	vm_pte_dram_responses	8629	173	8456	0.979951326921	97.9951326921	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	gpu_sim_cycle	34564626	6851105	27713521	0.801788539532	80.1788539532	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_l1_tlb_accesses	76015393	1172345	74843048	0.984577531553	98.4577531553	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_l1_tlb_misses	57947	35705	22242	0.383833503029	38.3833503029	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_l2_tlb_accesses	57947	35705	22242	0.383833503029	38.3833503029	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_l2_tlb_misses	22220	17575	4645	0.20904590459	20.904590459	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_translation_walk_starts	15691	740	14951	0.952839207189	95.2839207189	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_pte_requests	15796	925	14871	0.941440871107	94.1440871107	predeclared random-selection variability only; not a context-bias or population CI
15009	8	decode1	vm_pte_dram_responses	4134	740	3394	0.820996613449	82.0996613449	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	gpu_sim_cycle	62490238	26278469.3333	36211768.6667	0.579478808621	57.9478808621	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_l1_tlb_accesses	94168155	38740928	55427227	0.588598417374	58.8598417374	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_l1_tlb_misses	1119527	1276278.66667	156751.666667	0.140015976986	14.0015976986	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_l2_tlb_accesses	1119527	1276278.66667	156751.666667	0.140015976986	14.0015976986	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_l2_tlb_misses	45227	0	45227	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_translation_walk_starts	20816	0	20816	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_pte_requests	20899	0	20899	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	prefill	vm_pte_dram_responses	8629	0	8629	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	gpu_sim_cycle	34564626	9675376.66667	24889249.3333	0.720078653052	72.0078653052	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_l1_tlb_accesses	76015393	2093706.66667	73921686.3333	0.972456806654	97.2456806654	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_l1_tlb_misses	57947	53280	4667	0.0805391133277	8.05391133277	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_l2_tlb_accesses	57947	53280	4667	0.0805391133277	8.05391133277	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_l2_tlb_misses	22220	0	22220	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_translation_walk_starts	15691	0	15691	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_pte_requests	15796	0	15796	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	12	decode1	vm_pte_dram_responses	4134	0	4134	1	100	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	gpu_sim_cycle	62490238	18231605	44258633	0.708248750789	70.8248750789	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_l1_tlb_accesses	94168155	15267884.3333	78900270.6667	0.837865737803	83.7865737803	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_l1_tlb_misses	1119527	341040.666667	778486.333333	0.695370753303	69.5370753303	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_l2_tlb_accesses	1119527	341040.666667	778486.333333	0.695370753303	69.5370753303	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_l2_tlb_misses	45227	14359	30868	0.682512658368	68.2512658368	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_translation_walk_starts	20816	1499.33333333	19316.6666667	0.927972072765	92.7972072765	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_pte_requests	20899	1499.33333333	19399.6666667	0.928258130373	92.8258130373	predeclared random-selection variability only; not a context-bias or population CI
15009	24	prefill	vm_pte_dram_responses	8629	461.333333333	8167.66666667	0.946536871789	94.6536871789	predeclared random-selection variability only; not a context-bias or population CI
15009	24	decode1	gpu_sim_cycle	34564626	9951520	24613106	0.712089463951	71.2089463951	predeclared random-selection variability only; not a context-bias or population CI
15009	24	decode1	vm_l1_tlb_accesses	76015393	8825980	67189413	0.883892200623	88.3892200623	predeclared random-selection variability only; not a context-bias or population CI
