condition	budget_name	layer	role	decode_index	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
CONTROL_B8	B8	10	up_proj	3	0.08582399785518646	0.08486399799585342	0.08588799834251404	0.005135968928712086	[0.08486399799585342, 0.08588799834251404, 0.08582399785518646, 0.08486399799585342, 0.08588799834251404, 0.08585599809885025, 0.08566399663686752]	2f1fedad5da1a3ffa3649d0162716a082faf7853b72f87af4abc858eafe8b47b	34f4bbe7e43cc9a39055ff9cb588e35657a1702318c8044cbfb82bf3b0af007d
CONTROL_B8	B8	10	down_proj	0	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.006766109882841733	[0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	0b49b50f179491d7b15c51106d66a53515d1e8810e005baee2333bac7b50e3e6	05a6cd33e417e3f5837e5d752b5b83ddd5818888f00751c5e7e57478b2bfe781
CONTROL_B8	B8	10	down_proj	1	0.08185599744319916	0.0798719972372055	0.08294399827718735	0.01091845141639207	[0.08185599744319916, 0.0798719972372055, 0.08156800270080566, 0.08191999793052673, 0.08191999793052673, 0.08294399827718735, 0.08089599758386612]	e3102a104d24d4743e2e75b73101c2763d20e39a4e89ae15fec023d7e07da275	377911f23e5e4b30af1446079ff43194d5e298275debd94dff96594c2bf0ebfe
CONTROL_B8	B8	10	down_proj	2	0.08076799660921097	0.0798719972372055	0.08191999793052673	0.008817501932853605	[0.08076799660921097, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055]	ff23cd6ce3f4a9d77557e2c79b1e0b06de5171048a16a2adb6298d06bff01abd	e15b80a55b37cd016f6c8d93143e9a27792984c7cda83e06c1407374c6e4291e
CONTROL_B8	B8	10	down_proj	3	0.08185599744319916	0.08089599758386612	0.08191999793052673	0.0055362543780325246	[0.08191999793052673, 0.08089599758386612, 0.08185599744319916, 0.08191999793052673, 0.08191999793052673, 0.08185599744319916, 0.08089599758386612]	6e316ded8ae03db57a5a8847a9bf0b5ff151c15708106fabee36c8f6e6197e5f	a257530ed6deb66c596fa06efec6f9e24e5303467f59694db45f58b01a1ad18a
CONTROL_B8	B8	11	gate_proj	0	0.09113600105047226	0.09011200070381165	0.09171199798583984	0.005168972461782113	[0.09113600105047226, 0.09113600105047226, 0.09113600105047226, 0.09171199798583984, 0.0915519967675209, 0.09011200070381165, 0.09113600105047226]	e7903b84b5530eec0bdc7908f976839848a066b54ad64eaf392bc3ad74be18e6	7ed4bcd33275589ac4a17556812bdd98405795c63273dbd0efa026e209f945bf
CONTROL_B8	B8	11	gate_proj	1	0.09193599969148636	0.09091199934482574	0.09523200243711472	0.014610767945045636	[0.09139200299978256, 0.09523200243711472, 0.09091199934482574, 0.09216000139713287, 0.09113600105047226, 0.09193599969148636, 0.09206400066614151]	a3c4b880648c82bea4090211ab89ba3bc93baaf4c42abf6ada20e1f38b76abbd	f7908848c6524575bb1e339ef4568b44dfeecbf090363fe9db0743ec039be941
CONTROL_B8	B8	11	gate_proj	2	0.09043200314044952	0.08979199826717377	0.09113600105047226	0.0050570997465123075	[0.09113600105047226, 0.09043200314044952, 0.09011200070381165, 0.09094399958848953, 0.08979199826717377, 0.09011200070381165, 0.0907519981265068]	7ec7671d5f271218b20aa9e38e4cf0110a720f9641ea65bea281db921ed585e9	d2a54db66bf87be17f7dc64195ac049a2049e54b6593c07a656606e8be56f178
CONTROL_B8	B8	11	gate_proj	3	0.14131200313568115	0.13926400244235992	0.1454080045223236	0.013336916135759824	[0.14131200313568115, 0.14028799533843994, 0.1454080045223236, 0.14233599603176117, 0.13993600010871887, 0.13926400244235992, 0.14131200313568115]	12be229216a75c2286423c68d775aff99894e16a2d7f4f8c05c7759dd7b354ba	0a3ec03da3a299c930eab6ae792a7250024998af79c08ad106fa2a30b672e6cb
CONTROL_B8	B8	11	up_proj	0	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.005921543284640152	[0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08499199897050858]	e7903b84b5530eec0bdc7908f976839848a066b54ad64eaf392bc3ad74be18e6	f3fd92fed9e723a7e3401b402510eb7b1eba5f97e52c2a2fb6d3ed95169f8e9e
CONTROL_B8	B8	11	up_proj	1	0.0870399996638298	0.08601599931716919	0.0870399996638298	0.005851525012246443	[0.0870399996638298, 0.0870399996638298, 0.08601599931716919, 0.0870399996638298, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919]	a3c4b880648c82bea4090211ab89ba3bc93baaf4c42abf6ada20e1f38b76abbd	39e4a7709819549a60b7ebcdcb3c9c9d68f7af128e786ac69d6ac0ba303b4729
CONTROL_B8	B8	11	up_proj	2	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.008360036158241133	[0.0870399996638298, 0.08499199897050858, 0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	7ec7671d5f271218b20aa9e38e4cf0110a720f9641ea65bea281db921ed585e9	6d15622dbd4f0527ec42d10b523ba21a112447585bae79f1c1cb73bbc032d822
CONTROL_B8	B8	11	up_proj	3	0.0942080020904541	0.08806400001049042	0.10649599879980087	0.057884820747142095	[0.08806400001049042, 0.0942080020904541, 0.0942080020904541, 0.08985599875450134, 0.09318400174379349, 0.10649599879980087, 0.0942080020904541]	12be229216a75c2286423c68d775aff99894e16a2d7f4f8c05c7759dd7b354ba	9cc52e98887966e23e2115148ddb1702dd1af0eb9bd3b94e4c4d9348ba336517
CONTROL_B8	B8	11	down_proj	0	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.0077179094710676166	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0817599967122078, 0.08089599758386612, 0.0798719972372055]	0319bfe20ad9bccf9a7ad0ab99732015b69b434f00aa5bc6cd9c3c5fa2ffc040	30787bffe0a246bb936b50f37da738dd93b9b74e4a25b6cb379b7b0fd925e411
CONTROL_B8	B8	11	down_proj	1	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.006298368905970811	[0.0798719972372055, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	9cbf3b7a78358639e676b6d603166fabf2018ec15fe19222fc37c6b7cd00d960	1b618952c14d3dea6bf338827afd00cdd87eb1f4a566d4f6bbb34f38867864cc
CONTROL_B8	B8	11	down_proj	2	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.0056501638123217	[0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0799039974808693, 0.08089599758386612]	8c44b586ac12dbbe5d472500236ee39c262adf336e47b5aa0c703452df362ddf	81eb89c023327f57d0c0e472aa6baadd77f11f76afd90db8a820f231ab45729f
CONTROL_B8	B8	11	down_proj	3	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008098365704959495	[0.08089599758386612, 0.0798719972372055, 0.08191999793052673, 0.08057600259780884, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612]	19f54e38e1e3e71f1a4d302cecf330cd8bf027e24595298658fc33512ab1c3a0	9b860a43252944d7ad159562ee7dae194417eb66920f941153ad7b6f961da87c
CONTROL_B8	B8	12	gate_proj	0	0.09113600105047226	0.09011200070381165	0.09216000139713287	0.007165368249188236	[0.09113600105047226, 0.09113600105047226, 0.09011200070381165, 0.09113600105047226, 0.09011200070381165, 0.09091199934482574, 0.09216000139713287]	7a49cf97ce2c7b28252e6cce5107e5b7749a5b4c47ab1c87bc0b384f14608a24	6ea7452531c7fe2e6aea6c95a62fad805f00d9b8e9675eb23092535670b3cb98
CONTROL_B8	B8	12	gate_proj	1	0.09145600348711014	0.09113600105047226	0.09318400174379349	0.009477623643600698	[0.09113600105047226, 0.09318400174379349, 0.09145600348711014, 0.09216000139713287, 0.09113600105047226, 0.09113600105047226, 0.09318400174379349]	91a6cd09356f18887bcf8e9a552a33d7e118bbd4b4b23636cda2495936f36c05	b1dade88fe28428fc2c249853f9aa87ceed335cd1454a2cf5d5c4b1d9eaa96e0
CONTROL_B8	B8	12	gate_proj	2	0.09318400174379349	0.09216000139713287	0.09728000313043594	0.017485771669531792	[0.09286399930715561, 0.09728000313043594, 0.09216000139713287, 0.0939520001411438, 0.09414400160312653, 0.09318400174379349, 0.09216000139713287]	15d49e204a977ce7428b5e18f978bea02fedfaab0a742501445b36a217e2d2ae	94a0f311ea5d27fb6a41658067c9640f04f4b99c522331f53bdb0b89821fe11e
CONTROL_B8	B8	12	gate_proj	3	0.09216000139713287	0.09113600105047226	0.09318400174379349	0.006967620543750837	[0.09113600105047226, 0.09200000017881393, 0.09216000139713287, 0.09216000139713287, 0.09308800101280212, 0.09318400174379349, 0.09219200164079666]	5630e69267091171dce99012e255beb35b71ddae1ac6e0b1f55847f756176a9e	550f144df5a4943e4dc44399f1510e77bd8918b931599dc488dfbaf35e9883c9
CONTROL_B8	B8	12	up_proj	0	0.08668799698352814	0.08582399785518646	0.08767999708652496	0.007359187263424835	[0.08601599931716919, 0.08767999708652496, 0.0870399996638298, 0.0870399996638298, 0.08668799698352814, 0.08601599931716919, 0.08582399785518646]	7a49cf97ce2c7b28252e6cce5107e5b7749a5b4c47ab1c87bc0b384f14608a24	b0d7c4d571724b97c753fbd052868af9b8a7318b9657162c4a79c422052477de
CONTROL_B8	B8	12	up_proj	1	0.08607999980449677	0.08601599931716919	0.0870399996638298	0.004232441495600223	[0.08601599931716919, 0.08614400029182434, 0.08607999980449677, 0.0870399996638298, 0.08607999980449677, 0.08601599931716919, 0.08662399649620056]	91a6cd09356f18887bcf8e9a552a33d7e118bbd4b4b23636cda2495936f36c05	09aafd1cba8ab0c210b57bd76cfa7ff95ea2be8eda0b88a38353f408f5731c71
CONTROL_B8	B8	12	up_proj	2	0.08601599931716919	0.08499199897050858	0.08681599795818329	0.005699546357669001	[0.08601599931716919, 0.08681599795818329, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08595199882984161, 0.08601599931716919]	15d49e204a977ce7428b5e18f978bea02fedfaab0a742501445b36a217e2d2ae	06b211e63cf56b13f054498c9ef90bf1a99897ec3d15e7788399ed2bf224f2b0
CONTROL_B8	B8	12	up_proj	3	0.08499199897050858	0.08499199897050858	0.0870399996638298	0.010519481477932916	[0.08499199897050858, 0.08499199897050858, 0.0870399996638298, 0.08499199897050858, 0.08499199897050858, 0.0870399996638298, 0.08601599931716919]	5630e69267091171dce99012e255beb35b71ddae1ac6e0b1f55847f756176a9e	b56852b3eb419a1e7f807996eab94511d97c7fd916c2c7847d062c432b3a6c56
CONTROL_B8	B8	12	down_proj	0	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.00817575433385629	[0.08089599758386612, 0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055]	9b7a4f3584439ffc0da46b00e5e05cbf1d9d05fb6874eff356bea4e39683ee7f	0219fbb28c487ca8bd0f08ee08e645ddf5f8cb87c00f8d5ad694a017941a4085
CONTROL_B8	B8	12	down_proj	1	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.008205757113269284	[0.07884799689054489, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055]	ea2b85a5a543c39c8765915091ae519b2210f5e174d807188323c16d5d98f84c	10c85d9b6dd7dd066cf612686f2a305928c7cb14170462ceeb73007b0a0e43a7
CONTROL_B8	B8	12	down_proj	2	0.07884799689054489	0.07782399654388428	0.0798719972372055	0.00831252351019132	[0.07884799689054489, 0.07884799689054489, 0.07884799689054489, 0.07782399654388428, 0.07782399654388428, 0.0798719972372055, 0.07884799689054489]	2b1133385f6c5faa06cd6728ce0c3aceb4f8cb7086934fdf4289201fb1a1b749	c9f6d5e7d5ceb04ee500979adbc057431238e16e254b296f5979643309197c11
CONTROL_B8	B8	12	down_proj	3	0.0798719972372055	0.07884799689054489	0.08057600259780884	0.008009059687182112	[0.07884799689054489, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.08057600259780884, 0.0798719972372055, 0.07884799689054489]	7e761d457a159dd49c1fd2fd7656089967a531e06bb4f1dd755efa11ae801dcd	181368c40f78210c8e372d69e8f57cd4043f2d184049f984227843f7f74d8a37
CONTROL_B8	B8	13	gate_proj	0	0.09113600105047226	0.09011200070381165	0.09216000139713287	0.007710865141835503	[0.09011200070381165, 0.09113600105047226, 0.09011200070381165, 0.09097599983215332, 0.09171199798583984, 0.09113600105047226, 0.09216000139713287]	e3663036b4932ad16248cb1049d256f6e4267a1073525ff54b438d3aa49c6fce	88d6258fddae224b6ec31c091bf1abcc08b95b0fbb04bf60d587b837caa4c7f8
CONTROL_B8	B8	13	gate_proj	1	0.09180799871683121	0.09011200070381165	0.1013759970664978	0.038301006387961856	[0.09216000139713287, 0.09193599969148636, 0.09180799871683121, 0.09011200070381165, 0.09113600105047226, 0.1013759970664978, 0.09113600105047226]	815159dded96718c999b5d4c179d6be58025c43645241befb5a6205725a90539	7891e8d113a9064fa24b17a23ef463bfccf6742c7eaeaa75e77aa8f3b8173d40
CONTROL_B8	B8	13	gate_proj	2	0.09113600105047226	0.09011200070381165	0.09382399916648865	0.011680434893101338	[0.09171199798583984, 0.09113600105047226, 0.09113600105047226, 0.09113600105047226, 0.09100800007581711, 0.09011200070381165, 0.09382399916648865]	00c9c775e3179d761e5931dc5de3b348ce5978ce2ee68e2a3cdd2ef295649d82	1e8e5633b7e4fa8c48ee341d58edf74be7e259b5694b713a5a5b001c73e27c4c
CONTROL_B8	B8	13	gate_proj	3	0.09011200070381165	0.08908800035715103	0.091839998960495	0.008895530936161399	[0.09004800021648407, 0.09100800007581711, 0.09011200070381165, 0.09011200070381165, 0.09008000046014786, 0.091839998960495, 0.08908800035715103]	b0e6a434f8cd92ff42b74bd851a1ebc4712c89838d6c671969f1b39ae468e73d	d310aca345b5ae7679532ac2fb2b681bceadca35d0b1a91887a193eaa1352989
CONTROL_B8	B8	13	up_proj	0	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.005220447459965716	[0.08499199897050858, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.0857279971241951]	e3663036b4932ad16248cb1049d256f6e4267a1073525ff54b438d3aa49c6fce	743e8063b056d3d6852301d2c55a7db1a5b101eae73042bb507787ddf3c31371
CONTROL_B8	B8	13	up_proj	1	0.08601599931716919	0.08505599945783615	0.0870399996638298	0.006450255433006557	[0.08575999736785889, 0.08601599931716919, 0.08636800199747086, 0.08505599945783615, 0.0870399996638298, 0.08601599931716919, 0.08601599931716919]	815159dded96718c999b5d4c179d6be58025c43645241befb5a6205725a90539	a1bea9e3165dc7da71ecf9c37f5825dcad214b18a39cb59f622273a1c4e22c72
CONTROL_B8	B8	13	up_proj	2	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.00737638164912362	[0.0870399996638298, 0.08499199897050858, 0.08582399785518646, 0.08563199639320374, 0.08675199747085571, 0.08601599931716919, 0.08601599931716919]	00c9c775e3179d761e5931dc5de3b348ce5978ce2ee68e2a3cdd2ef295649d82	d59b78be30e465c93431c050737a8453485694b598a8f7757024a8f53fd4c49c
CONTROL_B8	B8	13	up_proj	3	0.08601599931716919	0.08499199897050858	0.0870399996638298	0.006376355237369188	[0.08601599931716919, 0.08601599931716919, 0.0870399996638298, 0.08499199897050858, 0.08601599931716919, 0.08591999858617783, 0.08601599931716919]	b0e6a434f8cd92ff42b74bd851a1ebc4712c89838d6c671969f1b39ae468e73d	a0c0dcb9554c781b02043be4c8598daf7fa73b2ac2c4814687b1a2341ccfdcdd
CONTROL_B8	B8	13	down_proj	0	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.006852854913706522	[0.0798719972372055, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055, 0.0798719972372055, 0.0798719972372055, 0.08089599758386612]	452648f488535fd41225e3dbdb11984919376e0cb89b9ffbe3b593d4e1fd4221	75b7421da87407a7990bf4f9873eb9978a6c469e9c22ffbae0e671444ec9c9d0
CONTROL_B8	B8	13	down_proj	1	0.0798719972372055	0.07980799674987793	0.08089599758386612	0.005868227355696368	[0.0798719972372055, 0.08089599758386612, 0.0798719972372055, 0.08051200211048126, 0.07980799674987793, 0.08089599758386612, 0.07983999699354172]	98a50f57a92f4396d670702bed1e409d1de1407ebad72bb53a2bab9bc68952b7	0470e21729bcec7bcdede4457047c4babf35ccd12d982fb43827f8142ddbf453
CONTROL_B8	B8	13	down_proj	2	0.0798719972372055	0.07884799689054489	0.08089599758386612	0.008627217702364912	[0.07884799689054489, 0.08089599758386612, 0.0798719972372055, 0.0798719972372055, 0.08070400357246399, 0.08089599758386612, 0.0798719972372055]	98b271a40c2cd05707a39f63c7b00b01152ac44ec7fabf00acb9882d9353517a	c8569158fbf7dea76a35a9d122dac270cf9e20bc01045f75edd97ead6d5fa95e
CONTROL_B8	B8	13	down_proj	3	0.0798719972372055	0.07884799689054489	0.08191999793052673	0.013385194818345528	[0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.08191999793052673, 0.0798719972372055, 0.07884799689054489, 0.0798719972372055]	7917718c444ac08a8ead171ade4609d58c3af86b9009bc2ffe653d3d0403b7df	fe9ad878822909a938dedf0b32069483fa1f0b22d9f9ea33594a26a284a22033
CONTROL_B8	B8	14	gate_proj	0	0.09113600105047226	0.09094399958848953	0.09276799857616425	0.006883924015645323	[0.09216000139713287, 0.09094399958848953, 0.09113600105047226, 0.09113600105047226, 0.09113600105047226, 0.09276799857616425, 0.09177599847316742]	17cb33dd1fdc75886d6152d68abd826d676bab4423d2a3000986f0d27b2b86c5	568613f7ec77af709de227fecd0ebca05e7a6abd1bd387036351fd9edff22081
CONTROL_B8	B8	14	gate_proj	1	0.09113600105047226	0.09011200070381165	0.09318400174379349	0.012147746276660903	[0.09011200070381165, 0.09318400174379349, 0.09113600105047226, 0.09123200178146362, 0.09011200070381165, 0.09113600105047226, 0.09279999881982803]	7452778f19f09e10a4563921776438a1bf015853ab35544b839429f9d52f66e4	67d9fd0e829f685e56731988e0697ba87eb30f103afcd1da3c1cb0af9afd194c
CONTROL_B8	B8	14	gate_proj	2	0.09113600105047226	0.09087999910116196	0.09193599969148636	0.003374677965305855	[0.09113600105047226, 0.09113600105047226, 0.09087999910116196, 0.09113600105047226, 0.09113600105047226, 0.09193599969148636, 0.09113600105047226]	225308e20251277b8e8894ffbde9d11989015a36fbce06334a9eb9961712066b	51f057f6e3bab43bc6cf0c698596d068e6883432606d81f3d1c84d42bb814e27
CONTROL_B8	B8	14	gate_proj	3	0.0907839983701706	0.09011200070381165	0.09273599833250046	0.010119292670865396	[0.0907839983701706, 0.0907839983701706, 0.09216000139713287, 0.09113600105047226, 0.09011200070381165, 0.09011200070381165, 0.09273599833250046]	fad24b505c70b2c4d5265fc0f028fbda7ab87338c131c47e6a534663615297e5	a890d8bb9f38db384291dd662ebe5418dde144ecbd753160d132ff18018a6ccd
CONTROL_B8	B8	14	up_proj	0	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.004119081064252734	[0.08588799834251404, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919]	17cb33dd1fdc75886d6152d68abd826d676bab4423d2a3000986f0d27b2b86c5	282a61a18e36691780f971001ffa7a4e0473e70416164304de1410d2f1293df7
CONTROL_B8	B8	14	up_proj	1	0.08601599931716919	0.08591999858617783	0.0867839977145195	0.003230195406230141	[0.08601599931716919, 0.0859839990735054, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.0867839977145195, 0.08591999858617783]	7452778f19f09e10a4563921776438a1bf015853ab35544b839429f9d52f66e4	01bbee782d3ad81acbdad62b1f87be20228e7351223548ad1b447b190d16957d
CONTROL_B8	B8	14	up_proj	2	0.1311040073633194	0.12800000607967377	0.13398399949073792	0.01698413771065543	[0.131071999669075, 0.12867200374603271, 0.13385599851608276, 0.12800000607967377, 0.1311040073633194, 0.13312000036239624, 0.13398399949073792]	225308e20251277b8e8894ffbde9d11989015a36fbce06334a9eb9961712066b	7fd4ace031eb223e62056e45cd0e3b3e69cf5bb159921725ac44f1c148f1b3a3
CONTROL_B8	B8	14	up_proj	3	0.08575999736785889	0.08499199897050858	0.08601599931716919	0.005639549929668158	[0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08601599931716919, 0.08575999736785889]	fad24b505c70b2c4d5265fc0f028fbda7ab87338c131c47e6a534663615297e5	1d4d06b3d59eb3dd8dc7907fd560d2c3bcc97efd037df072c8f534d199ea6eca
CONTROL_B8	B8	14	down_proj	0	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.010563322548689516	[0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.0798719972372055, 0.08191999793052673, 0.08089599758386612, 0.0798719972372055]	318f910896fe2697c9bcf66772e93836cc077008adcb0b32e6a9a1252532afdb	ed630bb60f4c2920389371c29187442f32ac4de075f01fed6fa62fd7696a2432
CONTROL_B8	B8	14	down_proj	1	0.0814720019698143	0.0798719972372055	0.08169600367546082	0.007530820995636786	[0.08156800270080566, 0.0798719972372055, 0.08073599636554718, 0.0814720019698143, 0.08169600367546082, 0.08089599758386612, 0.08156800270080566]	eb3a6a7f1e91d38dd3f115d86e3e72f45ec1d321e39162eebb7f53803b160739	b6e094474515f98dc0533d3dace528b2cb82344d6854a766850156c7c1fa64f9
CONTROL_B8	B8	14	down_proj	2	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.008072450540746652	[0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612]	dab983514173e75597eda6a03f9e4322871aa6010b466307055288ab6f90b793	6ad32b05dab013e418fdf68a2ab13760d75822fd638c01f57481fbec567f4e41
CONTROL_B8	B8	14	down_proj	3	0.08089599758386612	0.08089599758386612	0.08191999793052673	0.006230400871289639	[0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	3fc00ac3a7f3d040821fb27ead574c36762a89e6cba3c4691cc3321d5b86ee52	8dcea14c9bfe5137ce6c6d2b5737f5508bd22bf14a6377e1f491c6c81d777543
CONTROL_B8	B8	15	gate_proj	0	0.091839998960495	0.09113600105047226	0.09312000125646591	0.006601988062891236	[0.091839998960495, 0.09151999652385712, 0.09203200042247772, 0.09190399944782257, 0.09113600105047226, 0.0912960022687912, 0.09312000125646591]	030d25095cdfa3220964a2ce38623b5cddd6367c296109e45d3f617b229e973a	1dd1aa7452b65c320a0e903885ff96aaf345f7b35b6c24e679d6c00804cebb50
CONTROL_B8	B8	15	gate_proj	1	0.0907839983701706	0.09011200070381165	0.09113600105047226	0.004540742829501601	[0.09011200070381165, 0.0907839983701706, 0.09110400080680847, 0.09011200070381165, 0.09071999788284302, 0.09107200056314468, 0.09113600105047226]	0516732814b82206480ea053c0827db106706444e5697ad0325244344e30ae17	80e576e29dfb5036a7a92eb81b9d09a49382bfe61c3016a5875b7b9c2d96a43d
CONTROL_B8	B8	15	gate_proj	2	0.09107200056314468	0.0904960036277771	0.09190399944782257	0.005492415090791421	[0.09068799763917923, 0.09100800007581711, 0.09187199920415878, 0.09113600105047226, 0.09107200056314468, 0.0904960036277771, 0.09190399944782257]	a1431819ffb9def09e4c4000699b00b49d7a05198919142f46487ce4567461bc	456bca794151eec5b9f000ea513c41125d05d43af34ff62f64bca60bdb7a400a
CONTROL_B8	B8	15	gate_proj	3	0.09110400080680847	0.09011200070381165	0.09206400066614151	0.006081992878466876	[0.09113600105047226, 0.09206400066614151, 0.09068799763917923, 0.09071999788284302, 0.09113600105047226, 0.09110400080680847, 0.09011200070381165]	b91f8faec1f769c4f645bf68a0d511fb764752b2fa7d1eedf8b0ecf34cc36ff6	2916edb18480f61fdb16dceec5da3007f03e85148aee6f030f4389d1002f4ab1
CONTROL_B8	B8	15	up_proj	0	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.004119081064252734	[0.08499199897050858, 0.08601599931716919, 0.08588799834251404, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919, 0.08601599931716919]	030d25095cdfa3220964a2ce38623b5cddd6367c296109e45d3f617b229e973a	a1e93ace7921894f49a6a2484a9b698533cc31ebdf255fb56818b1f289eff458
CONTROL_B8	B8	15	up_proj	1	0.08601599931716919	0.08499199897050858	0.08601599931716919	0.004129226308333344	[0.08499199897050858, 0.0857279971241951, 0.08601599931716919, 0.08601599931716919, 0.08560000360012054, 0.08601599931716919, 0.08601599931716919]	0516732814b82206480ea053c0827db106706444e5697ad0325244344e30ae17	ffcfbd0fa639d85e1efa6a247f27bee7a55aed515a50962876ccccc62d0e870b
CONTROL_B8	B8	15	up_proj	2	0.08499199897050858	0.08499199897050858	0.08601599931716919	0.0053406237772536235	[0.08499199897050858, 0.08601599931716919, 0.08499199897050858, 0.08499199897050858, 0.0859839990735054, 0.08499199897050858, 0.08499199897050858]	a1431819ffb9def09e4c4000699b00b49d7a05198919142f46487ce4567461bc	243c470e77d4010c077023d4a7e311453d351af9dad0b30778522cd79332e8ff
CONTROL_B8	B8	15	up_proj	3	0.08534400165081024	0.08499199897050858	0.08601599931716919	0.005272540814048755	[0.08499199897050858, 0.08534400165081024, 0.08499199897050858, 0.08601599931716919, 0.08601599931716919, 0.08582399785518646, 0.08499199897050858]	b91f8faec1f769c4f645bf68a0d511fb764752b2fa7d1eedf8b0ecf34cc36ff6	ed11df1d10dc5eb69a77988802fe2751ef57bd15f6c81a5af75a86b4aef52fbd
CONTROL_B8	B8	15	down_proj	0	0.08089599758386612	0.0798719972372055	0.08294399827718735	0.012505786602957938	[0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08089599758386612, 0.08294399827718735, 0.0798719972372055, 0.0798719972372055]	394ac8b2495bf840a5228db2073ae69ea41a94f2b27e8b71509ab56b7daeb3a8	7d5ea65967b6b5fa8610352c0ae2629526f484309a575d30b6ec873eff2e3c38
CONTROL_B8	B8	15	down_proj	1	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.004437483055828177	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612]	64180c73e0ebe156d5a5f65b708498ccbd4123c4322191995d5c392455618633	fd6432c582df5e4bb96cff7b454abf2cf2cb68085cb0fbd603e82d2c3fc4b266
CONTROL_B8	B8	15	down_proj	2	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.009568724360821413	[0.08191999793052673, 0.08089599758386612, 0.0798719972372055, 0.08191999793052673, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	8c4d4cadc06ae62f95ec4a6a3ad6b66e247bbae8c3276c57bd63ee2c06a96a5b	bc9debed88abac077029f10f71a033bcece84c03b2260f9245c8e072ed11c418
CONTROL_B8	B8	15	down_proj	3	0.08089599758386612	0.0798719972372055	0.08191999793052673	0.006766109882841733	[0.08089599758386612, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673]	212885b6a47969937e6d5d09a570f77f1e07f7c3ea2bc7c7b6e91d5f1bfc5269	a9e625879a4639de3c7d78b43e3d54cfc0fd63a3917dd2cb23305de0a6530d18
