deployment_id	asset_role	source_repo	source_revision	tokenizer_revision	asset_path	local_path	size_bytes	sha256	verification_status	transfer_required	notes
c16_qwen3_8b_native_reference	CHECKPOINT_FILE	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	b968826d9c46dd6066d109eabc6255188de91218	model-00005-of-00005.safetensors	NA	1244659840	20c2d6366ab85c90786ccdd829cd2b9e7d30ef3b2ebbb998280e7e4014b542ff	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CONFIGURATION_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/config.json	963	2850ddb3bf7aecad20b611e2d44f3077fc8193f4827c93beddd4c02ad63c2297	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	CONFIGURATION_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	generation_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/generation_config.json	239	2325da0f15bb848e018c5ae071b7943332e9f871d6b60e2ed22ca97d4cb993d2	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	TOKENIZER_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	merges.txt	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/merges.txt	1671853	8831e4f1a044471340f7c0a83d7bd71306a5b867e95fd870f74d0c5308a904d5	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	WEIGHT_INDEX	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model.safetensors.index.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/model.safetensors.index.json	1699758	df0d481ec595c55a0ba58426d517390c6214a566ec4ff1c8fc4bbce9f57b3c24	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	TOKENIZER_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	tokenizer.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/tokenizer.json	11422654	aeb13307a71acd8fe81861d94ad54ab689df773318809eed3cbe794b4492dae4	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	TOKENIZER_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	tokenizer_config.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/tokenizer_config.json	9732	d5d09f07b48c3086c508b30d1c9114bd1189145b74e982a265350c923acd8101	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	TOKENIZER_ASSET	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	vocab.json	/workspace/c16_assets/c16-a/metadata/Qwen__Qwen3-30B-A3B__ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/vocab.json	2776833	ca10d7e9fb3ed18575dd1e277a2579c16d108e32f27439684afa0e10b1440910	LOCAL_SHA256_VERIFIED	YES	HF_METADATA_TOKENIZER_ONLY
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00001-of-00016.safetensors	NA	3999417504	454e77b346a61bfb201d54df60e15158838cf930617ee135113556204f2802b5	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00002-of-00016.safetensors	NA	3999974192	47f015d6e5bb1782a834d75c06113c5e8c77ddca1cb7daf89686a4ec0deda19e	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00003-of-00016.safetensors	NA	3997360832	ac0bf5990f2da995c1e8b77a3149dee71900b4fe1b8a614231dea9647193d96b	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00004-of-00016.safetensors	NA	3999975056	89b01fd34a683c70fdb7f22c2e7090538d65063335ba0db46f3654642b17d1e5	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00005-of-00016.safetensors	NA	3999975400	9849eb3584d928e35bf5956ccfd91b64207467e1fad8304aae68dc4d92d6d6d9	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00006-of-00016.safetensors	NA	3999975400	f7a0f1525557d740158fb692986ad43506e1b5901e7406ae65808c6457bc53ad	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00007-of-00016.safetensors	NA	3999975472	920702a50f27a009e5f676da3b02978dbd794f6ad7854f301d709136154c1a84	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00008-of-00016.safetensors	NA	3997362064	a85bf0cc8a8047c116172d4c08cf4792eb59d4375032708ba3e1a7ffca0f708a	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00009-of-00016.safetensors	NA	3999975408	25cd8aaed86b8e17685efb152912f92448ea3fffb1bdc247f257f04d05907604	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00010-of-00016.safetensors	NA	3999975400	7c3307ee214797c4bc61c0994f81d690e768150df5f14d18edf84e53ba4810dc	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00011-of-00016.safetensors	NA	3999975408	c658cad2842d36fa4c7c7f726f8515dc5670a3d80c94e13257d4e322ffe61988	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00012-of-00016.safetensors	NA	3987400496	8cb898bc5e78492600053d1105c9ff61d7a719f5cc2802df63e41535a652cc26	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00013-of-00016.safetensors	NA	3997353632	599594421f314cb8e8ab4474db0eb490cc6310585067e82d73821254b93319ce	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00014-of-00016.safetensors	NA	3999975400	66d3294e9976b5f01d117a0a0bed768f128a8898eb6937e224d051de2961d363	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00015-of-00016.safetensors	NA	3999975400	2fe000da4fc7399ff6303bb0daec8c415a5d850f5ea53863392758c77fc37664	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_qwen3_30b_a3b_native_moe	CHECKPOINT_FILE	Qwen/Qwen3-30B-A3B	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39	model-00016-of-00016.safetensors	NA	1087928584	0c979e314faf06e94a5e1841abd285d4e26e763c79c1abe7710d543192d9da48	REMOTE_LFS_SHA256_DECLARED_NOT_LOCAL	YES	NOT_YET_ACCEPTED_AS_LOCAL_CHECKPOINT_AT_MANIFEST_WRITE
c16_deepseek_v2_lite_native_runtime	CONFIGURATION_ASSET	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	config.json	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/config.json	1522	f346286b0f1c8b044252fd54cb4fa78b9fab6472a6e8bebb9edfe03d414ea03d	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	REMOTE_IMPLEMENTATION_SOURCE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	configuration_deepseek.py	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/configuration_deepseek.py	10338	6de5e7445ab490a16482027b131d5bd6a003da9b58a182a11432115fac84ce59	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	CONFIGURATION_ASSET	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	generation_config.json	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/generation_config.json	181	63ec07f6cb36bd8359b44f671123518dd6fbf55007e0c74aa96c296a75def8b5	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	CHECKPOINT_FILE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	model-00001-of-000004.safetensors	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/model-00001-of-000004.safetensors	8594887408	0d7e9f39bde40111a4c0f390b87497dce4565cf578d916395e6b2c7851f1e8da	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_deepseek_v2_lite_native_runtime/model-00001-of-000004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_deepseek_v2_lite_native_runtime	CHECKPOINT_FILE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	model-00002-of-000004.safetensors	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/model-00002-of-000004.safetensors	8591757448	e0656832b0d594b4a64cad40ff8465231de6ed44c854f74f6b217797660aa4bb	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_deepseek_v2_lite_native_runtime/model-00002-of-000004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_deepseek_v2_lite_native_runtime	CHECKPOINT_FILE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	model-00003-of-000004.safetensors	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/model-00003-of-000004.safetensors	8590718520	843ec689624f3a520526e040f0326c4dc9865e8172942ca98a084fe136fdb21a	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_deepseek_v2_lite_native_runtime/model-00003-of-000004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_deepseek_v2_lite_native_runtime	CHECKPOINT_FILE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	model-00004-of-000004.safetensors	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/model-00004-of-000004.safetensors	5636263200	cfb51658f67cedfbbc4d62ad14187830ceec8ee82c788c5f718feea98905ef31	LOCAL_SHA256_VERIFIED_AGAINST_IMMUTABLE_REMOTE_LFS_RECEIPT_CONSUMED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; IMMUTABLE_VERIFIED_RECEIPT=/workspace/c16_assets/c16-a/download_logs/immutable_verified_receipts/c16_deepseek_v2_lite_native_runtime/model-00004-of-000004.safetensors.json; LOCAL_CHECKPOINT_FILES_PRESENT; REMOTE_LFS_SHA256_MATCHED
c16_deepseek_v2_lite_native_runtime	WEIGHT_INDEX	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	model.safetensors.index.json	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/model.safetensors.index.json	479924	d2cdb2f325f6682cf3ad1ad2526a9f979d857390b579380c0331d975136e0acf	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	REMOTE_IMPLEMENTATION_SOURCE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	modeling_deepseek.py	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/modeling_deepseek.py	78672	7d8e5221095286eea991137760893fd7ba52727c0b4ebf48ec09e8bc56b45b9c	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	REMOTE_IMPLEMENTATION_SOURCE	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	tokenization_deepseek_fast.py	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/tokenization_deepseek_fast.py	1368	702fc7dbadc450f2fecfbc59e248ecca5845b49101e8f58f805261c920a3effa	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	TOKENIZER_ASSET	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	tokenizer.json	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/tokenizer.json	4607451	41f3bf64213da8c012d8bd0871a58a1fdf70463e8f08f110ddbb1082f529f669	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
c16_deepseek_v2_lite_native_runtime	TOKENIZER_ASSET	deepseek-ai/DeepSeek-V2-Lite	604d5664dddd88a0433dbae533b7fe9472482de0	604d5664dddd88a0433dbae533b7fe9472482de0	tokenizer_config.json	/root/share/workspace_migrated_20260905/model-cache/DeepSeek-V2-Lite/tokenizer_config.json	1279	31181eaf79394ea26728d95ecb54fe7c8413e6f56085dbabc8b0818134380ec8	LOCAL_SHA256_VERIFIED	YES	PREEXISTING_LOCAL_CHECKPOINT_REQUIRES_SHA_AND_REVISION_CROSSCHECK; LOCAL_CHECKPOINT_FILES_PRESENT
