target_id	static_index	instruction_offset	opcode	memory_space	is_load	is_store	sass	mangled_function	function_address	code_object_sha256
Q30_PF_EXPERT_GEMM	669	10704	LDG.E.64	GLOBAL	1	0	LDG.E.64 R2, [R2.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	670	10720	LDG.E.64	GLOBAL	1	0	LDG.E.64 R12, [R12.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	699	11184	LDG.E.STRONG.GPU	GLOBAL	1	0	@!P0 LDG.E.STRONG.GPU R15, [R26.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	766	12256	LDG.E.STRONG.GPU	GLOBAL	1	0	LDG.E.STRONG.GPU R15, [R26.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	785	12560	LDG.E.LTC128B.64	GLOBAL	1	0	@P0 LDG.E.LTC128B.64 R20, [R16.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	790	12640	LDG.E.LTC128B.64	GLOBAL	1	0	@P0 LDG.E.LTC128B.64 R2, [R14.64] ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	834	13344	STG.E.64	GLOBAL	0	1	@P0 STG.E.64 [R28.64], R4 ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	846	13536	STG.E.64	GLOBAL	0	1	STG.E.64 [R6.64], R2 ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	886	14176	STG.E.64	GLOBAL	0	1	@P0 STG.E.64 [R28.64], R4 ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	887	14192	STG.E.64	GLOBAL	0	1	@P2 STG.E.64 [R8.64], R2 ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_PF_EXPERT_GEMM	898	14368	STG.E.STRONG.GPU	GLOBAL	0	1	STG.E.STRONG.GPU [R26.64], R3 ;	_ZN7cutlass7Kernel2I68cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8EEvNT_6ParamsE	0x7c1b217fb200	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	30	480	LDG.E	GLOBAL	1	0	@P1 LDG.E R5, [R12.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	31	496	LDG.E	GLOBAL	1	0	@P1 LDG.E R2, [R12.64+0x4] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	35	560	LDG.E	GLOBAL	1	0	@!P0 LDG.E R21, [R10.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	45	720	LDG.E	GLOBAL	1	0	@P2 LDG.E R0, [R10.64+0x4] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	47	752	LDG.E	GLOBAL	1	0	@!P2 LDG.E R9, [R10.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	53	848	LDG.E	GLOBAL	1	0	@P2 LDG.E R131, [R10.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	129	2064	STG.E.128	GLOBAL	0	1	@!P3 STG.E.128 [R14.64], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	132	2112	STG.E.128	GLOBAL	0	1	@!P3 STG.E.128 [R14.64+0x100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	134	2144	STG.E.128	GLOBAL	0	1	@!P2 STG.E.128 [R14.64+0x1000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	135	2160	STG.E.128	GLOBAL	0	1	@!P0 STG.E.128 [R14.64+0x2000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	136	2176	STG.E.128	GLOBAL	0	1	@!P0 STG.E.128 [R14.64+0x2100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	138	2208	STG.E.128	GLOBAL	0	1	@!P2 STG.E.128 [R14.64+0x1100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	140	2240	STG.E.128	GLOBAL	0	1	@!P1 STG.E.128 [R14.64+0x3000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	141	2256	STG.E.128	GLOBAL	0	1	@!P1 STG.E.128 [R14.64+0x3100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	143	2288	STG.E.128	GLOBAL	0	1	@!P4 STG.E.128 [R14.64+0x4000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	144	2304	STG.E.128	GLOBAL	0	1	@!P4 STG.E.128 [R14.64+0x4100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	147	2352	STG.E.128	GLOBAL	0	1	@!P3 STG.E.128 [R14.64+0x5000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	149	2384	STG.E.128	GLOBAL	0	1	@!P3 STG.E.128 [R14.64+0x5100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	153	2448	STG.E.128	GLOBAL	0	1	@!P2 STG.E.128 [R14.64+0x6000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	156	2496	STG.E.128	GLOBAL	0	1	@!P2 STG.E.128 [R14.64+0x6100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	158	2528	STG.E.128	GLOBAL	0	1	@!P1 STG.E.128 [R14.64+0x7000], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	159	2544	STG.E.128	GLOBAL	0	1	@!P1 STG.E.128 [R14.64+0x7100], RZ ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	162	2592	STG.E	GLOBAL	0	1	@!P5 STG.E [R16.64+0x20], R3 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	167	2672	STG.E	GLOBAL	0	1	@!P4 STG.E [R16.64+0x40], R19 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	168	2688	STG.E	GLOBAL	0	1	@!P3 STG.E [R16.64+0x60], R11 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	170	2720	STG.E	GLOBAL	0	1	@!P2 STG.E [R16.64+0x80], R9 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	172	2752	STG.E	GLOBAL	0	1	@!P1 STG.E [R16.64+0xa0], R7 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	173	2768	STG.E	GLOBAL	0	1	@!P0 STG.E [R16.64+0xc0], R5 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	174	2784	STG.E	GLOBAL	0	1	@!P5 STG.E [R16.64], R13 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	177	2832	STG.E	GLOBAL	0	1	STG.E [R16.64+0xe0], R3 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	189	3024	LDG.E	GLOBAL	1	0	@P0 LDG.E R3, [R10.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	225	3600	LDG.E	GLOBAL	1	0	LDG.E R12, [R12.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	1042	16672	LDG.E	GLOBAL	1	0	LDG.E R5, [R12.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	1043	16688	LDG.E	GLOBAL	1	0	LDG.E R6, [R10.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	1922	30752	LDG.E	GLOBAL	1	0	LDG.E R4, [R12.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	1924	30784	LDG.E	GLOBAL	1	0	LDG.E R7, [R6.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	2228	35648	LDG.E	GLOBAL	1	0	LDG.E R135, [R134.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	2231	35696	LDG.E	GLOBAL	1	0	LDG.E R132, [R140.64] ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
Q30_DEC3_ATTENTION_SPLITKV	3356	53696	STG.E	GLOBAL	0	1	@!P2 STG.E [R72.64], R0 ;	_ZN13pytorch_flash24flash_fwd_splitkv_kernelINS_23Flash_fwd_kernel_traitsILi128ELi64ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi128ELi64ELi128ELi4ES3_EEEELb0ELb0ELb0ELb0ELb1ELb1ELb0EEEvNS_16Flash_fwd_paramsE	0x76aa58d9c000	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
