phase	decode_step	layer	input_shape	output_shape	output_sha	weight_bytes	kv_key_shape	kv_key_bytes	kv_value_shape	kv_value_bytes
DECODE	2	24	[1, 1, 2048]	[1, 1, 2048]	f7c1826a6c37ddc33a19977c5f6bbb5c801f15a5dec0cade64efc221b9d121dc	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	25	[1, 1, 2048]	[1, 1, 2048]	180f319ecf2f3e19b742c2ce5ca68386801683537718ffba5f939094eb020ebd	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	26	[1, 1, 2048]	[1, 1, 2048]	99a5cd58f66656c21e127a071a38a3c6a8296d4cf0ac46e0c0b281895b74d45d	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	27	[1, 1, 2048]	[1, 1, 2048]	f4361fec8776099ddb78e0e46a7c68492b82ccc35692f7d0f9f6feeef1bf251f	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	28	[1, 1, 2048]	[1, 1, 2048]	9542f65add83b9fdcb6dfd5fb95c97f3c9cd1f8d885bb134cf7117a95259c79a	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	29	[1, 1, 2048]	[1, 1, 2048]	9424fd679d3902ef6014a46de6babf25aa3d16a555a13caf952b20d1c3450c66	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	30	[1, 1, 2048]	[1, 1, 2048]	0984e5190b12ba4ef9ac8b24a3e53f4817bb4f99c421c96fdc410f0f828b3de2	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	31	[1, 1, 2048]	[1, 1, 2048]	d54b78463752c16573da6c3e6f03ef4984dd1b05f47b2aed94caa01ba9ecbbf6	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	32	[1, 1, 2048]	[1, 1, 2048]	2d9b1278c4adbc863bd505443444ba2f4c3850f0f41c14cb14fdfc6d65077309	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	33	[1, 1, 2048]	[1, 1, 2048]	653ad07adca40b400a7aebbaa34f3bdfc6563cc69eae1e0f7ea3c61dfe840e03	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	34	[1, 1, 2048]	[1, 1, 2048]	8a19126d5554c1668499b46fcf247ab38f27bf0ba6e56abe129c04bfd94d43d3	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	35	[1, 1, 2048]	[1, 1, 2048]	5a4e673d93770f4777324e90937122262a3500f44ce166cce3380c2576bf45a6	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	36	[1, 1, 2048]	[1, 1, 2048]	d60586defa7d6e534f71567b8c88ab4a78521e92876755b8a8544176d2d4a4e2	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	37	[1, 1, 2048]	[1, 1, 2048]	9d5d1697350e8c1553cf8c6e93b887718e09f299747e77e6920a3ea42e654f88	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	38	[1, 1, 2048]	[1, 1, 2048]	12f05f92c75960df29e3f74910ec0cdace4bb177c8576d4ba3a300cdfa1a7b0a	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	39	[1, 1, 2048]	[1, 1, 2048]	ec0edc721e8281aa1106f66a5ab1873cacf1aaad67d53e060029b58d190e9416	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	40	[1, 1, 2048]	[1, 1, 2048]	5699ff33d7883a79fd46086543b869aef4a75aebe9cd9199ef5fb107b6868bf1	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	41	[1, 1, 2048]	[1, 1, 2048]	b353770e3b9e30a1fa1b1e4aad8f07a012f359985a95c37307d19164452d575b	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	42	[1, 1, 2048]	[1, 1, 2048]	9a22a494b3c5de092d403ce18388d1e4a5a2c74727fe5a1b156dd80d252f3854	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	43	[1, 1, 2048]	[1, 1, 2048]	20dfd36b012fbf4345683d358fc0aa4e45fb1996c95dbcaee07206743295c4b4	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	44	[1, 1, 2048]	[1, 1, 2048]	d74892a6a4be0018797655013d8da3d2c9434689b70d97c4edd7b17922d93018	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	45	[1, 1, 2048]	[1, 1, 2048]	9b7faa02468f89ad7f9b6151b647249964f8c521f08c9bb7e227a38e1920a04a	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	46	[1, 1, 2048]	[1, 1, 2048]	63d961907720c176aa5c90589d99c33af7f0fef8fdca72f3b65ce4d7f2fee0e7	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	2	47	[1, 1, 2048]	[1, 1, 2048]	1978147464162286f9e2e50e2be2a76df0caaf607deb387389fc477888dfd78c	1246241280	[1, 4, 2051, 128]	2100224	[1, 4, 2051, 128]	2100224
DECODE	3	0	[1, 1, 2048]	[1, 1, 2048]	d4b005fdac5d35c366938c2889c8341d6bf9c561aa34dd92901919dd70d614b8	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	1	[1, 1, 2048]	[1, 1, 2048]	a728bfcd3e76ffbb390ca6f5518ec7a558eeec703e723d9b207b501d575a2131	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	2	[1, 1, 2048]	[1, 1, 2048]	17f6d92931ee70d497d59af68c55983de61f5dcf1f314fe53b65a90491917225	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	3	[1, 1, 2048]	[1, 1, 2048]	502cd561a20bc9a9cd8e3673e8b5d8b94d617f594507d69aaf2d844f9e334beb	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	4	[1, 1, 2048]	[1, 1, 2048]	417c132d7040110475a183c821d0d6b84217017484f124f06cbeb8b6a30214e3	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	5	[1, 1, 2048]	[1, 1, 2048]	442353c52f0a1faf2feea95288342022f86a9e9d0acfd10a29c61e875ea9c0b4	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	6	[1, 1, 2048]	[1, 1, 2048]	57d5256b150604a148f17edb8d66206f995bda2f7716b626bdca0996c78a52b6	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	7	[1, 1, 2048]	[1, 1, 2048]	eab9c0e5fec9c11dc5177fddaeba3ce475b9669526ee3c6fbf14aad595fa7103	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	8	[1, 1, 2048]	[1, 1, 2048]	6dc7e8d7c7000d01dea757f0aabf3c0282e155ac9afa523c437612e6dec8ee2c	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	9	[1, 1, 2048]	[1, 1, 2048]	858e77f7a33fcc6a813b52204c35bcd98774381196182b461a1758ad090d401d	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	10	[1, 1, 2048]	[1, 1, 2048]	a1d5c42342ad210f864f97927723c20424d1b6a81619b58413d6b18323b9a1cc	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	11	[1, 1, 2048]	[1, 1, 2048]	e0ec27e6dff0b204459e3245679bd9043a6085e0b81086c643c79f4db29f01cd	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	12	[1, 1, 2048]	[1, 1, 2048]	9c8502e7146891b40e9d28cf98bc98af09293c6875713c09305c63f777be405d	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	13	[1, 1, 2048]	[1, 1, 2048]	a33fdadd80aefffa2fc295877002d5407727c40ace0de360ae6f403a55c55b37	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	14	[1, 1, 2048]	[1, 1, 2048]	e25234f8166d0f5fa266149c19f253ad9923105812d620d116766fe463b1defe	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	15	[1, 1, 2048]	[1, 1, 2048]	4a99f5be1b197822c5e7c14714c0e1cf92b19c291c75fb5ac6b32054dfe022e4	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	16	[1, 1, 2048]	[1, 1, 2048]	46a261b28cd748187907876056a189a09cf3ea40065a8135013cebdef220e98f	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	17	[1, 1, 2048]	[1, 1, 2048]	57a71c6c32470ecd2ace514e38fa53ba8b476357dc7e49f049d2a86419328c47	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	18	[1, 1, 2048]	[1, 1, 2048]	3166c45a25c15627abeb6255485638e02eeb645fcb60ad66d646a0465da4d2c4	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	19	[1, 1, 2048]	[1, 1, 2048]	1ead699afac47d4d7dd1377c24ced8247d9a97d70c4bb3e57205b5ae2feeac05	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	20	[1, 1, 2048]	[1, 1, 2048]	dd55ebd6e9247dad914836bd2c1bc14426c411c0af5849795af711a15140e8aa	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	21	[1, 1, 2048]	[1, 1, 2048]	ab6056e9b3f9ee5db8acb1f8912761e095a1aa9e4211b6d506ba0f70404ef8d8	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	22	[1, 1, 2048]	[1, 1, 2048]	ccb0670c5a598a26e967f89da380e065a5ac2cfbeb6b84e6906c636be6fb9f95	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	23	[1, 1, 2048]	[1, 1, 2048]	6a12e0abbb75d08abb086bf418509205731a0d9cc841734d1a3c630ae7a4c00e	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	24	[1, 1, 2048]	[1, 1, 2048]	fa98d17b3ef3da29173d74650df9ca840ec8ef82b379a99fd09a032539402aec	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	25	[1, 1, 2048]	[1, 1, 2048]	65a8005b35a2f87a4007d3c5c741d3276c7944c92715ed4e887282e6835cb377	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	26	[1, 1, 2048]	[1, 1, 2048]	3df9266ace875d5327e146051770f88627c6d31e6412ca4cb83241b2b68050cc	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	27	[1, 1, 2048]	[1, 1, 2048]	07725df80a563634aae3933e37d14408c091b654d9ffe09463fdbceb54a63d8e	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	28	[1, 1, 2048]	[1, 1, 2048]	214264e37c54d7319c73fb46e9b1ae6af5bc8967e66b0601a77fe9605ecdf433	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	29	[1, 1, 2048]	[1, 1, 2048]	841ed9787b93952e9e5daf01d52eb872632fa411ed4bf99e6d3f65f0056e85fa	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	30	[1, 1, 2048]	[1, 1, 2048]	38598278c139154628c7dcbe855903574efcb378ccd1f3d959654726414e85db	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	31	[1, 1, 2048]	[1, 1, 2048]	51d835b64deafb7e08c6b3d01162e6df29186f3e0ad4b3a49bf807249ac0ab7f	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	32	[1, 1, 2048]	[1, 1, 2048]	ca7da1d8d9304c00c67a1a6af7a9b884c2d7c4c685e423bdcd50fb3420a53dec	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	33	[1, 1, 2048]	[1, 1, 2048]	a7b5d3887b6689560e8e7dfc8d048f626f4ba2883c94c7a012f8a99358e8d308	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	34	[1, 1, 2048]	[1, 1, 2048]	92cb4ccb2790e63d52c5069a12cd9e0067b9599f21e26d8003011cddaa22c522	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	35	[1, 1, 2048]	[1, 1, 2048]	73bf5f9b5605dd45a08f3f8d5460af83a687a22b05f785f9726954412e13ca14	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	36	[1, 1, 2048]	[1, 1, 2048]	e593a7deebec34ccb634a968a5e726d27461ce6583ff72bbcf98bda8122e42a0	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	37	[1, 1, 2048]	[1, 1, 2048]	f091f9a8496b2a0d6169036d561f287ed61dd11becf8f2ad5cb4e4d4e370eb94	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	38	[1, 1, 2048]	[1, 1, 2048]	4d2fba8de19fd1c878a51ea0ff02b4eec61f699d62f9dadb5d896192715e1643	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	39	[1, 1, 2048]	[1, 1, 2048]	5158748df5bba83b844050653627995e5b1a1a8ec6ed44a50a6e6d0b8c2bdd72	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	40	[1, 1, 2048]	[1, 1, 2048]	592f750c50cd5c0310349abf1d02f8f5965ffe5195da451f38de758a06af580d	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	41	[1, 1, 2048]	[1, 1, 2048]	a2efe0bab5a07b04aabe0220cbe20dec8aba806c648178fae490d850b5e2ca22	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	42	[1, 1, 2048]	[1, 1, 2048]	bd06dfdec3bb9d9ef1bd492cb8d3b1d71a6c3792046080064629170e5943ddd0	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	43	[1, 1, 2048]	[1, 1, 2048]	e3941ba6633c35ad8b9dbb9c54802e0103812652a914788bdd2a4815e9dcfd4b	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	44	[1, 1, 2048]	[1, 1, 2048]	90ad6544c32abbe90f7320402eb11b02fd5d52d743ac7a9f268a10d168677583	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	45	[1, 1, 2048]	[1, 1, 2048]	dd2e7f2ae817902d92b994516b99b4bf9ad77bc411c3cf0ddc4f400587234d79	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	46	[1, 1, 2048]	[1, 1, 2048]	a3ec978c9d731977a84f72cf54f63b906796d1199f4ed8ec598e29084e06eb30	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
DECODE	3	47	[1, 1, 2048]	[1, 1, 2048]	17c31d35f2ecc7d4c68aee534610796b656797ba52d639c42f9056afa1e05f4a	1246241280	[1, 4, 2052, 128]	2101248	[1, 4, 2052, 128]	2101248
