workload,variant,blocker,eligible_samples,blocked_cycles,blocked_events,blocking_ratio,blocked_density_events_per_sample,telemetry_note
gemm,B0-Banked,Payload,42963904,NOT_EMITTED_BY_EPL2B0V1,18479175,NOT_EMITTED_BY_EPL2B0V1,0.430109308,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Banked,Bank,42963904,NOT_EMITTED_BY_EPL2B0V1,18479175,NOT_EMITTED_BY_EPL2B0V1,0.430109308,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Banked,L1,42963904,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Banked,Lower path,42963904,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,Tag/Set,35605760,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,Line-MSHR,35605760,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,DescriptorPool,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,PerAddressCap,35605760,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,WAD,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,Payload,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,Bank,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,L1,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
gemm,B0-Legacy,Lower path,35605760,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,Tag/Set,7067392,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,Line-MSHR,7067392,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,DescriptorPool,7067392,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,PerAddressCap,7067392,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,WAD,7067392,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,Payload,7067392,NOT_EMITTED_BY_EPL2B0V1,188774,NOT_EMITTED_BY_EPL2B0V1,0.026710560,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,Bank,7067392,NOT_EMITTED_BY_EPL2B0V1,188774,NOT_EMITTED_BY_EPL2B0V1,0.026710560,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,L1,7067392,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Banked,Lower path,7067392,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,Tag/Set,7081792,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,Line-MSHR,7081792,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,DescriptorPool,7081792,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,PerAddressCap,7081792,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,WAD,7081792,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,Payload,7081792,NOT_EMITTED_BY_EPL2B0V1,2,NOT_EMITTED_BY_EPL2B0V1,0.000000282,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,Bank,7081792,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,L1,7081792,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sad,B0-Legacy,Lower path,7081792,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,Tag/Set,22758784,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,Line-MSHR,22758784,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,DescriptorPool,22758784,NOT_EMITTED_BY_EPL2B0V1,820,NOT_EMITTED_BY_EPL2B0V1,0.000036030,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,PerAddressCap,22758784,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,WAD,22758784,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,Payload,22758784,NOT_EMITTED_BY_EPL2B0V1,1823693,NOT_EMITTED_BY_EPL2B0V1,0.080131390,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,Bank,22758784,NOT_EMITTED_BY_EPL2B0V1,1823693,NOT_EMITTED_BY_EPL2B0V1,0.080131390,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,L1,22758784,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Banked,Lower path,22758784,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,Tag/Set,22640384,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,Line-MSHR,22640384,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,DescriptorPool,22640384,NOT_EMITTED_BY_EPL2B0V1,1409,NOT_EMITTED_BY_EPL2B0V1,0.000062234,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,PerAddressCap,22640384,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,WAD,22640384,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,Payload,22640384,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,Bank,22640384,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,L1,22640384,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
sgemm,B0-Legacy,Lower path,22640384,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,Tag/Set,1518016,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,Line-MSHR,1518016,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,DescriptorPool,1518016,NOT_EMITTED_BY_EPL2B0V1,342198,NOT_EMITTED_BY_EPL2B0V1,0.225424501,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,PerAddressCap,1518016,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,WAD,1518016,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,Payload,1518016,NOT_EMITTED_BY_EPL2B0V1,422630,NOT_EMITTED_BY_EPL2B0V1,0.278409450,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,Bank,1518016,NOT_EMITTED_BY_EPL2B0V1,422630,NOT_EMITTED_BY_EPL2B0V1,0.278409450,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,L1,1518016,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Banked,Lower path,1518016,NOT_EMITTED_BY_EPL2B0V1,320909,NOT_EMITTED_BY_EPL2B0V1,0.211400275,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,Tag/Set,1500992,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,Line-MSHR,1500992,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,DescriptorPool,1500992,NOT_EMITTED_BY_EPL2B0V1,370233,NOT_EMITTED_BY_EPL2B0V1,0.246658876,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,PerAddressCap,1500992,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,WAD,1500992,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,Payload,1500992,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,Bank,1500992,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,L1,1500992,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
spmv,B0-Legacy,Lower path,1500992,NOT_EMITTED_BY_EPL2B0V1,348466,NOT_EMITTED_BY_EPL2B0V1,0.232157133,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,Tag/Set,4715008,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,Line-MSHR,4715008,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,DescriptorPool,4715008,NOT_EMITTED_BY_EPL2B0V1,2141755,NOT_EMITTED_BY_EPL2B0V1,0.454242071,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,PerAddressCap,4715008,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,WAD,4715008,NOT_EMITTED_BY_EPL2B0V1,2019008,NOT_EMITTED_BY_EPL2B0V1,0.428208817,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,Payload,4715008,NOT_EMITTED_BY_EPL2B0V1,1000000,NOT_EMITTED_BY_EPL2B0V1,0.212088718,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,Bank,4715008,NOT_EMITTED_BY_EPL2B0V1,1000000,NOT_EMITTED_BY_EPL2B0V1,0.212088718,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,L1,4715008,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Banked,Lower path,4715008,NOT_EMITTED_BY_EPL2B0V1,2141755,NOT_EMITTED_BY_EPL2B0V1,0.454242071,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,Tag/Set,4692800,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,Line-MSHR,4692800,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,DescriptorPool,4692800,NOT_EMITTED_BY_EPL2B0V1,2176663,NOT_EMITTED_BY_EPL2B0V1,0.463830336,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,PerAddressCap,4692800,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,NOT_EMITTED_BY_EPL2B0V1,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,WAD,4692800,NOT_EMITTED_BY_EPL2B0V1,2081792,NOT_EMITTED_BY_EPL2B0V1,0.443614047,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,Payload,4692800,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,Bank,4692800,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,L1,4692800,NOT_EMITTED_BY_EPL2B0V1,0,NOT_EMITTED_BY_EPL2B0V1,0.000000000,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
vectorAdd_4M,B0-Legacy,Lower path,4692800,NOT_EMITTED_BY_EPL2B0V1,2176661,NOT_EMITTED_BY_EPL2B0V1,0.463829910,"EPL2B0V1 emits blocker events, not exclusive blocked-cycle attribution"
