candidate_id	suite	workload	algorithm	source_version	source_path	wrapper	input	input_hash	output_check	prior_pass_evidence	launch/work_amount	primary_domain	access_tags	op_mix	Base_pressure_tags	evidence_confidence	wall_time	cost_quartile	Paper10_duplicate?	eligibility	E1_E8_gate_summary	notes
E52-29	Parboil	histo	image histogram	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-histo/_i___data_default_input_img_bin__o_ref_bmp____20_4/traces/kernelslist.g	default img,20x4	a315b91f798e0be6a2baf951819143bab00fff48215fa4c88e730857644f75fa (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	80 launches; trace_tree_bytes=3211145027	IMAGE_SIGNAL_PROCESSING	ATOMIC_UPDATE;IRREGULAR_SCATTER;HIGH_TEMPORAL_REUSE	atomic-heavy	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	45m-2h12	COST_Q4	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	bin hot spots; trace_tree_sha256=c6314c77cd09d13fc2feeb592b8a60dfc751f0cfcb858b186a19323ee8228527
E52-30	Parboil	mri-q	MRI-Q reconstruction	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-mri-q/_i___data_small_input_32_32_32_dataset_bin__o_32_32_32_dataset_out/traces/kernelslist.g	32x32x32	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	4 launches; trace_tree_bytes=1747845704	IMAGE_SIGNAL_PROCESSING	REGULAR_COALESCED;STREAMING_LOW_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_MED	source-static	9-16m	COST_Q2	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	array streaming with reconstruction output; trace_tree_sha256=0e0373fd92e96634055144c47e641e1f80b04cd1693f68eff92aba184eaf0b87
E52-31	Parboil	sad	sum of absolute differences	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sad/_i___data_default_input_reference_bin___data_default_input_frame_bin__o_out_bin/traces/kernelslist.g	default	36c0931b5a7cd780dc16fd5466cba2ed31d4a2c1dbf062721f55bbcef1d7a2a8 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	3 launches; trace_tree_bytes=223841862	IMAGE_SIGNAL_PROCESSING	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_LOW;MSHR_PRESSURE_LOW;TAG_LINE_ALLOC_PRESSURE_LOW;DOWNSTREAM_PRESSURE_LOW;COMPUTE_HEAVY_MED	source-static	2-5m	COST_Q1	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	video block matching; trace_tree_sha256=be909956534aef607e5a34deab495acaa740ccc446514b3e98ffe11c65c3ef54
E52-32	Parboil	sgemm	single-precision GEMM	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sgemm/_i___data_medium_input_matrix1_txt___data_medium_input_matrix2t_txt___data_medium_input_matrix2t_txt__o_matrix3_txt/traces/kernelslist.g	medium	0a0d21711ff3f3de1604fc0a243d5be2df5155147bb09bc4533bd017b62f5913 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=2216170035	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_HIGH	source-static	12-26m	COST_Q2	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	tiled dense reuse; trace_tree_sha256=2074532f89af5eb14da3c6263ac993c880aaec5332c8196d5fd24d0f864627e1
E52-33	Parboil	spmv	sparse matrix-vector multiply	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-spmv/_i___data_large_input_Dubcova3_mtx_bin___data_large_input_vector_bin__o_Dubcova3_mtx_out/traces/kernelslist.g	Dubcova3 large	da1065944705e52eb270304233f0865cf80f7618b5597f73af7096d20a194394 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=34529277	SPARSE_LINEAR_ALGEBRA	SPARSE_INDIRECT;IRREGULAR_GATHER;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	1-2.5m	COST_Q1	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate; trace_tree_sha256=3c737fe717121f204a9b53fe27d58a926c42031ed5e9755f0ca1729c8e96c538
E52-34	Parboil	stencil	3-D structured stencil	Parboil 11.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/parboil/benchmarks	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-stencil/_i___data_small_input_128x128x32_bin__o_128x128x32_out____128_128_32_100/traces/kernelslist.g	128x128x32	80dad07812b3b36228930b6f29e5a517b1c2e379608d17ee349b87d6eddc2ead (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	100 launches; trace_tree_bytes=3718166330	STENCIL_STRUCTURED_GRID	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	43-66m	COST_Q3	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	3-D neighborhood; trace_tree_sha256=21bec879f2f94c747d87cda8032ac96138fe16b105e3a49a6d32deefc2ad1644
E52-35	PolyBench	atax	ATAX	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-atax/NO_ARGS/traces/kernelslist.g	NO_ARGS	b6dcd0e3807bd71449d2283f97ba43a91868cb761e7b4924dd3d3063340a94ba (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	2 launches; trace_tree_bytes=238280936	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	13-29m	COST_Q4	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate; trace_tree_sha256=88bdf5420f4761ed534099be6282d2127dd99580b266048d0d199bbc626fe68d
E52-36	PolyBench	bicg	BiCG	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-bicg/NO_ARGS/traces/kernelslist.g	NO_ARGS	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	2 launches; trace_tree_bytes=238281448	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	13-16m	COST_Q2	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate; trace_tree_sha256=db97ffe00f40e755831c4957f9ae20adf7337952464fbacd3fc3265fc2b18f7e
E52-37	PolyBench	mvt	MVT	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-bank-diagnosis/20260825-b07c0ad-full/traces/polybench/11.0/polybench-mvt/NO_ARGS/traces/kernelslist.g	NO_ARGS	f3f1e934a86753827094baaf935235d056d88241aec50ba7ccff99425c869944 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	2 launches; trace_tree_bytes=238280934	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;STREAMING_LOW_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	13-17m	COST_Q2	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate; trace_tree_sha256=3a35949abf0cf7b86b6fd2c9b2b59aab887a38240e41d0137a249c8ca993a5e5
E52-38	PolyBench	gesummv	GESUMMV	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gesummv/NO_ARGS/traces/kernelslist.g	NO_ARGS	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=316381690	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;STREAMING_LOW_REUSE	load-dominated	PIB_PRESSURE_HIGH;MSHR_PRESSURE_HIGH;TAG_LINE_ALLOC_PRESSURE_HIGH;DOWNSTREAM_PRESSURE_HIGH;COMPUTE_HEAVY_LOW	source-static	16-20m	COST_Q2	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate; trace_tree_sha256=338366e93eeacf5935d4224a1cbf1053815ee0c735887613153371dc40d15e06
E52-39	PolyBench	2DConvolution	2-D convolution	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-2DConvolution/NO_ARGS/traces/kernelslist.g	NO_ARGS	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=840990934	STENCIL_STRUCTURED_GRID	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	24-46m	COST_Q3	YES	INELIGIBLE_E6_PAPER10_DUPLICATE	INELIGIBLE_E6_PAPER10_DUPLICATE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	Paper-10 duplicate conv2d; trace_tree_sha256=c98ffea0c066696b07169982ff900aa5a07565cedc4bdf67843fcdde89f6d1a6
E52-40	PolyBench	3DConvolution	3-D convolution	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/polybench.rss-profile.stage/polybench/11.0/polybench-3DConvolution/NO_ARGS/traces/kernelslist.g	NO_ARGS	ca357a3312804307b48612d3e3999d2a798d62407b4502904d8ff31cb551de6f (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	254 launches; trace_tree_bytes=1083398792	STENCIL_STRUCTURED_GRID	REGULAR_COALESCED;HIGH_SPATIAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_MED	source-static	26-40m	COST_Q3	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	near-duplicate structured stencil coverage; trace_tree_sha256=feeb86e9bff1fd5292b27d11db93876edac8da21e854caedb3cc084b21d5aece
E52-41	PolyBench	3mm	three chained matrix multiplies	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-3mm/NO_ARGS/traces/kernelslist.g	NO_ARGS	024b84b0fa33cfe4c63f026fd9be21469c7dd1d48ff4d6594ac613ee361d9fa8 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	3 launches; trace_tree_bytes=2918140935	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_LOW;MSHR_PRESSURE_LOW;TAG_LINE_ALLOC_PRESSURE_LOW;DOWNSTREAM_PRESSURE_LOW;COMPUTE_HEAVY_HIGH	source-static	1h44-2h24	COST_Q4	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	multi-phase dense reuse; trace_tree_sha256=a882c33796b3817f5688f79e84a22d23a1f9b38c068bc02ae170748595708ebe
E52-42	PolyBench	gemm	dense matrix multiply	PolyBench/GPU 1.0	/workspace/worktrees/gpu-app-collection-decoupled-l2/src/cuda/polybench-gpu-1.0/CUDA	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gemm/NO_ARGS/traces/kernelslist.g	NO_ARGS	fd9a9430fc95eb0af4c73b9710db271f8e32bff4ea2f5dd08a4e8e17c9b02057 (frozen trace-list identity)	historical full-run completion/PASS evidence in authoritative roster; later M5 rebuild must retain suite self-check or reference-output comparison	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=PRIMARY_FULL	1 launches; trace_tree_bytes=1110675117	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_MED;MSHR_PRESSURE_MED;TAG_LINE_ALLOC_PRESSURE_MED;DOWNSTREAM_PRESSURE_MED;COMPUTE_HEAVY_HIGH	source-static	27-67m	COST_Q3	NO	ELIGIBLE	E1=PASS_COMPUTE;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH;E4=PASS_PRIOR_FULL;E5=PASS_NONTRIVIAL;E6=PASS_NOT_PAPER10;E7=PASS_NO_CROWDING_AT_CANDIDATE_LEVEL;E8=PASS_PRIOR_GPGPUSIM_NATURAL_DRAIN	near-duplicate dense family; trace_tree_sha256=00d39591973f18c631a382d2c8e36acc37f5f18e0a31eee3bef95fb4ada9d1a0
E52-43	Mars	ss	similarity search	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-tls-cache/hw_run/tls-cache-v100-staging/ss/tls-mars-ss/traces/kernelslist.g	V100 kernel-only	66046b6e62d6a12c2bf75d43cade208c047359d32a44307bcfab9bde5e35f9a0 (frozen trace-list identity)	bounded replay only; no natural-drain correctness claim	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=V100_BOUNDED	199 launches; trace_tree_bytes=69682936	SEARCH_SORT_SCAN_REDUCTION	IRREGULAR_GATHER;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_UNKNOWN;MSHR_PRESSURE_UNKNOWN;TAG_LINE_ALLOC_PRESSURE_UNKNOWN;DOWNSTREAM_PRESSURE_UNKNOWN;COMPUTE_HEAVY_MED	trace-symbol-inferred	3h44 bounded	COST_UNKNOWN_OR_BOUNDED	NO	INELIGIBLE_E4_E8_BOUNDED_ONLY	INELIGIBLE_E4_E8_BOUNDED_ONLY;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	bounded kernel-only history; trace_tree_sha256=a5495457119aa4e0e18a5aa552072834c39714b52f07a74b3edb4be184ea6da6
E52-44	SHOC	fft	FFT	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-tls-cache/hw_run/tls-cache-v100-staging/fft/tls-shoc-fft/traces/kernelslist.g	size=1,pass=1	5614d6e3997a95de7451ad75de66868691f6d88edcd84b90dba875fd1b142000 (frozen trace-list identity)	bounded replay only; no natural-drain correctness claim	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=V100_BOUNDED	6 launches; trace_tree_bytes=93868	SEARCH_SORT_SCAN_REDUCTION	REGULAR_STRIDED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_UNKNOWN;MSHR_PRESSURE_UNKNOWN;TAG_LINE_ALLOC_PRESSURE_UNKNOWN;DOWNSTREAM_PRESSURE_UNKNOWN;COMPUTE_HEAVY_MED	trace-symbol-inferred	bounded	COST_UNKNOWN_OR_BOUNDED	NO	INELIGIBLE_E4_E8_BOUNDED_ONLY	INELIGIBLE_E4_E8_BOUNDED_ONLY;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	bounded history; trace_tree_sha256=8df6ee953b26cbeb4394d349bbaf2243eef0fb92245ca08666b4e76e0e279e6a
E52-45	SHOC	sort	radix sort	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-tls-cache/hw_run/tls-cache-v100-staging/sort/tls-shoc-sort/traces/kernelslist.g	V100 staged	2038a3481a17d5c31bd634ffc08fa187866d71a52eb93f9ac1871c3a47a8663a (frozen trace-list identity)	bounded replay only; no natural-drain correctness claim	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=V100_BOUNDED	48 launches; trace_tree_bytes=1105232	SEARCH_SORT_SCAN_REDUCTION	REGULAR_STRIDED;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_UNKNOWN;MSHR_PRESSURE_UNKNOWN;TAG_LINE_ALLOC_PRESSURE_UNKNOWN;DOWNSTREAM_PRESSURE_UNKNOWN;COMPUTE_HEAVY_MED	trace-symbol-inferred	bounded	COST_UNKNOWN_OR_BOUNDED	NO	INELIGIBLE_E4_E8_BOUNDED_ONLY	INELIGIBLE_E4_E8_BOUNDED_ONLY;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	bounded history; trace_tree_sha256=5c1f548a150a4445b330fc60eb7e3759dc9c2502e8c6745d6d8d16d4aa22b445
E52-46	SHOC	gemm	dense GEMM	V100 staged archive	V100 trace/provenance asset; source rehydration required	historical trace runner; exact trace anchor=/workspace/worktrees/accel-sim-tls-cache/hw_run/tls-cache-v100-staging/gemm/tls-shoc-gemm/traces/kernelslist.g	V100 staged	9ef43be6cb45c3a14162a6c0278baceebe4c2c625b3353bfd320da7107e2f231 (frozen trace-list identity)	bounded replay only; no natural-drain correctness claim	decoupled_l2_workload_roster_under_5h.md + memory_plan; cohort=V100_BOUNDED	35 launches; trace_tree_bytes=2275380	DENSE_LINEAR_ALGEBRA	REGULAR_COALESCED;HIGH_TEMPORAL_REUSE;MIXED_READ_WRITE	balanced load/store	PIB_PRESSURE_UNKNOWN;MSHR_PRESSURE_UNKNOWN;TAG_LINE_ALLOC_PRESSURE_UNKNOWN;DOWNSTREAM_PRESSURE_UNKNOWN;COMPUTE_HEAVY_HIGH	trace-symbol-inferred	bounded	COST_UNKNOWN_OR_BOUNDED	NO	INELIGIBLE_E4_E8_BOUNDED_ONLY	INELIGIBLE_E4_E8_BOUNDED_ONLY;E2=PASS_SUITE_APP_VERSION_TRACE_RUNNER;E3=PASS_FROZEN_INPUT_AND_TRACE_HASH	bounded history; trace_tree_sha256=902c65b0d4d7a6b19f2b6568f22fac757570421b8b72ab784a0e952e729effdb
