row	pc	dynamic_insts	active_lanes	generated_accesses	tx32	tx64	tx128
P34_0_0_STREAM	0x8440	5880	188160	26132	26132	0	0
P34_0_0_STREAM	0x8460	5880	188160	26871	26871	0	0
P34_0_0_STREAM	0x8470	5880	188160	27098	27098	0	0
P34_0_0_STREAM	0x84a0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x84c0	6720	215040	13440	13440	0	0
P34_0_0_STREAM	0x84d0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x84e0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x84f0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8500	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8510	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8520	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8630	6720	215040	27174	27174	0	0
P34_0_0_STREAM	0x8680	6720	215040	27262	27262	0	0
P34_0_0_STREAM	0x86d0	6720	215040	27509	27509	0	0
P34_0_0_STREAM	0x8710	6720	215040	28237	28237	0	0
P34_0_0_STREAM	0x8720	6720	215040	28690	28690	0	0
P34_0_0_STREAM	0x8730	6720	215040	28592	28592	0	0
P34_0_0_STREAM	0x8740	6720	215040	29435	29435	0	0
P34_0_0_STREAM	0x8750	6720	215040	30037	30037	0	0
P34_0_0_STREAM	0x8950	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8a60	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x8ab0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x9290	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0x92d0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xa810	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xc5f0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xc630	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xc670	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe8e0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe910	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe950	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe990	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe9c0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xe9e0	6720	215040	6720	6720	0	0
P34_0_0_STREAM	0xea20	896	28672	896	896	0	0
P34_0_0_STREAM	0xea30	896	28672	896	896	0	0
P34_0_0_STREAM	0xea40	896	28672	896	896	0	0
P34_0_0_STREAM	0xea50	896	28672	896	896	0	0
P34_0_0_STREAM	0xf510	896	28672	896	896	0	0
P34_0_0_STREAM	0xf560	896	28672	1792	1792	0	0
P34_0_0_STREAM	0xffa0	896	7168	896	896	0	0
P34_0_0_STREAM	0xffb0	896	7168	896	896	0	0
P34_0_0_STREAM	0x100e0	896	7168	896	896	0	0
P34_0_0_STREAM	0x10100	896	7168	896	896	0	0
P34_0_0_STREAM	0x10110	896	7168	896	896	0	0
P34_0_0_STREAM	0x10120	896	7168	896	896	0	0
P34_0_0_STREAM	0x101d0	896	28672	3585	3585	0	0
P34_0_0_STREAM	0x10200	896	28672	3585	3585	0	0
P34_0_0_STREAM	0x10230	896	28672	3588	3588	0	0
P34_0_0_STREAM	0x10260	896	28672	3585	3585	0	0
P34_0_0_STREAM	0x10290	896	28672	3585	3585	0	0
P34_0_0_STREAM	0x102c0	896	28672	3584	3584	0	0
P34_0_0_STREAM	0x102f0	896	28672	3584	3584	0	0
P34_0_0_STREAM	0x10310	896	28672	3585	3585	0	0
