roi	comparison	operator_class	metric	baseline_value	candidate_value	delta_abs	delta_rel	claim_scope
prefill	F8-L10_vs_F7-L10	ATTENTION_CORE	gpu_sim_cycle	622301	620660	-1641	-0.00263698756711	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	ATTENTION_PROJECTION	gpu_sim_cycle	6601177	6592448	-8729	-0.00132233994029	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	EMBEDDING_OUTPUT	gpu_sim_cycle	18754068	18751011	-3057	-0.000163004634514	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	FFN_MLP	gpu_sim_cycle	20478345	20486237	7892	0.000385382705487	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	NORM	gpu_sim_cycle	1441714	1440333	-1381	-0.000957887625424	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	OTHER_COMPUTE	gpu_sim_cycle	15466833	15478364	11531	0.000745530775434	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	UNRESOLVED	gpu_sim_cycle	6450	6450	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	ATTENTION_PROJECTION	vm_weight_segment_hits	5310451	5309614	-837	-0.000157613731866	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	EMBEDDING_OUTPUT	vm_weight_segment_hits	16455481	16455114	-367	-2.23025993588e-05	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	FFN_MLP	vm_weight_segment_hits	25278226	25278336	110	4.35157119016e-06	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	NORM	vm_weight_segment_hits	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	5310451	5309614	-837	-0.000157613731866	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	16455481	16455114	-367	-2.23025993588e-05	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	FFN_MLP	vm_weight_segment_l2_suppressed	25278226	25278336	110	4.35157119016e-06	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	NORM	vm_weight_segment_l2_suppressed	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F7-L10	FULL_ROI	gpu_tot_sim_cycle	63370888	63375503	4615	7.28252379863e-05	FULL_ROI_ONLY
prefill	F8-L20_vs_F7-L20	ATTENTION_CORE	gpu_sim_cycle	623975	622530	-1445	-0.00231579790857	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	ATTENTION_PROJECTION	gpu_sim_cycle	8392922	8400229	7307	0.000870614548783	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	EMBEDDING_OUTPUT	gpu_sim_cycle	21810020	21816319	6299	0.0002888122065	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	FFN_MLP	gpu_sim_cycle	28017863	28018691	828	2.9552575084e-05	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	NORM	gpu_sim_cycle	1756333	1757790	1457	0.000829569335656	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	OTHER_COMPUTE	gpu_sim_cycle	15523613	15522252	-1361	-8.76728890368e-05	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	UNRESOLVED	gpu_sim_cycle	6466	6466	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	ATTENTION_PROJECTION	vm_weight_segment_hits	5248400	5249235	835	0.00015909610548	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	EMBEDDING_OUTPUT	vm_weight_segment_hits	16449536	16449536	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	FFN_MLP	vm_weight_segment_hits	25180124	25179541	-583	-2.3153182248e-05	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	NORM	vm_weight_segment_hits	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	5248400	5249235	835	0.00015909610548	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	16449536	16449536	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	FFN_MLP	vm_weight_segment_l2_suppressed	25180124	25179541	-583	-2.3153182248e-05	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	NORM	vm_weight_segment_l2_suppressed	1048576	1048576	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L20_vs_F7-L20	FULL_ROI	gpu_tot_sim_cycle	76131192	76144277	13085	0.0001718743613	FULL_ROI_ONLY
prefill	F8-L10_vs_F9	ATTENTION_CORE	gpu_sim_cycle	629738	620660	-9078	-0.0144155188348	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	ATTENTION_PROJECTION	gpu_sim_cycle	6674588	6592448	-82140	-0.0123063775622	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	EMBEDDING_OUTPUT	gpu_sim_cycle	18367055	18751011	383956	0.0209046033782	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	FFN_MLP	gpu_sim_cycle	20583170	20486237	-96933	-0.00470933291616	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	NORM	gpu_sim_cycle	1458565	1440333	-18232	-0.0124999571497	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	OTHER_COMPUTE	gpu_sim_cycle	15533179	15478364	-54815	-0.00352889772274	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	UNRESOLVED	gpu_sim_cycle	6450	6450	0	0	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	ATTENTION_PROJECTION	vm_weight_segment_hits	0	5309614	5309614	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	16455114	16455114	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	FFN_MLP	vm_weight_segment_hits	0	25278336	25278336	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	NORM	vm_weight_segment_hits	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	5309614	5309614	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	16455114	16455114	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	FFN_MLP	vm_weight_segment_l2_suppressed	0	25278336	25278336	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	NORM	vm_weight_segment_l2_suppressed	0	1048576	1048576	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
prefill	F8-L10_vs_F9	FULL_ROI	gpu_tot_sim_cycle	63252745	63375503	122758	0.00194075371749	FULL_ROI_ONLY
decode1	F1_vs_F2	ATTENTION_CORE	gpu_sim_cycle	505269	504576	-693	-0.00137154664149	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3824304	297	7.76672218435e-05	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	3774234	-7469	-0.00197503611468	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	FFN_MLP	gpu_sim_cycle	21665136	21664739	-397	-1.83243714694e-05	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	NORM	gpu_sim_cycle	301294	299918	-1376	-0.00456696781217	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	OTHER_COMPUTE	gpu_sim_cycle	4481119	4466618	-14501	-0.00323602207395	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	UNRESOLVED	gpu_sim_cycle	6098	6098	0	0	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	ATTENTION_PROJECTION	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	FFN_MLP	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	NORM	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	FFN_MLP	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	NORM	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F1_vs_F2	FULL_ROI	gpu_tot_sim_cycle	34564626	34540487	-24139	-0.000698372955055	FULL_ROI_ONLY
decode1	F5_vs_F0	ATTENTION_CORE	gpu_sim_cycle	505269	504922	-347	-0.000686762892637	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3826506	2499	0.000653502987834	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	3775855	-5848	-0.00154639325193	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	FFN_MLP	gpu_sim_cycle	21665136	21666665	1529	7.05742165662e-05	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	NORM	gpu_sim_cycle	301294	299334	-1960	-0.0065052739185	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	4481119	4479466	-1653	-0.000368881076356	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	UNRESOLVED	gpu_sim_cycle	6098	6098	0	0	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	FFN_MLP	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	NORM	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F5_vs_F0	FULL_ROI	gpu_tot_sim_cycle	34564626	34558846	-5780	-0.000167222986877	FULL_ROI_ONLY
decode1	F7-L5_vs_F0	ATTENTION_CORE	gpu_sim_cycle	505269	505056	-213	-0.00042155762574	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3774110	-49897	-0.0130483547755	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	3748422	-33281	-0.00880053245852	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	FFN_MLP	gpu_sim_cycle	21665136	21171979	-493157	-0.0227627004049	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	NORM	gpu_sim_cycle	301294	285151	-16143	-0.0535788963604	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	4481119	4468218	-12901	-0.00287896840053	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	UNRESOLVED	gpu_sim_cycle	6098	6093	-5	-0.000819940964251	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	707985	707985	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	4560114	4560114	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	FFN_MLP	vm_weight_segment_hits	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	NORM	vm_weight_segment_hits	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	707985	707985	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	4560114	4560114	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L5_vs_F0	FULL_ROI	gpu_tot_sim_cycle	34564626	33959029	-605597	-0.0175207161217	FULL_ROI_ONLY
decode1	F7-L10_vs_F0	ATTENTION_CORE	gpu_sim_cycle	505269	504777	-492	-0.000973738741146	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3797533	-26474	-0.00692310448176	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	3733950	-47753	-0.012627379781	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	FFN_MLP	gpu_sim_cycle	21665136	21630472	-34664	-0.00159998995621	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	NORM	gpu_sim_cycle	301294	284078	-17216	-0.057140201929	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	4481119	4475156	-5963	-0.00133069440914	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	UNRESOLVED	gpu_sim_cycle	6098	6093	-5	-0.000819940964251	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	665482	665482	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	4226182	4226182	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	FFN_MLP	vm_weight_segment_hits	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	NORM	vm_weight_segment_hits	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	665482	665482	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	4226182	4226182	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L10_vs_F0	FULL_ROI	gpu_tot_sim_cycle	34564626	34432059	-132567	-0.00383533731856	FULL_ROI_ONLY
decode1	F7-L20_vs_F0	ATTENTION_CORE	gpu_sim_cycle	505269	507273	2004	0.00396620414076	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3852559	28552	0.00746651352887	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	4376481	594778	0.157277819014	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	FFN_MLP	gpu_sim_cycle	21665136	22535896	870760	0.0401917624704	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	NORM	gpu_sim_cycle	301294	284166	-17128	-0.0568481284061	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	4481119	4473258	-7861	-0.00175424932924	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	UNRESOLVED	gpu_sim_cycle	6098	6098	0	0	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	655421	655421	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	4104764	4104764	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	FFN_MLP	vm_weight_segment_hits	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	NORM	vm_weight_segment_hits	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	655421	655421	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	4104764	4104764	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F7-L20_vs_F0	FULL_ROI	gpu_tot_sim_cycle	34564626	36035731	1471105	0.0425609986348	FULL_ROI_ONLY
decode1	F8-L5_vs_F0	ATTENTION_CORE	gpu_sim_cycle	505269	505056	-213	-0.00042155762574	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	ATTENTION_PROJECTION	gpu_sim_cycle	3824007	3774110	-49897	-0.0130483547755	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	EMBEDDING_OUTPUT	gpu_sim_cycle	3781703	3748422	-33281	-0.00880053245852	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	FFN_MLP	gpu_sim_cycle	21665136	21171979	-493157	-0.0227627004049	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	NORM	gpu_sim_cycle	301294	285151	-16143	-0.0535788963604	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	OTHER_COMPUTE	gpu_sim_cycle	4481119	4468218	-12901	-0.00287896840053	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	UNRESOLVED	gpu_sim_cycle	6098	6093	-5	-0.000819940964251	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_hits	0	707985	707985	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_hits	0	4560114	4560114	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	FFN_MLP	vm_weight_segment_hits	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	NORM	vm_weight_segment_hits	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	UNRESOLVED	vm_weight_segment_hits	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	0	707985	707985	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	0	4560114	4560114	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	FFN_MLP	vm_weight_segment_l2_suppressed	0	3145728	3145728	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	NORM	vm_weight_segment_l2_suppressed	0	16384	16384	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	UNRESOLVED	vm_weight_segment_l2_suppressed	0	0	0	NA	MEASURED_OPERATOR_FACT
decode1	F8-L5_vs_F0	FULL_ROI	gpu_tot_sim_cycle	34564626	33959029	-605597	-0.0175207161217	FULL_ROI_ONLY
