compute_index	trace_filename	weight_refs	kv_refs	unknown_refs	weight_pages	kv_pages	unknown_pages	parameter_names
321	kernel-1798-ctx_0x55d98da1ddf0.traceg.xz	0	8192	0		2139054074,2139054075		NONE
322	kernel-1799-ctx_0x55d98da1ddf0.traceg.xz	524288	135168	9617408	2139025664,2139025665,2139025666,2139025667,2139025668,2139025669,2139025670,2139025671,2139025672,2139025673,2139025674,2139025675,2139025676,2139025677,2139025678,2139025679,2139025680,2139025681,2139025682,2139025683,2139025684,2139025685,2139025686,2139025687,2139025688,2139025689,2139025690,2139025691,2139025692,2139025693,2139025694,2139025695,2139025696,2139025697,2139025698,2139025699,2139025700,2139025701,2139025702,2139025703,2139025704,2139025705,2139025706,2139025707,2139025708,2139025709,2139025710,2139025711,2139025712,2139025713,2139025714,2139025715,2139025716,2139025717,2139025718,2139025719,2139025720,2139025721,2139025722,2139025723,2139025724,2139025725,2139025726,2139025727,2139025728,2139025729,2139025730,2139025731,2139025732,2139025733,2139025734,2139025735,2139025736,2139025737,2139025738,2139025739,2139025740,2139025741,2139025742,2139025743,2139025744,2139025745,2139025746,2139025747,2139025748,2139025749,2139025750,2139025751,2139025752,2139025753,2139025754,2139025755,2139025756,2139025757,2139025758,2139025759,2139025760,2139025761,2139025762,2139025763,2139025764,2139025765,2139025766,2139025767,2139025768,2139025769,2139025770,2139025771,2139025772,2139025773,2139025774,2139025775,2139025776,2139025777,2139025778,2139025779,2139025780,2139025781,2139025782,2139025783,2139025784,2139025785,2139025786,2139025787,2139025788,2139025789,2139025790,2139025791,2139025792	2139054074,2139054075	0,2139165952	model.layers.6.mlp.up_proj.weight
323	kernel-1800-ctx_0x55d98da1ddf0.traceg.xz	0	8192	4096		2139054074,2139054075	2139121574	NONE
324	kernel-1801-ctx_0x55d98da1ddf0.traceg.xz	524288	4096	9748480	2139025792,2139025793,2139025794,2139025795,2139025796,2139025797,2139025798,2139025799,2139025800,2139025801,2139025802,2139025803,2139025804,2139025805,2139025806,2139025807,2139025808,2139025809,2139025810,2139025811,2139025812,2139025813,2139025814,2139025815,2139025816,2139025817,2139025818,2139025819,2139025820,2139025821,2139025822,2139025823,2139025824,2139025825,2139025826,2139025827,2139025828,2139025829,2139025830,2139025831,2139025832,2139025833,2139025834,2139025835,2139025836,2139025837,2139025838,2139025839,2139025840,2139025841,2139025842,2139025843,2139025844,2139025845,2139025846,2139025847,2139025848,2139025849,2139025850,2139025851,2139025852,2139025853,2139025854,2139025855,2139025856,2139025857,2139025858,2139025859,2139025860,2139025861,2139025862,2139025863,2139025864,2139025865,2139025866,2139025867,2139025868,2139025869,2139025870,2139025871,2139025872,2139025873,2139025874,2139025875,2139025876,2139025877,2139025878,2139025879,2139025880,2139025881,2139025882,2139025883,2139025884,2139025885,2139025886,2139025887,2139025888,2139025889,2139025890,2139025891,2139025892,2139025893,2139025894,2139025895,2139025896,2139025897,2139025898,2139025899,2139025900,2139025901,2139025902,2139025903,2139025904,2139025905,2139025906,2139025907,2139025908,2139025909,2139025910,2139025911,2139025912,2139025913,2139025914,2139025915,2139025916,2139025917,2139025918,2139025919,2139025920	2139054074,2139054075	0,2139121574,2139165952	model.layers.6.mlp.down_proj.weight
325	kernel-1803-ctx_0x55d98da1ddf0.traceg.xz	0	8192	4096		2139054074,2139054075	2139121598,2139121599	NONE
326	kernel-1804-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074	2139121598,2139121599	NONE
327	kernel-1805-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
328	kernel-1806-ctx_0x55d98da1ddf0.traceg.xz	0	4096	1032		2139054074,2139054075	0,2139121594	NONE
329	kernel-1807-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
330	kernel-1808-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
331	kernel-1809-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121594,2139121598,2139121599	NONE
332	kernel-1810-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
333	kernel-1811-ctx_0x55d98da1ddf0.traceg.xz	16384	0	32768	2139026384		2139121598,2139121599	model.layers.7.input_layernorm.weight
334	kernel-1812-ctx_0x55d98da1ddf0.traceg.xz	131072	0	845824	2139025920,2139025921,2139025922,2139025923,2139025924,2139025925,2139025926,2139025927,2139025928,2139025929,2139025930,2139025931,2139025932,2139025933,2139025934,2139025935,2139025936,2139025937,2139025938,2139025939,2139025940,2139025941,2139025942,2139025943,2139025944,2139025945,2139025946,2139025947,2139025948,2139025949,2139025950,2139025951,2139025952		0,2139030560,2139121599,2139121600,2139121601,2139121602,2139121603	model.layers.7.self_attn.q_proj.weight
335	kernel-1813-ctx_0x55d98da1ddf0.traceg.xz	0	0	36864			2139030560,2139121594	NONE
336	kernel-1814-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139025952,2139025953,2139025954,2139025955,2139025956,2139025957,2139025958,2139025959,2139025960		0,2139030560,2139121599,2139165952	model.layers.7.self_attn.k_proj.weight
337	kernel-1815-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
338	kernel-1816-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139025960,2139025961,2139025962,2139025963,2139025964,2139025965,2139025966,2139025967,2139025968		0,2139030560,2139121599,2139165952	model.layers.7.self_attn.v_proj.weight
339	kernel-1817-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
340	kernel-1818-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121599	NONE
341	kernel-1819-ctx_0x55d98da1ddf0.traceg.xz	0	0	4096			2139121594,2139121598	NONE
342	kernel-1820-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121594,2139121598,2139121599	NONE
343	kernel-1821-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121598,2139121599	NONE
344	kernel-1822-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121598,2139121599	NONE
345	kernel-1823-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
346	kernel-1824-ctx_0x55d98da1ddf0.traceg.xz	0	0	1024			2139121594	NONE
347	kernel-1825-ctx_0x55d98da1ddf0.traceg.xz	0	0	2048			2139121594,2139121599	NONE
348	kernel-1826-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
349	kernel-1827-ctx_0x55d98da1ddf0.traceg.xz	0	0	768			2139121599	NONE
350	kernel-1828-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056512,2139056513,2139056514,2139056540,2139056541	2139121599	NONE
351	kernel-1829-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056514,2139056515,2139056516,2139056518,2139056519	2139121594	NONE
352	kernel-1830-ctx_0x55d98da1ddf0.traceg.xz	0	399360	133120		2139056512,2139056513,2139056514,2139056560,2139056561,2139056562,2139056563,2139056564	2139056564,2139056565,2139056566,2139056567,2139056568	NONE
353	kernel-1831-ctx_0x55d98da1ddf0.traceg.xz	0	266240	266240		2139056514,2139056515,2139056516	2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584	NONE
354	kernel-1832-ctx_0x55d98da1ddf0.traceg.xz	0	16640	1158464		2139056560,2139056561,2139056562,2139056563,2139056564	0,255,2139056564,2139056565,2139056566,2139056567,2139056568,2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584,2139121594,2139121598	NONE
355	kernel-1833-ctx_0x55d98da1ddf0.traceg.xz	131072	4096	2572288	2139025968,2139025969,2139025970,2139025971,2139025972,2139025973,2139025974,2139025975,2139025976,2139025977,2139025978,2139025979,2139025980,2139025981,2139025982,2139025983,2139025984,2139025985,2139025986,2139025987,2139025988,2139025989,2139025990,2139025991,2139025992,2139025993,2139025994,2139025995,2139025996,2139025997,2139025998,2139025999,2139026000	2139054074,2139054075	0,2139121594,2139165952	model.layers.7.self_attn.o_proj.weight
356	kernel-1835-ctx_0x55d98da1ddf0.traceg.xz	0	12288	0		2139054074,2139054075		NONE
357	kernel-1836-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074,2139054075	2139121598,2139121599	NONE
358	kernel-1837-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575,2139121598,2139121599	NONE
359	kernel-1838-ctx_0x55d98da1ddf0.traceg.xz	0	0	5128			0,2139121574,2139121575,2139121594	NONE
360	kernel-1839-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
361	kernel-1840-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
362	kernel-1841-ctx_0x55d98da1ddf0.traceg.xz	0	0	49152			2139121574,2139121575,2139121594,2139121598,2139121599	NONE
363	kernel-1842-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054075	2139121574,2139121575	NONE
364	kernel-1843-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139026384	2139054075	2139121575	model.layers.7.post_attention_layernorm.weight
365	kernel-1844-ctx_0x55d98da1ddf0.traceg.xz	524288	4096	9748480	2139026000,2139026001,2139026002,2139026003,2139026004,2139026005,2139026006,2139026007,2139026008,2139026009,2139026010,2139026011,2139026012,2139026013,2139026014,2139026015,2139026016,2139026017,2139026018,2139026019,2139026020,2139026021,2139026022,2139026023,2139026024,2139026025,2139026026,2139026027,2139026028,2139026029,2139026030,2139026031,2139026032,2139026033,2139026034,2139026035,2139026036,2139026037,2139026038,2139026039,2139026040,2139026041,2139026042,2139026043,2139026044,2139026045,2139026046,2139026047,2139026048,2139026049,2139026050,2139026051,2139026052,2139026053,2139026054,2139026055,2139026056,2139026057,2139026058,2139026059,2139026060,2139026061,2139026062,2139026063,2139026064,2139026065,2139026066,2139026067,2139026068,2139026069,2139026070,2139026071,2139026072,2139026073,2139026074,2139026075,2139026076,2139026077,2139026078,2139026079,2139026080,2139026081,2139026082,2139026083,2139026084,2139026085,2139026086,2139026087,2139026088,2139026089,2139026090,2139026091,2139026092,2139026093,2139026094,2139026095,2139026096,2139026097,2139026098,2139026099,2139026100,2139026101,2139026102,2139026103,2139026104,2139026105,2139026106,2139026107,2139026108,2139026109,2139026110,2139026111,2139026112,2139026113,2139026114,2139026115,2139026116,2139026117,2139026118,2139026119,2139026120,2139026121,2139026122,2139026123,2139026124,2139026125,2139026126,2139026127,2139026128	2139054075	0,2139121575,2139165952	model.layers.7.mlp.gate_proj.weight
366	kernel-1845-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054075	2139121574	NONE
367	kernel-1846-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139026128,2139026129,2139026130,2139026131,2139026132,2139026133,2139026134,2139026135,2139026136,2139026137,2139026138,2139026139,2139026140,2139026141,2139026142,2139026143,2139026144,2139026145,2139026146,2139026147,2139026148,2139026149,2139026150,2139026151,2139026152,2139026153,2139026154,2139026155,2139026156,2139026157,2139026158,2139026159,2139026160,2139026161,2139026162,2139026163,2139026164,2139026165,2139026166,2139026167,2139026168,2139026169,2139026170,2139026171,2139026172,2139026173,2139026174,2139026175,2139026176,2139026177,2139026178,2139026179,2139026180,2139026181,2139026182,2139026183,2139026184,2139026185,2139026186,2139026187,2139026188,2139026189,2139026190,2139026191,2139026192,2139026193,2139026194,2139026195,2139026196,2139026197,2139026198,2139026199,2139026200,2139026201,2139026202,2139026203,2139026204,2139026205,2139026206,2139026207,2139026208,2139026209,2139026210,2139026211,2139026212,2139026213,2139026214,2139026215,2139026216,2139026217,2139026218,2139026219,2139026220,2139026221,2139026222,2139026223,2139026224,2139026225,2139026226,2139026227,2139026228,2139026229,2139026230,2139026231,2139026232,2139026233,2139026234,2139026235,2139026236,2139026237,2139026238,2139026239,2139026240,2139026241,2139026242,2139026243,2139026244,2139026245,2139026246,2139026247,2139026248,2139026249,2139026250,2139026251,2139026252,2139026253,2139026254,2139026255,2139026256		0,2139121574,2139121575,2139165952	model.layers.7.mlp.up_proj.weight
368	kernel-1847-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139054075	2139121574,2139121575	NONE
369	kernel-1848-ctx_0x55d98da1ddf0.traceg.xz	524288	131072	9621504	2139026256,2139026257,2139026258,2139026259,2139026260,2139026261,2139026262,2139026263,2139026264,2139026265,2139026266,2139026267,2139026268,2139026269,2139026270,2139026271,2139026272,2139026273,2139026274,2139026275,2139026276,2139026277,2139026278,2139026279,2139026280,2139026281,2139026282,2139026283,2139026284,2139026285,2139026286,2139026287,2139026288,2139026289,2139026290,2139026291,2139026292,2139026293,2139026294,2139026295,2139026296,2139026297,2139026298,2139026299,2139026300,2139026301,2139026302,2139026303,2139026304,2139026305,2139026306,2139026307,2139026308,2139026309,2139026310,2139026311,2139026312,2139026313,2139026314,2139026315,2139026316,2139026317,2139026318,2139026319,2139026320,2139026321,2139026322,2139026323,2139026324,2139026325,2139026326,2139026327,2139026328,2139026329,2139026330,2139026331,2139026332,2139026333,2139026334,2139026335,2139026336,2139026337,2139026338,2139026339,2139026340,2139026341,2139026342,2139026343,2139026344,2139026345,2139026346,2139026347,2139026348,2139026349,2139026350,2139026351,2139026352,2139026353,2139026354,2139026355,2139026356,2139026357,2139026358,2139026359,2139026360,2139026361,2139026362,2139026363,2139026364,2139026365,2139026366,2139026367,2139026368,2139026369,2139026370,2139026371,2139026372,2139026373,2139026374,2139026375,2139026376,2139026377,2139026378,2139026379,2139026380,2139026381,2139026382,2139026383,2139026384	2139054075	0,2139121574,2139165952	model.layers.7.mlp.down_proj.weight
370	kernel-1850-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139054074,2139054075	2139121574,2139121575	NONE
371	kernel-1851-ctx_0x55d98da1ddf0.traceg.xz	0	0	32768			2139121574,2139121598,2139121599	NONE
372	kernel-1852-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575,2139121598,2139121599	NONE
373	kernel-1853-ctx_0x55d98da1ddf0.traceg.xz	0	0	5128			0,2139121574,2139121575,2139121594	NONE
374	kernel-1854-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
375	kernel-1855-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
376	kernel-1856-ctx_0x55d98da1ddf0.traceg.xz	0	0	49152			2139121574,2139121575,2139121594,2139121598,2139121599	NONE
377	kernel-1857-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575,2139121598,2139121599	NONE
378	kernel-1858-ctx_0x55d98da1ddf0.traceg.xz	16384	0	32768	2139026849		2139121598,2139121599	model.layers.8.input_layernorm.weight
379	kernel-1859-ctx_0x55d98da1ddf0.traceg.xz	131072	0	845824	2139026385,2139026386,2139026387,2139026388,2139026389,2139026390,2139026391,2139026392,2139026393,2139026394,2139026395,2139026396,2139026397,2139026398,2139026399,2139026400,2139026401,2139026402,2139026403,2139026404,2139026405,2139026406,2139026407,2139026408,2139026409,2139026410,2139026411,2139026412,2139026413,2139026414,2139026415,2139026416		0,2139030560,2139121599,2139121600,2139121601,2139121602,2139121603	model.layers.8.self_attn.q_proj.weight
380	kernel-1860-ctx_0x55d98da1ddf0.traceg.xz	0	0	36864			2139030560,2139121594	NONE
381	kernel-1861-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139026417,2139026418,2139026419,2139026420,2139026421,2139026422,2139026423,2139026424		0,2139030560,2139121599,2139165952	model.layers.8.self_attn.k_proj.weight
382	kernel-1862-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
383	kernel-1863-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139026425,2139026426,2139026427,2139026428,2139026429,2139026430,2139026431,2139026432		0,2139030560,2139121599,2139165952	model.layers.8.self_attn.v_proj.weight
384	kernel-1864-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
385	kernel-1865-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121599	NONE
386	kernel-1866-ctx_0x55d98da1ddf0.traceg.xz	0	0	4096			2139121594,2139121598	NONE
387	kernel-1867-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121594,2139121598,2139121599	NONE
388	kernel-1868-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121598,2139121599	NONE
389	kernel-1869-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121598,2139121599	NONE
390	kernel-1870-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
391	kernel-1871-ctx_0x55d98da1ddf0.traceg.xz	0	0	1024			2139121594	NONE
392	kernel-1872-ctx_0x55d98da1ddf0.traceg.xz	0	0	2048			2139121594,2139121599	NONE
393	kernel-1873-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
394	kernel-1874-ctx_0x55d98da1ddf0.traceg.xz	0	0	768			2139121599	NONE
395	kernel-1875-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056516,2139056517,2139056518,2139056524,2139056525	2139121599	NONE
396	kernel-1876-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056518,2139056519,2139056520,2139056542,2139056543	2139121594	NONE
397	kernel-1877-ctx_0x55d98da1ddf0.traceg.xz	0	399360	133120		2139056516,2139056517,2139056518,2139056560,2139056561,2139056562,2139056563,2139056564	2139056564,2139056565,2139056566,2139056567,2139056568	NONE
398	kernel-1878-ctx_0x55d98da1ddf0.traceg.xz	0	266240	266240		2139056518,2139056519,2139056520	2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584	NONE
399	kernel-1879-ctx_0x55d98da1ddf0.traceg.xz	0	16640	1158464		2139056560,2139056561,2139056562,2139056563,2139056564	0,255,2139056564,2139056565,2139056566,2139056567,2139056568,2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584,2139121594,2139121598	NONE
400	kernel-1880-ctx_0x55d98da1ddf0.traceg.xz	131072	0	2576384	2139026433,2139026434,2139026435,2139026436,2139026437,2139026438,2139026439,2139026440,2139026441,2139026442,2139026443,2139026444,2139026445,2139026446,2139026447,2139026448,2139026449,2139026450,2139026451,2139026452,2139026453,2139026454,2139026455,2139026456,2139026457,2139026458,2139026459,2139026460,2139026461,2139026462,2139026463,2139026464		0,2139121574,2139121575,2139121594,2139165952	model.layers.8.self_attn.o_proj.weight
401	kernel-1882-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121574,2139121575	NONE
402	kernel-1883-ctx_0x55d98da1ddf0.traceg.xz	0	0	32768			2139121574,2139121575,2139121598,2139121599	NONE
403	kernel-1884-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
404	kernel-1885-ctx_0x55d98da1ddf0.traceg.xz	0	4096	1032		2139054074,2139054075	0,2139121594	NONE
405	kernel-1886-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
406	kernel-1887-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
407	kernel-1888-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121594,2139121598,2139121599	NONE
408	kernel-1889-ctx_0x55d98da1ddf0.traceg.xz	0	8192	0		2139054074,2139054075		NONE
409	kernel-1890-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139026849	2139054075	2139121575	model.layers.8.post_attention_layernorm.weight
410	kernel-1891-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139026465,2139026466,2139026467,2139026468,2139026469,2139026470,2139026471,2139026472,2139026473,2139026474,2139026475,2139026476,2139026477,2139026478,2139026479,2139026480,2139026481,2139026482,2139026483,2139026484,2139026485,2139026486,2139026487,2139026488,2139026489,2139026490,2139026491,2139026492,2139026493,2139026494,2139026495,2139026496,2139026497,2139026498,2139026499,2139026500,2139026501,2139026502,2139026503,2139026504,2139026505,2139026506,2139026507,2139026508,2139026509,2139026510,2139026511,2139026512,2139026513,2139026514,2139026515,2139026516,2139026517,2139026518,2139026519,2139026520,2139026521,2139026522,2139026523,2139026524,2139026525,2139026526,2139026527,2139026528,2139026529,2139026530,2139026531,2139026532,2139026533,2139026534,2139026535,2139026536,2139026537,2139026538,2139026539,2139026540,2139026541,2139026542,2139026543,2139026544,2139026545,2139026546,2139026547,2139026548,2139026549,2139026550,2139026551,2139026552,2139026553,2139026554,2139026555,2139026556,2139026557,2139026558,2139026559,2139026560,2139026561,2139026562,2139026563,2139026564,2139026565,2139026566,2139026567,2139026568,2139026569,2139026570,2139026571,2139026572,2139026573,2139026574,2139026575,2139026576,2139026577,2139026578,2139026579,2139026580,2139026581,2139026582,2139026583,2139026584,2139026585,2139026586,2139026587,2139026588,2139026589,2139026590,2139026591,2139026592		0,2139121575,2139121598,2139121599,2139165952	model.layers.8.mlp.gate_proj.weight
411	kernel-1892-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121598,2139121599	NONE
412	kernel-1893-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139026593,2139026594,2139026595,2139026596,2139026597,2139026598,2139026599,2139026600,2139026601,2139026602,2139026603,2139026604,2139026605,2139026606,2139026607,2139026608,2139026609,2139026610,2139026611,2139026612,2139026613,2139026614,2139026615,2139026616,2139026617,2139026618,2139026619,2139026620,2139026621,2139026622,2139026623,2139026624,2139026625,2139026626,2139026627,2139026628,2139026629,2139026630,2139026631,2139026632,2139026633,2139026634,2139026635,2139026636,2139026637,2139026638,2139026639,2139026640,2139026641,2139026642,2139026643,2139026644,2139026645,2139026646,2139026647,2139026648,2139026649,2139026650,2139026651,2139026652,2139026653,2139026654,2139026655,2139026656,2139026657,2139026658,2139026659,2139026660,2139026661,2139026662,2139026663,2139026664,2139026665,2139026666,2139026667,2139026668,2139026669,2139026670,2139026671,2139026672,2139026673,2139026674,2139026675,2139026676,2139026677,2139026678,2139026679,2139026680,2139026681,2139026682,2139026683,2139026684,2139026685,2139026686,2139026687,2139026688,2139026689,2139026690,2139026691,2139026692,2139026693,2139026694,2139026695,2139026696,2139026697,2139026698,2139026699,2139026700,2139026701,2139026702,2139026703,2139026704,2139026705,2139026706,2139026707,2139026708,2139026709,2139026710,2139026711,2139026712,2139026713,2139026714,2139026715,2139026716,2139026717,2139026718,2139026719,2139026720		0,2139121575,2139121598,2139121599,2139165952	model.layers.8.mlp.up_proj.weight
413	kernel-1894-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139054074	2139121598,2139121599	NONE
414	kernel-1895-ctx_0x55d98da1ddf0.traceg.xz	524288	131072	9621504	2139026721,2139026722,2139026723,2139026724,2139026725,2139026726,2139026727,2139026728,2139026729,2139026730,2139026731,2139026732,2139026733,2139026734,2139026735,2139026736,2139026737,2139026738,2139026739,2139026740,2139026741,2139026742,2139026743,2139026744,2139026745,2139026746,2139026747,2139026748,2139026749,2139026750,2139026751,2139026752,2139026753,2139026754,2139026755,2139026756,2139026757,2139026758,2139026759,2139026760,2139026761,2139026762,2139026763,2139026764,2139026765,2139026766,2139026767,2139026768,2139026769,2139026770,2139026771,2139026772,2139026773,2139026774,2139026775,2139026776,2139026777,2139026778,2139026779,2139026780,2139026781,2139026782,2139026783,2139026784,2139026785,2139026786,2139026787,2139026788,2139026789,2139026790,2139026791,2139026792,2139026793,2139026794,2139026795,2139026796,2139026797,2139026798,2139026799,2139026800,2139026801,2139026802,2139026803,2139026804,2139026805,2139026806,2139026807,2139026808,2139026809,2139026810,2139026811,2139026812,2139026813,2139026814,2139026815,2139026816,2139026817,2139026818,2139026819,2139026820,2139026821,2139026822,2139026823,2139026824,2139026825,2139026826,2139026827,2139026828,2139026829,2139026830,2139026831,2139026832,2139026833,2139026834,2139026835,2139026836,2139026837,2139026838,2139026839,2139026840,2139026841,2139026842,2139026843,2139026844,2139026845,2139026846,2139026847,2139026848	2139054074	0,2139121598,2139121599,2139165952	model.layers.8.mlp.down_proj.weight
415	kernel-1897-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121574,2139121575,2139121598,2139121599	NONE
416	kernel-1898-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074,2139054075	2139121598,2139121599	NONE
417	kernel-1899-ctx_0x55d98da1ddf0.traceg.xz	0	8192	0		2139054074,2139054075,2139056520,2139056521		NONE
418	kernel-1900-ctx_0x55d98da1ddf0.traceg.xz	0	4096	1032		2139056520,2139056521	0,2139121594	NONE
419	kernel-1901-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
420	kernel-1902-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
421	kernel-1903-ctx_0x55d98da1ddf0.traceg.xz	0	32768	16384		2139054074,2139054075,2139056520,2139056521	2139121594	NONE
422	kernel-1904-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139056520,2139056521	2139121599	NONE
423	kernel-1905-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139027313	2139056521	2139121599	model.layers.9.input_layernorm.weight
424	kernel-1906-ctx_0x55d98da1ddf0.traceg.xz	131072	88064	757760	2139026849,2139026850,2139026851,2139026852,2139026853,2139026854,2139026855,2139026856,2139026857,2139026858,2139026859,2139026860,2139026861,2139026862,2139026863,2139026864,2139026865,2139026866,2139026867,2139026868,2139026869,2139026870,2139026871,2139026872,2139026873,2139026874,2139026875,2139026876,2139026877,2139026878,2139026879,2139026880,2139026881	2139056521,2139056522,2139056523,2139056524,2139056525	0,2139030560	model.layers.9.self_attn.q_proj.weight
425	kernel-1907-ctx_0x55d98da1ddf0.traceg.xz	0	0	36864			2139030560,2139121594	NONE
426	kernel-1908-ctx_0x55d98da1ddf0.traceg.xz	32768	8192	774144	2139026881,2139026882,2139026883,2139026884,2139026885,2139026886,2139026887,2139026888,2139026889	2139056521	0,2139030560,2139165952	model.layers.9.self_attn.k_proj.weight
427	kernel-1909-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
428	kernel-1910-ctx_0x55d98da1ddf0.traceg.xz	32768	8192	774144	2139026889,2139026890,2139026891,2139026892,2139026893,2139026894,2139026895,2139026896,2139026897	2139056521	0,2139030560,2139165952	model.layers.9.self_attn.v_proj.weight
429	kernel-1911-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
430	kernel-1912-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139056521	2139121594	NONE
431	kernel-1913-ctx_0x55d98da1ddf0.traceg.xz	0	2048	2048		2139056521	2139121594	NONE
432	kernel-1914-ctx_0x55d98da1ddf0.traceg.xz	0	6144	2048		2139056521	2139121594	NONE
433	kernel-1915-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139056521	2139121594,2139121599	NONE
434	kernel-1916-ctx_0x55d98da1ddf0.traceg.xz	0	2048	1024		2139056521	2139121599	NONE
435	kernel-1917-ctx_0x55d98da1ddf0.traceg.xz	0	1024	2048		2139056521	2139121594	NONE
436	kernel-1918-ctx_0x55d98da1ddf0.traceg.xz	0	0	1024			2139121594	NONE
437	kernel-1919-ctx_0x55d98da1ddf0.traceg.xz	0	1024	1024		2139056521	2139121594	NONE
438	kernel-1920-ctx_0x55d98da1ddf0.traceg.xz	0	2048	1024		2139056521	2139121594	NONE
439	kernel-1921-ctx_0x55d98da1ddf0.traceg.xz	0	768	0		2139056521		NONE
