roi	arm_family	lseg	operator_class	metric	value	note
decode1	F8	5	FFN_MLP	vm_weight_segment_l2_suppressed	3145728	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	NORM	vm_weight_segment_l2_suppressed	16384	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	UNRESOLVED	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	ATTENTION_CORE	vm_l2_tlb_subentry_hits	6533	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	3717	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	1429	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	FFN_MLP	vm_l2_tlb_subentry_hits	55	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	NORM	vm_l2_tlb_subentry_hits	214	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	13458	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	UNRESOLVED	vm_l2_tlb_subentry_hits	1	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	5	FULL_ROI	gpu_tot_sim_cycle	33959029	full-ROI anchor; compare only within same ROI
decode1	F8	10	ATTENTION_CORE	gpu_sim_cycle	504777	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_PROJECTION	gpu_sim_cycle	3797533	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	EMBEDDING_OUTPUT	gpu_sim_cycle	3733950	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	FFN_MLP	gpu_sim_cycle	21630472	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	NORM	gpu_sim_cycle	284078	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	OTHER_COMPUTE	gpu_sim_cycle	4475156	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	UNRESOLVED	gpu_sim_cycle	6093	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_CORE	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_PROJECTION	vm_weight_segment_hits	665482	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	EMBEDDING_OUTPUT	vm_weight_segment_hits	4226182	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	FFN_MLP	vm_weight_segment_hits	3145728	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	NORM	vm_weight_segment_hits	16384	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	OTHER_COMPUTE	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	UNRESOLVED	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	665482	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	4226182	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	FFN_MLP	vm_weight_segment_l2_suppressed	3145728	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	NORM	vm_weight_segment_l2_suppressed	16384	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	UNRESOLVED	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_CORE	vm_l2_tlb_subentry_hits	6516	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	3722	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	1440	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	FFN_MLP	vm_l2_tlb_subentry_hits	55	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	NORM	vm_l2_tlb_subentry_hits	214	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	13463	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	UNRESOLVED	vm_l2_tlb_subentry_hits	1	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	10	FULL_ROI	gpu_tot_sim_cycle	34432059	full-ROI anchor; compare only within same ROI
decode1	F8	20	ATTENTION_CORE	gpu_sim_cycle	507273	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_PROJECTION	gpu_sim_cycle	3852559	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	EMBEDDING_OUTPUT	gpu_sim_cycle	4376481	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	FFN_MLP	gpu_sim_cycle	22535896	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	NORM	gpu_sim_cycle	284166	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	OTHER_COMPUTE	gpu_sim_cycle	4473258	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	UNRESOLVED	gpu_sim_cycle	6098	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_CORE	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_PROJECTION	vm_weight_segment_hits	655421	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	EMBEDDING_OUTPUT	vm_weight_segment_hits	4104764	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	FFN_MLP	vm_weight_segment_hits	3145728	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	NORM	vm_weight_segment_hits	16384	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	OTHER_COMPUTE	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	UNRESOLVED	vm_weight_segment_hits	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_CORE	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	655421	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	4104764	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	FFN_MLP	vm_weight_segment_l2_suppressed	3145728	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	NORM	vm_weight_segment_l2_suppressed	16384	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	UNRESOLVED	vm_weight_segment_l2_suppressed	0	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_CORE	vm_l2_tlb_subentry_hits	6549	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	3712	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	1185	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	FFN_MLP	vm_l2_tlb_subentry_hits	55	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	NORM	vm_l2_tlb_subentry_hits	214	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	13481	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	UNRESOLVED	vm_l2_tlb_subentry_hits	1	exact per-kernel raw-log attribution; no causal performance claim
decode1	F8	20	FULL_ROI	gpu_tot_sim_cycle	36035731	full-ROI anchor; compare only within same ROI
