roi	arm	lseg	operator_class	metric	metric_scope	unit	value	source_raw_log_sha256
decode1	F7	20	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	655421	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4104764	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	36035731	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	0.959176491	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	5	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	505056	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3774110	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3748422	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21171979	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	285151	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4468218	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6093	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	707985	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4560114	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	707985	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4560114	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	33959029	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F7	5	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.017833166	520600c19e2681fc6b8be6848076762af530071a4307358f7f6246c968e8d79a
decode1	F8	10	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	504777	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3797533	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3733950	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21630472	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	284078	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4475156	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6093	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	665482	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4226182	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	665482	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4226182	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_CORE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	6516	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	3722	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1440	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FFN_MLP	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	55	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	NORM	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	214	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	13463	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	UNRESOLVED	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_CORE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	167	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	ATTENTION_PROJECTION	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	171	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	62	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FFN_MLP	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	NORM	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	OTHER_COMPUTE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	1589	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	UNRESOLVED	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34432059	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	10	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.003850104	d392792b5f1fd09f53affe9e36c07c34db57b8e07a236a761cd432b72a7ae963
decode1	F8	20	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	507273	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3852559	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4376481	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	22535896	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	284166	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4473258	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6098	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	655421	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4104764	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	655421	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4104764	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_CORE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	6549	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	3712	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1185	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FFN_MLP	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	55	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	NORM	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	214	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	13481	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	UNRESOLVED	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_CORE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	161	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	ATTENTION_PROJECTION	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	184	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	281	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FFN_MLP	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	NORM	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	OTHER_COMPUTE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	1591	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	UNRESOLVED	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	36035731	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	20	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	0.959176491	8b1254b6ccc526766473ea17131086341c7058a78d3cd530d19238c6cc5b4d08
decode1	F8	5	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	505056	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3774110	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3748422	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21171979	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	285151	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4468218	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6093	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	707985	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4560114	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	707985	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4560114	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_CORE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	6533	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	3717	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1429	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FFN_MLP	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	55	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	NORM	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	214	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	13458	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	UNRESOLVED	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_CORE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	160	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	ATTENTION_PROJECTION	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	176	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	71	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FFN_MLP	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	NORM	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	OTHER_COMPUTE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	1637	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	UNRESOLVED	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	33959029	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F8	5	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.017833166	aca4ea013f92f0239cded624027b5766e2d577a672ff6ed726f3bab763aff5cc
decode1	F9	NONE	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	505269	b8628dae1c47866a0d739f07c921d89d64722f62e5eefbe0d45b4ffadd253d8c
decode1	F9	NONE	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3824007	b8628dae1c47866a0d739f07c921d89d64722f62e5eefbe0d45b4ffadd253d8c
decode1	F9	NONE	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3781703	b8628dae1c47866a0d739f07c921d89d64722f62e5eefbe0d45b4ffadd253d8c
decode1	F9	NONE	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21665136	b8628dae1c47866a0d739f07c921d89d64722f62e5eefbe0d45b4ffadd253d8c
decode1	F9	NONE	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	301294	b8628dae1c47866a0d739f07c921d89d64722f62e5eefbe0d45b4ffadd253d8c
