roi	profile	layer	class	outcome	count
prefill	disabled	L1D	DATA_KV_CACHE	MISS	1645568
prefill	disabled	L1D	DATA_KV_CACHE	MSHR_HIT	0
prefill	disabled	L1D	DATA_KV_CACHE	RESERVATION_FAIL	116502
prefill	disabled	L1D	DATA_KV_CACHE	SECTOR_MISS	0
prefill	disabled	L1D	DATA_UNKNOWN	HIT	1709205
prefill	disabled	L1D	DATA_UNKNOWN	HIT_RESERVED	0
prefill	disabled	L1D	DATA_UNKNOWN	MISS	64748168
prefill	disabled	L1D	DATA_UNKNOWN	MSHR_HIT	0
prefill	disabled	L1D	DATA_UNKNOWN	RESERVATION_FAIL	123337174
prefill	disabled	L1D	DATA_UNKNOWN	SECTOR_MISS	0
prefill	disabled	L1D	DATA_WEIGHT	HIT	805081
prefill	disabled	L1D	DATA_WEIGHT	HIT_RESERVED	0
prefill	disabled	L1D	DATA_WEIGHT	MISS	309031
prefill	disabled	L1D	DATA_WEIGHT	MSHR_HIT	0
prefill	disabled	L1D	DATA_WEIGHT	RESERVATION_FAIL	0
prefill	disabled	L1D	DATA_WEIGHT	SECTOR_MISS	0
prefill	disabled	L1D	OTHER	HIT	0
prefill	disabled	L1D	OTHER	HIT_RESERVED	0
prefill	disabled	L1D	OTHER	MISS	0
prefill	disabled	L1D	OTHER	MSHR_HIT	0
prefill	disabled	L1D	OTHER	RESERVATION_FAIL	0
prefill	disabled	L1D	OTHER	SECTOR_MISS	0
prefill	disabled	L1D	PTE_L0	HIT	0
prefill	disabled	L1D	PTE_L0	HIT_RESERVED	0
prefill	disabled	L1D	PTE_L0	MISS	0
prefill	disabled	L1D	PTE_L0	MSHR_HIT	0
prefill	disabled	L1D	PTE_L0	RESERVATION_FAIL	0
prefill	disabled	L1D	PTE_L0	SECTOR_MISS	0
prefill	disabled	L1D	PTE_L1	HIT	0
prefill	disabled	L1D	PTE_L1	HIT_RESERVED	0
prefill	disabled	L1D	PTE_L1	MISS	0
prefill	disabled	L1D	PTE_L1	MSHR_HIT	0
prefill	disabled	L1D	PTE_L1	RESERVATION_FAIL	0
prefill	disabled	L1D	PTE_L1	SECTOR_MISS	0
prefill	disabled	L1D	PTE_L2	HIT	0
prefill	disabled	L1D	PTE_L2	HIT_RESERVED	0
prefill	disabled	L1D	PTE_L2	MISS	0
prefill	disabled	L1D	PTE_L2	MSHR_HIT	0
prefill	disabled	L1D	PTE_L2	RESERVATION_FAIL	0
prefill	disabled	L1D	PTE_L2	SECTOR_MISS	0
prefill	disabled	L1D	PTE_L3	HIT	0
prefill	disabled	L1D	PTE_L3	HIT_RESERVED	0
prefill	disabled	L1D	PTE_L3	MISS	0
prefill	disabled	L1D	PTE_L3	MSHR_HIT	0
prefill	disabled	L1D	PTE_L3	RESERVATION_FAIL	0
prefill	disabled	L1D	PTE_L3	SECTOR_MISS	0
prefill	generic	DATA_L2	DATA_KV_CACHE	HIT	1575641
prefill	generic	DATA_L2	DATA_KV_CACHE	HIT_RESERVED	0
prefill	generic	DATA_L2	DATA_KV_CACHE	MISS	464167
prefill	generic	DATA_L2	DATA_KV_CACHE	MSHR_HIT	0
prefill	generic	DATA_L2	DATA_KV_CACHE	RESERVATION_FAIL	115744
prefill	generic	DATA_L2	DATA_KV_CACHE	SECTOR_MISS	0
prefill	generic	DATA_L2	DATA_UNKNOWN	HIT	158539682
prefill	generic	DATA_L2	DATA_UNKNOWN	HIT_RESERVED	0
prefill	generic	DATA_L2	DATA_UNKNOWN	MISS	146160283
prefill	generic	DATA_L2	DATA_UNKNOWN	MSHR_HIT	0
prefill	generic	DATA_L2	DATA_UNKNOWN	RESERVATION_FAIL	16658931
prefill	generic	DATA_L2	DATA_UNKNOWN	SECTOR_MISS	0
prefill	generic	DATA_L2	DATA_WEIGHT	HIT	22193757
prefill	generic	DATA_L2	DATA_WEIGHT	HIT_RESERVED	0
prefill	generic	DATA_L2	DATA_WEIGHT	MISS	24750382
prefill	generic	DATA_L2	DATA_WEIGHT	MSHR_HIT	0
prefill	generic	DATA_L2	DATA_WEIGHT	RESERVATION_FAIL	2748539
prefill	generic	DATA_L2	DATA_WEIGHT	SECTOR_MISS	0
prefill	generic	DATA_L2	OTHER	HIT	0
prefill	generic	DATA_L2	OTHER	HIT_RESERVED	0
prefill	generic	DATA_L2	OTHER	MISS	0
prefill	generic	DATA_L2	OTHER	MSHR_HIT	0
prefill	generic	DATA_L2	OTHER	RESERVATION_FAIL	0
prefill	generic	DATA_L2	OTHER	SECTOR_MISS	0
prefill	generic	DATA_L2	PTE_L0	HIT	0
prefill	generic	DATA_L2	PTE_L0	HIT_RESERVED	0
prefill	generic	DATA_L2	PTE_L0	MISS	3
prefill	generic	DATA_L2	PTE_L0	MSHR_HIT	0
prefill	generic	DATA_L2	PTE_L0	RESERVATION_FAIL	0
prefill	generic	DATA_L2	PTE_L0	SECTOR_MISS	0
prefill	generic	DATA_L2	PTE_L1	HIT	0
prefill	generic	DATA_L2	PTE_L1	HIT_RESERVED	0
prefill	generic	DATA_L2	PTE_L1	MISS	3
prefill	generic	DATA_L2	PTE_L1	MSHR_HIT	0
prefill	generic	DATA_L2	PTE_L1	RESERVATION_FAIL	0
prefill	generic	DATA_L2	PTE_L1	SECTOR_MISS	0
prefill	generic	DATA_L2	PTE_L2	HIT	30
prefill	generic	DATA_L2	PTE_L2	HIT_RESERVED	0
prefill	generic	DATA_L2	PTE_L2	MISS	55
prefill	generic	DATA_L2	PTE_L2	MSHR_HIT	0
prefill	generic	DATA_L2	PTE_L2	RESERVATION_FAIL	453
prefill	generic	DATA_L2	PTE_L2	SECTOR_MISS	0
prefill	generic	DATA_L2	PTE_L3	HIT	9680
prefill	generic	DATA_L2	PTE_L3	HIT_RESERVED	0
prefill	generic	DATA_L2	PTE_L3	MISS	13103
prefill	generic	DATA_L2	PTE_L3	MSHR_HIT	0
prefill	generic	DATA_L2	PTE_L3	RESERVATION_FAIL	0
prefill	generic	DATA_L2	PTE_L3	SECTOR_MISS	0
prefill	generic	L1D	DATA_KV_CACHE	HIT	0
prefill	generic	L1D	DATA_KV_CACHE	HIT_RESERVED	0
prefill	generic	L1D	DATA_KV_CACHE	MISS	1645568
prefill	generic	L1D	DATA_KV_CACHE	MSHR_HIT	0
prefill	generic	L1D	DATA_KV_CACHE	RESERVATION_FAIL	0
prefill	generic	L1D	DATA_KV_CACHE	SECTOR_MISS	0
prefill	generic	L1D	DATA_UNKNOWN	HIT	2242442
prefill	generic	L1D	DATA_UNKNOWN	HIT_RESERVED	0
prefill	generic	L1D	DATA_UNKNOWN	MISS	64214931
prefill	generic	L1D	DATA_UNKNOWN	MSHR_HIT	0
prefill	generic	L1D	DATA_UNKNOWN	RESERVATION_FAIL	14103677
prefill	generic	L1D	DATA_UNKNOWN	SECTOR_MISS	0
prefill	generic	L1D	DATA_WEIGHT	HIT	933334
prefill	generic	L1D	DATA_WEIGHT	HIT_RESERVED	0
prefill	generic	L1D	DATA_WEIGHT	MISS	180778
prefill	generic	L1D	DATA_WEIGHT	MSHR_HIT	0
prefill	generic	L1D	DATA_WEIGHT	RESERVATION_FAIL	0
prefill	generic	L1D	DATA_WEIGHT	SECTOR_MISS	0
prefill	generic	L1D	OTHER	HIT	0
prefill	generic	L1D	OTHER	HIT_RESERVED	0
prefill	generic	L1D	OTHER	MISS	0
prefill	generic	L1D	OTHER	MSHR_HIT	0
prefill	generic	L1D	OTHER	RESERVATION_FAIL	0
prefill	generic	L1D	OTHER	SECTOR_MISS	0
prefill	generic	L1D	PTE_L0	HIT	0
prefill	generic	L1D	PTE_L0	HIT_RESERVED	0
prefill	generic	L1D	PTE_L0	MISS	0
prefill	generic	L1D	PTE_L0	MSHR_HIT	0
prefill	generic	L1D	PTE_L0	RESERVATION_FAIL	0
prefill	generic	L1D	PTE_L0	SECTOR_MISS	0
prefill	generic	L1D	PTE_L1	HIT	0
prefill	generic	L1D	PTE_L1	HIT_RESERVED	0
prefill	generic	L1D	PTE_L1	MISS	0
prefill	generic	L1D	PTE_L1	MSHR_HIT	0
prefill	generic	L1D	PTE_L1	RESERVATION_FAIL	0
prefill	generic	L1D	PTE_L1	SECTOR_MISS	0
prefill	generic	L1D	PTE_L2	HIT	0
prefill	generic	L1D	PTE_L2	HIT_RESERVED	0
prefill	generic	L1D	PTE_L2	MISS	0
prefill	generic	L1D	PTE_L2	MSHR_HIT	0
prefill	generic	L1D	PTE_L2	RESERVATION_FAIL	0
prefill	generic	L1D	PTE_L2	SECTOR_MISS	0
prefill	generic	L1D	PTE_L3	HIT	0
prefill	generic	L1D	PTE_L3	HIT_RESERVED	0
prefill	generic	L1D	PTE_L3	MISS	0
prefill	generic	L1D	PTE_L3	MSHR_HIT	0
prefill	generic	L1D	PTE_L3	RESERVATION_FAIL	0
prefill	generic	L1D	PTE_L3	SECTOR_MISS	0
prefill	ideal	DATA_L2	DATA_KV_CACHE	HIT	1914060
prefill	ideal	DATA_L2	DATA_KV_CACHE	HIT_RESERVED	0
prefill	ideal	DATA_L2	DATA_KV_CACHE	MISS	470968
prefill	ideal	DATA_L2	DATA_KV_CACHE	MSHR_HIT	0
prefill	ideal	DATA_L2	DATA_KV_CACHE	RESERVATION_FAIL	53585
prefill	ideal	DATA_L2	DATA_KV_CACHE	SECTOR_MISS	0
prefill	ideal	DATA_L2	DATA_UNKNOWN	HIT	163863584
prefill	ideal	DATA_L2	DATA_UNKNOWN	HIT_RESERVED	0
prefill	ideal	DATA_L2	DATA_UNKNOWN	MISS	128378951
prefill	ideal	DATA_L2	DATA_UNKNOWN	MSHR_HIT	0
prefill	ideal	DATA_L2	DATA_UNKNOWN	RESERVATION_FAIL	15021731
prefill	ideal	DATA_L2	DATA_UNKNOWN	SECTOR_MISS	0
prefill	ideal	DATA_L2	DATA_WEIGHT	HIT	33685772
prefill	ideal	DATA_L2	DATA_WEIGHT	HIT_RESERVED	0
prefill	ideal	DATA_L2	DATA_WEIGHT	MISS	25366788
prefill	ideal	DATA_L2	DATA_WEIGHT	MSHR_HIT	0
prefill	ideal	DATA_L2	DATA_WEIGHT	RESERVATION_FAIL	4255330
prefill	ideal	DATA_L2	DATA_WEIGHT	SECTOR_MISS	0
prefill	ideal	DATA_L2	OTHER	HIT	0
prefill	ideal	DATA_L2	OTHER	HIT_RESERVED	0
prefill	ideal	DATA_L2	OTHER	MISS	0
prefill	ideal	DATA_L2	OTHER	MSHR_HIT	0
prefill	ideal	DATA_L2	OTHER	RESERVATION_FAIL	0
prefill	ideal	DATA_L2	OTHER	SECTOR_MISS	0
prefill	ideal	DATA_L2	PTE_L0	HIT	0
prefill	ideal	DATA_L2	PTE_L0	HIT_RESERVED	0
prefill	ideal	DATA_L2	PTE_L0	MISS	0
prefill	ideal	DATA_L2	PTE_L0	MSHR_HIT	0
prefill	ideal	DATA_L2	PTE_L0	RESERVATION_FAIL	0
prefill	ideal	DATA_L2	PTE_L0	SECTOR_MISS	0
prefill	ideal	DATA_L2	PTE_L1	HIT	0
prefill	ideal	DATA_L2	PTE_L1	HIT_RESERVED	0
prefill	ideal	DATA_L2	PTE_L1	MISS	0
prefill	ideal	DATA_L2	PTE_L1	MSHR_HIT	0
prefill	ideal	DATA_L2	PTE_L1	RESERVATION_FAIL	0
prefill	ideal	DATA_L2	PTE_L1	SECTOR_MISS	0
prefill	ideal	DATA_L2	PTE_L2	HIT	0
prefill	ideal	DATA_L2	PTE_L2	HIT_RESERVED	0
prefill	ideal	DATA_L2	PTE_L2	MISS	0
prefill	ideal	DATA_L2	PTE_L2	MSHR_HIT	0
prefill	ideal	DATA_L2	PTE_L2	RESERVATION_FAIL	0
prefill	ideal	DATA_L2	PTE_L2	SECTOR_MISS	0
prefill	ideal	DATA_L2	PTE_L3	HIT	0
prefill	ideal	DATA_L2	PTE_L3	HIT_RESERVED	0
prefill	ideal	DATA_L2	PTE_L3	MISS	0
prefill	ideal	DATA_L2	PTE_L3	MSHR_HIT	0
prefill	ideal	DATA_L2	PTE_L3	RESERVATION_FAIL	0
prefill	ideal	DATA_L2	PTE_L3	SECTOR_MISS	0
prefill	ideal	L1D	DATA_KV_CACHE	HIT	0
prefill	ideal	L1D	DATA_KV_CACHE	HIT_RESERVED	0
prefill	ideal	L1D	DATA_KV_CACHE	MISS	1645568
prefill	ideal	L1D	DATA_KV_CACHE	MSHR_HIT	0
prefill	ideal	L1D	DATA_KV_CACHE	RESERVATION_FAIL	116502
prefill	ideal	L1D	DATA_KV_CACHE	SECTOR_MISS	0
prefill	ideal	L1D	DATA_UNKNOWN	HIT	1709205
prefill	ideal	L1D	DATA_UNKNOWN	HIT_RESERVED	0
prefill	ideal	L1D	DATA_UNKNOWN	MISS	64748168
prefill	ideal	L1D	DATA_UNKNOWN	MSHR_HIT	0
prefill	ideal	L1D	DATA_UNKNOWN	RESERVATION_FAIL	123337174
prefill	ideal	L1D	DATA_UNKNOWN	SECTOR_MISS	0
prefill	ideal	L1D	DATA_WEIGHT	HIT	805081
prefill	ideal	L1D	DATA_WEIGHT	HIT_RESERVED	0
prefill	ideal	L1D	DATA_WEIGHT	MISS	309031
prefill	ideal	L1D	DATA_WEIGHT	MSHR_HIT	0
prefill	ideal	L1D	DATA_WEIGHT	RESERVATION_FAIL	0
prefill	ideal	L1D	DATA_WEIGHT	SECTOR_MISS	0
prefill	ideal	L1D	OTHER	HIT	0
prefill	ideal	L1D	OTHER	HIT_RESERVED	0
prefill	ideal	L1D	OTHER	MISS	0
prefill	ideal	L1D	OTHER	MSHR_HIT	0
prefill	ideal	L1D	OTHER	RESERVATION_FAIL	0
prefill	ideal	L1D	OTHER	SECTOR_MISS	0
prefill	ideal	L1D	PTE_L0	HIT	0
prefill	ideal	L1D	PTE_L0	HIT_RESERVED	0
prefill	ideal	L1D	PTE_L0	MISS	0
prefill	ideal	L1D	PTE_L0	MSHR_HIT	0
prefill	ideal	L1D	PTE_L0	RESERVATION_FAIL	0
prefill	ideal	L1D	PTE_L0	SECTOR_MISS	0
prefill	ideal	L1D	PTE_L1	HIT	0
prefill	ideal	L1D	PTE_L1	HIT_RESERVED	0
prefill	ideal	L1D	PTE_L1	MISS	0
prefill	ideal	L1D	PTE_L1	MSHR_HIT	0
prefill	ideal	L1D	PTE_L1	RESERVATION_FAIL	0
prefill	ideal	L1D	PTE_L1	SECTOR_MISS	0
prefill	ideal	L1D	PTE_L2	HIT	0
prefill	ideal	L1D	PTE_L2	HIT_RESERVED	0
prefill	ideal	L1D	PTE_L2	MISS	0
prefill	ideal	L1D	PTE_L2	MSHR_HIT	0
prefill	ideal	L1D	PTE_L2	RESERVATION_FAIL	0
prefill	ideal	L1D	PTE_L2	SECTOR_MISS	0
prefill	ideal	L1D	PTE_L3	HIT	0
prefill	ideal	L1D	PTE_L3	HIT_RESERVED	0
prefill	ideal	L1D	PTE_L3	MISS	0
prefill	ideal	L1D	PTE_L3	MSHR_HIT	0
prefill	ideal	L1D	PTE_L3	RESERVATION_FAIL	0
prefill	ideal	L1D	PTE_L3	SECTOR_MISS	0
prefill	paper	DATA_L2	DATA_KV_CACHE	HIT	1357423
prefill	paper	DATA_L2	DATA_KV_CACHE	HIT_RESERVED	0
prefill	paper	DATA_L2	DATA_KV_CACHE	MISS	682613
prefill	paper	DATA_L2	DATA_KV_CACHE	MSHR_HIT	0
prefill	paper	DATA_L2	DATA_KV_CACHE	RESERVATION_FAIL	348441
prefill	paper	DATA_L2	DATA_KV_CACHE	SECTOR_MISS	0
prefill	paper	DATA_L2	DATA_UNKNOWN	HIT	160522717
prefill	paper	DATA_L2	DATA_UNKNOWN	HIT_RESERVED	0
prefill	paper	DATA_L2	DATA_UNKNOWN	MISS	144111743
prefill	paper	DATA_L2	DATA_UNKNOWN	MSHR_HIT	0
prefill	paper	DATA_L2	DATA_UNKNOWN	RESERVATION_FAIL	12989835
prefill	paper	DATA_L2	DATA_UNKNOWN	SECTOR_MISS	0
prefill	paper	DATA_L2	DATA_WEIGHT	HIT	24020439
prefill	paper	DATA_L2	DATA_WEIGHT	HIT_RESERVED	0
prefill	paper	DATA_L2	DATA_WEIGHT	MISS	22966887
prefill	paper	DATA_L2	DATA_WEIGHT	MSHR_HIT	0
prefill	paper	DATA_L2	DATA_WEIGHT	RESERVATION_FAIL	1546702
prefill	paper	DATA_L2	DATA_WEIGHT	SECTOR_MISS	0
prefill	paper	DATA_L2	OTHER	HIT	0
prefill	paper	DATA_L2	OTHER	HIT_RESERVED	0
prefill	paper	DATA_L2	OTHER	MISS	0
prefill	paper	DATA_L2	OTHER	MSHR_HIT	0
prefill	paper	DATA_L2	OTHER	RESERVATION_FAIL	0
prefill	paper	DATA_L2	OTHER	SECTOR_MISS	0
prefill	paper	DATA_L2	PTE_L0	HIT	0
prefill	paper	DATA_L2	PTE_L0	HIT_RESERVED	0
prefill	paper	DATA_L2	PTE_L0	MISS	2
prefill	paper	DATA_L2	PTE_L0	MSHR_HIT	0
prefill	paper	DATA_L2	PTE_L0	RESERVATION_FAIL	0
prefill	paper	DATA_L2	PTE_L0	SECTOR_MISS	0
prefill	paper	DATA_L2	PTE_L1	HIT	0
prefill	paper	DATA_L2	PTE_L1	HIT_RESERVED	0
prefill	paper	DATA_L2	PTE_L1	MISS	2
prefill	paper	DATA_L2	PTE_L1	MSHR_HIT	0
prefill	paper	DATA_L2	PTE_L1	RESERVATION_FAIL	0
prefill	paper	DATA_L2	PTE_L1	SECTOR_MISS	0
prefill	paper	DATA_L2	PTE_L2	HIT	22
prefill	paper	DATA_L2	PTE_L2	HIT_RESERVED	0
prefill	paper	DATA_L2	PTE_L2	MISS	58
prefill	paper	DATA_L2	PTE_L2	MSHR_HIT	0
prefill	paper	DATA_L2	PTE_L2	RESERVATION_FAIL	0
prefill	paper	DATA_L2	PTE_L2	SECTOR_MISS	0
prefill	paper	DATA_L2	PTE_L3	HIT	9562
prefill	paper	DATA_L2	PTE_L3	HIT_RESERVED	0
prefill	paper	DATA_L2	PTE_L3	MISS	11435
prefill	paper	DATA_L2	PTE_L3	MSHR_HIT	0
prefill	paper	DATA_L2	PTE_L3	RESERVATION_FAIL	0
prefill	paper	DATA_L2	PTE_L3	SECTOR_MISS	0
prefill	paper	L1D	DATA_KV_CACHE	HIT	1290
prefill	paper	L1D	DATA_KV_CACHE	HIT_RESERVED	0
prefill	paper	L1D	DATA_KV_CACHE	MISS	1644278
prefill	paper	L1D	DATA_KV_CACHE	MSHR_HIT	0
prefill	paper	L1D	DATA_KV_CACHE	RESERVATION_FAIL	0
prefill	paper	L1D	DATA_KV_CACHE	SECTOR_MISS	0
prefill	paper	L1D	DATA_UNKNOWN	HIT	2231590
prefill	paper	L1D	DATA_UNKNOWN	HIT_RESERVED	0
prefill	paper	L1D	DATA_UNKNOWN	MISS	64225783
prefill	paper	L1D	DATA_UNKNOWN	MSHR_HIT	0
prefill	paper	L1D	DATA_UNKNOWN	RESERVATION_FAIL	90323840
prefill	paper	L1D	DATA_UNKNOWN	SECTOR_MISS	0
prefill	paper	L1D	DATA_WEIGHT	HIT	990373
prefill	paper	L1D	DATA_WEIGHT	HIT_RESERVED	0
prefill	paper	L1D	DATA_WEIGHT	MISS	123739
prefill	paper	L1D	DATA_WEIGHT	MSHR_HIT	0
prefill	paper	L1D	DATA_WEIGHT	RESERVATION_FAIL	0
prefill	paper	L1D	DATA_WEIGHT	SECTOR_MISS	0
prefill	paper	L1D	OTHER	HIT	0
prefill	paper	L1D	OTHER	HIT_RESERVED	0
prefill	paper	L1D	OTHER	MISS	0
prefill	paper	L1D	OTHER	MSHR_HIT	0
prefill	paper	L1D	OTHER	RESERVATION_FAIL	0
prefill	paper	L1D	OTHER	SECTOR_MISS	0
prefill	paper	L1D	PTE_L0	HIT	0
prefill	paper	L1D	PTE_L0	HIT_RESERVED	0
prefill	paper	L1D	PTE_L0	MISS	0
prefill	paper	L1D	PTE_L0	MSHR_HIT	0
prefill	paper	L1D	PTE_L0	RESERVATION_FAIL	0
prefill	paper	L1D	PTE_L0	SECTOR_MISS	0
prefill	paper	L1D	PTE_L1	HIT	0
prefill	paper	L1D	PTE_L1	HIT_RESERVED	0
prefill	paper	L1D	PTE_L1	MISS	0
prefill	paper	L1D	PTE_L1	MSHR_HIT	0
prefill	paper	L1D	PTE_L1	RESERVATION_FAIL	0
prefill	paper	L1D	PTE_L1	SECTOR_MISS	0
prefill	paper	L1D	PTE_L2	HIT	0
prefill	paper	L1D	PTE_L2	HIT_RESERVED	0
prefill	paper	L1D	PTE_L2	MISS	0
prefill	paper	L1D	PTE_L2	MSHR_HIT	0
prefill	paper	L1D	PTE_L2	RESERVATION_FAIL	0
prefill	paper	L1D	PTE_L2	SECTOR_MISS	0
prefill	paper	L1D	PTE_L3	HIT	0
prefill	paper	L1D	PTE_L3	HIT_RESERVED	0
prefill	paper	L1D	PTE_L3	MISS	0
prefill	paper	L1D	PTE_L3	MSHR_HIT	0
prefill	paper	L1D	PTE_L3	RESERVATION_FAIL	0
prefill	paper	L1D	PTE_L3	SECTOR_MISS	0
