roi	profile	scope	metric	value	provenance
decode1	ideal	WRITE_ACCESSES	12	5188      5188      4176      4176      6212      6212      5456      5456      3476      3476      3392      3392      5572      5564      6840      6840	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	13	5188      5188      4176      4176      6200      6196      5472      5472      3476      3476      3392      3392      5564      5568      6848      6848	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	14	5188      5188      4180      4180      6220      6220      5472      5472      3484      3484      3392      3392      5420      5420      6884      6888	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	15	5188      5188      4180      4180      6205      6204      5488      5488      3484      3484      3392      3392      5420      5420      6896      6896	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	2	5248      5248      4252      4252      6316      6316      5448      5452      3428      3428      3456      3456      5548      5548      6816      6816	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	3	5248      5248      4252      4252      6347      6332      5444      5444      3428      3428      3456      3456      5548      5548      6816      6816	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	4	5248      5248      4180      4180      6184      6184      5456      5460      3424      3424      3456      3456      5520      5520      6864      6864	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	5	5248      5248      4180      4180      6188      6188      5464      5464      3424      3424      3456      3456      5520      5520      6864      6864	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	6	5260      5260      4172      4172      6248      6248      5456      5456      3416      3416      3456      3456      5516      5516      6804      6804	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	7	5260      5260      4172      4172      6252      6252      5464      5464      3416      3416      3456      3456      5512      5512      6804      6804	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	8	5208      5208      4192      4192      6160      6160      5484      5484      3448      3448      3392      3392      5368      5368      6820      6820	existing_gpgpu_sim_stat
decode1	ideal	WRITE_ACCESSES	9	5208      5208      4192      4192      6201      6168      5468      5468      3448      3448      3392      3392      5364      5364      6820      6828	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	0	1681      1678       518       512       568       563       671       666       536       535       538       535       547       549       567       564	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	1	1692      1691       518       512       565       559       678       678       540       535       535       535       550       548       564       561	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	10	1695      1683       518       512       571       566       671       667       535       535       539       536       548       551       623       620	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	11	1677      1684       517       513       563       559       684       682       540       536       540       540       555       551       605       601	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	12	1679      1676       518       513       565       561       653       652       540       536       539       539       557       554       606       604	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	13	1695      1690       517       512       566       560       647       644       534       535       539       535       550       552       610       606	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	14	1696      1691       517       512       561       557       657       659       539       536       538       537       554       552       598       598	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	15	1677      1673       516       511       566       562       647       642       534       535       537       534       547       549       615       610	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	2	1692      1691       516       510       566       563       665       662       534       535       537       533       547       549       565       562	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	3	1684      1675       517       512       570       565       677       673       540       535       538       535       551       549       565       561	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	4	1833      1823       517       511       562       557       673       671       538       534       533       535       550       548       569       566	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	5	1832      1831       517       512       565       559       666       663       538       538       537       534       552       549       570       567	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	6	1842      1842       516       511       562       558       667       664       538       535       538       535       550       548       566       563	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	7	1820      1823       517       513       583       577       666       663       535       535       538       535       547       550       570       568	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	8	1678      1675       516       513       578       573       646       641       538       537       537       535       551       550       598       600	existing_gpgpu_sim_stat
decode1	generic	AVG_MF_LATENCY	9	1693      1685       516       511       564       557       655       655       538       534       533       535       551       548       575       572	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	average row locality	32349219/4271599 = 7.573094	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	averagemflatency	371	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	avg_icnt2mem_latency	32	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	avg_icnt2sh_latency	2	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	avg_mrq_latency	16	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	max_icnt2mem_latency	2999	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	max_icnt2sh_latency	427	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	maxmflatency	3606	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	maxmrqlatency	913	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	total dram reads	32027016	existing_gpgpu_sim_stat
decode1	generic	GLOBAL	total dram writes	1288662	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	0	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	1	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	10	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	11	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	12	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	13	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	14	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	15	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	2	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	3	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	4	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	5	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	6	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	7	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	8	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_CONCURRENT_SAME_ROW	9	64        64        64        64        64        64        64        64        64        64        64        64        64        64        64        64	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	0	3163      2416      3063      2299      2667      2868      2797      2593      2963      2459      3157      2294      2104      2834      2968      2755	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	1	2897      2493      3069      2397      2226      2944      2911      2780      2993      2148      3065      2701      2312      2847      2833      2275	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	10	3072      2324      2838      2523      2796      2880      2991      2785      3000      2412      3098      2396      2367      3162      2825      2437	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	11	2894      3490      3141      3606      3359      3297      3427      3349      3433      3369      3295      3423      3193      3423      3466      3492	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	12	3118      3242      3185      3286      3029      3083      3077      3085      3118      3062      3142      3207      3034      3107      3247      2997	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	13	3079      2391      3072      2440      2311      2944      3069      2571      3039      2895      3272      2287      2932      3106      3131      2365	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	14	3136      2775      3234      2765      2589      2966      2874      2691      3046      2600      3214      2633      3042      2792      2965      2840	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	15	2950      2168      2939      2420      2273      2777      3085      2238      2907      2746      2965      2186      2754      2950      3153      2130	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	2	3124      2095      3012      2380      2639      2866      2805      2619      2846      2511      3072      2059      2015      2880      2923      2776	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	3	3214      2268      3340      2407      2449      2905      2936      2722      3302      2445      3055      2658      2557      2866      3101      2146	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	4	2901      2088      2985      2104      2322      2930      2809      2719      2964      2161      2941      2513      2456      2811      2880      2765	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	5	3151      3317      3007      3263      2935      3066      2799      3060      3055      3093      3098      3108      2837      3255      2940      3135	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	6	2865      2358      3031      2410      2302      3006      2876      2683      2968      2326      3119      2722      2467      2912      2952      2800	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	7	2869      2451      2820      2537      2773      2827      2466      2828      2881      2723      2859      2287      2378      2786      2882      2669	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	8	2906      2502      2598      2466      2768      2689      2831      2617      2939      2633      3053      2422      2375      2972      2773      2646	existing_gpgpu_sim_stat
decode1	generic	MAX_MF_LATENCY	9	2829      2237      2888      2773      2269      2960      2867      2733      3036      2264      2957      2783      2268      2774      2879      2720	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	0	45899     45573     48752     48488     48991     48655     44902     46105     48784     45817     45999     46486     28132     28132     45230     28766	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	1	47516     47574     46747     46748     46131     46516     49274     45717     47906     46378     46690     47084     46254     28104     27652     27652	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	10	47428     46822     48067     46606     45806     45672     48970     49114     43668     43694     27595     27595     28598     28598     45203     45252	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	11	45033     27977     45418     45212     48231     48213     47297     47419     48346     48575     45109     40238     28401     28401     45589     45084	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	12	44894     44935     49057     49281     47426     47156     28009     28009     46239     46206     45853     46173     27461     27461     44619     44390	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	13	42649     42588     48144     48245     49332     49363     49060     45065     47672     48291     44346     44077     27161     27161     44420     28267	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	14	28283     47269     47884     46388     46210     46815     45120     44913     44411     44253     45787     46063     28845     28845     45158     27952	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	15	46355     46648     47281     47380     48122     48325     41713     41709     48594     47920     45270     44955     27574     27574     28127     45331	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	2	45263     44879     49592     49411     42516     29588     45440     45561     48019     47397     46795     45615     27290     27290     28557     28557	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	3	44705     44806     47911     48101     46548     49512     41713     41721     47607     48924     45524     45412     45896     27517     30426     30426	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	4	45855     45841     48170     48244     28967     43183     45046     45054     44374     44103     46075     46094     27626     27626     46691     46699	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	5	47597     47524     46463     46563     49679     28804     45822     48340     40920     41522     45579     46185     28118     28118     45787     46115	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	6	47672     48003     41719     28160     45246     45468     45314     43366     44238     44298     47084     44676     27349     27349     46501     45677	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	7	46320     44824     28550     45692     49792     49764     48363     48170     47732     48060     45345     45325     26965     26965     45727     45878	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	8	43879     43907     45584     44239     47271     43528     41923     42192     46187     43229     48009     47382     27283     27283     46403     46184	existing_gpgpu_sim_stat
decode1	generic	MAX_SERVICE_SAME_ROW	9	45037     45000     44399     44199     28547     28547     45162     44854     47388     47617     45865     44979     28059     28059     44376     44292	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	0	124858    124728    124640    124464    125272    125113    126691    126625    124632    124552    124584    124520    125164    125116    125358    125348	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	1	124860    124688    124644    124464    125278    125116    126713    126693    124634    124552    124580    124512    125172    125124    125328    125240	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	10	124764    124700    124648    124460    125240    125081    126612    126549    124633    124552    124584    124520    125164    125116    125840    125836	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	11	124928    124708    124644    124464    125242    125084    126621    126588    124632    124553    124580    124512    125164    125116    125804    125716	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	12	124844    124708    124643    124456    125180    125021    126258    126202    124632    124552    124584    124520    125228    125180    125824    125832	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	13	124888    124704    124649    124469    125234    125016    126291    126266    124632    124552    124580    124512    125228    125180    125784    125694	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	14	124872    124724    124640    124456    125180    125021    126289    126226    124632    124552    124584    124520    125172    125124    125732    125740	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	15	124868    124672    124657    124483    125179    125016    126313    126273    124632    124552    124580    124512    125164    125116    125708    125610	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	2	124869    124692    124644    124456    125278    125117    126689    126625    124632    124552    124584    124520    125192    125144    125362    125348	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	3	124880    124644    124644    124468    125280    125116    126715    126688    124636    124555    124580    124512    125200    125152    125364    125244	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	4	124848    124716    124640    124456    125348    125189    126649    126593    124636    124559    124584    124520    125148    125100    125508    125544	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	5	124900    124752    124644    124472    125336    125172    126703    126678    124638    124556    124580    124512    125152    125104    125496    125400	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	6	124848    124732    124640    124469    125348    125189    126645    126582    124637    124556    124584    124520    125148    125100    125410    125418	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	7	124952    124708    124645    124464    125396    125173    126712    126684    124654    124576    124580    124512    125148    125100    125393    125305	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	8	124860    124696    124644    124456    125252    125093    126261    126198    124633    124552    124584    124520    125104    125056    125488    125484	existing_gpgpu_sim_stat
decode1	generic	READ_ACCESSES	9	124792    124688    124644    124468    125251    125088    126277    126246    124632    124552    124580    124512    125104    125056    125477    125365	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	0	7.512176  7.471516  7.601778  7.577387  7.539230  7.515484  7.571631  7.561916  7.683076  7.677238  7.623238  7.606406  7.583928  7.560662  7.515469  7.484770	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	1	7.499346  7.471359  7.608461  7.587923  7.552215  7.540714  7.574665  7.535157  7.678497  7.662695  7.626239  7.592564  7.546420  7.525220  7.485797  7.470104	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	10	7.502053  7.489331  7.632759  7.601951  7.541907  7.514123  7.597483  7.575752  7.689663  7.666850  7.661841  7.632290  7.593626  7.566677  7.530944  7.493977	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	11	7.497981  7.465845  7.585526  7.561427  7.559623  7.531283  7.587206  7.555241  7.684894  7.661759  7.651782  7.635987  7.610069  7.563962  7.514617  7.483407	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	12	7.527748  7.505301  7.617348  7.584865  7.545519  7.519933  7.590947  7.570954  7.682316  7.661475  7.661373  7.633685  7.620148  7.588824  7.509155  7.488844	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	13	7.498604  7.471687  7.626494  7.601272  7.547446  7.520083  7.579954  7.559227  7.682786  7.664752  7.668623  7.641107  7.595345  7.578494  7.522242  7.498794	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	14	7.539495  7.505985  7.619596  7.604290  7.581513  7.548968  7.605636  7.575704  7.700043  7.673009  7.674029  7.647655  7.619294  7.575801  7.523849  7.484996	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	15	7.513667  7.497976  7.604029  7.567863  7.583782  7.549120  7.593945  7.570852  7.688722  7.658952  7.672376  7.647166  7.607817  7.585833  7.529603  7.515375	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	2	7.505830  7.476176  7.617683  7.602144  7.542422  7.517653  7.582036  7.565703  7.667298  7.646058  7.628801  7.610561  7.593737  7.555502  7.519706  7.487418	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	3	7.504698  7.496905  7.622764  7.603792  7.530896  7.508237  7.573262  7.552463  7.681623  7.657446  7.642966  7.611924  7.576371  7.562182  7.501181  7.487467	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	4	7.497445  7.462103  7.608814  7.583902  7.536406  7.514021  7.582030  7.567061  7.677986  7.655008  7.631121  7.602255  7.579764  7.560584  7.507494  7.487967	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	5	7.483634  7.466888  7.621975  7.586245  7.555046  7.538997  7.557595  7.538326  7.668255  7.646890  7.650424  7.617474  7.558602  7.523376  7.507288  7.496373	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	6	7.501249  7.475239  7.612463  7.581904  7.561368  7.522315  7.562474  7.542266  7.676985  7.646768  7.643209  7.625836  7.570992  7.557328  7.493692  7.477852	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	7	7.488286  7.460541  7.613227  7.589854  7.553037  7.527679  7.578639  7.534628  7.663960  7.627524  7.649024  7.621178  7.571839  7.555854  7.502037  7.481885	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	8	7.540820  7.504556  7.597050  7.565563  7.557456  7.536749  7.588323  7.560303  7.656052  7.639925  7.659969  7.634149  7.626674  7.593031  7.523809  7.491165	existing_gpgpu_sim_stat
decode1	generic	ROW_ACCESSES_PER_ACTIVATE	9	7.500892  7.485801  7.603025  7.571764  7.554410  7.528835  7.591020  7.560848  7.689296  7.655313  7.665342  7.631339  7.651537  7.609031  7.517496  7.507710	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	0	5236      5236      4252      4252      6272      6272      5472      5472      3392      3392      3456      3456      5556      5556      6764      6764	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	1	5236      5236      4252      4252      6273      6272      5468      5468      3392      3392      3456      3456      5556      5560      6764      6768	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	10	5232      5232      4132      4132      6188      6188      5440      5440      3480      3480      3392      3392      5444      5444      6756      6756	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	11	5232      5232      4132      4132      6192      6188      5440      5440      3480      3480      3392      3392      5444      5444      6756      6756	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	12	5224      5224      4112      4112      6188      6188      5444      5444      3496      3496      3392      3392      5584      5576      6876      6872	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	13	5224      5224      4112      4112      6192      6188      5452      5456      3496      3496      3392      3392      5576      5584      6872      6872	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	14	5236      5236      4120      4120      6180      6180      5456      5456      3484      3484      3392      3392      5416      5416      6888      6888	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	15	5236      5236      4120      4120      6181      6180      5456      5456      3484      3484      3392      3392      5416      5420      6892      6892	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	2	5216      5216      4252      4252      6312      6312      5456      5456      3404      3404      3456      3456      5552      5552      6824      6824	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	3	5216      5216      4252      4252      6327      6312      5456      5456      3404      3404      3456      3456      5544      5544      6824      6824	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	4	5216      5216      4200      4200      6200      6200      5464      5464      3412      3412      3456      3456      5524      5524      6856      6856	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	5	5216      5216      4200      4200      6204      6204      5472      5472      3412      3412      3456      3456      5516      5516      6860      6864	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	6	5232      5232      4228      4228      6248      6248      5460      5460      3404      3404      3456      3456      5544      5548      6792      6792	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	7	5232      5232      4228      4228      6252      6252      5468      5468      3404      3404      3456      3456      5540      5540      6796      6800	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	8	5252      5252      4136      4136      6188      6188      5468      5468      3460      3460      3392      3392      5324      5320      6808      6804	existing_gpgpu_sim_stat
decode1	generic	WRITE_ACCESSES	9	5252      5252      4136      4136      6221      6188      5464      5464      3460      3460      3392      3392      5320      5320      6816      6812	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	0	2230      2298      2665      2757      3616      3724      2206      2286      2268      2356      3134      3218      2421      2524      2304      2389	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	1	2228      2306      2613      2716      3682      3799      2212      2292      2272      2364      3198      3249      2411      2508      2307      2392	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	10	1385      1412      1419      1453      2212      2270      1393      1426      1442      1482      2403      2432      1468      1507      1422      1451	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	11	1384      1415      1420      1447      2284      2345      1395      1428      1449      1489      2398      2438      1458      1501      1422      1450	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	2	2280      2360      2755      2870      3601      3714      2353      2464      2426      2548      3273      3381      2361      2445      2323      2405	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	3	2261      2344      2684      2800      3611      3717      2318      2424      2392      2517      3344      3414      2349      2423      2305      2384	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	4	1391      1424      1640      1690      2217      2280      1457      1505      1513      1566      2220      2278      1397      1432      1426      1461	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	5	1388      1421      1645      1676      2270      2304      1445      1497      1505      1563      2254      2311      1397      1429      1428      1462	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	6	1388      1413      1584      1600      2278      2294      1395      1430      1449      1489      2165      2216      1465      1503      1420      1452	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	7	1385      1415      1600      1627      2319      2358      1398      1430      1445      1485      2200      2213      1453      1499      1420      1451	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	8	1390      1422      1422      1465      2223      2281      1452      1500      1504      1559      2446      2509      1404      1435      1427      1461	existing_gpgpu_sim_stat
decode1	paper	AVG_MF_LATENCY	9	1386      1422      1426      1461      2243      2301      1442      1495      1501      1560      2463      2518      1400      1435      1428      1461	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	average row locality	32404009/7284422 = 4.448398	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	averagemflatency	1257	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	avg_icnt2mem_latency	794	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	avg_icnt2sh_latency	2	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	avg_mrq_latency	52	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	max_icnt2mem_latency	9222	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	max_icnt2sh_latency	304	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	maxmflatency	10354	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	maxmrqlatency	3208	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	total dram reads	32079118	existing_gpgpu_sim_stat
decode1	paper	GLOBAL	total dram writes	1297749	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	0	96        96        96        96        96        96        96        96        96        96        96        96        96        96        96        96	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	1	96        96        96        96        96        96        96        96        96        96        96        96        96        96        96        96	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	10	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	11	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	2	96        96        96        96        96        96        96        96        96        96        96        96        96        96        96        96	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	3	96        96        96        96        96        96        96        96        96        96        96        96        96        96        96        96	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	4	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	5	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	6	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	7	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	8	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_CONCURRENT_SAME_ROW	9	48        48        48        48        48        48        48        48        48        48        48        48        48        48        48        48	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	0	9179     10075      9593     10011      9023      9518      8987      9540      9724      9906      9043      9810      8999      9553      9474      9152	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	1	9641      9135      9379      9308      9196      9590      8474     10039      9052      9841      9480     10354      9484      9130      9503      8971	existing_gpgpu_sim_stat
decode1	paper	MAX_MF_LATENCY	10	6959      6995      7046      6967      7304      7074      6786      7184      6781      7120      7335      7985      7192      6828      7256      6870	existing_gpgpu_sim_stat
