suite,application,input_or_dataset,asset_family,trace_list,trace_tree_bytes,kernel_count,trace_reported_insts,trace_stats_status,same_tree_historical_result,kernel_symbols,sass_binary_version,trace_sha256,kernelslist_sha256,runnable_status,missing_kernel_files,provenance_path,tracer_sha256,cuda_nvcc,capture_gpu,capture_case,framework_at_capture,provenance_missing
CUDA SDK,fastWalshTransform,_logK_7__logD_21,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/fastWalshTransform/_logK_7__logD_21/traces/kernelslist.g,1785749388,19,24003584,available,MISSING (no result adjacent to this trace asset),_Z14modulateKernelPfS_i;_Z15fwtBatch1KernelPfS_i;_Z15fwtBatch2KernelPfS_i,70,MISSING (no recorded per-trace SHA256),9dfd2639f6660bef2feac69405597380835d4d08f1e0bdb9dd9b2022ed1a0f26,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,histogram,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/histogram/NO_ARGS/traces/kernelslist.g,49817172,8,683656,available,MISSING (no result adjacent to this trace asset),_Z17histogram64KernelPjP5uint4j;_Z18histogram256KernelPjS_j;_Z22mergeHistogram64KernelPjS_j;_Z23mergeHistogram256KernelPjS_j,70,MISSING (no recorded per-trace SHA256),0ccb31bfe84cdfafdf085f00a4f1984d83fcc995a564fd012c55da63bcb7dfe6,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,mergeSort,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/mergeSort/NO_ARGS/traces/kernelslist.g,31341723,13,143364,available,MISSING (no result adjacent to this trace asset),_Z21mergeSortSharedKernelILj1EEvPjS0_S0_S0_j;_Z25generateSampleRanksKernelILj1EEvPjS0_S0_jjj;_Z26mergeRanksAndIndicesKernelPjS_jjj;_Z30mergeElementaryIntervalsKernelILj1EEvPjS0_S0_S0_S0_S0_jj,70,MISSING (no recorded per-trace SHA256),2c033ab1df7d5558dc0407eedc618b43d3f8cb8b030277fdcf2c800db6599049,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,scalarProd,__size_13920,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/scalarProd/__size_13920/traces/kernelslist.g,2038332010,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z13scalarProdGPUPfS_S_ii,70,MISSING (no recorded per-trace SHA256),59efe10ca05265f4871e0ad742738f9c621aa301b1dfa42aa3711e0069215560,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,scalarProd,__size_8192,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/scalarProd/__size_8192/traces/kernelslist.g,1195831612,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z13scalarProdGPUPfS_S_ii,70,MISSING (no recorded per-trace SHA256),d3f8b0c11d03181c5b64661a2d7cc6260a1e7f4308eebf4269db0edf1b85dad2,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,scan,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/scan/NO_ARGS/traces/kernelslist.g,5329077632,33,63878360,available,MISSING (no result adjacent to this trace asset),_Z13uniformUpdateP5uint4Pj;_Z19scanExclusiveSharedP5uint4S0_j;_Z20scanExclusiveShared2PjS_S_jj,70,MISSING (no recorded per-trace SHA256),6e8572dff8fa6ff912fce3f834009d2e62ace23e3671d083bd901d42af6bcee8,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,sortingNetworks,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/sortingNetworks/NO_ARGS/traces/kernelslist.g,12105952,5,53584,available,MISSING (no result adjacent to this trace asset),_Z17bitonicSortSharedPjS_S_S_jj,70,MISSING (no recorded per-trace SHA256),534cfeeee79bd5f2550d4076b9f069b17f3f7164a8a6a31576defe1fdccee720,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,transpose,dimX512_dimY512,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/transpose/dimX512_dimY512/traces/kernelslist.g,707335590,24,6774784,available,MISSING (no result adjacent to this trace asset),_Z13copySharedMemPfS_iii;_Z14transposeNaivePfS_iii;_Z17transposeDiagonalPfS_iii;_Z18transposeCoalescedPfS_iii;_Z20transposeFineGrainedPfS_iii;_Z22transposeCoarseGrainedPfS_iii;_Z24transposeNoBankConflictsPfS_iii;_Z4copyPfS_iii,70,MISSING (no recorded per-trace SHA256),fdc84f940f44351f6a9ad04925f72abc236641f9486a955b0a3c3e758fba9adb,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,vectorAdd,__size_4000000,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/vectorAdd/__size_4000000/traces/kernelslist.g,103535866,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6VecAddPKfS0_Pfi,70,MISSING (no recorded per-trace SHA256),755319919723f68f25aa7c64b9bdcaf5699b9aca38e7b664825e81d49f306e9a,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUDA SDK,vectorAdd,__size_6000000,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/vectorAdd/__size_6000000/traces/kernelslist.g,156021608,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6VecAddPKfS0_Pfi,70,MISSING (no recorded per-trace SHA256),196b85b78c9a8672600cd9aac4ad8f1ec4b9945c49df3533174a78f4179f8831,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,b+tree-rodinia-3.1,file___data_mil_txt_command___data_command_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g,809709439,2,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),findK;findRangeK,70,MISSING (no recorded per-trace SHA256),26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,backprop-rodinia-3.1,65536,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/backprop-rodinia-3.1/65536/traces/kernelslist.g,645298216,2,1441815,available,MISSING (no result adjacent to this trace asset),_Z22bpnn_layerforward_CUDAPfS_S_S_ii;_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,70,MISSING (no recorded per-trace SHA256),dba1ae62526e8e6f962e332e7a0da0a1b92a1efd3fa6709c7086146137662b05,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,bfs-rodinia-3.1,__data_graph1MW_6_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph1MW_6_txt/traces/kernelslist.g,2894504647,24,37554830,available,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph1MW_6_txt/result.txt,_Z6KernelP4NodePiPbS2_S2_S1_i;_Z7Kernel2PbS_S_S_i,70,MISSING (no recorded per-trace SHA256),16e9f563214a29ff60436734cfae14fa3b164bc82e039b9466c443c9ee976b2b,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,bfs-rodinia-3.1,__data_graph4096_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph4096_txt/traces/kernelslist.g,11373519,16,151253,available,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph4096_txt/result.txt,_Z6KernelP4NodePiPbS2_S2_S1_i;_Z7Kernel2PbS_S_S_i,70,MISSING (no recorded per-trace SHA256),0058cad791610aadb1c16e1d9f34fd9bb100f90f11440e2726c0148db26fafdf,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,bfs-rodinia-3.1,__data_graph65536_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph65536_txt/traces/kernelslist.g,187716988,20,2485524,available,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/bfs-rodinia-3.1/__data_graph65536_txt/result.txt,_Z6KernelP4NodePiPbS2_S2_S1_i;_Z7Kernel2PbS_S_S_i,70,MISSING (no recorded per-trace SHA256),c903c6a8876373a32f212e34a9026759076c1728a1629cded59555552c65940a,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,cfd-rodinia-3.1,__data_fvcorr_domn_097K,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_fvcorr_domn_097K/traces/kernelslist.g,271744571,5,5009852,available,MISSING (no result adjacent to this trace asset),_Z17cuda_compute_fluxiPiPfS0_S0_;_Z24cuda_compute_step_factoriPfS_S_;_Z25cuda_initialize_variablesiPf,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,cfd-rodinia-3.1,__data_fvcorr_domn_193K,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_fvcorr_domn_193K/traces/kernelslist.g,542953223,5,9983607,available,MISSING (no result adjacent to this trace asset),_Z17cuda_compute_fluxiPiPfS0_S0_;_Z24cuda_compute_step_factoriPfS_S_;_Z25cuda_initialize_variablesiPf,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,cfd-rodinia-3.1,__data_missile_domn_0_2M,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_missile_domn_0_2M/traces/kernelslist.g,654979061,5,12005038,available,MISSING (no result adjacent to this trace asset),_Z17cuda_compute_fluxiPiPfS0_S0_;_Z24cuda_compute_step_factoriPfS_S_;_Z25cuda_initialize_variablesiPf,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,dwt2d-rodinia-3.1,__data_192_bmp__d_192x192__f__5__l_3,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_192_bmp__d_192x192__f__5__l_3/traces/kernelslist.g,17493748,10,202719,available,MISSING (no result adjacent to this trace asset),_Z21c_CopySrcToComponentsIiEvPT_S1_S1_Phi;_ZN8dwt_cuda12fdwt53KernelILi64ELi8EEEvPKiPiiii,70,MISSING (no recorded per-trace SHA256),e220e04172fa0baf2a094b80d565984fa9cdc12dc0a9213d6e14b2523e1277e6,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,dwt2d-rodinia-3.1,__data_rgb_bmp__d_1024x1024__f__5__l_3,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_rgb_bmp__d_1024x1024__f__5__l_3/traces/kernelslist.g,423214689,10,4249470,available,MISSING (no result adjacent to this trace asset),_Z21c_CopySrcToComponentsIiEvPT_S1_S1_Phi;_ZN8dwt_cuda12fdwt53KernelILi128ELi8EEEvPKiPiiii;_ZN8dwt_cuda12fdwt53KernelILi192ELi8EEEvPKiPiiii;_ZN8dwt_cuda12fdwt53KernelILi64ELi8EEEvPKiPiiii,70,MISSING (no recorded per-trace SHA256),337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,gaussian-rodinia-3.1,_f___data_matrix208_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_f___data_matrix208_txt/traces/kernelslist.g,470975226,414,5398561,available,MISSING (no result adjacent to this trace asset),_Z4Fan1PfS_ii;_Z4Fan2PfS_S_iii,70,MISSING (no recorded per-trace SHA256),be5463722052a2704a63a2d04a882ac1ad7769885768a5b1eb5b0c6984c53163,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,gaussian-rodinia-3.1,_f___data_matrix4_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_f___data_matrix4_txt/traces/kernelslist.g,38503,6,483,available,MISSING (no result adjacent to this trace asset),_Z4Fan1PfS_ii;_Z4Fan2PfS_S_iii,70,MISSING (no recorded per-trace SHA256),c89ada1b8e32fc0fb653588a8c299210dae38d625512cd3366dba86abc5b8948,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,gaussian-rodinia-3.1,_s_16,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_s_16/traces/kernelslist.g,310999,30,4095,available,MISSING (no result adjacent to this trace asset),_Z4Fan1PfS_ii;_Z4Fan2PfS_S_iii,70,MISSING (no recorded per-trace SHA256),b5a24f5c8d034b8e4c0e976b6a6b75247547b8a2ebc03d4371ec2dfb119fe4c1,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,gaussian-rodinia-3.1,_s_256,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_s_256/traces/kernelslist.g,877461403,510,10006848,available,MISSING (no result adjacent to this trace asset),_Z4Fan1PfS_ii;_Z4Fan2PfS_S_iii,70,MISSING (no recorded per-trace SHA256),6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,gaussian-rodinia-3.1,_s_64,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/gaussian-rodinia-3.1/_s_64/traces/kernelslist.g,14314555,126,168680,available,MISSING (no result adjacent to this trace asset),_Z4Fan1PfS_ii;_Z4Fan2PfS_S_iii,70,MISSING (no recorded per-trace SHA256),456bfaa4b27289066cbe9d1dc0d285a8e3459c8dba07997bcf4da9c4d08b4a0f,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,hotspot-rodinia-3.1,1024_2_2___data_temp_1024___data_power_1024_output_out,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hotspot-rodinia-3.1/1024_2_2___data_temp_1024___data_power_1024_output_out/traces/kernelslist.g,1041309456,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z14calculate_tempiPfS_S_iiiiffffff,70,MISSING (no recorded per-trace SHA256),a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,hotspot-rodinia-3.1,512_2_2___data_temp_512___data_power_512_output_out,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hotspot-rodinia-3.1/512_2_2___data_temp_512___data_power_512_output_out/traces/kernelslist.g,259435310,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z14calculate_tempiPfS_S_iiiiffffff,70,MISSING (no recorded per-trace SHA256),4895346071bd81739eacc94f108f758c4b4591edf4f92758c0297556d3626aed,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,hotspot3D-rodinia-3.1,512_8_100___data_power_512x8___data_temp_512x8_output_out,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hotspot3D-rodinia-3.1/512_8_100___data_power_512x8___data_temp_512x8_output_out/traces/kernelslist.g,3035099985,5,67609760,available,MISSING (no result adjacent to this trace asset),_Z11hotspotOpt1PfS_S_fiiifffffff,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,hybridsort-rodinia-3.1,__data_500000_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hybridsort-rodinia-3.1/__data_500000_txt/traces/kernelslist.g,1741007759,56,25849553,available,MISSING (no result adjacent to this trace asset),_Z10bucketsortPfPiS_iPjS1_;_Z11bucketcountPfPiPji;_Z13mergeSortPassP6float4ii;_Z14mergeSortFirstP6float4i;_Z18bucketprefixoffsetPjS_i;_Z19histogram1024KernelPjPfffi;_Z9mergepackPfS_,70,MISSING (no recorded per-trace SHA256),1849a41fecbf2a0c8ebc10557102ea2d4aefa654908cd05855f7c34b542d20f1,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,hybridsort-rodinia-3.1,r,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/hybridsort-rodinia-3.1/r/traces/kernelslist.g,16091909083,68,244681323,available,MISSING (no result adjacent to this trace asset),_Z10bucketsortPfPiS_iPjS1_;_Z11bucketcountPfPiPji;_Z13mergeSortPassP6float4ii;_Z14mergeSortFirstP6float4i;_Z18bucketprefixoffsetPjS_i;_Z19histogram1024KernelPjPfffi;_Z9mergepackPfS_,70,MISSING (no recorded per-trace SHA256),2580885e9691c671ef5edc287a9aecdd30a9ddcfce26263f20091b0947bbff6f,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,kmeans-rodinia-3.1,_o__i___data_28k_4x_features_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/kmeans-rodinia-3.1/_o__i___data_28k_4x_features_txt/traces/kernelslist.g,433529048,3,4202496,available,MISSING (no result adjacent to this trace asset),_Z11kmeansPointPfiiiPiS_S_S0_;_Z14invert_mappingPfS_ii,70,MISSING (no recorded per-trace SHA256),c2d4d2544f725153fe4b3d9e0f66bc62da065ddb5b41bc3a4505e2c15a38cd1d,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,kmeans-rodinia-3.1,_o__i___data_819200_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/kmeans-rodinia-3.1/_o__i___data_819200_txt/traces/kernelslist.g,3551635450,3,33516672,available,MISSING (no result adjacent to this trace asset),_Z11kmeansPointPfiiiPiS_S_S0_;_Z14invert_mappingPfS_ii,70,MISSING (no recorded per-trace SHA256),7817f1fdac1aaff86b270b82d301999050ed8247f67f0a1f2637b03d51f48c59,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,kmeans-rodinia-3.1,_o__i___data_kdd_cup,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/kmeans-rodinia-3.1/_o__i___data_kdd_cup/traces/kernelslist.g,2136805153,3,20210436,available,MISSING (no result adjacent to this trace asset),_Z11kmeansPointPfiiiPiS_S_S0_;_Z14invert_mappingPfS_ii,70,MISSING (no recorded per-trace SHA256),313a57cb311e5ab4e38837844a10db3428ef68f84cea6f6750c64a343fc72dc5,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,lavaMD-rodinia-3.1,_boxes1d_10,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/lavaMD-rodinia-3.1/_boxes1d_10/traces/kernelslist.g,20776255925,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z15kernel_gpu_cuda7par_str7dim_strP7box_strP11FOUR_VECTORPdS4_,70,MISSING (no recorded per-trace SHA256),1d9ff3b9466a0e20f2e18d07d20e925bafe6163e965dccf81245b21c77b84645,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,lud-rodinia-3.1,_i___data_512_dat,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/lud-rodinia-3.1/_i___data_512_dat/traces/kernelslist.g,1515997918,94,6080371,available,MISSING (no result adjacent to this trace asset),_Z12lud_diagonalPfii;_Z12lud_internalPfii;_Z13lud_perimeterPfii,70,MISSING (no recorded per-trace SHA256),6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,lud-rodinia-3.1,_s_256__v,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/lud-rodinia-3.1/_s_256__v/traces/kernelslist.g,184168726,46,789955,available,MISSING (no result adjacent to this trace asset),_Z12lud_diagonalPfii;_Z12lud_internalPfii;_Z13lud_perimeterPfii,70,MISSING (no recorded per-trace SHA256),200ca5e7b1b4c15c0f411c0e21715f026502ca82403c8a5683b23b9cacf1c07d,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,myocyte-rodinia-3.1,100_1_0,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/myocyte-rodinia-3.1/100_1_0/traces/kernelslist.g,1992718211,5993,43149386,available,MISSING (no result adjacent to this trace asset),_Z6kerneliPfS_S_S_,70,MISSING (no recorded per-trace SHA256),8c368e08ef4548b5ebbe1941df55b21f1396b824f00b3a4705d60547c74ce00e,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,nn-rodinia-3.1,__data_filelist_4__r_5__lat_30__lng_90,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/nn-rodinia-3.1/__data_filelist_4__r_5__lat_30__lng_90/traces/kernelslist.g,1987766,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6euclidP7latLongPfiff,70,MISSING (no recorded per-trace SHA256),6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,nw-rodinia-3.1,2048_10,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/nw-rodinia-3.1/2048_10/traces/kernelslist.g,897349286,255,12416798,available,MISSING (no result adjacent to this trace asset),_Z20needle_cuda_shared_1PiS_iiii;_Z20needle_cuda_shared_2PiS_iiii,70,MISSING (no recorded per-trace SHA256),213b4d922272ba7ae3dbf78eebd5066a2da0a2bc556aeeb8ef9bee2b9a809bfe,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,particlefilter_float-rodinia-3.1,_x_128__y_128__z_10__np_1000,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/particlefilter_float-rodinia-3.1/_x_128__y_128__z_10__np_1000/traces/kernelslist.g,144144411,36,2585347,available,MISSING (no result adjacent to this trace asset),_Z10sum_kernelPdi;_Z17find_index_kernelPdS_S_S_S_S_S_i;_Z17likelihood_kernelPdS_S_S_S_PiS0_S_PhS_S_iiiiiiS0_S_;_Z24normalize_weights_kernelPdiS_S_S_Pi,70,MISSING (no recorded per-trace SHA256),eaf7d9f373e5c00da79ba0a5e7c75a77155a7aec0861b5371d0fb0fee47655d5,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,particlefilter_naive-rodinia-3.1,_x_128__y_128__z_10__np_1000,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/particlefilter_naive-rodinia-3.1/_x_128__y_128__z_10__np_1000/traces/kernelslist.g,70167823,9,1111937,available,MISSING (no result adjacent to this trace asset),_Z6kernelPdS_S_S_S_S_i,70,MISSING (no recorded per-trace SHA256),08ae768e352cccbeb8f6e0945ae0486ad9166720e7532646b7a36f2e4708c710,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
