kind	classification	accepted_target	bundle	phase	candidate	exact_function	grid	block	decode_step	occurrence	payload_rel	payload_sha256	runner_index_sha256	producer_identity	simulator_qualification	rtx4080_v1_replay
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native_prefill-gemm-primary-occ8_20260918T061023Z_89b3126edf26	PREFILL	PREFILL_GEMM_PRIMARY_OCC8	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	128,3,1	256,1,1	NOT_APPLICABLE	UNKNOWN	traces/kernel-205-ctx_0x5d5780b3bfe0.traceg.xz	739e541720e44bcb4fb27b5ed0489cc021cc41850be5004c935d6f0fc812b2a0	ef8bdc2d1d9e2fe6137c7033000d5983e04671b55bed7bc19d01ec66964b2ba9	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;c6733012c13099c6a86f506fd8c61e351791159e;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8_20260918T183956Z_985b71163cc9	DECODE	DECODE_FLASH_PRIMARY_2_STEP8	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	8	0	traces/kernel-8389-ctx_0x5f9a3ede4b70.traceg.xz	5845d6d4d5b581a9d106c9956c6052a1107fefe02c2a4a335352ace2b6c80ee5	2cca540fd6c2b57f60039d4ccd6fead0507a3f8d0440c10f81c621642eb54d4a	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ0_20260918T202949Z_815d8cd66f5b	DECODE	DECODE_FLASH_PRIMARY_1_STEP16_OCC0	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	16	0	traces/kernel-16812-ctx_0x62f3ff5c7f70.traceg.xz	aa4970152406223d94f7b127b2dcfaa3775f76d9868423226e3aa689db2bec2b	2b8142e2707f76f322cf797804a77b06247d682c8cd7f3fc590dd0cd280aec66	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-0-ctx_0x5b5ba0bd1a60.traceg.xz	82b5f138d01b85daa0d35982aa92dbe085896756ddcb6abc5dec024166ee91fb	9b95f060109e89c2b77f18dece7626ed98d07a3b8855232cae67b64d86abb978	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-1-ctx_0x5b5ba0bd1a60.traceg.xz	f929e09431740b5eb0f3638bdc5e04088bf3c230b36717f05e8445c35eb02049	bb7f47aee8ff97dc03fe376ca704a56b19f26350b0d216a2d6634ecb10912808	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-10-ctx_0x5b5ba0bd1a60.traceg.xz	5f398a01a84bab8f95d493c529c960b189c3657f42cab9df29fb19c2be3cd453	563de9bc7d1e918c8a8e48715b95fd399c1b78150bda30d47be09a710ab86e33	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-11-ctx_0x5b5ba0bd1a60.traceg.xz	0f38216fc404741957b536c40ced654ae7c1bacf6b819eb17299472af9220a3b	77acb87e352680a789d107fc41821d4645932a0800f7f60e0ddd6f06f92689cc	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-12-ctx_0x5b5ba0bd1a60.traceg.xz	d0ca4d325125dbeca4d62411058ea4a7dec742407f02df45f1148eb172599968	70e35609bfb55d46f0ca3917b88c054fd3af8d782645600c1a4278e01c5f1e7b	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-13-ctx_0x5b5ba0bd1a60.traceg.xz	ec6582d430b6c9b131318131cc7bb6ad4fd32d4713e3f49431b906fc6ec7bf2e	2996fa7a9274e67296ca0f88412f695fdbb336beaa9675c2f2df6855066f3bd6	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-14-ctx_0x5b5ba0bd1a60.traceg.xz	9db8222ebffef2c2d28a65170e115a4b0a4c2fb9e03800d9870dc3c7e7c2213e	2e87afe872b3e45d85ffc1a5e1f072463c6146b500c393d6aa4b4178521a189f	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-15-ctx_0x5b5ba0bd1a60.traceg.xz	12c4b57f902b14c4321d68bd9e0d57124b4662fb27d58d1e466eb7717a3c6006	52fd2c78a5804695dcedc3020ea08e1a98ef7f6395ee1085537a5e74d1ddaa84	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-16-ctx_0x5b5ba0bd1a60.traceg.xz	9b2e6b43472e1d02b7654ff10e85f5be8f003ed491bdba8d4266f6588ffc882c	6c2f9a900cca8f5059382726863cd6f03698694f6b54e5e58e677293eb8ed4d3	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-17-ctx_0x5b5ba0bd1a60.traceg.xz	b5aac5f124ebaf8dd4e73fbc19db5e35a69b99aa60765b1503c9b7bc35bef1a3	42c29cbaf0c4a797317c30fd5e05d3c47438a72309bcc76c8b9b314d810a2f47	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-18-ctx_0x5b5ba0bd1a60.traceg.xz	2e23d589aec7c69116785faa0ab7b150c23bbd345aabb746130f9472d9504c64	65bfc46b98c71a64dab460d14b664d15be0be2f32a11c6fa7692c074b9138bbd	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-19-ctx_0x5b5ba0bd1a60.traceg.xz	6b3d73475929196d0b2e841226371b7ca4cfbdfdd2b825a3e757f118ab784444	9640b6827ad5f1e31f2d204471d8e473676cf2c1e7e19d4831fef428e71800b3	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-2-ctx_0x5b5ba0bd1a60.traceg.xz	2cde939730bae34e2d40f7c79551ec008cff95390164ae0df87b1fd182ea6e60	f57f845f2a3932fd404059a5e37634602d412f42e23c6a15e9b3813c367f24be	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-20-ctx_0x5b5ba0bd1a60.traceg.xz	d12ada7b31eb0b0444d1878c6a1f5d189e5471cbb426f18fabc33ebebe31fcc3	888af53c595871c2a693ab80ade909c03a793b085432dc1dcec842d42f67c056	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-21-ctx_0x5b5ba0bd1a60.traceg.xz	afde88efe14929e469b2655d2dc4acf7b4f29bb74649a7ac86815259fa154d77	614e25db60b0866a0bc8af2a5bc36e9bfef605ea35afab993b670d67aec8ae07	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-22-ctx_0x5b5ba0bd1a60.traceg.xz	b9b384b38309cb6027c197a6c7be4dacbc53cf92ab8cdab2cde07acdb257ac0b	53e9a572270fbc648cc8457c238193230cee14f632fbd6b8efda588489cbc445	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-23-ctx_0x5b5ba0bd1a60.traceg.xz	9e77d16f09c4be61e8e3003ac05e9c81815e7997eb981451582bf9fd409238bf	0573911c217a2fa807da72f30a00785e02663a105d89866ea0337c6ea0d0b3b2	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-24-ctx_0x5b5ba0bd1a60.traceg.xz	86f8f3793a18d6a0b8d32cab67d28297ff88ef8f4852f1ed50c3840850e6f836	e413c595f826667eb563590a0228a02b2c3237de2affb349bed342cdc096b723	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-25-ctx_0x5b5ba0bd1a60.traceg.xz	84d8e34f23a051e37ba0773b2d97889898397b9fb820aa1c55a283a2c3cd0cd9	d37499904643bed2cb73c7949a8836235a9f7c22ea7032e9454e8a14569d0208	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-26-ctx_0x5b5ba0bd1a60.traceg.xz	8ac52e7442c2a01b31564867d256759274beddafccae037bce03499f73267c3d	a0372cdd4d48dee3c385d1435f65ac72e4bac5e0eaac7fb0c73cfb71eacd803b	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-27-ctx_0x5b5ba0bd1a60.traceg.xz	ca76a6c55daa5f70df0ae52a84640473873d9319bdc3ebd9d8847400d70547cb	0731f2cf52b9527a484612791595fe4ff9821a3b4e6d8ae054002b8fcc9c4ff0	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-28-ctx_0x5b5ba0bd1a60.traceg.xz	8b101edb47a7a31682ed4b1202da83349a6dc7f8a3caeeb20b8be08b38ee3d20	a71ed89c734a34c6b1b94dad28926537e7b1a8c61e2483e3066c660e04f3cf70	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-29-ctx_0x5b5ba0bd1a60.traceg.xz	a90ba74326c107b878aea98c25949833bd1b64f774d9a3c95df2e3a7fc1452eb	a6c8e4725af012bc6c59a2acd532daa816b2e0da9b7a0a696f70ccba7d6d5b3f	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-3-ctx_0x5b5ba0bd1a60.traceg.xz	299f393293e8977a10ed30e0ddbc3164497b85cac0d02a526364b0156d4ab637	b86d0c42fc8cd0a2b795f0194ce83cb55bdb0e83c003e37280b958ae0fa89ccf	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-30-ctx_0x5b5ba0bd1a60.traceg.xz	e666f7b377588050cc0fafb89b6bcc0615915b42db4ac5f2eef192c130b42326	d418322850144c41a5ebad1cacd33984f5b2c128da04ffd249d185b73bf95f68	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-31-ctx_0x5b5ba0bd1a60.traceg.xz	30e2aa10fb1c5bfc3d0ad203c752466cc480ba27a1e342a4175cf4f58702b94f	0bbf9a6076a05649f707b9f1e8d1843c5b8e9fbf0292e8f6b91430c767331e28	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-32-ctx_0x5b5ba0bd1a60.traceg.xz	5d5fb1f40d53d2a4c35e7a2c43123bc0cfd2cfb19f0fb509b57841e348743fb5	c3ed61a7c2a98acc11651a5046fc8b6f47389896050afa34a037ca2eed28abc0	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-33-ctx_0x5b5ba0bd1a60.traceg.xz	d4f31253eec3608b50f85d7fa885680f95bb441cfc69dcf97ee779988dd24d1b	8e65d8b9acfc28852d44fe5b2eabcc851f0f7fa2fd83f9bb9b37d2512aab94ec	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REUSABLE_NOW	T0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05_PREFILL_ATTN_FLASH	pytorch_flash::flash_fwd_kernel<...>	16,1,14	128,1,1	N/A	0 (global launch 34)	traces/kernel-34-ctx_0x5b5ba0bd1a60.traceg.xz	d8fa338f82800f646c8501a6a1d1049afaae213fe0d7f70d4913fcfaa76ba67a	a8b4ba1cf33f34be345b38908cb39572c0d14972170fd1972b4b080e81154fd5	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	P1_ACCEPTED	YES
