tensor_name	logical_group	decoder_layer_id	submodule_role	source_shard	source_shard_sha256_or_receipt_identity	dtype	shape	numel	exact_tensor_bytes
model.layers.17.self_attn.k_proj.weight	decoder layer 17 attention	17	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.17.self_attn.o_proj.weight	decoder layer 17 attention	17	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.17.self_attn.q_proj.bias	decoder layer 17 attention	17	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.17.self_attn.q_proj.weight	decoder layer 17 attention	17	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.17.self_attn.v_proj.bias	decoder layer 17 attention	17	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.17.self_attn.v_proj.weight	decoder layer 17 attention	17	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.18.input_layernorm.weight	decoder layer 18 norm-other	18	norm-other:input_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.18.mlp.down_proj.weight	decoder layer 18 MLP	18	MLP:mlp.down_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.18.mlp.gate_proj.weight	decoder layer 18 MLP	18	MLP:mlp.gate_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.18.mlp.up_proj.weight	decoder layer 18 MLP	18	MLP:mlp.up_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.18.post_attention_layernorm.weight	decoder layer 18 norm-other	18	norm-other:post_attention_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.18.self_attn.k_proj.bias	decoder layer 18 attention	18	attention:self_attn.k_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.18.self_attn.k_proj.weight	decoder layer 18 attention	18	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.18.self_attn.o_proj.weight	decoder layer 18 attention	18	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.18.self_attn.q_proj.bias	decoder layer 18 attention	18	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.18.self_attn.q_proj.weight	decoder layer 18 attention	18	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.18.self_attn.v_proj.bias	decoder layer 18 attention	18	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.18.self_attn.v_proj.weight	decoder layer 18 attention	18	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.19.input_layernorm.weight	decoder layer 19 norm-other	19	norm-other:input_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.19.mlp.down_proj.weight	decoder layer 19 MLP	19	MLP:mlp.down_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.19.mlp.gate_proj.weight	decoder layer 19 MLP	19	MLP:mlp.gate_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.19.mlp.up_proj.weight	decoder layer 19 MLP	19	MLP:mlp.up_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.19.post_attention_layernorm.weight	decoder layer 19 norm-other	19	norm-other:post_attention_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.19.self_attn.k_proj.bias	decoder layer 19 attention	19	attention:self_attn.k_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.19.self_attn.k_proj.weight	decoder layer 19 attention	19	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.19.self_attn.o_proj.weight	decoder layer 19 attention	19	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.19.self_attn.q_proj.bias	decoder layer 19 attention	19	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.19.self_attn.q_proj.weight	decoder layer 19 attention	19	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.19.self_attn.v_proj.bias	decoder layer 19 attention	19	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.19.self_attn.v_proj.weight	decoder layer 19 attention	19	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.2.input_layernorm.weight	decoder layer 2 norm-other	2	norm-other:input_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.2.mlp.down_proj.weight	decoder layer 2 MLP	2	MLP:mlp.down_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.2.mlp.gate_proj.weight	decoder layer 2 MLP	2	MLP:mlp.gate_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.2.mlp.up_proj.weight	decoder layer 2 MLP	2	MLP:mlp.up_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.2.post_attention_layernorm.weight	decoder layer 2 norm-other	2	norm-other:post_attention_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.2.self_attn.k_proj.bias	decoder layer 2 attention	2	attention:self_attn.k_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.2.self_attn.k_proj.weight	decoder layer 2 attention	2	attention:self_attn.k_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.2.self_attn.o_proj.weight	decoder layer 2 attention	2	attention:self_attn.o_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.2.self_attn.q_proj.bias	decoder layer 2 attention	2	attention:self_attn.q_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.2.self_attn.q_proj.weight	decoder layer 2 attention	2	attention:self_attn.q_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.2.self_attn.v_proj.bias	decoder layer 2 attention	2	attention:self_attn.v_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.2.self_attn.v_proj.weight	decoder layer 2 attention	2	attention:self_attn.v_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.20.input_layernorm.weight	decoder layer 20 norm-other	20	norm-other:input_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.20.mlp.down_proj.weight	decoder layer 20 MLP	20	MLP:mlp.down_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.20.mlp.gate_proj.weight	decoder layer 20 MLP	20	MLP:mlp.gate_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.20.mlp.up_proj.weight	decoder layer 20 MLP	20	MLP:mlp.up_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.20.post_attention_layernorm.weight	decoder layer 20 norm-other	20	norm-other:post_attention_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.20.self_attn.k_proj.bias	decoder layer 20 attention	20	attention:self_attn.k_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.20.self_attn.k_proj.weight	decoder layer 20 attention	20	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.20.self_attn.o_proj.weight	decoder layer 20 attention	20	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.20.self_attn.q_proj.bias	decoder layer 20 attention	20	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.20.self_attn.q_proj.weight	decoder layer 20 attention	20	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.20.self_attn.v_proj.bias	decoder layer 20 attention	20	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.20.self_attn.v_proj.weight	decoder layer 20 attention	20	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.21.input_layernorm.weight	decoder layer 21 norm-other	21	norm-other:input_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.21.mlp.down_proj.weight	decoder layer 21 MLP	21	MLP:mlp.down_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.21.mlp.gate_proj.weight	decoder layer 21 MLP	21	MLP:mlp.gate_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.21.mlp.up_proj.weight	decoder layer 21 MLP	21	MLP:mlp.up_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.21.post_attention_layernorm.weight	decoder layer 21 norm-other	21	norm-other:post_attention_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.21.self_attn.k_proj.bias	decoder layer 21 attention	21	attention:self_attn.k_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.21.self_attn.k_proj.weight	decoder layer 21 attention	21	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.21.self_attn.o_proj.weight	decoder layer 21 attention	21	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.21.self_attn.q_proj.bias	decoder layer 21 attention	21	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.21.self_attn.q_proj.weight	decoder layer 21 attention	21	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.21.self_attn.v_proj.bias	decoder layer 21 attention	21	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.21.self_attn.v_proj.weight	decoder layer 21 attention	21	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.22.input_layernorm.weight	decoder layer 22 norm-other	22	norm-other:input_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.22.mlp.down_proj.weight	decoder layer 22 MLP	22	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.22.mlp.gate_proj.weight	decoder layer 22 MLP	22	MLP:mlp.gate_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.22.mlp.up_proj.weight	decoder layer 22 MLP	22	MLP:mlp.up_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.22.post_attention_layernorm.weight	decoder layer 22 norm-other	22	norm-other:post_attention_layernorm.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.22.self_attn.k_proj.bias	decoder layer 22 attention	22	attention:self_attn.k_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.22.self_attn.k_proj.weight	decoder layer 22 attention	22	attention:self_attn.k_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.22.self_attn.o_proj.weight	decoder layer 22 attention	22	attention:self_attn.o_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.22.self_attn.q_proj.bias	decoder layer 22 attention	22	attention:self_attn.q_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.22.self_attn.q_proj.weight	decoder layer 22 attention	22	attention:self_attn.q_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.22.self_attn.v_proj.bias	decoder layer 22 attention	22	attention:self_attn.v_proj.bias	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.22.self_attn.v_proj.weight	decoder layer 22 attention	22	attention:self_attn.v_proj.weight	model-00003-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.23.input_layernorm.weight	decoder layer 23 norm-other	23	norm-other:input_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.23.mlp.down_proj.weight	decoder layer 23 MLP	23	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.23.mlp.gate_proj.weight	decoder layer 23 MLP	23	MLP:mlp.gate_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.23.mlp.up_proj.weight	decoder layer 23 MLP	23	MLP:mlp.up_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.23.post_attention_layernorm.weight	decoder layer 23 norm-other	23	norm-other:post_attention_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.23.self_attn.k_proj.bias	decoder layer 23 attention	23	attention:self_attn.k_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.23.self_attn.k_proj.weight	decoder layer 23 attention	23	attention:self_attn.k_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.23.self_attn.o_proj.weight	decoder layer 23 attention	23	attention:self_attn.o_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.23.self_attn.q_proj.bias	decoder layer 23 attention	23	attention:self_attn.q_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.23.self_attn.q_proj.weight	decoder layer 23 attention	23	attention:self_attn.q_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.23.self_attn.v_proj.bias	decoder layer 23 attention	23	attention:self_attn.v_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.23.self_attn.v_proj.weight	decoder layer 23 attention	23	attention:self_attn.v_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.24.input_layernorm.weight	decoder layer 24 norm-other	24	norm-other:input_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.24.mlp.down_proj.weight	decoder layer 24 MLP	24	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.24.mlp.gate_proj.weight	decoder layer 24 MLP	24	MLP:mlp.gate_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.24.mlp.up_proj.weight	decoder layer 24 MLP	24	MLP:mlp.up_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.24.post_attention_layernorm.weight	decoder layer 24 norm-other	24	norm-other:post_attention_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.24.self_attn.k_proj.bias	decoder layer 24 attention	24	attention:self_attn.k_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.24.self_attn.k_proj.weight	decoder layer 24 attention	24	attention:self_attn.k_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.24.self_attn.o_proj.weight	decoder layer 24 attention	24	attention:self_attn.o_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.24.self_attn.q_proj.bias	decoder layer 24 attention	24	attention:self_attn.q_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.24.self_attn.q_proj.weight	decoder layer 24 attention	24	attention:self_attn.q_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.24.self_attn.v_proj.bias	decoder layer 24 attention	24	attention:self_attn.v_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.24.self_attn.v_proj.weight	decoder layer 24 attention	24	attention:self_attn.v_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.25.input_layernorm.weight	decoder layer 25 norm-other	25	norm-other:input_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.25.mlp.down_proj.weight	decoder layer 25 MLP	25	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.25.mlp.gate_proj.weight	decoder layer 25 MLP	25	MLP:mlp.gate_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.25.mlp.up_proj.weight	decoder layer 25 MLP	25	MLP:mlp.up_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.25.post_attention_layernorm.weight	decoder layer 25 norm-other	25	norm-other:post_attention_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.25.self_attn.k_proj.bias	decoder layer 25 attention	25	attention:self_attn.k_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.25.self_attn.k_proj.weight	decoder layer 25 attention	25	attention:self_attn.k_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.25.self_attn.o_proj.weight	decoder layer 25 attention	25	attention:self_attn.o_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.25.self_attn.q_proj.bias	decoder layer 25 attention	25	attention:self_attn.q_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.25.self_attn.q_proj.weight	decoder layer 25 attention	25	attention:self_attn.q_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.25.self_attn.v_proj.bias	decoder layer 25 attention	25	attention:self_attn.v_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.25.self_attn.v_proj.weight	decoder layer 25 attention	25	attention:self_attn.v_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.26.input_layernorm.weight	decoder layer 26 norm-other	26	norm-other:input_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.26.mlp.down_proj.weight	decoder layer 26 MLP	26	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
