layer_id	semantic_role	raw_bf16_shape	raw_bf16_bytes	awq_qweight_shape	awq_qzero_scale_shape	one_to_one
18	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
18	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
19	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
20	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
21	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
22	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
23	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
24	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
25	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
26	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
27	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
