profile_id	condition	role	kernel_index	kernel_role	kernel_name	metric_name	unit	value	replay_pass_count
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40755264.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983520.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	39572224.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	10368.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	66496.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4448.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	147136.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35279104.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	640.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	57.0	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.63	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	5.37	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.55	3
L0_GATE_PROJ_D3_CONTROL_GATE28	CONTROL_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40722208.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983200.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	39706752.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	7296.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	67360.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4480.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146148.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35279360.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	640.0	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	57.35	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.54	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	5.35	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.6	3
L0_GATE_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40725120.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	982944.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	35333888.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	4736.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	59552.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4480.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146042.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35278592.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	512.0	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	54.29	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.49	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.02	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.96	3
L0_GATE_PROJ_D3_FAIR_GATE28	FAIR_GATE28	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40751680.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983072.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	35338112.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	6016.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	59264.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4416.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146468.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35291264.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	512.0	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	54.05	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.56	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.03	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.01	3
L0_GATE_PROJ_D3_FAIR_GUD84	FAIR_GUD84	gate_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L0_UP_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	up_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L0_UP_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	up_proj	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_UP_PROJ_D3_CONTROL_GUD84	CONTROL_GUD84	up_proj	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40745536.0	3
