row_kind	roi	comparison	rank	compute_index	operator_class	layer_id	metric	baseline_value	candidate_value	delta	note
OPERATOR	prefill	F8-L10_vs_F7-L10			FFN_MLP		requester_translation_latency_cycles	390780564	390782767	2203	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		gpu_sim_cycle	1441714	1440333	-1381	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		subentry_hits	UNATTRIBUTED	64504	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		l2_tlb_misses	35	35	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		translation_walk_starts	1	1	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		pte_dram_responses	2	2	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			NORM		requester_translation_latency_cycles	37652950	37643441	-9509	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		gpu_sim_cycle	15466833	15478364	11531	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	606982	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	2792	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		l2_tlb_misses	4481	3284	-1197	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		translation_walk_starts	405	324	-81	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		pte_dram_responses	124	89	-35	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			OTHER_COMPUTE		requester_translation_latency_cycles	215318285	213321261	-1997024	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		gpu_sim_cycle	6450	6450	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		subentry_hits	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L10_vs_F7-L10			UNRESOLVED		requester_translation_latency_cycles	680	680	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	1	691	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	157301	157301	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	2	268	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3988	3988	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	3	478	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3978	3978	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	4	184	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3938	3938	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	5	548	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3935	3935	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	6	464	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3931	3931	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	7	590	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3930	3930	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	8	170	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3926	3926	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	9	212	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3926	3926	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	10	254	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3926	3926	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	11	506	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3917	3917	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	12	338	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3915	3915	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	13	688	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3913	3913	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	14	674	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3911	3911	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	15	100	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3908	3908	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	16	226	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3907	3907	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	17	436	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3907	3907	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	18	128	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3906	3906	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	19	394	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3900	3900	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L10_vs_F7-L10	20	646	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3900	3900	candidate-ranked activity; do not infer critical-path benefit
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		gpu_sim_cycle	623975	622530	-1445	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		subentry_hits	UNATTRIBUTED	8062	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		subentry_misses	UNATTRIBUTED	50	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		l2_tlb_misses	127	97	-30	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		translation_walk_starts	28	18	-10	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		pte_dram_responses	13	8	-5	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_CORE		requester_translation_latency_cycles	4365305	4346688	-18617	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		gpu_sim_cycle	8392922	8400229	7307	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		subentry_hits	UNATTRIBUTED	13133	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		subentry_misses	UNATTRIBUTED	17	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		l2_tlb_misses	43	36	-7	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		translation_walk_starts	17	13	-4	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		pte_dram_responses	8	6	-2	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		requester_translation_latency_cycles	151782666	151807098	24432	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		gpu_sim_cycle	21810020	21816319	6299	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		subentry_hits	UNATTRIBUTED	158108	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		subentry_misses	UNATTRIBUTED	89173	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		l2_tlb_misses	114931	115481	550	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		translation_walk_starts	33297	33309	12	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		pte_dram_responses	29567	29576	9	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		requester_translation_latency_cycles	491997272	492308702	311430	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		gpu_sim_cycle	28017863	28018691	828	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		subentry_hits	UNATTRIBUTED	43309	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			FFN_MLP		requester_translation_latency_cycles	641354065	641343443	-10622	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		gpu_sim_cycle	1756333	1757790	1457	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		subentry_hits	UNATTRIBUTED	64536	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		l2_tlb_misses	35	35	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		translation_walk_starts	1	1	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		pte_dram_responses	2	2	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			NORM		requester_translation_latency_cycles	48783558	48776517	-7041	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		gpu_sim_cycle	15523613	15522252	-1361	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	607338	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	2652	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		l2_tlb_misses	4322	3125	-1197	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		translation_walk_starts	406	324	-82	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		pte_dram_responses	124	89	-35	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			OTHER_COMPUTE		requester_translation_latency_cycles	221423067	219383653	-2039414	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		gpu_sim_cycle	6466	6466	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		subentry_hits	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	prefill	F8-L20_vs_F7-L20			UNRESOLVED		requester_translation_latency_cycles	680	680	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	1	691	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	157516	157516	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	2	352	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3951	3951	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	3	506	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3941	3941	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	4	632	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3938	3938	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	5	184	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3937	3937	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	6	646	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3928	3928	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	7	436	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3926	3926	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	8	604	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3926	3926	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	9	674	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3924	3924	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	10	212	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3914	3914	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	11	394	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3912	3912	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	12	170	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3911	3911	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	13	464	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3910	3910	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	14	16	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3906	3906	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	15	58	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3906	3906	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	16	44	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3905	3905	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	17	422	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3905	3905	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	18	590	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3905	3905	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	19	688	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3904	3904	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	prefill	F8-L20_vs_F7-L20	20	128	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	3903	3903	candidate-ranked activity; do not infer critical-path benefit
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		gpu_sim_cycle	505269	504576	-693	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		subentry_hits	UNATTRIBUTED	6580	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		subentry_misses	UNATTRIBUTED	168	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		l2_tlb_misses	203	203	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		translation_walk_starts	11	11	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		pte_dram_responses	6	6	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_CORE		requester_translation_latency_cycles	2955031	2953825	-1206	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		gpu_sim_cycle	3824007	3824304	297	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		subentry_hits	UNATTRIBUTED	11486	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		subentry_misses	UNATTRIBUTED	2970	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		l2_tlb_misses	4172	4001	-171	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		translation_walk_starts	1323	1300	-23	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		pte_dram_responses	368	364	-4	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			ATTENTION_PROJECTION		requester_translation_latency_cycles	87571709	87509359	-62350	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		gpu_sim_cycle	3781703	3774234	-7469	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		subentry_hits	UNATTRIBUTED	1418	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		subentry_misses	UNATTRIBUTED	6851	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		l2_tlb_misses	8210	8135	-75	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		translation_walk_starts	8061	8050	-11	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		pte_dram_responses	2086	2080	-6	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			EMBEDDING_OUTPUT		requester_translation_latency_cycles	58597137	58759243	162106	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		gpu_sim_cycle	21665136	21664739	-397	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		subentry_hits	UNATTRIBUTED	2502	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		subentry_misses	UNATTRIBUTED	4817	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		l2_tlb_misses	6389	6394	5	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		translation_walk_starts	6130	6130	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		pte_dram_responses	1571	1571	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			FFN_MLP		requester_translation_latency_cycles	613510433	613509868	-565	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		gpu_sim_cycle	301294	299918	-1376	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		subentry_hits	UNATTRIBUTED	737	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		subentry_misses	UNATTRIBUTED	32	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		l2_tlb_misses	544	544	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		translation_walk_starts	17	17	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		pte_dram_responses	32	32	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			NORM		requester_translation_latency_cycles	1115255	1115229	-26	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		gpu_sim_cycle	4481119	4466618	-14501	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	13968	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	1647	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		l2_tlb_misses	2702	1925	-777	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		translation_walk_starts	149	109	-40	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		pte_dram_responses	71	51	-20	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			OTHER_COMPUTE		requester_translation_latency_cycles	11406575	11183490	-223085	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		gpu_sim_cycle	6098	6098	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		subentry_hits	UNATTRIBUTED	1	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F1_vs_F2			UNRESOLVED		requester_translation_latency_cycles	110	110	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	1	739	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	1418	1418	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	2	469	ATTENTION_PROJECTION	10	subentry_hits	UNATTRIBUTED	432	432	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	3	129	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	429	429	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	4	309	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	429	429	candidate-ranked activity; do not infer critical-path benefit
