roi	comparison	row_kind	operator_class	metric	metric_scope	baseline_value	candidate_value	delta	note
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:MISS	EXACT_PER_KERNEL	6	6	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:HIT	EXACT_PER_KERNEL	465	192	-273	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:MISS	EXACT_PER_KERNEL	463	164	-299	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:MISS	EXACT_PER_KERNEL	272	272	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_KV_CACHE:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:HIT	EXACT_PER_KERNEL	8	8	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:MISS	EXACT_PER_KERNEL	264	264	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_UNKNOWN:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	CACHE	UNRESOLVED	m4c_telemetry_l2:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
prefill	F1_vs_F2	FULL_ROI	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	63302886	63758501	455615	formal anchor; never apportioned by cycle share
prefill	F5_vs_F0	OPERATOR	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	623662	629945	6283	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	6676148	6674888	-1260	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	17652323	18352576	700253	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	20573515	20574339	824	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	1458060	1458754	694	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	15500080	15526361	26281	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	6450	6450	0	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	ATTENTION_CORE	l1_tlb_accesses	EXACT_PER_KERNEL	352833	353642	809	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	ATTENTION_PROJECTION	l1_tlb_accesses	EXACT_PER_KERNEL	9906164	9910441	4277	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	EMBEDDING_OUTPUT	l1_tlb_accesses	EXACT_PER_KERNEL	25770049	25833829	63780	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	FFN_MLP	l1_tlb_accesses	EXACT_PER_KERNEL	38691004	38692015	1011	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	NORM	l1_tlb_accesses	EXACT_PER_KERNEL	3244627	3244627	0	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	OTHER_COMPUTE	l1_tlb_accesses	EXACT_PER_KERNEL	16203410	16208280	4870	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	UNRESOLVED	l1_tlb_accesses	EXACT_PER_KERNEL	68	68	0	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	ATTENTION_CORE	l1_tlb_misses	EXACT_PER_KERNEL	8139	8214	75	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	ATTENTION_PROJECTION	l1_tlb_misses	EXACT_PER_KERNEL	26110	26109	-1	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	EMBEDDING_OUTPUT	l1_tlb_misses	EXACT_PER_KERNEL	306153	306152	-1	exact marker checkpoint delta; association only
prefill	F5_vs_F0	OPERATOR	FFN_MLP	l1_tlb_misses	EXACT_PER_KERNEL	99362	99644	282	exact marker checkpoint delta; association only
