roi	comparison	ranking_mode	rank	compute_index	trace_filename	semantic_kernel_name	operator_class	layer_id	evidence_kind	baseline_cycle	candidate_cycle	cycle_delta	baseline_cycle_share	l1_tlb_miss_delta	l2_tlb_miss_delta	translation_walk_delta	pte_request_delta	pte_dram_response_delta	requester_translation_latency_delta	segment_hit_delta	segment_l2_suppressed_delta	subentry_hit_delta	subentry_miss_delta	l1d_cache_tx_delta	l2_cache_tx_delta	l1d_reservation_fail_delta	l2_reservation_fail_delta	kernel_cache_outcome_delta
prefill	F8-L10_vs_F0	IMPROVEMENT	87	455	kernel-1210-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	39964	38648	-1316	0.0006395238885151949	-5	0	0	0	0	-399	0	0	UNATTRIBUTED	UNATTRIBUTED	0	73	0	73	m4c_telemetry_l2:DATA_KV_CACHE:HIT=22;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-22;m4c_telemetry_l2:DATA_UNKNOWN:HIT=202;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-202;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=73
prefill	F8-L10_vs_F0	IMPROVEMENT	88	189	kernel-932-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn	ATTENTION_PROJECTION	4	DIRECT_PARAMETER_RANGE	69556	68241	-1315	0.0011130698526064184	32672	-47	-8	-8	-2	-17974	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	28529	0	28537	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-16783;m4c_telemetry_l2:DATA_UNKNOWN:MISS=16783;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=536;m4c_telemetry_l2:DATA_WEIGHT:HIT=-2468;m4c_telemetry_l2:DATA_WEIGHT:MISS=2468;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=28001;m4c_telemetry_l2:PTE_L3:HIT=-5;m4c_telemetry_l2:PTE_L3:MISS=-3
prefill	F8-L10_vs_F0	IMPROVEMENT	89	175	kernel-917-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	3	DIRECT_PARAMETER_RANGE	429263	427978	-1285	0.006869280926726507	525627	-227	-128	-128	-33	-156374	526718	526718	UNATTRIBUTED	UNATTRIBUTED	0	8198	0	8326	m4c_telemetry_l2:DATA_UNKNOWN:HIT=78889;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-78898;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=8159;m4c_telemetry_l2:DATA_WEIGHT:HIT=11330;m4c_telemetry_l2:DATA_WEIGHT:MISS=-11321;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=167;m4c_telemetry_l2:PTE_L3:HIT=-87;m4c_telemetry_l2:PTE_L3:MISS=-41
prefill	F8-L10_vs_F0	IMPROVEMENT	90	564	kernel-1325-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	13	DIRECT_PARAMETER_RANGE	44726	43457	-1269	0.0007157277909551248	32781	-35	-1	-2	-2	-30327	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	184	0	186	m4c_telemetry:DATA_UNKNOWN:HIT=64;m4c_telemetry:DATA_UNKNOWN:MISS=-64;m4c_telemetry:DATA_WEIGHT:HIT=69;m4c_telemetry:DATA_WEIGHT:MISS=-69;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-341;m4c_telemetry_l2:DATA_UNKNOWN:MISS=341;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=483;m4c_telemetry_l2:DATA_WEIGHT:HIT=8;m4c_telemetry_l2:DATA_WEIGHT:MISS=-8;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-297;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	91	484	kernel-1241-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	20619	19386	-1233	0.00032995553641514374	-5	-29	-1	-1	-1	-5949	0	0	UNATTRIBUTED	UNATTRIBUTED	0	3	0	0	m4c_telemetry:DATA_UNKNOWN:HIT=26;m4c_telemetry:DATA_UNKNOWN:MISS=-26;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-4;m4c_telemetry_l2:DATA_UNKNOWN:MISS=8;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	92	219	kernel-963-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	4	DIRECT_PARAMETER_RANGE	427640	426420	-1220	0.006843308870099038	525305	-220	-127	-127	-32	-145969	526471	526471	UNATTRIBUTED	UNATTRIBUTED	0	15476	0	15603	m4c_telemetry_l2:DATA_UNKNOWN:HIT=32031;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-32610;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=15939;m4c_telemetry_l2:DATA_WEIGHT:HIT=6245;m4c_telemetry_l2:DATA_WEIGHT:MISS=-5666;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-336;m4c_telemetry_l2:PTE_L3:HIT=-90;m4c_telemetry_l2:PTE_L3:MISS=-37
prefill	F8-L10_vs_F0	IMPROVEMENT	93	63	kernel-800-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_tn	ATTENTION_PROJECTION	1	DIRECT_PARAMETER_RANGE	69461	68246	-1215	0.0011115496151574906	32687	-54	-10	-10	-4	-19376	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	11704	0	11714	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-14623;m4c_telemetry_l2:DATA_UNKNOWN:MISS=14623;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=1671;m4c_telemetry_l2:DATA_WEIGHT:HIT=-2571;m4c_telemetry_l2:DATA_WEIGHT:MISS=2571;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=10043;m4c_telemetry_l2:PTE_L3:HIT=-5;m4c_telemetry_l2:PTE_L3:MISS=-5
prefill	F8-L10_vs_F0	IMPROVEMENT	94	60	kernel-797-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	1	DIRECT_PARAMETER_RANGE	44549	43340	-1209	0.0007128953485502807	32707	-35	-1	-2	-2	-34867	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	-445	0	-443	m4c_telemetry:DATA_UNKNOWN:HIT=235;m4c_telemetry:DATA_UNKNOWN:MISS=-235;m4c_telemetry:DATA_WEIGHT:HIT=242;m4c_telemetry:DATA_WEIGHT:MISS=-242;m4c_telemetry_l2:DATA_UNKNOWN:HIT=125;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-125;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=427;m4c_telemetry_l2:DATA_WEIGHT:HIT=-3;m4c_telemetry_l2:DATA_WEIGHT:MISS=3;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-870;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	95	51	kernel-787-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	0	DIRECT_PARAMETER_RANGE	427887	426684	-1203	0.00684726148746625	525469	-268	-128	-128	-32	-144549	526531	526531	UNATTRIBUTED	UNATTRIBUTED	0	84080	0	84208	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-16088;m4c_telemetry_l2:DATA_UNKNOWN:MISS=15307;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=83183;m4c_telemetry_l2:DATA_WEIGHT:HIT=4054;m4c_telemetry_l2:DATA_WEIGHT:MISS=-3273;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=1025;m4c_telemetry_l2:PTE_L3:HIT=-96;m4c_telemetry_l2:PTE_L3:MISS=-32
prefill	F8-L10_vs_F0	IMPROVEMENT	96	480	kernel-1237-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	11	DIRECT_PARAMETER_RANGE	44841	43650	-1191	0.0007175680783933004	32671	-35	-1	-2	-2	-39237	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	-1855	0	-1853	m4c_telemetry:DATA_UNKNOWN:HIT=283;m4c_telemetry:DATA_UNKNOWN:MISS=-283;m4c_telemetry:DATA_WEIGHT:HIT=289;m4c_telemetry:DATA_WEIGHT:MISS=-289;m4c_telemetry_l2:DATA_UNKNOWN:HIT=128;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-128;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1651;m4c_telemetry_l2:DATA_WEIGHT:HIT=-2;m4c_telemetry_l2:DATA_WEIGHT:MISS=2;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-202;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	97	271	kernel-1018-ctx_0x55f2413c4de0.traceg.xz	_ZN7cutlass7Kernel2I67cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_tn_align8EEvNT_6ParamsE	ATTENTION_PROJECTION	6	DIRECT_PARAMETER_RANGE	133574	132384	-1190	0.0021375178631900874	131450	-70	-32	-32	-9	-65982	131755	131755	UNATTRIBUTED	UNATTRIBUTED	0	-35707	0	-35675	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-7638;m4c_telemetry_l2:DATA_UNKNOWN:MISS=7214;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-29013;m4c_telemetry_l2:DATA_WEIGHT:HIT=-1680;m4c_telemetry_l2:DATA_WEIGHT:MISS=2104;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-6662;m4c_telemetry_l2:PTE_L3:HIT=-16;m4c_telemetry_l2:PTE_L3:MISS=-16
prefill	F8-L10_vs_F0	IMPROVEMENT	98	540	kernel-1299-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17997	16810	-1187	0.00028799698282474135	-2	-10	0	0	0	-5540	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:PTE_L3:HIT=1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	99	47	kernel-783-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	0	DIRECT_PARAMETER_RANGE	427822	426638	-1184	0.006846221325001195	525172	-269	-128	-128	-32	-166611	526358	526358	UNATTRIBUTED	UNATTRIBUTED	0	49135	0	49263	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-27903;m4c_telemetry_l2:DATA_UNKNOWN:MISS=27562;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=49226;m4c_telemetry_l2:DATA_WEIGHT:HIT=-10613;m4c_telemetry_l2:DATA_WEIGHT:MISS=10954;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=37;m4c_telemetry_l2:PTE_L3:HIT=-96;m4c_telemetry_l2:PTE_L3:MISS=-32
prefill	F8-L10_vs_F0	IMPROVEMENT	100	583	kernel-1344-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	ATTENTION_PROJECTION	13	DIRECT_PARAMETER_RANGE	143331	142162	-1169	0.0022936542504446854	134046	-69	-32	-32	-9	-55704	134381	134381	UNATTRIBUTED	UNATTRIBUTED	0	52262	0	52294	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-7695;m4c_telemetry_l2:DATA_UNKNOWN:MISS=7932;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=52878;m4c_telemetry_l2:DATA_WEIGHT:HIT=207;m4c_telemetry_l2:DATA_WEIGHT:MISS=-444;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-584;m4c_telemetry_l2:PTE_L3:HIT=-15;m4c_telemetry_l2:PTE_L3:MISS=-17
prefill	F8-L10_vs_F0	IMPROVEMENT	101	177	kernel-919-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	3	DIRECT_PARAMETER_RANGE	425888	424743	-1145	0.00681527249104092	525387	-229	-127	-127	-32	-138066	526544	526544	UNATTRIBUTED	UNATTRIBUTED	0	24552	0	24679	m4c_telemetry_l2:DATA_UNKNOWN:HIT=13064;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-14161;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=24476;m4c_telemetry_l2:DATA_WEIGHT:HIT=-1328;m4c_telemetry_l2:DATA_WEIGHT:MISS=2425;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=203;m4c_telemetry_l2:PTE_L3:HIT=-88;m4c_telemetry_l2:PTE_L3:MISS=-39
prefill	F8-L10_vs_F0	IMPROVEMENT	102	460	kernel-1216-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	68070	66936	-1134	0.0010892901384052978	160	-290	-32	-32	-9	-520023	0	0	UNATTRIBUTED	UNATTRIBUTED	388280	-32	388280	0	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=388280;m4c_telemetry_l2:DATA_UNKNOWN:HIT=12;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-12;m4c_telemetry_l2:PTE_L3:HIT=-14;m4c_telemetry_l2:PTE_L3:MISS=-18
prefill	F8-L10_vs_F0	IMPROVEMENT	103	217	kernel-961-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	4	DIRECT_PARAMETER_RANGE	428665	427534	-1131	0.006859711432047995	525537	-242	-128	-128	-33	-152471	526637	526637	UNATTRIBUTED	UNATTRIBUTED	0	99122	0	99250	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-27147;m4c_telemetry_l2:DATA_UNKNOWN:MISS=26742;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=98796;m4c_telemetry_l2:DATA_WEIGHT:HIT=-140;m4c_telemetry_l2:DATA_WEIGHT:MISS=545;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=454;m4c_telemetry_l2:PTE_L3:HIT=-92;m4c_telemetry_l2:PTE_L3:MISS=-36
prefill	F8-L10_vs_F0	IMPROVEMENT	104	383	kernel-1135-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	8	DIRECT_PARAMETER_RANGE	427590	426463	-1127	0.006842508745125919	525484	-260	-128	-128	-33	-162536	526675	526675	UNATTRIBUTED	UNATTRIBUTED	0	-31151	0	-31023	m4c_telemetry_l2:DATA_UNKNOWN:HIT=3017;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-3712;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-30752;m4c_telemetry_l2:DATA_WEIGHT:HIT=4419;m4c_telemetry_l2:DATA_WEIGHT:MISS=-3724;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-271;m4c_telemetry_l2:PTE_L3:HIT=-90;m4c_telemetry_l2:PTE_L3:MISS=-38
prefill	F8-L10_vs_F0	IMPROVEMENT	105	522	kernel-1281-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	12	DIRECT_PARAMETER_RANGE	44745	43621	-1124	0.0007160318384449104	32721	-35	-1	-2	-2	-35278	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	-3750	0	-3748	m4c_telemetry:DATA_UNKNOWN:HIT=732;m4c_telemetry:DATA_UNKNOWN:MISS=-732;m4c_telemetry:DATA_WEIGHT:HIT=752;m4c_telemetry:DATA_WEIGHT:MISS=-752;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-64;m4c_telemetry_l2:DATA_UNKNOWN:MISS=64;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-2919;m4c_telemetry_l2:DATA_WEIGHT:HIT=-9;m4c_telemetry_l2:DATA_WEIGHT:MISS=9;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-829;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	106	102	kernel-841-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	2	DIRECT_PARAMETER_RANGE	44775	43655	-1120	0.0007165119134287822	32703	-35	-1	-2	-2	-36349	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	166	0	168	m4c_telemetry:DATA_UNKNOWN:HIT=132;m4c_telemetry:DATA_UNKNOWN:MISS=-132;m4c_telemetry:DATA_WEIGHT:HIT=142;m4c_telemetry:DATA_WEIGHT:MISS=-142;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-213;m4c_telemetry_l2:DATA_UNKNOWN:MISS=213;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=737;m4c_telemetry_l2:DATA_WEIGHT:HIT=7;m4c_telemetry_l2:DATA_WEIGHT:MISS=-7;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-569;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	107	624	kernel-1387-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	16144	15028	-1116	0.0002583443513209215	-9	-65	-2	-2	-1	-15130	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-2	0	0	m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	108	495	kernel-1252-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18413	17304	-1109	0.0002946540226010981	-2	0	0	0	0	-153	0	0	UNATTRIBUTED	UNATTRIBUTED	0	64	0	0	m4c_telemetry:DATA_KV_CACHE:HIT=17;m4c_telemetry:DATA_KV_CACHE:MISS=-17;m4c_telemetry:DATA_UNKNOWN:HIT=17;m4c_telemetry:DATA_UNKNOWN:MISS=-17;m4c_telemetry_l2:DATA_KV_CACHE:HIT=-16;m4c_telemetry_l2:DATA_KV_CACHE:MISS=48;m4c_telemetry_l2:DATA_UNKNOWN:HIT=9;m4c_telemetry_l2:DATA_UNKNOWN:MISS=23
prefill	F8-L10_vs_F0	IMPROVEMENT	109	228	kernel-973-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	5	DIRECT_PARAMETER_RANGE	44565	43471	-1094	0.0007131513885416791	32741	-35	-1	-2	-2	-32054	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	-1474	0	-1472	m4c_telemetry:DATA_UNKNOWN:HIT=340;m4c_telemetry:DATA_UNKNOWN:MISS=-340;m4c_telemetry:DATA_WEIGHT:HIT=360;m4c_telemetry:DATA_WEIGHT:MISS=-360;m4c_telemetry_l2:DATA_UNKNOWN:HIT=155;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-155;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-699;m4c_telemetry_l2:DATA_WEIGHT:HIT=-17;m4c_telemetry_l2:DATA_WEIGHT:MISS=17;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-773;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	110	442	kernel-1197-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	19315	18226	-1089	0.00030908827711617935	1	0	0	0	0	63	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-133	0	-129	m4c_telemetry:DATA_UNKNOWN:HIT=-38;m4c_telemetry:DATA_UNKNOWN:MISS=38;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-11;m4c_telemetry_l2:DATA_UNKNOWN:MISS=7;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-129
prefill	F8-L10_vs_F0	IMPROVEMENT	111	511	kernel-1269-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	FFN_MLP	11	DIRECT_PARAMETER_RANGE	429022	427976	-1046	0.00686542432435607	525667	-235	-128	-128	-33	-143528	526709	526709	UNATTRIBUTED	UNATTRIBUTED	0	44699	0	44827	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-50706;m4c_telemetry_l2:DATA_UNKNOWN:MISS=50074;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=44246;m4c_telemetry_l2:DATA_WEIGHT:HIT=-5950;m4c_telemetry_l2:DATA_WEIGHT:MISS=6582;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=581;m4c_telemetry_l2:PTE_L3:HIT=-79;m4c_telemetry_l2:PTE_L3:MISS=-49
prefill	F8-L10_vs_F0	IMPROVEMENT	112	529	kernel-1288-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18176	17144	-1032	0.00029086143022851027	-2	-29	-2	-2	-1	-5079	0	0	UNATTRIBUTED	UNATTRIBUTED	0	924	0	926	m4c_telemetry:DATA_UNKNOWN:HIT=-167;m4c_telemetry:DATA_UNKNOWN:MISS=167;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-21;m4c_telemetry_l2:DATA_UNKNOWN:MISS=21;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=926;m4c_telemetry_l2:PTE_L3:HIT=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F0	IMPROVEMENT	113	648	kernel-1413-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	NORM	15	DIRECT_PARAMETER_RANGE	44646	43621	-1025	0.0007144475909981331	32629	-35	-1	-2	-2	-40733	32768	32768	UNATTRIBUTED	UNATTRIBUTED	0	-836	0	-834	m4c_telemetry:DATA_UNKNOWN:HIT=185;m4c_telemetry:DATA_UNKNOWN:MISS=-185;m4c_telemetry:DATA_WEIGHT:HIT=184;m4c_telemetry:DATA_WEIGHT:MISS=-184;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-24;m4c_telemetry_l2:DATA_UNKNOWN:MISS=24;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1156;m4c_telemetry_l2:DATA_WEIGHT:HIT=26;m4c_telemetry_l2:DATA_WEIGHT:MISS=-26;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=322;m4c_telemetry_l2:PTE_L2:MISS=-1;m4c_telemetry_l2:PTE_L3:MISS=-1
