schema	stage	dimension	point	workload	mode	observer	core_source_head	runtime_sha256	instructions	trace_list_sha256	dimension_overlay	dimension_overlay_sha256	expected_dl2_or_cap	observer_overlay_sha256	launch_gate	strict_validation	evidence_boundary
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	base	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	NONE	NONE	S:128:128:16,L:B:m:L:L,A:192:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	base	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	NONE	NONE	S:128:128:16,L:B:m:L:L,A:192:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	base	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	NONE	NONE	S:128:128:16,L:B:m:L:L,A:192:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	base	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	NONE	NONE	S:128:128:16,L:B:m:L:L,A:192:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	double	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_L2_MSHR_DOUBLE.config	85bf9ed344f5308278294b192034ad21ef19ca63fc162ca28819afa2dab59759	S:128:128:16,L:B:m:L:L,A:384:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.3	mshr	quad	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_L2_MSHR_QUAD.config	9f40ad53da8d1d2c76a1f6643127b7553fc2c40fd06b260214d8e90b566bcd9e	S:128:128:16,L:B:m:L:L,A:768:4,32:0,32	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	512	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_512.config	7c3232b395c5c1b3c3297ed3f540d537a8d824b95f6361ed414687d9d7c18043	512	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	1024	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_1024.config	22ae581059370debb31098a916c7ad0e50a88652e9f0108546dcc5216c67936b	1024	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
