phase	launch_ordinal	semantic_range	semantic_class	start_ns	end_ns	duration_ns	stream	correlation_id	demangled_name	mangled_name	grid_x	grid_y	grid_z	block_x	block_y	block_z	static_smem	dynamic_smem
prefill	511	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230610213	7230618629	8416	7	16533	void at::native::indexFuncSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, at::native::<unnamed>::ReduceAdd>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long, long, const T7 &, T1)	122	16	1	1	128	1	1	0	0
prefill	512	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230621573	7230623237	1664	7	16554	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	112	64	1	1	128	1	1	0	0
prefill	513	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230628101	7230629733	1632	7	16587	void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, unsigned int, cuda::std::__4::plus<void>, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)	113	4	1	1	256	1	1	44	0
prefill	514	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230630309	7230631461	1152	7	16592	void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, int *, int *, int, cuda::std::__4::plus<void>, int, int>(T2, T3, T4, T5, T6)	114	1	1	1	256	1	1	44	0
prefill	515	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230642309	7230643141	832	7	16623	void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)	115	1	1	1	128	1	1	0	0
prefill	516	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230644645	7230646661	2016	7	16630	void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::device_select_policy_hub<long, bool, int, (bool)0, (bool)0>::Policy900, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)	116	26	1	1	128	1	1	5120	0
prefill	517	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230647237	7230649381	2144	7	16636	void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)	117	1	1	1	256	1	1	0	0
prefill	518	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230657765	7230663877	6112	7	16647	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	988	1	1	128	1	1	0	0
prefill	519	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230686117	7230702982	16865	7	16674	ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn	103	12	4	1	128	1	1	49152	32768
prefill	520	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230703558	7230704998	1440	7	16684	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	120	371	1	1	128	1	1	0	0
prefill	521	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230706118	7230722790	16672	7	16708	ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn	103	12	4	1	128	1	1	49152	32768
prefill	522	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230723366	7230724742	1376	7	16718	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	121	371	1	1	128	1	1	0	0
prefill	523	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230727942	7230741638	13696	7	16742	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn	187	16	4	1	128	1	1	49152	24576
prefill	524	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230742278	7230744998	2720	7	16753	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	1	1	1	128	1	1	0	0
prefill	525	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230745606	7230748710	3104	7	16765	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	988	1	1	128	1	1	0	0
prefill	526	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230751622	7230760998	9376	7	16772	void at::native::indexFuncLargeIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1, at::native::<unnamed>::ReduceAdd>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long, long, const T8 &, T1)	125	608	1	1	128	1	1	0	0
prefill	527	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230764038	7230765670	1632	7	16793	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	112	64	1	1	128	1	1	0	0
prefill	528	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230770630	7230772230	1600	7	16826	void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, unsigned int, cuda::std::__4::plus<void>, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)	113	4	1	1	256	1	1	44	0
prefill	529	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230773158	7230774342	1184	7	16831	void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, int *, int *, int, cuda::std::__4::plus<void>, int, int>(T2, T3, T4, T5, T6)	114	1	1	1	256	1	1	44	0
prefill	530	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230788230	7230789062	832	7	16862	void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)	115	1	1	1	128	1	1	0	0
prefill	531	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230790502	7230792486	1984	7	16869	void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::device_select_policy_hub<long, bool, int, (bool)0, (bool)0>::Policy900, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)	116	26	1	1	128	1	1	5120	0
prefill	532	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230793094	7230795302	2208	7	16875	void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)	117	1	1	1	256	1	1	0	0
prefill	533	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230803494	7230807078	3584	7	16886	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	4	1	1	128	1	1	0	0
prefill	534	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230824647	7230834279	9632	7	16911	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	126	192	1	1	32	4	1	0	528
prefill	535	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230834919	7230836071	1152	7	16921	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	120	2	1	1	128	1	1	0	0
prefill	536	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230843367	7230851655	8288	7	16944	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	126	192	1	1	32	4	1	0	528
prefill	537	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230852199	7230853191	992	7	16954	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	121	2	1	1	128	1	1	0	0
prefill	538	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230859111	7230866439	7328	7	16977	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	126	512	1	1	32	4	1	0	528
prefill	539	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230869415	7230871207	1792	7	16988	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	1	1	1	128	1	1	0	0
prefill	540	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230874695	7230876455	1760	7	17000	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	4	1	1	128	1	1	0	0
prefill	541	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230881479	7230883975	2496	7	17007	void at::native::indexFuncSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, at::native::<unnamed>::ReduceAdd>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long, long, const T7 &, T1)	122	16	1	1	128	1	1	0	0
prefill	542	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230893191	7230894823	1632	7	17028	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	112	64	1	1	128	1	1	0	0
prefill	543	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230899975	7230901575	1600	7	17061	void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, unsigned int, cuda::std::__4::plus<void>, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)	113	4	1	1	256	1	1	44	0
prefill	544	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230902119	7230903271	1152	7	17066	void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, int *, int *, int, cuda::std::__4::plus<void>, int, int>(T2, T3, T4, T5, T6)	114	1	1	1	256	1	1	44	0
prefill	545	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230913703	7230914535	832	7	17097	void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)	115	1	1	1	128	1	1	0	0
prefill	546	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230916007	7230917959	1952	7	17104	void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::device_select_policy_hub<long, bool, int, (bool)0, (bool)0>::Policy900, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)	116	26	1	1	128	1	1	5120	0
prefill	547	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230918567	7230920711	2144	7	17110	void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)	117	1	1	1	256	1	1	0	0
prefill	548	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7230928839	7230933351	4512	7	17121	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	652	1	1	128	1	1	0	0
prefill	549	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230958792	7230970600	11808	7	17148	ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn	103	12	3	2	128	1	1	49152	32768
prefill	550	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230971176	7230972520	1344	7	17158	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	120	245	1	1	128	1	1	0	0
prefill	551	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230979528	7230991400	11872	7	17182	ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn	103	12	3	2	128	1	1	49152	32768
prefill	552	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7230992008	7230993256	1248	7	17192	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	121	245	1	1	128	1	1	0	0
prefill	553	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231015112	7231028296	13184	7	17216	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn	187	16	3	1	128	1	1	49152	24576
prefill	554	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231028872	7231031784	2912	7	17227	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	1	1	1	128	1	1	0	0
prefill	555	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231032392	7231034728	2336	7	17239	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	652	1	1	128	1	1	0	0
prefill	556	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231039208	7231046888	7680	7	17246	void at::native::indexFuncLargeIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1, at::native::<unnamed>::ReduceAdd>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long, long, const T8 &, T1)	125	608	1	1	128	1	1	0	0
prefill	557	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231051496	7231055368	3872	7	17267	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	112	64	1	1	128	1	1	0	0
prefill	558	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231058024	7231059624	1600	7	17300	void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, unsigned int, cuda::std::__4::plus<void>, int>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4)	113	4	1	1	256	1	1	44	0
prefill	559	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231060200	7231061384	1184	7	17305	void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned int, cuda::std::__4::plus<void>>::Policy600, int *, int *, int, cuda::std::__4::plus<void>, int, int>(T2, T3, T4, T5, T6)	114	1	1	1	256	1	1	44	0
prefill	560	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231072329	7231073161	832	7	17336	void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>, int *>(T1, int, T2)	115	1	1	1	128	1	1	0	0
prefill	561	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231074601	7231076649	2048	7	17343	void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::device_select_policy_hub<long, bool, int, (bool)0, (bool)0>::Policy900, at_cuda_detail::cub::CountingInputIterator<long, long>, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<long>, const long *, long>, long *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, at_cuda_detail::cub::NullType, at_cuda_detail::cub::NullType, int, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int)	116	26	1	1	128	1	1	5120	0
prefill	562	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231077225	7231079433	2208	7	17349	void at::native::<unnamed>::write_indices<int>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1)	117	1	1	1	256	1	1	0	0
prefill	563	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231091561	7231095177	3616	7	17360	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	16	1	1	128	1	1	0	0
prefill	564	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231113161	7231121385	8224	7	17390	void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)	119	8	6	8	32	1	1	0	16896
prefill	565	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231121993	7231123273	1280	7	17391	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	130	24	1	1	32	16	1	0	0
prefill	566	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231123945	7231125193	1248	7	17401	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	120	6	1	1	128	1	1	0	0
prefill	567	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231134697	7231145161	10464	7	17429	void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)	119	8	6	8	32	1	1	0	16896
prefill	568	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231145705	7231146921	1216	7	17430	void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)	130	24	1	1	32	16	1	0	0
prefill	569	Q30_COMPONENT_EXPERT	EXPERT_PROJECTION_OR_GEMM	7231147529	7231148553	1024	7	17440	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	121	6	1	1	128	1	1	0	0
prefill	570	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231152585	7231162601	10016	7	17468	void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)	119	8	16	1	32	1	1	0	16896
prefill	571	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231163337	7231165289	1952	7	17478	void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)	118	1	1	1	128	1	1	0	0
prefill	572	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231167913	7231169769	1856	7	17490	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	16	1	1	128	1	1	0	0
prefill	573	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7231174601	7231180137	5536	7	17497	void at::native::indexFuncSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, at::native::<unnamed>::ReduceAdd>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long, long, const T7 &, T1)	122	16	1	1	128	1	1	0	0
